"Relative Intensity Alessio_0.02_1.5_lampadina_old","Position (m) Alessio_0.02_1.5_lampadina_old","Relative Intensity Alessandra_0.02_1.5_lampadina_old","Position (m) Alessandra_0.02_1.5_lampadina_old","Relative Intensity Antonio_0.02_1.5_lampadina","Position (m) Antonio_0.02_1.5_lampadina","Relative Intensity Alessio_0.04_1.5_lampadina","Position (m) Alessio_0.04_1.5_lampadina","Relative Intensity Alessandra_0.04_1.5_lampadina","Position (m) Alessandra_0.04_1.5_lampadina","Relative Intensity Antonio_0.04_1.5_lampadina","Position (m) Antonio_0.04_1.5_lampadina","Relative Intensity Alessio_0.08_1.5_lampadina","Position (m) Alessio_0.08_1.5_lampadina","Relative Intensity Alessandra_0.08_1.5_lampadina","Position (m) Alessandra_0.08_1.5_lampadina","Relative Intensity Antonio_0.08_1.5_lampadina","Position (m) Antonio_0.08_1.5_lampadina","Relative Intensity Alessio_0.16_1.5_lampadina","Position (m) Alessio_0.16_1.5_lampadina","Relative Intensity Alessandra_0.16_1.5_lampadina","Position (m) Alessandra_0.16_1.5_lampadina","Relative Intensity Antonio_0.16_1.5_lampadina","Position (m) Antonio_0.16_1.5_lampadina","Relative Intensity Alessio_0.02_1.0_candela","Position (m) Alessio_0.02_1.0_candela","Relative Intensity Alessio_0.04_1.0_lampada","Position (m) Alessio_0.04_1.0_lampada","Relative Intensity Antonio_0.08_0.5_lampadina","Position (m) Antonio_0.08_0.5_lampadina","Relative Intensity Alessio_0.16_0.5_lampadina","Position (m) Alessio_0.16_0.5_lampadina","Time (s) rumore_di_fondo_candela","Relative Intensity rumore_di_fondo_candela","Time (s) rumore_ambientale_candela","Relative Intensity rumore_ambientale_candela","Time (s) laser_candela","Relative Intensity laser_candela","Time (s) intensità_laser_sole","Relative Intensity intensità_laser_sole","Time (s) rumore_di_fondo_lampadina","Relative Intensity rumore_di_fondo_lampadina","Relative Intensity Alessio_doubleslit_0.08_0.5_1.5_lampadina","Position (m) Alessio_doubleslit_0.08_0.5_1.5_lampadina","Relative Intensity Alessio_doubleslit_0.04_0.25_1.5_lampadina","Position (m) Alessio_doubleslit_0.04_0.25_1.5_lampadina","Time (s) intensità_laser_sole","Relative Intensity intensità_laser_sole","Time (s) rumore_abientale_1.5_candela","Relative Intensity rumore_abientale_1.5_candela","Relative Intensity Alessio_0.02_1.5_lampadina","Position (m) Alessio_0.02_1.5_lampadina","Relative Intensity Alessandra_0.02_1.5_lampadina","Position (m) Alessandra_0.02_1.5_lampadina","Relative Intensity Antonio_0.02_1.5_lampadina_2","Position (m) Antonio_0.02_1.5_lampadina_2"
0.169128,-0.163895,0.175552,-0.165532,0.117386,-0.126950,0.0387268,-0.176598,0.0762939,-0.123084,0.0500946,-0.179793,0.152939,-0.112354,0.454529,-0.109000,0.0352478,-0.150028,0.0754852,-0.137759,0.567688,-0.103438,0.0664062,-0.141113,0.0732422,-0.117916,0.0511322,-0.151685,0.0546265,-0.126792,0.0420837,-0.113005,37.7200,0.0255432,37.7200,0.0352325,37.7200,1.00000,37.7200,3531.40,37.7200,0.0441589,0.449585,-0.113655,0.0704651,-0.122630,37.7200,2388.12,37.7200,0.0138550,0.249100,-0.112294,0.0882416,-0.135886,0.0537262,-0.149811
0.171066,-0.164368,0.175629,-0.165552,0.117386,-0.127207,0.0387726,-0.176598,0.0719147,-0.123301,0.0500641,-0.179793,0.152084,-0.112354,0.379211,-0.109217,0.0407104,-0.148845,0.0745544,-0.137819,0.570511,-0.103438,0.0669098,-0.141132,0.0740662,-0.117916,0.0510101,-0.151685,0.0553589,-0.126654,0.0343933,-0.113202,37.7600,0.0253906,37.7600,0.0356140,37.7600,1.00000,37.7600,3531.53,37.7600,0.0444946,0.448807,-0.113636,0.0709229,-0.122630,37.7600,2387.64,37.7600,0.0136261,0.248749,-0.112294,0.0882721,-0.135886,0.0536194,-0.149811
0.172684,-0.164960,0.175964,-0.165552,0.117599,-0.127621,0.0389557,-0.176598,0.0676117,-0.123498,0.0500793,-0.179793,0.152466,-0.112354,0.345901,-0.109296,0.0546265,-0.147563,0.0726013,-0.137937,0.566391,-0.103438,0.0674744,-0.141251,0.0732880,-0.117916,0.0504913,-0.151685,0.0567780,-0.126398,0.0438080,-0.113794,37.8000,0.0255432,37.8000,0.0363159,37.8000,0.999741,37.8000,3531.41,37.8000,0.0440979,0.450531,-0.113636,0.0710754,-0.122630,37.8000,2388.24,37.8000,0.0138855,0.248535,-0.112294,0.0886536,-0.135886,0.0539246,-0.149732
0.172501,-0.165355,0.175873,-0.165552,0.117462,-0.127719,0.0388641,-0.176598,0.0633392,-0.123695,0.0501556,-0.179774,0.153122,-0.112354,0.291504,-0.109474,0.0821533,-0.146498,0.0722504,-0.137957,0.559464,-0.103438,0.0673981,-0.141251,0.0725708,-0.117936,0.0505219,-0.151685,0.0574646,-0.126141,0.0575867,-0.114011,37.8400,0.0258331,37.8400,0.0366821,37.8400,0.999725,37.8400,3531.74,37.8400,0.0444183,0.450546,-0.113636,0.0706635,-0.122670,37.8400,2387.80,37.8400,0.0140991,0.247772,-0.112255,0.0881805,-0.135886,0.0534973,-0.149732
0.171768,-0.165572,0.177002,-0.165848,0.117584,-0.127739,0.0384674,-0.176598,0.0606995,-0.123853,0.0499878,-0.179774,0.151764,-0.112373,0.229233,-0.109710,0.0911713,-0.145492,0.0721283,-0.137957,0.545242,-0.103438,0.0680237,-0.141251,0.0731049,-0.117936,0.0509186,-0.151685,0.0591278,-0.125727,0.0732880,-0.114227,37.8800,0.0262756,37.8800,0.0364075,37.8800,1.00000,37.8800,3531.79,37.8800,0.0443726,0.450394,-0.113636,0.0706329,-0.122670,37.8800,2387.50,37.8800,0.0143738,0.248932,-0.112176,0.0879211,-0.135945,0.0538483,-0.149732
0.171738,-0.165868,0.179398,-0.166893,0.117752,-0.127838,0.0388794,-0.176598,0.0577240,-0.124070,0.0501404,-0.179774,0.152115,-0.112393,0.179214,-0.109927,0.0782623,-0.144801,0.0714264,-0.137957,0.542099,-0.103438,0.0673065,-0.141251,0.0665894,-0.118251,0.0501404,-0.151685,0.0600281,-0.125352,0.0862427,-0.114405,37.9200,0.0261536,37.9200,0.0359802,37.9200,1.00000,37.9200,3531.29,37.9200,0.0445862,0.450363,-0.113636,0.0711823,-0.122867,37.9200,2388.24,37.9200,0.0145569,0.249237,-0.112156,0.0879517,-0.135945,0.0534363,-0.149732
0.171326,-0.166262,0.177185,-0.167978,0.118774,-0.127897,0.0386353,-0.176598,0.0533295,-0.124346,0.0494843,-0.179774,0.152771,-0.112393,0.135468,-0.110164,0.0648041,-0.144288,0.0713654,-0.137917,0.541794,-0.103438,0.0676270,-0.141251,0.0559235,-0.118961,0.0506287,-0.151685,0.0597687,-0.124997,0.0939331,-0.114523,37.9600,0.0259399,37.9600,0.0358582,37.9600,0.999741,37.9600,3531.80,37.9600,0.0442047,0.451080,-0.113636,0.0797424,-0.123656,37.9600,2387.27,37.9600,0.0144196,0.250076,-0.112117,0.0858459,-0.136122,0.0534821,-0.149732
0.173691,-0.167051,0.182953,-0.168905,0.118790,-0.127976,0.0382080,-0.176598,0.0512390,-0.124504,0.0502930,-0.179774,0.153198,-0.112393,0.0992432,-0.110401,0.0517120,-0.143598,0.0717621,-0.137897,0.541656,-0.103438,0.0670776,-0.141251,0.0531464,-0.119198,0.0499725,-0.151685,0.0589600,-0.124820,0.112701,-0.114898,38.0000,0.0256195,38.0000,0.0364075,38.0000,0.999741,38.0000,3531.53,38.0000,0.0440826,0.452164,-0.113655,0.0713348,-0.123991,38.0000,2387.70,38.0000,0.0140533,0.250977,-0.112117,0.0829773,-0.136398,0.0538940,-0.149732
0.174789,-0.167288,0.184662,-0.169339,0.119217,-0.128173,0.0383148,-0.176598,0.0492096,-0.124701,0.0498962,-0.179774,0.176025,-0.112807,0.0729980,-0.110618,0.0422821,-0.142967,0.0716858,-0.137897,0.542923,-0.103438,0.0678101,-0.141251,0.0529175,-0.119218,0.0500641,-0.151705,0.0583649,-0.124524,0.116745,-0.115016,38.0400,0.0253143,38.0400,0.0369568,38.0400,1.00000,38.0400,3531.90,38.0400,0.0442047,0.451691,-0.113655,0.0677338,-0.124070,38.0400,2387.06,38.0400,0.0138397,0.250504,-0.112097,0.0797119,-0.136615,0.0536499,-0.149732
0.174744,-0.167307,0.184494,-0.169359,0.119415,-0.128410,0.0385284,-0.176598,0.0465393,-0.124918,0.0500336,-0.179774,0.256668,-0.113379,0.0618591,-0.110795,0.0366364,-0.142395,0.0718231,-0.137897,0.539581,-0.103438,0.0675659,-0.141270,0.0527802,-0.119257,0.0500031,-0.151725,0.0583496,-0.124465,0.120499,-0.115214,38.0800,0.0254517,38.0800,0.0368042,38.0800,1.00000,38.0800,3531.74,38.0800,0.0444794,0.446747,-0.113715,0.0516205,-0.124465,38.0800,2386.61,38.0800,0.0136261,0.250183,-0.112097,0.0765533,-0.136911,0.0534058,-0.149772
0.175201,-0.167307,0.184448,-0.169596,0.119965,-0.128429,0.0386200,-0.176598,0.0440826,-0.125135,0.0500031,-0.179774,0.272644,-0.113596,0.0585632,-0.110855,0.0356903,-0.141823,0.0718079,-0.137897,0.538651,-0.103438,0.0675659,-0.141270,0.0508575,-0.119652,0.0498352,-0.152040,0.0569916,-0.124287,0.112595,-0.115707,38.1200,0.0256348,38.1200,0.0363770,38.1200,0.999741,38.1200,3531.71,38.1200,0.0442810,0.270096,-0.114227,0.0445251,-0.124721,38.1200,2387.53,38.1200,0.0138702,0.249817,-0.112097,0.0747986,-0.137168,0.0538177,-0.149890
0.174973,-0.167307,0.180267,-0.170621,0.119736,-0.128469,0.0395355,-0.176835,0.0415039,-0.125372,0.0494232,-0.179774,0.292206,-0.113932,0.0570526,-0.110933,0.0359192,-0.141665,0.0712738,-0.137897,0.548920,-0.103438,0.0675507,-0.141270,0.0468292,-0.120184,0.0445099,-0.152810,0.0567169,-0.124149,0.0991821,-0.115963,38.1600,0.0259857,38.1600,0.0359955,38.1600,0.999741,38.1600,3531.49,38.1600,0.0445099,0.216568,-0.114405,0.0413055,-0.124840,38.1600,2387.39,38.1600,0.0140839,0.249405,-0.112097,0.0738678,-0.137365,0.0521088,-0.150383
0.175171,-0.167307,0.185410,-0.171765,0.119598,-0.128508,0.0402985,-0.177486,0.0393372,-0.125589,0.0498810,-0.179774,0.299500,-0.114149,0.0569763,-0.111032,0.0359802,-0.141665,0.0713348,-0.137897,0.550964,-0.103438,0.0670013,-0.141211,0.0453796,-0.120480,0.0430145,-0.152888,0.0552673,-0.123932,0.0929413,-0.116062,38.2000,0.0263062,38.2000,0.0364075,38.2000,1.00000,38.2000,3531.42,38.2000,0.0441132,0.206848,-0.114523,0.0377350,-0.125155,38.2000,2387.94,38.2000,0.0143433,0.249954,-0.112097,0.0725098,-0.137562,0.0467529,-0.151153
0.175369,-0.167288,0.184906,-0.172554,0.120911,-0.128804,0.0445557,-0.178393,0.0376892,-0.125806,0.0499115,-0.179774,0.305618,-0.114484,0.0569763,-0.111131,0.0361938,-0.141724,0.0716858,-0.137897,0.545349,-0.103438,0.0674438,-0.141192,0.0434113,-0.120776,0.0411682,-0.153105,0.0541229,-0.123735,0.0911865,-0.116101,38.2400,0.0261230,38.2400,0.0369873,38.2400,1.00000,38.2400,3531.37,38.2400,0.0445557,0.205444,-0.114799,0.0368652,-0.125431,38.2400,2388.24,38.2400,0.0145416,0.250122,-0.112156,0.0725861,-0.137799,0.0425110,-0.152060
0.175034,-0.167288,0.181503,-0.173067,0.120544,-0.128863,0.0452576,-0.178945,0.0367279,-0.125924,0.0497131,-0.179774,0.306229,-0.114681,0.0594330,-0.111229,0.0393219,-0.141783,0.0721130,-0.137897,0.540314,-0.103438,0.0677490,-0.141132,0.0414276,-0.121072,0.0372314,-0.153599,0.0531311,-0.123498,0.0773468,-0.116358,38.2800,0.0257721,38.2800,0.0369568,38.2800,1.00000,38.2800,3531.24,38.2800,0.0444031,0.191833,-0.114957,0.0371704,-0.125510,38.2800,2387.59,38.2800,0.0143890,0.250412,-0.112156,0.0734863,-0.138095,0.0405121,-0.153224
0.175339,-0.167288,0.180099,-0.173462,0.120621,-0.128863,0.0446472,-0.179182,0.0363617,-0.125984,0.0498352,-0.179774,0.304459,-0.114938,0.0629578,-0.111348,0.0389709,-0.141783,0.0724487,-0.137937,0.528748,-0.103438,0.0673370,-0.140659,0.0416412,-0.121151,0.0355377,-0.153993,0.0503235,-0.123084,0.0486298,-0.116851,38.3200,0.0254364,38.3200,0.0365143,38.3200,0.999741,38.3200,3531.43,38.3200,0.0443115,0.142212,-0.115194,0.0374603,-0.125510,38.3200,2387.42,38.3200,0.0140228,0.249176,-0.112235,0.0763397,-0.138529,0.0390320,-0.154111
0.175140,-0.167288,0.180389,-0.173698,0.120834,-0.128863,0.0441132,-0.179655,0.0364075,-0.125984,0.0497742,-0.179774,0.299454,-0.115135,0.0675201,-0.111446,0.0385284,-0.141783,0.0718842,-0.137957,0.440933,-0.103517,0.0577698,-0.140087,0.0410919,-0.121407,0.0351715,-0.154151,0.0478516,-0.122828,0.0413208,-0.116950,38.3600,0.0253448,38.3600,0.0359802,38.3600,0.999741,38.3600,3531.61,38.3600,0.0447235,0.0853882,-0.115470,0.0372009,-0.125510,38.3600,2387.69,38.3600,0.0137939,0.245667,-0.112452,0.0794525,-0.138805,0.0386963,-0.154388
0.175308,-0.167288,0.183777,-0.174310,0.120193,-0.128785,0.0443573,-0.179793,0.0364075,-0.125924,0.0500488,-0.179774,0.299149,-0.115214,0.0744629,-0.111565,0.0389252,-0.141783,0.0718994,-0.137957,0.286179,-0.103754,0.0437927,-0.139495,0.0401306,-0.121782,0.0348663,-0.154506,0.0463562,-0.122749,0.0385437,-0.117028,38.4000,0.0255890,38.4000,0.0362396,38.4000,1.00000,38.4000,3532.03,38.4000,0.0437927,0.0605774,-0.115963,0.0372467,-0.125431,38.4000,2386.68,38.4000,0.0135651,0.240341,-0.112788,0.0830231,-0.139061,0.0381470,-0.154900
0.175430,-0.167288,0.184967,-0.174980,0.120193,-0.128785,0.0446014,-0.179793,0.0367126,-0.125924,0.0498962,-0.179774,0.290848,-0.115431,0.0815887,-0.111683,0.0388184,-0.141783,0.0690308,-0.138075,0.227249,-0.103872,0.0384979,-0.139061,0.0385132,-0.121960,0.0339966,-0.154683,0.0466003,-0.122729,0.0315552,-0.117443,38.4400,0.0258179,38.4400,0.0366974,38.4400,1.00000,38.4400,3531.70,38.4400,0.0442810,0.0653229,-0.116437,0.0375824,-0.125431,38.4400,2386.08,38.4400,0.0138397,0.237335,-0.113024,0.0855560,-0.139239,0.0378418,-0.155433
0.175217,-0.167288,0.182037,-0.175454,0.120224,-0.128785,0.0446930,-0.179813,0.0363922,-0.125924,0.0501404,-0.179774,0.283783,-0.115529,0.0979614,-0.111860,0.0390625,-0.141783,0.0591583,-0.138430,0.191452,-0.104010,0.0482330,-0.138568,0.0380554,-0.121960,0.0336761,-0.154822,0.0441895,-0.122768,0.0357819,-0.117778,38.4800,0.0262909,38.4800,0.0370331,38.4800,1.00000,38.4800,3531.36,38.4800,0.0445099,0.0699463,-0.116614,0.0373383,-0.125431,38.4800,2385.42,38.4800,0.0140381,0.233627,-0.113281,0.0877075,-0.139436,0.0375671,-0.155689
0.175125,-0.167307,0.178253,-0.176125,0.119751,-0.128785,0.0445404,-0.179793,0.0363464,-0.125924,0.0498199,-0.179655,0.275803,-0.115727,0.111664,-0.111999,0.0385895,-0.141783,0.0555420,-0.138529,0.191879,-0.104227,0.0641632,-0.138055,0.0377350,-0.121960,0.0335236,-0.155157,0.0415497,-0.122847,0.0434113,-0.117975,38.5200,0.0262299,38.5200,0.0366821,38.5200,0.999741,38.5200,3531.15,38.5200,0.0440521,0.0725861,-0.116634,0.0370789,-0.125431,38.5200,2383.70,38.5200,0.0143127,0.232544,-0.113340,0.0903320,-0.139633,0.0381165,-0.155709
0.175262,-0.167307,0.178253,-0.176578,0.119659,-0.128785,0.0444946,-0.179793,0.0363159,-0.125924,0.0504303,-0.179399,0.253662,-0.116062,0.118835,-0.112077,0.0389099,-0.141783,0.0506744,-0.138667,0.247147,-0.104464,0.0731659,-0.137680,0.0385437,-0.121960,0.0332794,-0.155236,0.0427551,-0.122847,0.0472717,-0.118034,38.5600,0.0259094,38.5600,0.0361633,38.5600,0.999725,38.5600,3530.94,38.5600,0.0443115,0.0742798,-0.116713,0.0377350,-0.125431,38.5600,2383.25,38.5600,0.0144806,0.231461,-0.113419,0.0916443,-0.139811,0.0379181,-0.155709
0.175980,-0.167386,0.179565,-0.177071,0.120255,-0.128785,0.0443420,-0.179793,0.0359497,-0.125905,0.0505219,-0.179281,0.241028,-0.116200,0.126068,-0.112137,0.0384369,-0.141783,0.0458527,-0.138864,0.353851,-0.104720,0.0745239,-0.137207,0.0396576,-0.121940,0.0328369,-0.155413,0.0433350,-0.122847,0.0480652,-0.118034,38.6000,0.0256042,38.6000,0.0359955,38.6000,1.00000,38.6000,3531.59,38.6000,0.0446167,0.0742187,-0.116831,0.0373230,-0.125431,38.6000,2383.30,38.6000,0.0143585,0.230194,-0.113596,0.0926056,-0.139988,0.0379944,-0.155453
0.177780,-0.168175,0.179794,-0.177525,0.119919,-0.128785,0.0443420,-0.179793,0.0356445,-0.125905,0.0495911,-0.179004,0.240997,-0.116200,0.134903,-0.112235,0.0385437,-0.141724,0.0398254,-0.139298,0.482803,-0.104957,0.0701447,-0.136911,0.0394287,-0.121920,0.0314941,-0.156005,0.0431519,-0.122847,0.0487518,-0.117995,38.6400,0.0253296,38.6400,0.0364990,38.6400,1.00000,38.6400,3531.56,38.6400,0.0444031,0.0751648,-0.116831,0.0377350,-0.125431,38.6400,2384.09,38.6400,0.0140076,0.228043,-0.113813,0.0924835,-0.140146,0.0379639,-0.155472
0.175613,-0.168964,0.172729,-0.178176,0.119751,-0.128785,0.0445709,-0.179793,0.0359192,-0.125905,0.0464630,-0.178235,0.240540,-0.116200,0.146378,-0.112354,0.0384064,-0.141704,0.0446625,-0.139831,0.583954,-0.105134,0.0663452,-0.136753,0.0385590,-0.121920,0.0310974,-0.156400,0.0428925,-0.122847,0.0488281,-0.117995,38.6800,0.0254364,38.6800,0.0369568,38.6800,0.999741,38.6800,3531.20,38.6800,0.0440369,0.0753632,-0.116811,0.0370026,-0.125510,38.6800,2384.23,38.6800,0.0137177,0.225769,-0.114109,0.0917816,-0.140264,0.0378571,-0.155472
0.175293,-0.169024,0.174362,-0.178235,0.120438,-0.128785,0.0440216,-0.179793,0.0362396,-0.125924,0.0465851,-0.177170,0.240356,-0.116180,0.156326,-0.112433,0.0387268,-0.141704,0.0529633,-0.140186,0.664948,-0.105272,0.0632782,-0.136615,0.0378265,-0.121920,0.0312042,-0.156400,0.0431671,-0.122847,0.0480957,-0.117995,38.7200,0.0257263,38.7200,0.0367584,38.7200,0.999741,38.7200,3531.47,38.7200,0.0441284,0.0753784,-0.116792,0.0376892,-0.125510,38.7200,2385.38,38.7200,0.0135803,0.224350,-0.114306,0.0913239,-0.140363,0.0380554,-0.155472
0.175247,-0.169280,0.174210,-0.178235,0.120285,-0.128844,0.0444489,-0.179793,0.0358124,-0.125964,0.0452118,-0.176539,0.238937,-0.116180,0.168091,-0.112551,0.0384216,-0.141704,0.0618591,-0.140620,0.738647,-0.105450,0.0615234,-0.136359,0.0380859,-0.121920,0.0309296,-0.156400,0.0433960,-0.122847,0.0480957,-0.117995,38.7600,0.0259399,38.7600,0.0362701,38.7600,1.00000,38.7600,3531.55,38.7600,0.0438385,0.0750122,-0.116792,0.0373840,-0.125510,38.7600,2386.39,38.7600,0.0138092,0.221817,-0.114504,0.0902863,-0.140442,0.0381470,-0.155472
0.176437,-0.169674,0.174423,-0.178255,0.119949,-0.128863,0.0440826,-0.179774,0.0360870,-0.125984,0.0438080,-0.176341,0.240051,-0.116180,0.177551,-0.112630,0.0382690,-0.141685,0.0657654,-0.140876,0.799805,-0.105608,0.0577240,-0.136162,0.0389709,-0.121920,0.0314178,-0.156380,0.0433350,-0.122847,0.0485535,-0.117995,38.8000,0.0261993,38.8000,0.0359192,38.8000,1.00000,38.8000,3531.43,38.8000,0.0441589,0.0749664,-0.116792,0.0382385,-0.125905,38.8000,2386.89,38.8000,0.0140228,0.219818,-0.114701,0.0886536,-0.140580,0.0380402,-0.155453
0.180099,-0.170266,0.174774,-0.178255,0.120789,-0.128863,0.0440979,-0.179458,0.0362091,-0.125984,0.0385132,-0.175552,0.240158,-0.116180,0.187485,-0.112728,0.0381012,-0.141448,0.0673065,-0.140975,0.845215,-0.105765,0.0541229,-0.135984,0.0395813,-0.121920,0.0312500,-0.156380,0.0435944,-0.122847,0.0484924,-0.117995,38.8400,0.0259857,38.8400,0.0363159,38.8400,0.999741,38.8400,3531.51,38.8400,0.0441589,0.0749817,-0.116792,0.0424194,-0.126437,38.8400,2386.44,38.8400,0.0143127,0.216476,-0.114918,0.0856323,-0.140797,0.0377502,-0.155472
0.181656,-0.170917,0.174896,-0.178255,0.120163,-0.128863,0.0448456,-0.179379,0.0360718,-0.126003,0.0375366,-0.174961,0.239639,-0.116180,0.209167,-0.112866,0.0422668,-0.141113,0.0687866,-0.141152,0.865585,-0.105982,0.0467682,-0.135649,0.0390320,-0.121920,0.0310516,-0.156281,0.0434875,-0.122847,0.0489807,-0.117995,38.8800,0.0256805,38.8800,0.0369415,38.8800,0.999741,38.8800,3531.22,38.8800,0.0442810,0.0753326,-0.116792,0.0428772,-0.126516,38.8800,2386.08,38.8800,0.0144653,0.214783,-0.115036,0.0821838,-0.141014,0.0381470,-0.155551
0.180740,-0.171016,0.174179,-0.178255,0.121109,-0.129455,0.0446777,-0.179320,0.0357819,-0.126043,0.0377960,-0.174941,0.240067,-0.116180,0.223587,-0.113024,0.0476227,-0.140797,0.0690308,-0.141527,0.840576,-0.106180,0.0425720,-0.135235,0.0380554,-0.121960,0.0312958,-0.156281,0.0431824,-0.122847,0.0484619,-0.117995,38.9200,0.0253906,38.9200,0.0369263,38.9200,1.00000,38.9200,3531.28,38.9200,0.0447845,0.0753632,-0.116792,0.0433807,-0.126832,38.9200,2385.93,38.9200,0.0143127,0.213394,-0.115076,0.0810242,-0.141113,0.0380707,-0.155611
0.180328,-0.171075,0.174377,-0.178255,0.123184,-0.130205,0.0439606,-0.178827,0.0359039,-0.126082,0.0370026,-0.174665,0.240524,-0.116180,0.235214,-0.113162,0.0548401,-0.140422,0.0675049,-0.141685,0.778732,-0.106377,0.0438843,-0.135116,0.0376434,-0.121960,0.0309296,-0.156281,0.0434265,-0.122808,0.0485382,-0.117995,38.9600,0.0253601,38.9600,0.0365601,38.9600,1.00000,38.9600,3531.10,38.9600,0.0444641,0.0751495,-0.116811,0.0423431,-0.127108,38.9600,2386.35,38.9600,0.0140533,0.211243,-0.115253,0.0812683,-0.141093,0.0382996,-0.156025
0.179764,-0.171174,0.174606,-0.178255,0.123367,-0.130323,0.0447540,-0.178255,0.0355377,-0.126201,0.0363922,-0.174349,0.241425,-0.116200,0.251648,-0.113340,0.0577240,-0.140225,0.0634613,-0.142000,0.665024,-0.106614,0.0475769,-0.134958,0.0378571,-0.122157,0.0312958,-0.156281,0.0434875,-0.122808,0.0484161,-0.118015,39.0000,0.0255127,39.0000,0.0360718,39.0000,0.999741,39.0000,3531.41,39.0000,0.0444183,0.0753784,-0.116831,0.0433960,-0.127325,39.0000,2386.44,39.0000,0.0137024,0.205887,-0.115470,0.0813599,-0.141093,0.0380707,-0.156833
0.179565,-0.171174,0.174606,-0.178255,0.124451,-0.130639,0.0449524,-0.177998,0.0348816,-0.126378,0.0362396,-0.174172,0.241180,-0.116200,0.263412,-0.113498,0.0625305,-0.139850,0.0603485,-0.142158,0.552032,-0.106831,0.0508575,-0.134801,0.0301514,-0.122906,0.0315094,-0.156281,0.0435486,-0.122808,0.0478973,-0.118015,39.0400,0.0258179,39.0400,0.0363464,39.0400,0.999741,39.0400,3531.66,39.0400,0.0443420,0.0753174,-0.116831,0.0570221,-0.127877,39.0400,2387.30,39.0400,0.0135498,0.204636,-0.115549,0.0816498,-0.141093,0.0391235,-0.157761
0.179703,-0.171174,0.174316,-0.178255,0.125534,-0.130974,0.0450897,-0.177584,0.0351715,-0.126615,0.0353546,-0.173896,0.241013,-0.116200,0.271820,-0.113636,0.0667877,-0.139574,0.0566406,-0.142296,0.457230,-0.107008,0.0535278,-0.134722,0.0288544,-0.123104,0.0314331,-0.156301,0.0438385,-0.122808,0.0478058,-0.118015,39.0800,0.0262451,39.0800,0.0368347,39.0800,1.00000,39.0800,3532.26,39.0800,0.0438690,0.0978699,-0.117383,0.0758514,-0.128134,39.0800,2387.85,39.0800,0.0137787,0.202332,-0.115667,0.0815430,-0.141093,0.0399475,-0.158628
0.179749,-0.171174,0.174042,-0.178275,0.126465,-0.131329,0.0445862,-0.177367,0.0356445,-0.126891,0.0346527,-0.173501,0.234390,-0.116299,0.281754,-0.113794,0.0690918,-0.139416,0.0483856,-0.142651,0.369324,-0.107166,0.0598602,-0.134564,0.0261230,-0.123321,0.0314178,-0.156321,0.0440826,-0.122808,0.0479431,-0.118034,39.1200,0.0260925,39.1200,0.0370941,39.1200,1.00000,39.1200,3531.49,39.1200,0.0442505,0.250366,-0.117896,0.0947418,-0.128351,39.1200,2387.77,39.1200,0.0139923,0.199036,-0.115786,0.0812073,-0.141093,0.0408020,-0.159358
0.179642,-0.171174,0.174316,-0.178275,0.126831,-0.131428,0.0424652,-0.176933,0.0362396,-0.127187,0.0340271,-0.173166,0.195999,-0.116811,0.288971,-0.113912,0.0733032,-0.139180,0.0431061,-0.142927,0.301804,-0.107304,0.0633545,-0.134465,0.0210266,-0.123774,0.0313416,-0.156340,0.0441589,-0.122808,0.0481415,-0.118034,39.1600,0.0258026,39.1600,0.0367126,39.1600,1.00000,39.1600,3531.34,39.1600,0.0444031,0.256454,-0.118015,0.108765,-0.128508,39.1600,2387.56,39.1600,0.0142822,0.192474,-0.115924,0.0818787,-0.141093,0.0435486,-0.160226
0.179459,-0.171174,0.174164,-0.178275,0.127075,-0.131467,0.0390167,-0.176085,0.0386658,-0.127502,0.0338898,-0.172830,0.161179,-0.117166,0.295380,-0.113991,0.0753784,-0.139042,0.0409546,-0.143184,0.231354,-0.107482,0.0691528,-0.134308,0.0184784,-0.124051,0.0314331,-0.156538,0.0437012,-0.122808,0.0501099,-0.118074,39.2000,0.0254974,39.2000,0.0362091,39.2000,0.999741,39.2000,3531.95,39.2000,0.0444183,0.255798,-0.118232,0.110107,-0.128508,39.2000,2386.90,39.2000,0.0144653,0.186020,-0.116101,0.0814972,-0.141093,0.0454712,-0.161055
0.179367,-0.171174,0.174149,-0.178294,0.129013,-0.131783,0.0373535,-0.175257,0.0409851,-0.127838,0.0338287,-0.172101,0.143707,-0.117364,0.302734,-0.114188,0.0766296,-0.138943,0.0407410,-0.143361,0.171021,-0.107659,0.0776062,-0.134091,0.0160675,-0.124425,0.0310364,-0.157070,0.0431213,-0.122808,0.0556641,-0.118172,39.2400,0.0252075,39.2400,0.0360870,39.2400,0.999741,39.2400,3531.69,39.2400,0.0443878,0.256195,-0.118251,0.109497,-0.128508,39.2400,2386.56,39.2400,0.0143433,0.184143,-0.116180,0.0819397,-0.141093,0.0455627,-0.161548
