"Relative Intensity Alessio_0.02_1.5_lampadina_old","Position (m) Alessio_0.02_1.5_lampadina_old","Relative Intensity Alessandra_0.02_1.5_lampadina_old","Position (m) Alessandra_0.02_1.5_lampadina_old","Relative Intensity Antonio_0.02_1.5_lampadina","Position (m) Antonio_0.02_1.5_lampadina","Relative Intensity Alessio_0.04_1.5_lampadina","Position (m) Alessio_0.04_1.5_lampadina","Relative Intensity Alessandra_0.04_1.5_lampadina","Position (m) Alessandra_0.04_1.5_lampadina","Relative Intensity Antonio_0.04_1.5_lampadina","Position (m) Antonio_0.04_1.5_lampadina","Relative Intensity Alessio_0.08_1.5_lampadina","Position (m) Alessio_0.08_1.5_lampadina","Relative Intensity Alessandra_0.08_1.5_lampadina","Position (m) Alessandra_0.08_1.5_lampadina","Relative Intensity Antonio_0.08_1.5_lampadina","Position (m) Antonio_0.08_1.5_lampadina","Relative Intensity Alessio_0.16_1.5_lampadina","Position (m) Alessio_0.16_1.5_lampadina","Relative Intensity Alessandra_0.16_1.5_lampadina","Position (m) Alessandra_0.16_1.5_lampadina","Relative Intensity Antonio_0.16_1.5_lampadina","Position (m) Antonio_0.16_1.5_lampadina","Relative Intensity Alessio_0.02_1.0_candela","Position (m) Alessio_0.02_1.0_candela","Relative Intensity Alessio_0.04_1.0_lampada","Position (m) Alessio_0.04_1.0_lampada","Relative Intensity Antonio_0.08_0.5_lampadina","Position (m) Antonio_0.08_0.5_lampadina","Relative Intensity Alessio_0.16_0.5_lampadina","Position (m) Alessio_0.16_0.5_lampadina","Time (s) rumore_di_fondo_candela","Relative Intensity rumore_di_fondo_candela","Time (s) rumore_ambientale_candela","Relative Intensity rumore_ambientale_candela","Time (s) laser_candela","Relative Intensity laser_candela","Time (s) intensità_laser_sole","Relative Intensity intensità_laser_sole","Time (s) rumore_di_fondo_lampadina","Relative Intensity rumore_di_fondo_lampadina","Relative Intensity Alessio_doubleslit_0.08_0.5_1.5_lampadina","Position (m) Alessio_doubleslit_0.08_0.5_1.5_lampadina","Relative Intensity Alessio_doubleslit_0.04_0.25_1.5_lampadina","Position (m) Alessio_doubleslit_0.04_0.25_1.5_lampadina","Time (s) intensità_laser_sole","Relative Intensity intensità_laser_sole","Time (s) rumore_abientale_1.5_candela","Relative Intensity rumore_abientale_1.5_candela","Relative Intensity Alessio_0.02_1.5_lampadina","Position (m) Alessio_0.02_1.5_lampadina","Relative Intensity Alessandra_0.02_1.5_lampadina","Position (m) Alessandra_0.02_1.5_lampadina","Relative Intensity Antonio_0.02_1.5_lampadina_2","Position (m) Antonio_0.02_1.5_lampadina_2"
0.184631,-0.00392528,,,0.136810,-0.0434936,,,0.0691223,-0.0602204,,,0.0369720,-0.0492731,0.0548859,-0.111091,,,0.0371246,-0.0427638,0.241364,-0.114050,,,0.0110016,-0.0637315,0.0342255,2.46947E-16,,,0.115662,-0.102116,,,,,,,81.8400,3523.16,81.8400,0.0481415,0.0797424,-0.0780913,1.35944,-0.0841271,81.8400,2382.25,81.8400,0.0139465,0.883560,-0.100992,0.0373077,-0.0290944,0.0391388,-0.0623902
0.184418,-0.00392528,,,0.137985,-0.0430399,,,0.0687103,-0.0599048,,,0.0354004,-0.0488983,0.0553436,-0.111091,,,0.0356750,-0.0423890,0.249298,-0.113833,,,0.0113831,-0.0637315,0.0342560,2.46947E-16,,,0.227463,-0.101584,,,,,,,81.8800,3523.18,81.8800,0.0476837,0.0810242,-0.0779729,1.51776,-0.0840482,81.8800,2382.33,81.8800,0.0140076,0.911377,-0.100775,0.0375824,-0.0290747,0.0390472,-0.0623507
0.184586,-0.00392528,,,0.138199,-0.0428821,,,0.0687103,-0.0594906,,,0.0348053,-0.0485827,0.0555725,-0.111091,,,0.0351410,-0.0421129,0.255264,-0.113734,,,0.0118103,-0.0632383,0.0343628,2.46947E-16,,,1.33241,-0.100992,,,,,,,81.9200,3522.80,81.9200,0.0479736,0.0801086,-0.0778348,1.51874,-0.0840482,81.9200,2382.43,81.9200,0.0138245,0.939362,-0.100479,0.0372925,-0.0290747,0.0389252,-0.0623507
0.183884,-0.00347160,,,0.138214,-0.0424679,,,0.0682068,-0.0590567,,,0.0351715,-0.0484841,0.0553436,-0.111052,,,0.0349884,-0.0420340,0.265640,-0.113636,,,0.0114899,-0.0629622,0.0346069,2.46947E-16,,,1.53297,-0.100913,,,,,,,81.9600,3522.80,81.9600,0.0477142,0.0799713,-0.0777954,1.51628,-0.0840482,81.9600,2382.37,81.9600,0.0134277,0.971634,-0.100144,0.0376587,-0.0290944,0.0388489,-0.0622324
0.184479,-0.00286013,,,0.137405,-0.0421326,,,0.0676422,-0.0585635,,,0.0351105,-0.0482474,0.0549011,-0.111052,,,0.0356140,-0.0418564,0.275177,-0.113498,,,0.0112305,-0.0627649,0.0341187,2.46947E-16,,,1.90216,-0.100755,,,,,,,82.0000,3523.28,82.0000,0.0481110,0.0872192,-0.0775390,1.52493,-0.0840482,82.0000,2382.68,82.0000,0.0131226,1.00223,-0.0998282,0.0376129,-0.0291141,0.0387726,-0.0622126
0.184204,-0.00240645,,,0.136108,-0.0417775,,,0.0679626,-0.0581690,,,0.0356140,-0.0480896,0.0553894,-0.111052,,,0.0356598,-0.0417973,0.283005,-0.113340,,,0.0111847,-0.0624296,0.0339508,2.46947E-16,,,2.04579,-0.100657,,,,,,,82.0400,3522.83,82.0400,0.0479431,0.125977,-0.0772036,1.51543,-0.0840679,82.0400,2381.31,82.0400,0.0130463,1.02162,-0.0996310,0.0372314,-0.0291141,0.0392456,-0.0622126
0.184021,-0.00218948,,,0.135422,-0.0415211,,,0.0679779,-0.0578140,,,0.0346680,-0.0480896,0.0554504,-0.111052,,,0.0360565,-0.0417578,0.280823,-0.113241,,,0.0115509,-0.0621337,0.0342712,2.46947E-16,,,2.22084,-0.100519,,,,,,,82.0800,3522.77,82.0800,0.0475616,0.158279,-0.0769472,1.51909,-0.0840679,82.0800,2381.97,82.0800,0.0131531,1.03236,-0.0995323,0.0373993,-0.0291141,0.0389404,-0.0622126
0.184113,-0.00199223,,,0.133987,-0.0411661,,,0.0679626,-0.0575378,,,0.0351105,-0.0480896,0.0552216,-0.111052,,,0.0365601,-0.0416592,0.276962,-0.113103,,,0.0121613,-0.0616801,0.0339966,2.46947E-16,,,2.52980,-0.100400,,,,,,,82.1200,3522.83,82.1200,0.0475922,0.165741,-0.0767302,1.52655,-0.0840679,82.1200,2382.52,82.1200,0.0134430,1.04251,-0.0993943,0.0374146,-0.0291141,0.0387878,-0.0622126
0.183884,-0.00159773,,,0.133133,-0.0409294,,,0.0681000,-0.0574589,,,0.0354767,-0.0481882,0.0553284,-0.111052,,,0.0362244,-0.0416789,0.269653,-0.112965,,,0.0126190,-0.0612658,0.0339813,2.46947E-16,,,2.56058,-0.100400,,,,,,,82.1600,3523.09,82.1600,0.0476685,0.170624,-0.0765330,1.53743,-0.0840679,82.1600,2382.11,82.1600,0.0137177,1.05867,-0.0991970,0.0376434,-0.0291141,0.0387421,-0.0622126
0.184280,-0.00102570,,,0.132950,-0.0408505,,,0.0677643,-0.0573603,,,0.0350494,-0.0481882,0.0553436,-0.111052,,,0.0362244,-0.0417184,0.254700,-0.112827,,,0.0133667,-0.0611278,0.0339813,2.46947E-16,,,2.96852,-0.100440,,,,,,,82.2000,3523.33,82.2000,0.0479431,0.202682,-0.0763160,1.56473,-0.0840679,82.2000,2382.30,82.2000,0.0137939,1.07440,-0.0990195,0.0374146,-0.0291141,0.0391083,-0.0622324
0.184265,-6.50925E-4,,,0.132782,-0.0407913,,,0.0684204,-0.0570644,,,0.0353088,-0.0481882,0.0559540,-0.110973,,,0.0363007,-0.0417184,0.231079,-0.112649,,,0.0138855,-0.0609502,0.0341949,2.46947E-16,,,3.79214,-0.100479,,,,,,,82.2400,3523.13,82.2400,0.0480652,0.212357,-0.0762963,1.57306,-0.0840482,82.2400,2381.95,82.2400,0.0136108,1.09837,-0.0988025,0.0376129,-0.0291141,0.0387268,-0.0622324
0.184128,-1.18350E-4,,,0.132507,-0.0407913,,,0.0681458,-0.0567094,,,0.0352631,-0.0481882,0.0596924,-0.110874,,,0.0364532,-0.0417184,0.199402,-0.112413,,,0.0138245,-0.0606741,0.0342560,2.46947E-16,,,3.66020,-0.100479,,,,,,,82.2800,3522.70,82.2800,0.0480652,0.208908,-0.0763160,1.57881,-0.0840482,82.2800,2382.36,82.2800,0.0131989,1.10269,-0.0987433,0.0377045,-0.0291141,0.0386658,-0.0622324
0.184860,1.97250E-5,,,0.132385,-0.0408110,,,0.0684052,-0.0565910,,,0.0354156,-0.0481882,0.0629883,-0.110776,,,0.0363770,-0.0417184,0.148834,-0.112117,,,0.0136871,-0.0605360,0.0343628,2.46947E-16,,,3.69783,-0.100479,,,,,,,82.3200,3523.08,82.3200,0.0480652,0.207230,-0.0763752,1.87692,-0.0837918,82.3200,2382.16,82.3200,0.0129242,1.10715,-0.0986644,0.0372925,-0.0291141,0.0390015,-0.0622324
0.184433,1.97250E-5,,,0.132111,-0.0408307,,,0.0679321,-0.0565910,,,0.0352631,-0.0480896,0.0689240,-0.110677,,,0.0362244,-0.0417184,0.0880127,-0.111703,,,0.0139465,-0.0602401,0.0340424,2.46947E-16,,,3.67909,-0.100479,,,,,,,82.3600,3523.16,82.3600,0.0485840,0.310806,-0.0764146,1.33673,-0.0830225,82.3600,2382.09,82.3600,0.0128326,1.11420,-0.0985264,0.0376740,-0.0291141,0.0385590,-0.0622324
0.184845,1.97250E-5,,,0.132294,-0.0408110,,,0.0679321,-0.0565910,,,0.0355072,-0.0480896,0.0738678,-0.110598,,,0.0359802,-0.0417184,0.0777130,-0.111308,,,0.0148468,-0.0598259,0.0339508,2.46947E-16,,,3.71973,-0.100479,,,,,,,82.4000,3523.25,82.4000,0.0477600,0.322067,-0.0764146,0.484558,-0.0824308,82.4000,2382.00,82.4000,0.0128937,1.13594,-0.0982108,0.0375519,-0.0291141,0.0388031,-0.0622324
0.184952,1.97250E-5,,,0.132568,-0.0408110,,,0.0662079,-0.0565910,,,0.0354614,-0.0480896,0.0795593,-0.110499,,,0.0361481,-0.0417184,0.109039,-0.110973,,,0.0163879,-0.0592933,0.0336914,2.46947E-16,,,3.79198,-0.100479,,,,,,,82.4400,3522.89,82.4400,0.0480042,0.325089,-0.0764146,0.405014,-0.0823124,82.4400,2381.52,82.4400,0.0131226,1.15678,-0.0978952,0.0377808,-0.0291141,0.0389252,-0.0622324
0.184677,1.97250E-5,,,0.131927,-0.0408110,,,0.0662384,-0.0566502,,,0.0352325,-0.0480107,0.0872192,-0.110401,,,0.0365906,-0.0417184,0.162292,-0.110716,,,0.0181122,-0.0587213,0.0336304,2.46947E-16,,,3.79362,-0.100479,,,,,,,82.4800,3522.73,82.4800,0.0481415,0.327652,-0.0764146,0.347809,-0.0819968,82.4800,2381.70,82.4800,0.0133362,1.17735,-0.0975401,0.0375214,-0.0290944,0.0388489,-0.0622324
0.184677,1.97250E-5,,,0.131866,-0.0408110,,,0.0652161,-0.0566699,,,0.0362549,-0.0477148,0.0935211,-0.110322,,,0.0363922,-0.0417184,0.229706,-0.110480,,,0.0194397,-0.0585635,0.0342102,2.46947E-16,,,3.78835,-0.100479,,,,,,,82.5200,3522.54,82.5200,0.0483551,0.333557,-0.0763949,0.421997,-0.0817009,82.5200,2382.16,82.5200,0.0134430,1.19923,-0.0971062,0.0377350,-0.0290747,0.0391083,-0.0622324
0.184830,1.97250E-5,,,0.132004,-0.0408110,,,0.0651093,-0.0566699,,,0.0372467,-0.0473992,0.100327,-0.110263,,,0.0361481,-0.0416789,0.286438,-0.110282,,,0.0193024,-0.0585635,0.0338745,2.46947E-16,,,3.78738,-0.100459,,,,,,,82.5600,3522.90,82.5600,0.0483246,0.330185,-0.0763949,0.544418,-0.0813853,82.5600,2382.21,82.5600,0.0132599,1.22122,-0.0967906,0.0380859,-0.0290747,0.0391388,-0.0622324
0.185516,1.97250E-5,,,0.132019,-0.0408110,,,0.0650330,-0.0566699,,,0.0387573,-0.0470441,0.108704,-0.110184,,,0.0363464,-0.0416789,0.328461,-0.110164,,,0.0184631,-0.0586227,0.0340576,2.46947E-16,,,3.76625,-0.100361,,,,,,,82.6000,3523.25,82.6000,0.0481415,0.325500,-0.0763949,0.563690,-0.0811092,82.6000,2381.49,82.6000,0.0129700,1.22362,-0.0967511,0.0379486,-0.0290747,0.0392151,-0.0622324
0.184937,1.97250E-5,,,0.132217,-0.0408110,,,0.0654907,-0.0566699,,,0.0432434,-0.0466496,0.120865,-0.110085,,,0.0365753,-0.0416592,0.360825,-0.110066,,,0.0180054,-0.0586227,0.0337524,2.46947E-16,,,6.38394,-0.0999466,,,,,,,82.6400,3522.88,82.6400,0.0478363,0.325974,-0.0763949,0.545639,-0.0810106,82.6400,2381.69,82.6400,0.0126495,1.23131,-0.0965933,0.0376434,-0.0287196,0.0393066,-0.0622126
0.185287,1.97250E-5,,,0.132309,-0.0407913,,,0.0653687,-0.0566699,,,0.0499115,-0.0462354,0.131317,-0.110006,,,0.0372009,-0.0414225,0.396225,-0.109947,,,0.0177917,-0.0586227,0.0339508,2.46947E-16,,,11.0399,-0.0994535,,,,,,,82.6800,3523.03,82.6800,0.0480194,0.336456,-0.0763357,0.541763,-0.0808922,82.6800,2382.03,82.6800,0.0125427,1.23799,-0.0963961,0.0379181,-0.0283251,0.0390625,-0.0622126
0.185318,1.97250E-5,,,0.132385,-0.0407913,,,0.0651703,-0.0566699,,,0.0531921,-0.0459987,0.143463,-0.109927,,,0.0412750,-0.0409096,0.424240,-0.109849,,,0.0182190,-0.0586227,0.0341034,2.46947E-16,,,14.4514,-0.0991181,,,,,,,82.7200,3522.82,82.7200,0.0481720,0.378540,-0.0758821,0.494064,-0.0806358,82.7200,2381.72,82.7200,0.0126648,1.24287,-0.0962974,0.0380402,-0.0279306,0.0388184,-0.0622126
0.185394,-2.05693E-16,,,0.132278,-0.0407913,,,0.0650482,-0.0566699,,,0.0543518,-0.0457226,0.150742,-0.109888,,,0.0432739,-0.0405940,0.439880,-0.109789,,,0.0185699,-0.0586227,0.0341034,2.46947E-16,,,16.0211,-0.0989209,,,,,,,82.7600,3522.97,82.7600,0.0482483,0.379562,-0.0755270,0.427261,-0.0803794,82.7600,2381.96,82.7600,0.0129395,1.24971,-0.0961199,0.0380707,-0.0275558,0.0390778,-0.0622126
0.185349,-2.05693E-16,,,0.131561,-0.0404757,,,0.0653381,-0.0566699,,,0.0554504,-0.0454070,0.154755,-0.109868,,,0.0451202,-0.0400417,0.462845,-0.109691,,,0.0190430,-0.0586227,0.0342865,2.46947E-16,,,18.1611,-0.0986645,,,,,,,82.8000,3523.08,82.8000,0.0482178,0.464920,-0.0751917,0.191589,-0.0798665,82.8000,2381.69,82.8000,0.0132141,1.25208,-0.0960805,0.0382080,-0.0272008,0.0392456,-0.0622126
0.185196,-2.05693E-16,,,0.131195,-0.0399431,,,0.0652313,-0.0566699,,,0.0552521,-0.0451703,0.155502,-0.109868,,,0.0428925,-0.0394105,0.498474,-0.109572,,,0.0193481,-0.0586227,0.0345764,2.46947E-16,,,20.1959,-0.0981713,,,,,,,82.8400,3523.19,82.8400,0.0481720,0.555817,-0.0748761,0.109604,-0.0795904,82.8400,2382.37,82.8400,0.0133667,1.25307,-0.0960607,0.0382843,-0.0267471,0.0387421,-0.0622126
0.185104,-2.05693E-16,,,0.130981,-0.0394894,,,0.0654449,-0.0566699,,,0.0544434,-0.0449730,0.155273,-0.109868,,,0.0382996,-0.0388385,0.514893,-0.109434,,,0.0187531,-0.0586227,0.0339661,2.46947E-16,,,20.5892,-0.0977177,,,,,,,82.8800,3521.29,82.8800,0.0484009,0.554977,-0.0745210,0.111191,-0.0795904,82.8800,2382.03,82.8800,0.0132294,1.25429,-0.0960410,0.0386810,-0.0262737,0.0389252,-0.0622126
0.185455,-2.05693E-16,,,0.130707,-0.0389963,,,0.0653381,-0.0566897,,,0.0534363,-0.0448152,0.155502,-0.109868,,,0.0354767,-0.0382862,0.509323,-0.109237,,,0.0182648,-0.0585832,0.0341492,2.46947E-16,,,20.4612,-0.0975204,,,,,,,82.9200,3522.02,82.9200,0.0483551,0.514282,-0.0743041,0.112885,-0.0795904,82.9200,2381.52,82.9200,0.0128632,1.25443,-0.0960016,0.0389099,-0.0257411,0.0391846,-0.0621929
0.184845,-2.05693E-16,,,0.131149,-0.0385821,,,0.0650482,-0.0566897,,,0.0532684,-0.0447363,0.155472,-0.109868,,,0.0354919,-0.0380692,0.456268,-0.109000,,,0.0180359,-0.0585635,0.0341187,2.46947E-16,,,20.5079,-0.0973626,,,,,,,82.9600,3522.71,82.9600,0.0482788,0.514328,-0.0740871,0.0881348,-0.0796495,82.9600,2381.57,82.9600,0.0126343,1.26039,-0.0959029,0.0398254,-0.0251888,0.0391998,-0.0620154
0.185318,-2.05693E-16,,,0.130936,-0.0381284,,,0.0662079,-0.0566502,,,0.0533600,-0.0447560,0.154984,-0.109868,,,0.0357819,-0.0377931,0.372238,-0.108803,,,0.0184174,-0.0585635,0.0342102,2.46947E-16,,,20.5129,-0.0971851,,,,,,,83.0000,3523.01,83.0000,0.0478973,0.592392,-0.0738109,0.0876923,-0.0796693,83.0000,2381.41,83.0000,0.0124817,1.26080,-0.0958832,0.0402374,-0.0246760,0.0390625,-0.0618970
0.185211,-2.05693E-16,,,0.131058,-0.0379114,,,0.0658875,-0.0566108,,,0.0531006,-0.0448152,0.154617,-0.109868,,,0.0378571,-0.0373394,0.278336,-0.108606,,,0.0204163,-0.0579520,0.0341949,2.46947E-16,,,20.3900,-0.0970865,,,,,,,83.0400,3522.79,83.0400,0.0482025,0.591370,-0.0734756,0.0875397,-0.0796693,83.0400,2382.11,83.0400,0.0126190,1.26059,-0.0958832,0.0405273,-0.0241040,0.0390472,-0.0617392
0.185455,-2.05693E-16,,,0.130264,-0.0375564,,,0.0662842,-0.0565910,,,0.0528564,-0.0448152,0.155487,-0.109868,,,0.0399017,-0.0370830,0.200989,-0.108448,,,0.0208130,-0.0575970,0.0343628,2.46947E-16,,,20.0651,-0.0969681,,,,,,,83.0800,3522.68,83.0800,0.0482178,0.449188,-0.0731403,0.0870819,-0.0796693,83.0800,2381.97,83.0800,0.0129700,1.26004,-0.0958832,0.0402222,-0.0235714,0.0386810,-0.0615420
0.185455,-2.05693E-16,,,0.129425,-0.0371027,,,0.0667572,-0.0565713,,,0.0529327,-0.0448152,0.155182,-0.109868,,,0.0417480,-0.0367674,0.155899,-0.108349,,,0.0216370,-0.0571828,0.0340271,2.46947E-16,,,17.1630,-0.0965736,,,,,,,83.1200,3521.09,83.1200,0.0484619,0.458298,-0.0728247,0.0871887,-0.0796693,83.1200,2381.15,83.1200,0.0132599,1.25838,-0.0958832,0.0402985,-0.0231374,0.0392151,-0.0613447
0.185532,-2.05693E-16,,,0.129013,-0.0367477,,,0.0680542,-0.0562163,,,0.0529022,-0.0448152,0.155838,-0.109868,,,0.0433807,-0.0365110,0.133545,-0.108251,,,0.0204773,-0.0565516,0.0342102,2.46947E-16,,,14.9010,-0.0962580,,,,,,,83.1600,3520.75,83.1600,0.0478516,0.365448,-0.0725485,0.0868988,-0.0796693,83.1600,2381.52,83.1600,0.0134583,1.25603,-0.0958832,0.0405121,-0.0227824,0.0389557,-0.0611278
0.185425,-2.05693E-16,,,0.128555,-0.0364715,,,0.0686951,-0.0558809,,,0.0529480,-0.0448152,0.155823,-0.109868,,,0.0438995,-0.0362743,0.124252,-0.108192,,,0.0196075,-0.0562754,0.0339508,2.46947E-16,,,10.8573,-0.0958635,,,,,,,83.2000,3522.94,83.2000,0.0480347,0.232178,-0.0722527,0.0867310,-0.0796495,83.2000,2381.84,83.2000,0.0133057,1.25424,-0.0958832,0.0407867,-0.0224273,0.0392914,-0.0609700
0.185623,-2.05693E-16,,,0.128342,-0.0361559,,,0.0692139,-0.0555062,,,0.0527344,-0.0447758,0.154999,-0.109868,,,0.0436249,-0.0358995,0.120117,-0.108113,,,0.0188599,-0.0560387,0.0340729,2.46947E-16,,,8.55203,-0.0957254,,,,,,,83.2400,3522.90,83.2400,0.0480652,0.210571,-0.0721540,0.0869751,-0.0796495,83.2400,2381.63,83.2400,0.0130615,1.25307,-0.0959029,0.0419312,-0.0220526,0.0395660,-0.0607333
0.185516,-2.05693E-16,,,0.128601,-0.0356431,,,0.0675507,-0.0550722,,,0.0524292,-0.0447560,0.156265,-0.109868,,,0.0427856,-0.0356825,0.116882,-0.108034,,,0.0186157,-0.0557034,0.0342560,2.46947E-16,,,8.45432,-0.0957254,,,,,,,83.2800,3523.21,83.2800,0.0483246,0.209244,-0.0721540,0.0870667,-0.0796495,83.2800,2381.28,83.2800,0.0127106,1.25250,-0.0959029,0.0422363,-0.0217370,0.0400543,-0.0604571
0.185364,-2.05693E-16,,,0.128098,-0.0352486,,,0.0631409,-0.0545791,,,0.0525360,-0.0447560,0.156082,-0.109868,,,0.0409241,-0.0354261,0.114883,-0.107994,,,0.0187988,-0.0553681,0.0341187,2.46947E-16,,,8.40860,-0.0957452,,,,,,,83.3200,3523.08,83.3200,0.0481873,0.211655,-0.0721540,0.0865936,-0.0794917,83.3200,2381.63,83.3200,0.0126190,1.25452,-0.0959029,0.0433044,-0.0214411,0.0406036,-0.0602007
0.184769,-2.05693E-16,,,0.128357,-0.0350316,,,0.0576324,-0.0540662,,,0.0527649,-0.0447560,0.156754,-0.109868,,,0.0398865,-0.0352880,0.114517,-0.107975,,,0.0188751,-0.0550130,0.0343933,2.46947E-16,,,6.68478,-0.0957846,,,,,,,83.3600,3522.77,83.3600,0.0482635,0.214645,-0.0721540,0.0941010,-0.0791367,83.3600,2382.05,83.3600,0.0127411,1.25468,-0.0959029,0.0432587,-0.0210860,0.0420227,-0.0599640
0.185226,-2.05693E-16,,,0.128021,-0.0347554,,,0.0529327,-0.0535337,,,0.0528107,-0.0446377,0.156677,-0.109868,,,0.0391388,-0.0352091,0.111633,-0.107975,,,0.0194397,-0.0546382,0.0342865,2.46947E-16,,,6.79654,-0.0957846,,,,,,,83.4000,3522.69,83.4000,0.0482635,0.216385,-0.0721540,0.0944824,-0.0790183,83.4000,2381.39,83.4000,0.0130768,1.25459,-0.0959029,0.0426788,-0.0207507,0.0430603,-0.0597273
0.185226,-2.05693E-16,,,0.127945,-0.0346174,,,0.0491943,-0.0530603,,,0.0522308,-0.0443418,0.156723,-0.109868,,,0.0397797,-0.0352091,0.109390,-0.107975,,,0.0199127,-0.0544410,0.0341339,2.46947E-16,,,6.80994,-0.0957846,,,,,,,83.4400,3522.78,83.4400,0.0483856,0.217819,-0.0721540,0.0903778,-0.0788014,83.4400,2381.65,83.4400,0.0133667,1.25464,-0.0959029,0.0423279,-0.0205337,0.0435791,-0.0594709
0.184814,-2.05693E-16,,,0.127838,-0.0345187,,,0.0449219,-0.0525869,,,0.0502777,-0.0437303,0.157028,-0.109868,,,0.0389557,-0.0351499,0.106918,-0.107994,,,0.0191040,-0.0543818,0.0342865,2.46947E-16,,,6.73967,-0.0957846,,,,,,,83.4800,3523.00,83.4800,0.0481720,0.220383,-0.0721540,0.0773926,-0.0784858,83.4800,2381.74,83.4800,0.0135803,1.25400,-0.0958832,0.0421295,-0.0203759,0.0453949,-0.0591553
0.185074,-2.05693E-16,,,0.127853,-0.0343215,,,0.0413971,-0.0521135,,,0.0472565,-0.0431583,0.156754,-0.109868,,,0.0380402,-0.0349921,0.105896,-0.107994,,,0.0184021,-0.0543818,0.0342255,2.46947E-16,,,6.75221,-0.0957846,,,,,,,83.5200,3523.10,83.5200,0.0481415,0.222031,-0.0721540,0.0741272,-0.0784266,83.5200,2381.61,83.5200,0.0134888,1.25375,-0.0958832,0.0420532,-0.0203365,0.0467834,-0.0588594
0.185333,-2.05693E-16,,,0.127411,-0.0343215,,,0.0394287,-0.0516401,,,0.0446472,-0.0427046,0.158478,-0.109868,,,0.0370789,-0.0347160,0.105362,-0.108014,,,0.0180206,-0.0544607,0.0342255,2.46947E-16,,,6.72310,-0.0957846,,,,,,,83.5600,3522.78,83.5600,0.0480347,0.214005,-0.0721540,0.0715790,-0.0782293,83.5600,2381.47,83.5600,0.0132294,1.25536,-0.0958832,0.0421295,-0.0203562,0.0478363,-0.0586030
0.184921,-2.05693E-16,,,0.127640,-0.0343609,,,0.0366669,-0.0511075,,,0.0422058,-0.0421918,0.165512,-0.109829,,,0.0358276,-0.0343807,0.105453,-0.108014,,,0.0184479,-0.0544607,0.0339966,2.46947E-16,,,6.62196,-0.0957846,,,,,,,83.6000,3522.59,83.6000,0.0482330,0.208160,-0.0721540,0.0684204,-0.0780124,83.6000,2381.62,83.6000,0.0129395,1.25667,-0.0958832,0.0416565,-0.0203562,0.0484924,-0.0583465
0.184906,-2.05693E-16,,,0.128494,-0.0344596,,,0.0355225,-0.0505157,,,0.0397339,-0.0417973,0.177551,-0.109770,,,0.0348816,-0.0341637,0.105301,-0.108014,,,0.0187531,-0.0544607,0.0339203,2.46947E-16,,,6.69147,-0.0957649,,,,,,,83.6400,3522.91,83.6400,0.0482635,0.210419,-0.0721540,0.0657349,-0.0778546,83.6400,2381.32,83.6400,0.0128174,1.25734,-0.0958832,0.0422363,-0.0203562,0.0493469,-0.0580901
0.184769,-2.05693E-16,,,0.127869,-0.0344596,,,0.0346832,-0.0499832,,,0.0374908,-0.0413436,0.189331,-0.109730,,,0.0355530,-0.0340059,0.104858,-0.108014,,,0.0188904,-0.0544607,0.0344086,2.46947E-16,,,6.77106,-0.0957649,,,,,,,83.6800,3522.48,83.6800,0.0480652,0.210068,-0.0721540,0.0566254,-0.0776376,83.6800,2382.18,83.6800,0.0129395,1.25847,-0.0958832,0.0423126,-0.0203562,0.0501251,-0.0579126
0.184692,-2.05693E-16,,,0.128601,-0.0344596,,,0.0342560,-0.0494900,,,0.0351257,-0.0409294,0.200623,-0.109671,,,0.0353699,-0.0340059,0.104980,-0.108014,,,0.0193634,-0.0544607,0.0342560,2.46947E-16,,,6.74040,-0.0957649,,,,,,,83.7200,3523.09,83.7200,0.0484161,0.208969,-0.0721540,0.0504150,-0.0774601,83.7200,2381.67,83.7200,0.0132904,1.26004,-0.0958832,0.0422668,-0.0203562,0.0507507,-0.0575575
0.184662,-2.05693E-16,,,0.128220,-0.0344596,,,0.0342560,-0.0490561,,,0.0350494,-0.0407124,0.211334,-0.109632,,,0.0353546,-0.0340059,0.104858,-0.108014,,,0.0191345,-0.0544607,0.0341797,2.46947E-16,,,4.52576,-0.0953901,,,,,,,83.7600,3523.03,83.7600,0.0484009,0.206833,-0.0721540,0.0484924,-0.0770656,83.7600,2381.49,83.7600,0.0135803,1.25990,-0.0958832,0.0420227,-0.0203562,0.0516052,-0.0570447
0.184219,-2.05693E-16,,,0.128265,-0.0344596,,,0.0343933,-0.0486221,,,0.0350189,-0.0406532,0.219391,-0.109592,,,0.0358582,-0.0340651,0.104797,-0.108014,,,0.0185699,-0.0544607,0.0340271,2.46947E-16,,,3.20741,-0.0951337,,,,,,,83.8000,3522.71,83.8000,0.0479126,0.186295,-0.0717793,0.0556183,-0.0767500,83.8000,2381.63,83.8000,0.0137939,1.26003,-0.0958832,0.0424805,-0.0203562,0.0519562,-0.0568474
0.184799,-2.05693E-16,,,0.128387,-0.0344596,,,0.0345917,-0.0481882,,,0.0348663,-0.0406532,0.228394,-0.109553,,,0.0355530,-0.0340651,0.104568,-0.108014,,,0.0180359,-0.0543818,0.0342865,2.46947E-16,,,1.87259,-0.0948181,,,,,,,83.8400,3522.57,83.8400,0.0483856,0.0790405,-0.0711481,0.0563049,-0.0767105,83.8400,2381.52,83.8400,0.0137177,1.26678,-0.0956860,0.0425720,-0.0203562,0.0518951,-0.0568474
