Relative Intensity Alessandra_0.04_1.5_lampadina	Position (m) Alessandra_0.04_1.5_lampadina
0.0350189	-0.01694377
0.0345917	-0.01718047
0.0344238	-0.0172791
0.0345917	-0.01733827
0.0348816	-0.01747635
0.0346832	-0.0178314
0.0348663	-0.0180681
0.0345001	-0.01826535
0.0344086	-0.01832452
0.0344086	-0.01858095
0.0346069	-0.01913325
0.03479	-0.01921215
0.0347595	-0.01946857
0.0349426	-0.0199617
0.0352936	-0.02006032
0.0350647	-0.02013923
0.0351868	-0.0201984
0.0350342	-0.0201984
0.0352783	-0.0201984
0.0350952	-0.0201984
0.0350189	-0.0201984
0.0347443	-0.0201984
0.0352173	-0.0201984
0.0348358	-0.0201984
0.0348511	-0.0201984
0.0352478	-0.0201984
0.0351105	-0.0201984
0.03479	-0.0201984
0.0345154	-0.0201984
0.0349426	-0.0201984
0.0349579	-0.02023785
0.0351563	-0.0205929
0.0353241	-0.02088878
0.035614	-0.02096768
0.0356293	-0.02140163
0.0355377	-0.0217764
0.0358582	-0.02203283
0.0357819	-0.02211173
0.0366516	-0.02234843
0.0369415	-0.02258513
0.0371399	-0.02276265
0.0379639	-0.02284155
0.0379639	-0.0230388
0.0392456	-0.02347275
0.0392761	-0.02368973
0.0395355	-0.02376863
0.0392303	-0.02410395
0.0391235	-0.02449845
0.0392151	-0.02471543
0.0387115	-0.02512965
0.0387115	-0.02544525
0.0387421	-0.02566223
0.039444	-0.02597783
0.0403748	-0.02625398
0.0413513	-0.02649068
0.0412445	-0.02670765
0.041275	-0.02684573
0.0414886	-0.02694435
0.0418854	-0.02704298
0.042099	-0.02718105
0.0408478	-0.02749665
0.0401764	-0.02779253
0.0395355	-0.0280884
0.0389252	-0.02842373
0.0386658	-0.02844345
0.0385895	-0.02844345
0.0389557	-0.02842373
0.039032	-0.02842373
0.0389099	-0.02842373
0.0388641	-0.02842373
0.0389099	-0.02842373
0.0388336	-0.02842373
0.0387115	-0.02842373
0.0389099	-0.02842373
0.0390472	-0.02842373
0.039032	-0.02842373
0.0396729	-0.02842373
0.0389404	-0.02842373
0.0388641	-0.02842373
0.0390778	-0.02844345
0.0390625	-0.02844345
0.0389862	-0.02844345
0.0389557	-0.02852235
0.0384979	-0.02875905
0.0383301	-0.0289563
0.0382233	-0.02915355
0.037323	-0.0293508
0.0377655	-0.02948888
0.0377502	-0.0296664
0.0376282	-0.02984393
0.0377197	-0.02996228
0.037674	-0.03010035
0.0376434	-0.03025815
0.0375824	-0.0304554
0.0375061	-0.03071183
0.0367584	-0.0309288
0.0367279	-0.03112605
0.0364532	-0.0313233
0.0362396	-0.03152055
0.0356598	-0.03165863
0.0355377	-0.03183615
0.0350952	-0.0321123
0.0348663	-0.032349
0.0348358	-0.03240818
0.0347443	-0.03272378
0.0345459	-0.03299993
0.0343475	-0.0332169
0.0344543	-0.03343388
0.0344086	-0.03371003
0.0342712	-0.03396645
0.0346527	-0.0341637
0.0348206	-0.0345582
0.0352783	-0.03493298
0.0355377	-0.0351105
0.0355988	-0.0353472
0.0360718	-0.03562335
0.0361938	-0.03580088
0.0361176	-0.03601785
0.0362701	-0.0362151
0.0368042	-0.03641235
0.03685	-0.03657015
0.0372314	-0.0367674
0.0379944	-0.03694493
0.0381012	-0.03704355
0.0386047	-0.03722108
0.0388489	-0.03729998
0.0399017	-0.0374775
0.0393524	-0.0374775
0.0398254	-0.0374775
0.0398407	-0.0374775
0.0397491	-0.03745778
0.0395508	-0.03745778
0.0401917	-0.03745778
0.0399933	-0.03745778
0.0398865	-0.03745778
0.0393829	-0.03745778
0.0396423	-0.03745778
0.0397644	-0.03745778
0.0395966	-0.03745778
0.0398254	-0.03745778
0.0396118	-0.0374775
0.0396729	-0.0374775
0.0399323	-0.0374775
0.0402069	-0.03749723
0.0401459	-0.03767475
0.0415344	-0.03785228
0.0435333	-0.03812843
0.0436096	-0.03814815
0.0441284	-0.0381876
0.0450592	-0.03836513
0.045929	-0.03846375
0.0465698	-0.038661
0.0476532	-0.03887798
0.0481873	-0.03907523
0.0486755	-0.03919358
0.0484161	-0.03933165
0.0481262	-0.03950918
0.0478058	-0.03966698
0.0479889	-0.03988395
0.0472107	-0.04014038
0.0462646	-0.0405546
0.0460815	-0.0409491
0.0463409	-0.04114635
0.0464783	-0.04130415
0.0463409	-0.0413436
0.0467682	-0.0414225
0.0467072	-0.0415014
0.0471954	-0.04163948
0.0476074	-0.04179728
0.0485229	-0.04201425
0.0494232	-0.04225095
0.0509949	-0.04256655
0.0522919	-0.0428427
0.0524139	-0.04290188
0.0528259	-0.04290188
0.0523529	-0.04288215
0.0524902	-0.0428427
0.0519867	-0.0428427
0.052124	-0.0428427
0.0522919	-0.0428427
0.0538635	-0.0428427
0.0548859	-0.04282298
0.0547791	-0.04282298
0.0543671	-0.04282298
0.0540161	-0.04282298
0.0531769	-0.04286243
0.0535126	-0.04288215
0.0534058	-0.04288215
0.0530853	-0.0429216
0.0526581	-0.04305968
0.0527649	-0.04317803
0.0528564	-0.04335555
0.0526581	-0.04337528
0.0529633	-0.04343445
0.0525208	-0.04353308
0.0516968	-0.04369088
0.0504303	-0.04390785
0.0494385	-0.044184
0.0475769	-0.04438125
0.0453491	-0.04469685
0.0439301	-0.04495328
0.0424194	-0.04522943
0.0410309	-0.04558448
0.0397186	-0.04590008
0.0386658	-0.04621568
0.0380554	-0.04649183
0.0377808	-0.0466299
0.0378265	-0.04668908
0.0373993	-0.04676798
0.037796	-0.0468666
0.0372772	-0.04696523
0.037262	-0.04698495
0.0370331	-0.04706385
0.0371094	-0.04716248
0.0365143	-0.04734
0.0363159	-0.0474189
0.0361633	-0.0475767
0.0355682	-0.04777395
0.0354614	-0.0478923
0.0353088	-0.04801065
0.035141	-0.04816845
0.0344543	-0.04824735
0.0347137	-0.04826708
0.0347443	-0.04824735
0.0346375	-0.04818818
0.0345459	-0.04816845
0.0342255	-0.04816845
0.0343475	-0.04816845
0.0346069	-0.04816845
0.0343018	-0.04816845
0.0343933	-0.04816845
0.0346222	-0.04816845
0.0345764	-0.04816845
0.0345001	-0.04816845
0.0344543	-0.04816845
0.0344849	-0.04824735
0.0346222	-0.04826708
0.0344086	-0.04832625
0.0337067	-0.04901663
0.0337677	-0.04943085
0.0341492	-0.04956893
0.0343628	-0.0497859
0.0343628	-0.04992398
0.0341949	-0.04996343
0.0345001	-0.05004233
0.0343018	-0.05021985
0.035202	-0.05039738
0.0354614	-0.05053545
0.035675	-0.05061435
0.0359344	-0.05083133
0.0366516	-0.05098913
0.0364075	-0.05106803
0.0375519	-0.05142308
0.039093	-0.05171895
0.0396118	-0.05179785
0.0401154	-0.05197538
0.041153	-0.05209373
0.0414734	-0.05217263
0.0428772	-0.05235015
0.0445251	-0.05258685
0.0464935	-0.05282355
0.0498047	-0.05313915
0.0532074	-0.05339558
0.0565338	-0.05369145
0.0608673	-0.05398733
0.0645905	-0.0542832
0.0661011	-0.05440155
0.066864	-0.05442128
0.0664215	-0.05440155
0.0656891	-0.0543621
0.0659637	-0.0543621
0.0662231	-0.0543621
0.0658875	-0.0543621
0.0658417	-0.0543621
0.0657043	-0.0543621
0.0660553	-0.0543621
0.0661926	-0.0543621
0.066391	-0.0543621
0.0665131	-0.05442128
0.0664825	-0.05442128
0.0662689	-0.05442128
0.0676727	-0.05461853
0.0699921	-0.05497358
0.070816	-0.05517083
0.0708008	-0.0554667
0.0703583	-0.05572313
0.0705566	-0.05590065
0.0691528	-0.0562557
0.0678558	-0.05659103
0.0674896	-0.05686718
0.0670319	-0.0573603
0.0666809	-0.0577548
0.0672302	-0.0581493
0.0677643	-0.05848463
0.0684662	-0.05883968
0.0693207	-0.05923418
0.0700989	-0.05951033
0.0704346	-0.05976675
0.0711212	-0.05992455
0.0716095	-0.06000345
0.0705109	-0.06031905
0.0706787	-0.06045713
0.0702972	-0.06065438
0.0693665	-0.06081218
0.068573	-0.0609108
0.0681458	-0.06095025
0.0684662	-0.06095025
0.0683899	-0.06095025
0.0679626	-0.06104888
0.0655212	-0.06128558
0.0636749	-0.0614631
0.0624542	-0.06156173
0.0598145	-0.06175898
0.0585785	-0.0618576
0.0576782	-0.0619365
0.0550537	-0.0620943
0.0536652	-0.06221265
0.0530701	-0.0622521
0.0516663	-0.06235073
0.0501556	-0.06246908
0.0493469	-0.06252825
0.0485992	-0.06254798
0.0490875	-0.06254798
0.0489197	-0.06252825
0.0491333	-0.06250853
0.0488434	-0.06250853
0.0491638	-0.06250853
0.0489197	-0.06250853
0.0492859	-0.06250853
0.0487213	-0.06250853
0.0493011	-0.06250853
0.0493774	-0.06250853
0.0492554	-0.06250853
0.0490417	-0.06250853
0.049118	-0.06250853
0.049057	-0.06250853
0.0485382	-0.06250853
0.0491333	-0.06250853
0.049469	-0.06252825
0.0491943	-0.06252825
0.0493927	-0.06252825
0.0491028	-0.06252825
0.0487976	-0.06254798
0.0491638	-0.06254798
0.047821	-0.06262688
0.0451813	-0.06286358
0.0448303	-0.06294248
0.0435181	-0.06300165
0.0429382	-0.06310028
0.0416565	-0.06317918
0.0410767	-0.0632778
0.0397797	-0.06337643
0.0384216	-0.06345533
0.0378876	-0.0635934
0.0369873	-0.0637512
0.0365143	-0.06386955
0.0358887	-0.06396818
0.0354919	-0.06402735
0.0350494	-0.0641457
0.0350494	-0.06426405
0.0346222	-0.06442185
0.0344849	-0.06452048
0.0345306	-0.06463883
0.0343475	-0.06473745
0.0342102	-0.06479663
0.0341644	-0.06483608
0.0344543	-0.0649347
0.0344238	-0.06499388
0.0349426	-0.06511223
0.0349121	-0.06519113
0.0347748	-0.06527003
0.0349274	-0.06530948
0.035202	-0.06538838
0.0359802	-0.06554618
0.0366974	-0.06568425
0.0375061	-0.06586178
0.0389709	-0.0660393
0.0398102	-0.06615765
0.041275	-0.06631545
0.0429993	-0.06647325
0.0447845	-0.0665916
0.0458069	-0.0666705
0.0462646	-0.06669023
0.0467682	-0.06670995
0.0470886	-0.06676913
0.0484619	-0.0669072
0.05159	-0.067065
0.0553894	-0.06726225
0.0601349	-0.06751868
0.0653076	-0.06773565
0.071167	-0.06795263
0.0764771	-0.06813015
0.085083	-0.06838658
0.0928955	-0.06858383
0.0969696	-0.06868245
0.1047974	-0.06889943
0.115921	-0.06915585
0.1266632	-0.06939255
0.1363678	-0.06960953
0.1423645	-0.0697476
0.1503601	-0.0699054
0.1637878	-0.07018155
0.1669922	-0.07024073
0.1690521	-0.0702999
0.1735687	-0.07039853
0.1780701	-0.07049715
0.1841736	-0.0706944
0.1929626	-0.07089165
0.2003784	-0.07112835
0.204483	-0.07128615
0.2077789	-0.07144395
0.2100677	-0.07150313
0.2132111	-0.07158203
0.214447	-0.07166093
0.2144623	-0.07168065
0.2140961	-0.07170038
0.2130737	-0.07170038
0.2131042	-0.07168065
0.2124939	-0.07168065
0.2128906	-0.07168065
0.2123871	-0.07168065
0.2130737	-0.07168065
0.21315	-0.07168065
0.2124786	-0.07168065
0.2118835	-0.07168065
0.2125549	-0.07168065
0.2133484	-0.07168065
0.2130432	-0.07168065
0.2131958	-0.07168065
0.2134247	-0.07168065
0.2133484	-0.07168065
0.2132721	-0.07168065
0.2127686	-0.07168065
0.2127838	-0.07168065
0.2124786	-0.07168065
0.2130737	-0.07168065
0.213028	-0.0717201
0.2177429	-0.07215405
0.218338	-0.07223295
0.2181549	-0.07225268
0.2187958	-0.07225268
0.2186737	-0.0722724
0.2181244	-0.07246965
0.2150726	-0.07286415
0.2112885	-0.0732192
0.2060242	-0.0735348
0.2026215	-0.07375178
0.1976471	-0.07394903
0.1873779	-0.07436325
0.1804962	-0.07467885
0.1756134	-0.07489583
0.1736755	-0.07493528
0.1735992	-0.074955
0.1727905	-0.074955
0.1703796	-0.07505363
0.1676331	-0.0751917
0.1639099	-0.07532978
0.1607361	-0.07544813
0.1573181	-0.0755862
0.1524963	-0.075744
0.1502075	-0.0758229
0.1472168	-0.07592153
0.146286	-0.07594125
0.1445465	-0.07602015
0.1419067	-0.07611878
0.1385803	-0.07619768
0.1359711	-0.07631603
0.1329956	-0.0763752
0.1306763	-0.07647383
0.1277618	-0.07657245
0.1230927	-0.07671053
0.1195068	-0.0768486
0.1118774	-0.07710503
0.1034851	-0.07742063
0.0953369	-0.0777165
0.0869293	-0.07799265
0.0764923	-0.07840688
0.0693054	-0.07854495
0.0683899	-0.0785844
0.0681915	-0.07856468
0.0683441	-0.07856468
0.0683289	-0.07854495
0.0683136	-0.07856468
0.0684052	-0.07856468
0.0681458	-0.07856468
0.0682373	-0.07856468
0.068512	-0.07856468
0.0683899	-0.07856468
0.0679474	-0.07856468
0.0683594	-0.07856468
0.0678558	-0.07856468
0.0679321	-0.07856468
0.0685272	-0.07856468
0.0676727	-0.07856468
0.0679016	-0.07856468
0.0682373	-0.07856468
0.0682373	-0.07856468
0.068161	-0.07856468
0.0678406	-0.07856468
0.0679932	-0.07856468
0.0675201	-0.07856468
0.0678558	-0.07856468
0.0641785	-0.07880138
0.0585022	-0.07899863
0.0546722	-0.07915643
0.0509033	-0.0793734
0.0476227	-0.07955093
0.0453796	-0.07972845
0.0436249	-0.0798468
0.0417175	-0.08002433
0.0409851	-0.08026103
0.0412598	-0.080478
0.0424805	-0.08069498
0.0459595	-0.08093168
0.0514374	-0.08114865
0.0566406	-0.08130645
0.0606842	-0.08140508
0.0638733	-0.08148398
0.0705872	-0.08164178
0.0837097	-0.08187848
0.0952148	-0.08201655
0.1137695	-0.08223353
0.1287842	-0.08241105
0.1425781	-0.0825294
0.1608276	-0.0826872
0.1809845	-0.08286473
0.2057037	-0.08304225
0.2234344	-0.0831606
0.254837	-0.08329868
0.2976837	-0.08353538
0.3441162	-0.0837918
0.3775024	-0.0839496
0.4095764	-0.08408768
0.4535828	-0.08428493
0.5040436	-0.0845019
0.532959	-0.08462025
0.5414581	-0.08463998
0.5551147	-0.08469915
0.56987	-0.08475833
0.5834656	-0.0848175
0.60289	-0.0848964
0.6532288	-0.0850542
0.6761475	-0.0851331
0.6978607	-0.085212
0.7207642	-0.0852909
0.7314453	-0.08533035
0.7406769	-0.0853698
0.7759705	-0.08548815
0.8663177	-0.08574458
0.9086304	-0.08586293
0.9386902	-0.08596155
1.013855	-0.08617853
1.1562805	-0.08641523
1.2364655	-0.08659275
1.2843323	-0.0867111
1.3249512	-0.08679
1.3774414	-0.08690835
1.4362946	-0.08704643
1.4749603	-0.08712533
1.4802856	-0.08712533
1.4725037	-0.08712533
1.4743042	-0.0871056
1.4718475	-0.0871056
1.4733276	-0.0871056
1.4700623	-0.0871056
1.4701843	-0.0871056
1.4718018	-0.0871056
1.4720764	-0.0871056
1.470108	-0.0871056
1.4694824	-0.0871056
1.4736023	-0.0871056
1.4718628	-0.0871056
1.4707336	-0.0871056
1.4728699	-0.0871056
1.4739532	-0.08712533
1.4861145	-0.08714505
1.5796967	-0.0873423
1.7871704	-0.08777625
1.9299927	-0.08809185
2.0217133	-0.0882891
2.1016388	-0.08840745
2.1369934	-0.08848635
2.1831055	-0.08856525
2.2906494	-0.08878223
2.4520264	-0.0890781
2.5792542	-0.08929508
2.6957245	-0.08953178
2.8799896	-0.0898671
3.0651093	-0.0901038
3.1278839	-0.09022215
3.2086487	-0.0904194
3.3061981	-0.09063638
3.3867798	-0.0908139
3.5190582	-0.09103088
3.5856628	-0.09118868
3.6698456	-0.09138593
3.7947235	-0.09172125
3.9188385	-0.09205658
4.0218658	-0.0923919
4.1736298	-0.09276668
4.2458954	-0.09312173
4.2949066	-0.09339788
4.3460846	-0.09371348
4.3718719	-0.09398963
4.4221497	-0.09424605
4.4383545	-0.0944433
4.4470062	-0.09458138
4.4534149	-0.09466028
4.4599152	-0.0947589
4.4630737	-0.09479835
4.4652405	-0.09487725
4.4672394	-0.09493643
4.464447	-0.09501533
4.4605713	-0.0952323
4.4460907	-0.095469
4.3901367	-0.0957057
4.3606873	-0.09588323
4.3254089	-0.0960213
4.2909088	-0.09613965
4.2526398	-0.09629745
4.223175	-0.09635663
4.226944	-0.09635663
4.2268829	-0.09635663
4.2256165	-0.09635663
4.2195892	-0.0963369
4.219162	-0.0963369
4.2199707	-0.0963369
4.2164307	-0.0963369
4.2200775	-0.0963369
4.2172546	-0.0963369
4.2183228	-0.0963369
4.2189178	-0.0963369
4.2221527	-0.0963369
4.2253113	-0.09635663
4.2231445	-0.09635663
4.2232819	-0.09635663
4.2233582	-0.09635663
4.2187347	-0.09639608
4.1210022	-0.0966525
4.0505066	-0.09692865
3.9988708	-0.0971259
3.9605103	-0.09724425
3.9379883	-0.09732315
3.8365173	-0.09755985
3.7547607	-0.09777683
3.687439	-0.09797408
3.5969238	-0.09819105
3.4938202	-0.09844748
3.3680573	-0.09864473
3.2850342	-0.09884198
3.2036591	-0.0990195
3.1196136	-0.09921675
3.0526428	-0.09937455
2.9707794	-0.0995718
2.8128204	-0.0998085
2.724472	-0.10000575
2.6305542	-0.100203
2.5107422	-0.10047915
2.4019928	-0.10073558
2.2977753	-0.10097228
2.217926	-0.1011498
2.1671448	-0.10124843
2.0961914	-0.10134705
2.0602112	-0.10144568
2.0324707	-0.10150485
2.0130005	-0.10156403
1.9877625	-0.1016232
1.9779205	-0.10166265
1.9351044	-0.10172183
1.85112	-0.1019388
1.7745972	-0.10213605
1.6850433	-0.10239248
1.6010132	-0.10260945
1.5378113	-0.10278698
1.4726257	-0.10298423
1.4025116	-0.1032012
1.3185883	-0.103359
1.2709045	-0.1035168
1.2196503	-0.1036746
1.167038	-0.10385213
1.1260681	-0.1039902
1.0947571	-0.10410855
1.0448608	-0.1043058
0.9992218	-0.1044636
0.9685516	-0.10456223
0.9278564	-0.10466085
0.8913574	-0.10481865
0.8586578	-0.10497645
0.8409271	-0.10503563
0.8027344	-0.10523288
0.7542572	-0.10543013
0.727356	-0.1055682
0.6977081	-0.10570628
0.6650238	-0.1058838
0.6216431	-0.10602188
0.6155853	-0.10606133
0.6172638	-0.10606133
0.6177521	-0.10606133
0.6165009	-0.10606133
0.6162415	-0.10606133
0.6163635	-0.10606133
0.6167297	-0.10606133
0.6170349	-0.10606133
0.6166382	-0.10606133
0.6158752	-0.10606133
0.6174774	-0.10606133
0.6182404	-0.10606133
0.616272	-0.10606133
0.6165771	-0.10606133
0.6166077	-0.10606133
0.6155701	-0.10606133
0.6048584	-0.10610078
0.5163269	-0.10657418
0.4633331	-0.10687005
0.417099	-0.10718565
0.3630829	-0.10752098
0.3191986	-0.10779713
0.2868958	-0.10805355
0.2426758	-0.10842833
0.2040405	-0.10874393
0.1730042	-0.10898063
0.1401978	-0.10929623
0.116272	-0.1095132
0.1040802	-0.10963155
0.1000061	-0.109671
0.0940704	-0.10973018
0.0926819	-0.1097499
0.0900421	-0.10976963
0.0814056	-0.1099077
0.0787811	-0.1099866
0.0729065	-0.1100655
0.0645142	-0.11024303
0.0594482	-0.11034165
0.0538177	-0.11044028
0.0481262	-0.11059808
0.0454865	-0.11079533
0.0422668	-0.1109334
0.0408325	-0.1110912
0.0400848	-0.11134763
0.0413513	-0.11150543
0.0424652	-0.11160405
0.0452728	-0.1118013
0.0492401	-0.11199855
0.0535583	-0.11215635
0.05513	-0.11217608
0.0545654	-0.11215635
0.054184	-0.11213663
0.0540161	-0.11213663
0.054184	-0.11213663
0.0543671	-0.11213663
0.0540314	-0.11213663
0.0540619	-0.11213663
0.0544128	-0.11213663
0.0539398	-0.11213663
0.0543365	-0.11213663
0.0541687	-0.11217608
0.0545044	-0.11217608
0.055069	-0.11221553
0.062561	-0.11255085
0.0749512	-0.11292563
0.0847015	-0.11320178
0.0961914	-0.11349765
0.104538	-0.11375408
0.1116028	-0.11403023
0.1211548	-0.1142472
0.1268463	-0.11446418
0.1315308	-0.1146417
0.1357574	-0.11477978
0.1396942	-0.11491785
0.1417847	-0.11501648
0.1454468	-0.11515455
0.1506042	-0.11533208
0.1555481	-0.11547015
0.1614685	-0.11568713
0.1689148	-0.1159041
0.1767426	-0.11618025
0.1860962	-0.11651558
0.197113	-0.1168509
0.2095947	-0.11722568
0.218399	-0.1174821
0.2256165	-0.1176399
0.2310638	-0.1177977
0.2341461	-0.1178766
0.236618	-0.11797523
0.2377167	-0.11807385
0.2417755	-0.11821193
0.2461243	-0.11833028
0.2505646	-0.1185078
0.2577209	-0.11868533
0.2589264	-0.1188234
0.2579803	-0.11894175
0.2580719	-0.1190601
0.2569122	-0.11923763
0.254837	-0.11935598
0.2541962	-0.11935598
0.25383	-0.11935598
0.2541504	-0.11935598
0.25354	-0.11935598
0.2537994	-0.11935598
0.2539978	-0.11935598
0.2540131	-0.11935598
0.253891	-0.11935598
0.2539368	-0.11935598
0.2543945	-0.11935598
0.2541351	-0.11933625
0.2539062	-0.11935598
0.2535553	-0.11935598
0.2538605	-0.11935598
0.2537994	-0.1193757
0.2503204	-0.11949405
0.2432709	-0.11971103
0.2355652	-0.11988855
0.2270966	-0.1200858
0.2148285	-0.1203225
0.1994629	-0.12057893
0.1806641	-0.1208748
0.1650848	-0.1211115
0.1496429	-0.1213482
0.1376038	-0.12154545
0.1256104	-0.12178215
0.1165009	-0.1219794
0.1097412	-0.1221372
0.1036072	-0.12227528
0.0992737	-0.12239363
0.0952454	-0.12249225
0.0929565	-0.12255143
0.0899048	-0.12263033
0.0885162	-0.12266978
0.0854797	-0.1227684
0.0809937	-0.1229262
0.0762939	-0.123084
0.0719147	-0.12330098
0.0676117	-0.12349823
0.0633392	-0.12369548
0.0606995	-0.12385328
0.057724	-0.12407025
0.0533295	-0.1243464
0.051239	-0.1245042
0.0492096	-0.12470145
0.0465393	-0.12491843
0.0440826	-0.1251354
0.0415039	-0.1253721
0.0393372	-0.12558908
0.0376892	-0.12580605
0.0367279	-0.1259244
0.0363617	-0.12598358
0.0364075	-0.12598358
0.0364075	-0.1259244
0.0367126	-0.1259244
0.0363922	-0.1259244
0.0363464	-0.1259244
0.0363159	-0.1259244
0.0359497	-0.12590468
0.0356445	-0.12590468
0.0359192	-0.12590468
0.0362396	-0.1259244
0.0358124	-0.12596385
0.036087	-0.12598358
0.0362091	-0.12598358
0.0360718	-0.1260033
0.0357819	-0.12604275
0.0359039	-0.1260822
0.0355377	-0.12620055
0.0348816	-0.12637808
0.0351715	-0.12661478
0.0356445	-0.12689093
0.0362396	-0.1271868
0.0386658	-0.1275024
0.0409851	-0.12783773
0.0429687	-0.12811388
0.0452881	-0.12835058
0.0471039	-0.12854783
0.0486298	-0.1287648
0.0512238	-0.1290015
0.0535278	-0.1292382
0.0558167	-0.12943545
0.0577545	-0.12959325
0.0600433	-0.12973133
0.0617371	-0.12988913
0.0640869	-0.13006665
0.0661926	-0.130185
0.0687714	-0.1303428
0.0725098	-0.13052033
0.0775757	-0.13077675
0.0858307	-0.13111208
0.0945282	-0.13138823
0.0988464	-0.13150658
0.0988464	-0.13150658
0.0983276	-0.13146713
0.0982819	-0.13146713
0.0977936	-0.13146713
0.0980835	-0.13146713
0.0979919	-0.13146713
0.0979004	-0.13146713
0.0982056	-0.13146713
0.0980682	-0.13146713
0.0975189	-0.13146713
0.098053	-0.13146713
0.0978546	-0.13146713
0.0977936	-0.13146713
0.0978241	-0.13146713
0.0978546	-0.13146713
0.0983582	-0.13150658
0.0981445	-0.13150658
0.0982208	-0.13150658
0.0986023	-0.1315263
0.1032715	-0.13178273
0.1104279	-0.1320786
0.1155243	-0.1323153
0.1174316	-0.13261118
0.1176147	-0.13282815
0.1162415	-0.13304513
0.1130219	-0.13330155
0.1058502	-0.13371578
0.0969849	-0.13424835
0.0885162	-0.13482038
0.0854645	-0.13527405
0.0853119	-0.13558965
0.0856781	-0.13590525
0.0866547	-0.13620113
0.0872345	-0.13643783
0.0883789	-0.13669425
0.0880432	-0.13699013
0.086319	-0.13726628
0.0833435	-0.13754243
0.0786133	-0.13779885
0.0747375	-0.13797638
0.0704498	-0.13817363
0.0658112	-0.13835115
0.0633698	-0.1384695
0.0609436	-0.13858785
0.0574646	-0.13874565
0.055542	-0.13884428
0.0525208	-0.13900208
0.0497742	-0.1391796
0.0458374	-0.13951493
0.0422668	-0.1398897
0.0397797	-0.14018558
0.0381012	-0.14050118
0.0362244	-0.14081678
0.0354156	-0.14095485
0.0361938	-0.14095485
0.0365448	-0.14093513
0.0363312	-0.14093513
0.0367584	-0.14093513
0.0364075	-0.14093513
0.0362091	-0.14093513
0.0361786	-0.14093513
0.0363464	-0.14093513
0.0366211	-0.14093513
0.0361786	-0.14093513
0.0362701	-0.14093513
0.036087	-0.14093513
0.0361938	-0.14095485
0.0364075	-0.14097458
0.0358734	-0.14111265
0.0347443	-0.14164523
0.0336914	-0.14192138
0.0334167	-0.14229615
0.0340271	-0.1427301
0.0345612	-0.14324295
0.0358734	-0.14371635
0.0379639	-0.14413058
0.0397644	-0.1444659
0.0422668	-0.14476178
