Relative Intensity Antonio_0.02_1.5_lampadina	Position (m) Antonio_0.02_1.5_lampadina
0.1247253	0.0
0.123764	0.0
0.1228027	0.0
0.1219177	0.0
0.121109	0.0
0.1203613	0.0
0.1199493	1.9725e-05
0.1199036	1.9725e-05
0.1194763	1.9725e-05
0.1189728	1.9725e-05
0.1192322	1.9725e-05
0.1192627	3.945e-05
0.1188049	3.945e-05
0.1190948	3.945e-05
0.1190643	3.945e-05
0.1190948	3.945e-05
0.118576	3.945e-05
0.1194305	3.945e-05
0.1190338	3.945e-05
0.1192322	3.945e-05
0.1195984	3.945e-05
0.1207733	1.9725e-05
0.1221619	1.9725e-05
0.1226807	1.9725e-05
0.1242828	1.9725e-05
0.1245575	1.9725e-05
0.1242218	1.9725e-05
0.1249237	1.9725e-05
0.125412	1.9725e-05
0.1259766	1.9725e-05
0.1244202	1.9725e-05
0.1254883	1.9725e-05
0.1251984	1.9725e-05
0.1248016	1.9725e-05
0.125	0.0
0.124176	0.0
0.124054	0.0
0.1240234	0.0
0.1239624	0.0
0.124527	0.0
0.1244812	0.0
0.1243591	-1.9725e-05
0.1244049	-1.9725e-05
0.124588	-1.9725e-05
0.1246643	-1.9725e-05
0.1244965	-1.9725e-05
0.1241913	-9.8625e-05
0.1242371	-9.8625e-05
0.124588	-0.00011835
0.1236877	-0.00011835
0.1244659	-0.000138075
0.1238556	-0.00067065
0.1241608	-0.00100597
0.1242981	-0.00112432
0.1239929	-0.00124267
0.1240234	-0.00136102
0.124054	-0.0020514
0.1236267	-0.00216975
0.1232605	-0.00224865
0.1231232	-0.0024459
0.1230316	-0.00274177
0.1229553	-0.00278122
0.1230927	-0.00278122
0.1226959	-0.00278122
0.1225586	-0.0027615
0.1235352	-0.0027615
0.123642	-0.0027615
0.1233521	-0.0027615
0.1232452	-0.0027615
0.1232605	-0.0027615
0.1232147	-0.0027615
0.1233521	-0.0027615
0.1232452	-0.0027615
0.1233673	-0.0027615
0.1231384	-0.0027615
0.1230316	-0.00317572
0.1231232	-0.0044973
0.1233368	-0.00508905
0.1233673	-0.00542437
0.1234283	-0.00601612
0.1239014	-0.00617392
0.1230621	-0.0065487
0.1242218	-0.00729825
0.1242371	-0.0080478
0.1239471	-0.00822532
0.1242676	-0.0083634
0.1242523	-0.0088368
0.1243134	-0.009468
0.1240997	-0.00956662
0.1240997	-0.00996113
0.124115	-0.01055288
0.1246643	-0.01076985
0.1246796	-0.01142077
0.1242218	-0.01153912
0.1243591	-0.01219005
0.1245117	-0.01240702
0.1253662	-0.0129396
0.1252594	-0.01382722
0.1256409	-0.01469512
0.1255188	-0.01485292
0.1251373	-0.01485292
0.1250153	-0.01485292
0.1251221	-0.01485292
0.1252594	-0.0148332
0.1253357	-0.0148332
0.1253815	-0.0148332
0.1253815	-0.0148332
0.1249084	-0.0148332
