Light Intensity (% of scale max) Alessio_0.02_1.0_candela	Position (m) Alessio_0.02_1.0_candela
20.9000000000	-0.1146000000
20.8000000000	-0.1146000000
20.3000000000	-0.1148000000
18.2000000000	-0.1153000000
16.3000000000	-0.1156000000
14.6000000000	-0.1160000000
13.2000000000	-0.1163000000
12.4000000000	-0.1165000000
10.7000000000	-0.1169000000
10.0000000000	-0.1170000000
9.9000000000	-0.1170000000
9.1000000000	-0.1173000000
8.4000000000	-0.1175000000
7.9000000000	-0.1177000000
7.3000000000	-0.1179000000
7.2000000000	-0.1179000000
7.1000000000	-0.1179000000
7.2000000000	-0.1179000000
7.3000000000	-0.1179000000
7.3000000000	-0.1179000000
7.2000000000	-0.1179000000
7.2000000000	-0.1179000000
7.3000000000	-0.1179000000
7.4000000000	-0.1179000000
7.3000000000	-0.1179000000
7.3000000000	-0.1179000000
7.3000000000	-0.1179000000
6.7000000000	-0.1183000000
5.6000000000	-0.1190000000
5.3000000000	-0.1192000000
5.3000000000	-0.1192000000
5.3000000000	-0.1193000000
5.1000000000	-0.1197000000
4.7000000000	-0.1202000000
4.5000000000	-0.1205000000
4.3000000000	-0.1208000000
4.1000000000	-0.1211000000
4.2000000000	-0.1212000000
4.1000000000	-0.1214000000
4.0000000000	-0.1218000000
3.9000000000	-0.1220000000
3.8000000000	-0.1220000000
3.8000000000	-0.1220000000
3.9000000000	-0.1220000000
4.0000000000	-0.1219000000
3.9000000000	-0.1219000000
3.9000000000	-0.1219000000
3.8000000000	-0.1219000000
3.8000000000	-0.1219000000
3.9000000000	-0.1219000000
4.0000000000	-0.1219000000
3.9000000000	-0.1219000000
3.8000000000	-0.1220000000
3.8000000000	-0.1220000000
3.8000000000	-0.1222000000
3.0000000000	-0.1229000000
2.9000000000	-0.1231000000
2.6000000000	-0.1233000000
2.1000000000	-0.1238000000
1.8000000000	-0.1241000000
1.6000000000	-0.1244000000
1.6000000000	-0.1245000000
1.6000000000	-0.1245000000
1.6000000000	-0.1247000000
1.4000000000	-0.1250000000
1.3000000000	-0.1251000000
1.3000000000	-0.1251000000
1.3000000000	-0.1251000000
1.3000000000	-0.1251000000
1.3000000000	-0.1251000000
1.4000000000	-0.1251000000
1.4000000000	-0.1251000000
1.3000000000	-0.1251000000
1.3000000000	-0.1251000000
1.2000000000	-0.1251000000
1.2000000000	-0.1251000000
1.3000000000	-0.1251000000
1.3000000000	-0.1251000000
1.3000000000	-0.1251000000
1.3000000000	-0.1252000000
1.2000000000	-0.1255000000
1.1000000000	-0.1259000000
1.0000000000	-0.1261000000
1.0000000000	-0.1262000000
1.0000000000	-0.1264000000
1.0000000000	-0.1267000000
1.0000000000	-0.1270000000
1.0000000000	-0.1274000000
1.0000000000	-0.1278000000
1.0000000000	-0.1281000000
1.0000000000	-0.1281000000
1.0000000000	-0.1285000000
1.1000000000	-0.1287000000
1.1000000000	-0.1287000000
1.2000000000	-0.1287000000
1.2000000000	-0.1286000000
1.2000000000	-0.1286000000
1.1000000000	-0.1286000000
1.1000000000	-0.1286000000
1.1000000000	-0.1286000000
1.1000000000	-0.1286000000
1.1000000000	-0.1286000000
1.2000000000	-0.1286000000
1.2000000000	-0.1287000000
1.2000000000	-0.1287000000
1.2000000000	-0.1291000000
1.3000000000	-0.1300000000
1.3000000000	-0.1302000000
1.3000000000	-0.1304000000
1.4000000000	-0.1306000000
1.5000000000	-0.1307000000
1.5000000000	-0.1310000000
1.5000000000	-0.1313000000
1.5000000000	-0.1316000000
1.5000000000	-0.1319000000
1.6000000000	-0.1322000000
1.7000000000	-0.1323000000
1.8000000000	-0.1324000000
1.9000000000	-0.1326000000
1.9000000000	-0.1327000000
1.8000000000	-0.1327000000
1.8000000000	-0.1327000000
1.8000000000	-0.1327000000
1.8000000000	-0.1327000000
1.8000000000	-0.1327000000
1.9000000000	-0.1327000000
1.9000000000	-0.1327000000
1.9000000000	-0.1327000000
1.8000000000	-0.1327000000
1.8000000000	-0.1327000000
1.8000000000	-0.1327000000
1.9000000000	-0.1327000000
2.0000000000	-0.1328000000
2.4000000000	-0.1334000000
2.7000000000	-0.1340000000
2.8000000000	-0.1341000000
2.9000000000	-0.1344000000
3.0000000000	-0.1346000000
3.1000000000	-0.1348000000
3.1000000000	-0.1352000000
3.1000000000	-0.1352000000
2.9000000000	-0.1356000000
2.8000000000	-0.1357000000
2.8000000000	-0.1358000000
2.7000000000	-0.1362000000
2.8000000000	-0.1362000000
2.8000000000	-0.1362000000
2.7000000000	-0.1362000000
2.7000000000	-0.1362000000
2.6000000000	-0.1361000000
2.6000000000	-0.1361000000
2.7000000000	-0.1361000000
2.8000000000	-0.1361000000
2.8000000000	-0.1361000000
2.7000000000	-0.1362000000
2.7000000000	-0.1362000000
2.6000000000	-0.1362000000
2.7000000000	-0.1363000000
2.7000000000	-0.1370000000
2.9000000000	-0.1372000000
2.9000000000	-0.1374000000
3.1000000000	-0.1378000000
3.2000000000	-0.1381000000
3.5000000000	-0.1384000000
3.7000000000	-0.1385000000
4.1000000000	-0.1388000000
4.2000000000	-0.1390000000
4.3000000000	-0.1394000000
4.1000000000	-0.1397000000
4.1000000000	-0.1399000000
4.0000000000	-0.1400000000
3.8000000000	-0.1403000000
3.5000000000	-0.1405000000
3.3000000000	-0.1407000000
3.3000000000	-0.1407000000
3.4000000000	-0.1407000000
3.5000000000	-0.1406000000
3.4000000000	-0.1406000000
3.4000000000	-0.1406000000
3.3000000000	-0.1406000000
3.3000000000	-0.1406000000
3.4000000000	-0.1407000000
3.5000000000	-0.1407000000
3.5000000000	-0.1407000000
3.3000000000	-0.1408000000
3.0000000000	-0.1413000000
3.0000000000	-0.1416000000
3.1000000000	-0.1418000000
3.2000000000	-0.1420000000
3.3000000000	-0.1422000000
3.3000000000	-0.1423000000
3.3000000000	-0.1426000000
3.6000000000	-0.1429000000
3.8000000000	-0.1431000000
4.2000000000	-0.1435000000
4.2000000000	-0.1437000000
4.1000000000	-0.1438000000
3.8000000000	-0.1442000000
3.8000000000	-0.1442000000
3.9000000000	-0.1442000000
3.9000000000	-0.1442000000
3.9000000000	-0.1442000000
3.8000000000	-0.1442000000
3.8000000000	-0.1442000000
3.9000000000	-0.1442000000
3.9000000000	-0.1442000000
3.9000000000	-0.1442000000
3.8000000000	-0.1442000000
3.8000000000	-0.1442000000
3.8000000000	-0.1442000000
3.9000000000	-0.1442000000
3.2000000000	-0.1449000000
2.8000000000	-0.1455000000
2.7000000000	-0.1456000000
2.6000000000	-0.1460000000
2.6000000000	-0.1461000000
2.7000000000	-0.1463000000
2.9000000000	-0.1466000000
3.0000000000	-0.1469000000
3.0000000000	-0.1470000000
3.0000000000	-0.1472000000
3.1000000000	-0.1474000000
3.2000000000	-0.1475000000
3.2000000000	-0.1478000000
3.2000000000	-0.1479000000
3.0000000000	-0.1483000000
2.7000000000	-0.1485000000
2.6000000000	-0.1485000000
2.7000000000	-0.1485000000
2.7000000000	-0.1485000000
2.7000000000	-0.1483000000
2.7000000000	-0.1483000000
2.6000000000	-0.1483000000
2.6000000000	-0.1483000000
2.6000000000	-0.1483000000
2.6000000000	-0.1483000000
2.7000000000	-0.1483000000
2.9000000000	-0.1485000000
2.5000000000	-0.1487000000
2.1000000000	-0.1495000000
1.9000000000	-0.1500000000
1.9000000000	-0.1503000000
2.0000000000	-0.1504000000
2.0000000000	-0.1504000000
2.1000000000	-0.1506000000
2.2000000000	-0.1510000000
2.1000000000	-0.1512000000
2.1000000000	-0.1515000000
2.0000000000	-0.1518000000
1.9000000000	-0.1521000000
1.8000000000	-0.1525000000
1.7000000000	-0.1527000000
1.7000000000	-0.1527000000
1.6000000000	-0.1527000000
1.6000000000	-0.1527000000
1.5000000000	-0.1527000000
1.5000000000	-0.1524000000
1.5000000000	-0.1523000000
1.6000000000	-0.1523000000
1.6000000000	-0.1523000000
1.6000000000	-0.1523000000
1.6000000000	-0.1523000000
1.6000000000	-0.1526000000
1.6000000000	-0.1526000000
1.5000000000	-0.1528000000
1.5000000000	-0.1532000000
1.5000000000	-0.1538000000
1.4000000000	-0.1543000000
1.4000000000	-0.1545000000
1.3000000000	-0.1548000000
1.3000000000	-0.1552000000
1.2000000000	-0.1556000000
1.2000000000	-0.1559000000
1.2000000000	-0.1561000000
1.2000000000	-0.1567000000
1.1000000000	-0.1569000000
1.1000000000	-0.1569000000
1.1000000000	-0.1570000000
1.0000000000	-0.1570000000
1.0000000000	-0.1570000000
1.1000000000	-0.1570000000
1.1000000000	-0.1568000000
1.1000000000	-0.1568000000
1.1000000000	-0.1568000000
1.0000000000	-0.1568000000
1.0000000000	-0.1568000000
1.0000000000	-0.1568000000
0.9000000000	-0.1568000000
1.0000000000	-0.1569000000
1.0000000000	-0.1575000000
1.0000000000	-0.1581000000
1.0000000000	-0.1582000000
1.0000000000	-0.1583000000
0.9000000000	-0.1584000000
0.9000000000	-0.1587000000
0.9000000000	-0.1592000000
0.9000000000	-0.1595000000
0.9000000000	-0.1598000000
1.0000000000	-0.1603000000
1.0000000000	-0.1608000000
1.0000000000	-0.1611000000
1.0000000000	-0.1615000000
1.0000000000	-0.1616000000
1.0000000000	-0.1616000000
1.0000000000	-0.1616000000
1.1000000000	-0.1616000000
1.2000000000	-0.1616000000
1.1000000000	-0.1616000000
1.1000000000	-0.1616000000
1.1000000000	-0.1616000000
1.0000000000	-0.1616000000
1.1000000000	-0.1616000000
1.1000000000	-0.1616000000
1.1000000000	-0.1616000000
1.2000000000	-0.1616000000
1.2000000000	-0.1616000000
1.1000000000	-0.1616000000
1.1000000000	-0.1617000000
1.1000000000	-0.1624000000
1.1000000000	-0.1631000000
1.2000000000	-0.1632000000
1.2000000000	-0.1635000000
1.3000000000	-0.1637000000
1.3000000000	-0.1638000000
1.3000000000	-0.1642000000
1.3000000000	-0.1646000000
1.3000000000	-0.1647000000
1.4000000000	-0.1650000000
1.4000000000	-0.1653000000
1.4000000000	-0.1654000000
1.4000000000	-0.1659000000
1.3000000000	-0.1661000000
1.3000000000	-0.1663000000
1.3000000000	-0.1665000000
1.3000000000	-0.1665000000
1.3000000000	-0.1665000000
1.4000000000	-0.1663000000
1.5000000000	-0.1663000000
1.4000000000	-0.1663000000
1.4000000000	-0.1663000000
1.4000000000	-0.1663000000
1.4000000000	-0.1664000000
1.4000000000	-0.1664000000
1.4000000000	-0.1664000000
1.5000000000	-0.1665000000
1.5000000000	-0.1665000000
1.6000000000	-0.1670000000
1.6000000000	-0.1672000000
1.6000000000	-0.1673000000
1.7000000000	-0.1676000000
1.8000000000	-0.1678000000
1.8000000000	-0.1682000000
1.8000000000	-0.1684000000
1.7000000000	-0.1685000000
1.6000000000	-0.1688000000
1.6000000000	-0.1693000000
1.7000000000	-0.1695000000
1.8000000000	-0.1699000000
2.0000000000	-0.1701000000
2.1000000000	-0.1702000000
2.2000000000	-0.1705000000
2.1000000000	-0.1708000000
2.0000000000	-0.1708000000
2.0000000000	-0.1708000000
2.0000000000	-0.1708000000
2.0000000000	-0.1708000000
2.1000000000	-0.1707000000
2.0000000000	-0.1707000000
2.0000000000	-0.1707000000
2.0000000000	-0.1707000000
2.0000000000	-0.1707000000
2.0000000000	-0.1707000000
2.1000000000	-0.1708000000
2.0000000000	-0.1710000000
1.9000000000	-0.1716000000
1.9000000000	-0.1721000000
1.9000000000	-0.1721000000
1.9000000000	-0.1725000000
2.1000000000	-0.1730000000
2.2000000000	-0.1733000000
2.2000000000	-0.1738000000
2.0000000000	-0.1744000000
2.0000000000	-0.1747000000
2.0000000000	-0.1752000000
2.1000000000	-0.1758000000
2.1000000000	-0.1760000000
2.1000000000	-0.1762000000
2.1000000000	-0.1762000000
2.2000000000	-0.1762000000
2.2000000000	-0.1762000000
2.2000000000	-0.1762000000
2.1000000000	-0.1762000000
2.1000000000	-0.1762000000
2.1000000000	-0.1762000000
2.1000000000	-0.1762000000
2.1000000000	-0.1762000000
2.2000000000	-0.1762000000
2.2000000000	-0.1762000000
2.1000000000	-0.1762000000
1.9000000000	-0.1766000000
1.7000000000	-0.1774000000
1.8000000000	-0.1779000000
2.0000000000	-0.1783000000
2.0000000000	-0.1785000000
2.0000000000	-0.1787000000
1.9000000000	-0.1790000000
1.7000000000	-0.1793000000
1.5000000000	-0.1797000000
1.5000000000	-0.1798000000
1.5000000000	-0.1798000000
1.6000000000	-0.1798000000
1.6000000000	-0.1798000000
1.6000000000	-0.1798000000
1.5000000000	-0.1798000000
1.4000000000	-0.1798000000
1.4000000000	-0.1798000000
1.4000000000	-0.1798000000
1.4000000000	-0.1798000000
1.4000000000	-0.1798000000
1.5000000000	-0.1798000000
1.4000000000	-0.1798000000
1.4000000000	-0.1795000000
1.4000000000	-0.1794000000
1.4000000000	-0.1794000000
1.4000000000	-0.1794000000
1.5000000000	-0.1793000000
1.6000000000	-0.1791000000
1.6000000000	-0.1789000000
1.6000000000	-0.1786000000
1.8000000000	-0.1782000000
1.9000000000	-0.1779000000
1.9000000000	-0.1778000000
1.9000000000	-0.1775000000
1.9000000000	-0.1775000000
1.9000000000	-0.1771000000
1.7000000000	-0.1767000000
1.7000000000	-0.1766000000
1.6000000000	-0.1763000000
1.8000000000	-0.1759000000
1.9000000000	-0.1758000000
2.0000000000	-0.1756000000
2.1000000000	-0.1755000000
2.1000000000	-0.1755000000
2.0000000000	-0.1755000000
2.0000000000	-0.1755000000
2.0000000000	-0.1755000000
2.0000000000	-0.1755000000
2.1000000000	-0.1755000000
2.1000000000	-0.1755000000
2.1000000000	-0.1755000000
2.0000000000	-0.1755000000
2.0000000000	-0.1755000000
2.0000000000	-0.1754000000
2.0000000000	-0.1751000000
2.0000000000	-0.1748000000
1.9000000000	-0.1746000000
1.8000000000	-0.1741000000
1.8000000000	-0.1737000000
1.7000000000	-0.1737000000
1.8000000000	-0.1734000000
1.9000000000	-0.1731000000
2.0000000000	-0.1731000000
2.1000000000	-0.1728000000
2.1000000000	-0.1727000000
2.1000000000	-0.1725000000
1.9000000000	-0.1722000000
1.8000000000	-0.1720000000
1.7000000000	-0.1718000000
1.7000000000	-0.1717000000
1.7000000000	-0.1717000000
1.7000000000	-0.1718000000
1.7000000000	-0.1718000000
1.7000000000	-0.1718000000
1.6000000000	-0.1718000000
1.6000000000	-0.1718000000
1.6000000000	-0.1718000000
1.7000000000	-0.1718000000
1.7000000000	-0.1716000000
1.7000000000	-0.1711000000
1.9000000000	-0.1706000000
2.0000000000	-0.1703000000
2.0000000000	-0.1702000000
2.0000000000	-0.1700000000
2.0000000000	-0.1697000000
2.0000000000	-0.1696000000
1.8000000000	-0.1690000000
1.7000000000	-0.1686000000
1.7000000000	-0.1685000000
1.7000000000	-0.1679000000
1.7000000000	-0.1678000000
1.7000000000	-0.1678000000
1.7000000000	-0.1677000000
1.8000000000	-0.1678000000
1.8000000000	-0.1678000000
1.8000000000	-0.1678000000
1.8000000000	-0.1679000000
1.7000000000	-0.1679000000
1.7000000000	-0.1679000000
1.7000000000	-0.1679000000
1.8000000000	-0.1679000000
1.8000000000	-0.1677000000
1.8000000000	-0.1677000000
1.8000000000	-0.1675000000
1.7000000000	-0.1668000000
1.5000000000	-0.1664000000
1.5000000000	-0.1660000000
1.4000000000	-0.1654000000
1.4000000000	-0.1653000000
1.5000000000	-0.1651000000
1.5000000000	-0.1647000000
1.5000000000	-0.1645000000
1.4000000000	-0.1643000000
1.4000000000	-0.1640000000
1.4000000000	-0.1640000000
1.4000000000	-0.1640000000
1.5000000000	-0.1640000000
1.5000000000	-0.1641000000
1.4000000000	-0.1643000000
1.4000000000	-0.1643000000
1.3000000000	-0.1643000000
1.3000000000	-0.1643000000
1.4000000000	-0.1643000000
1.4000000000	-0.1642000000
1.5000000000	-0.1639000000
1.5000000000	-0.1638000000
1.3000000000	-0.1634000000
1.2000000000	-0.1629000000
1.2000000000	-0.1628000000
1.2000000000	-0.1623000000
1.2000000000	-0.1620000000
1.2000000000	-0.1619000000
1.3000000000	-0.1615000000
1.2000000000	-0.1613000000
1.2000000000	-0.1611000000
1.1000000000	-0.1610000000
1.1000000000	-0.1608000000
1.1000000000	-0.1604000000
1.1000000000	-0.1603000000
1.1000000000	-0.1603000000
1.2000000000	-0.1603000000
1.1000000000	-0.1604000000
1.1000000000	-0.1606000000
1.1000000000	-0.1606000000
1.0000000000	-0.1606000000
1.0000000000	-0.1606000000
1.1000000000	-0.1605000000
1.1000000000	-0.1605000000
1.2000000000	-0.1602000000
1.1000000000	-0.1600000000
1.1000000000	-0.1597000000
1.0000000000	-0.1588000000
1.0000000000	-0.1585000000
1.0000000000	-0.1583000000
1.1000000000	-0.1577000000
1.1000000000	-0.1577000000
1.2000000000	-0.1574000000
1.1000000000	-0.1573000000
1.1000000000	-0.1573000000
1.1000000000	-0.1571000000
1.0000000000	-0.1568000000
1.1000000000	-0.1566000000
1.1000000000	-0.1565000000
1.1000000000	-0.1565000000
1.2000000000	-0.1566000000
1.1000000000	-0.1568000000
1.1000000000	-0.1568000000
1.1000000000	-0.1568000000
1.0000000000	-0.1568000000
1.1000000000	-0.1568000000
1.1000000000	-0.1568000000
1.1000000000	-0.1567000000
1.2000000000	-0.1566000000
1.1000000000	-0.1565000000
1.2000000000	-0.1557000000
1.2000000000	-0.1553000000
1.2000000000	-0.1549000000
1.3000000000	-0.1545000000
1.4000000000	-0.1543000000
1.5000000000	-0.1537000000
1.5000000000	-0.1533000000
1.4000000000	-0.1533000000
1.4000000000	-0.1531000000
1.4000000000	-0.1530000000
1.4000000000	-0.1528000000
1.4000000000	-0.1527000000
1.5000000000	-0.1527000000
1.5000000000	-0.1527000000
1.5000000000	-0.1528000000
1.5000000000	-0.1529000000
1.4000000000	-0.1529000000
1.4000000000	-0.1529000000
1.4000000000	-0.1529000000
1.4000000000	-0.1529000000
1.5000000000	-0.1529000000
1.5000000000	-0.1526000000
1.5000000000	-0.1523000000
1.6000000000	-0.1519000000
1.8000000000	-0.1515000000
1.9000000000	-0.1514000000
2.1000000000	-0.1510000000
2.2000000000	-0.1505000000
2.2000000000	-0.1499000000
2.1000000000	-0.1495000000
2.0000000000	-0.1493000000
2.0000000000	-0.1488000000
2.2000000000	-0.1483000000
2.5000000000	-0.1480000000
2.7000000000	-0.1477000000
2.9000000000	-0.1476000000
2.9000000000	-0.1476000000
2.8000000000	-0.1476000000
2.9000000000	-0.1477000000
2.9000000000	-0.1477000000
3.0000000000	-0.1477000000
3.0000000000	-0.1477000000
3.0000000000	-0.1477000000
2.9000000000	-0.1477000000
2.9000000000	-0.1475000000
3.1000000000	-0.1470000000
3.1000000000	-0.1466000000
3.1000000000	-0.1463000000
2.8000000000	-0.1458000000
2.6000000000	-0.1454000000
2.6000000000	-0.1451000000
2.6000000000	-0.1448000000
2.8000000000	-0.1444000000
3.1000000000	-0.1441000000
3.6000000000	-0.1436000000
3.9000000000	-0.1433000000
3.9000000000	-0.1433000000
3.9000000000	-0.1433000000
3.9000000000	-0.1433000000
4.0000000000	-0.1434000000
4.2000000000	-0.1435000000
4.1000000000	-0.1435000000
4.0000000000	-0.1435000000
4.1000000000	-0.1435000000
4.2000000000	-0.1435000000
4.2000000000	-0.1435000000
4.2000000000	-0.1434000000
4.1000000000	-0.1433000000
4.1000000000	-0.1430000000
3.9000000000	-0.1423000000
3.6000000000	-0.1418000000
3.3000000000	-0.1415000000
3.2000000000	-0.1412000000
3.1000000000	-0.1410000000
3.0000000000	-0.1406000000
3.2000000000	-0.1403000000
3.3000000000	-0.1400000000
3.5000000000	-0.1398000000
3.8000000000	-0.1395000000
3.9000000000	-0.1394000000
4.0000000000	-0.1392000000
4.1000000000	-0.1392000000
4.1000000000	-0.1392000000
4.2000000000	-0.1393000000
4.2000000000	-0.1393000000
4.1000000000	-0.1393000000
4.2000000000	-0.1393000000
4.2000000000	-0.1393000000
4.3000000000	-0.1393000000
4.2000000000	-0.1392000000
4.1000000000	-0.1392000000
4.1000000000	-0.1386000000
3.8000000000	-0.1382000000
3.7000000000	-0.1379000000
3.1000000000	-0.1374000000
2.9000000000	-0.1372000000
2.7000000000	-0.1369000000
2.7000000000	-0.1365000000
2.7000000000	-0.1364000000
2.7000000000	-0.1362000000
2.8000000000	-0.1360000000
2.9000000000	-0.1356000000
3.0000000000	-0.1350000000
3.0000000000	-0.1348000000
3.1000000000	-0.1348000000
3.1000000000	-0.1348000000
3.2000000000	-0.1349000000
3.1000000000	-0.1349000000
3.1000000000	-0.1349000000
3.0000000000	-0.1349000000
3.1000000000	-0.1349000000
3.1000000000	-0.1349000000
3.2000000000	-0.1349000000
3.2000000000	-0.1349000000
3.1000000000	-0.1348000000
3.1000000000	-0.1348000000
3.1000000000	-0.1346000000
3.1000000000	-0.1341000000
3.0000000000	-0.1339000000
2.8000000000	-0.1334000000
2.4000000000	-0.1331000000
2.2000000000	-0.1329000000
2.0000000000	-0.1327000000
2.0000000000	-0.1325000000
1.9000000000	-0.1322000000
1.8000000000	-0.1320000000
1.8000000000	-0.1318000000
1.7000000000	-0.1316000000
1.6000000000	-0.1314000000
1.5000000000	-0.1312000000
1.5000000000	-0.1309000000
1.5000000000	-0.1307000000
1.5000000000	-0.1307000000
1.6000000000	-0.1307000000
1.6000000000	-0.1308000000
1.5000000000	-0.1308000000
1.5000000000	-0.1308000000
1.4000000000	-0.1308000000
1.5000000000	-0.1307000000
1.5000000000	-0.1307000000
1.5000000000	-0.1307000000
1.6000000000	-0.1307000000
1.5000000000	-0.1307000000
1.5000000000	-0.1304000000
1.4000000000	-0.1301000000
1.3000000000	-0.1299000000
1.3000000000	-0.1297000000
1.3000000000	-0.1294000000
1.3000000000	-0.1292000000
1.3000000000	-0.1289000000
1.2000000000	-0.1287000000
1.1000000000	-0.1286000000
1.0000000000	-0.1284000000
1.0000000000	-0.1281000000
1.0000000000	-0.1278000000
1.0000000000	-0.1276000000
1.0000000000	-0.1274000000
1.0000000000	-0.1273000000
1.0000000000	-0.1271000000
0.9000000000	-0.1271000000
0.9000000000	-0.1271000000
0.9000000000	-0.1271000000
0.9000000000	-0.1272000000
1.0000000000	-0.1271000000
1.0000000000	-0.1271000000
1.1000000000	-0.1271000000
1.0000000000	-0.1271000000
1.0000000000	-0.1271000000
1.0000000000	-0.1271000000
1.0000000000	-0.1270000000
1.0000000000	-0.1266000000
1.0000000000	-0.1264000000
1.1000000000	-0.1260000000
1.2000000000	-0.1254000000
1.4000000000	-0.1249000000
1.4000000000	-0.1247000000
1.5000000000	-0.1245000000
1.6000000000	-0.1242000000
1.8000000000	-0.1241000000
1.9000000000	-0.1239000000
2.1000000000	-0.1237000000
2.2000000000	-0.1236000000
2.2000000000	-0.1234000000
2.2000000000	-0.1233000000
2.2000000000	-0.1233000000
2.2000000000	-0.1233000000
2.5000000000	-0.1234000000
2.5000000000	-0.1234000000
2.6000000000	-0.1234000000
2.5000000000	-0.1234000000
2.4000000000	-0.1234000000
2.4000000000	-0.1234000000
2.5000000000	-0.1234000000
2.5000000000	-0.1233000000
2.7000000000	-0.1229000000
3.1000000000	-0.1227000000
3.2000000000	-0.1225000000
3.5000000000	-0.1222000000
3.6000000000	-0.1220000000
3.8000000000	-0.1218000000
4.0000000000	-0.1215000000
4.1000000000	-0.1213000000
4.1000000000	-0.1211000000
4.2000000000	-0.1208000000
4.3000000000	-0.1206000000
4.4000000000	-0.1204000000
4.6000000000	-0.1203000000
4.5000000000	-0.1203000000
4.4000000000	-0.1203000000
4.4000000000	-0.1203000000
4.5000000000	-0.1203000000
4.5000000000	-0.1203000000
4.6000000000	-0.1203000000
4.5000000000	-0.1203000000
4.4000000000	-0.1203000000
4.5000000000	-0.1203000000
4.5000000000	-0.1203000000
4.6000000000	-0.1203000000
4.6000000000	-0.1203000000
4.5000000000	-0.1203000000
4.7000000000	-0.1199000000
4.8000000000	-0.1198000000
5.0000000000	-0.1196000000
5.4000000000	-0.1192000000
5.7000000000	-0.1190000000
6.0000000000	-0.1187000000
6.3000000000	-0.1185000000
6.8000000000	-0.1182000000
7.5000000000	-0.1179000000
8.8000000000	-0.1175000000
9.8000000000	-0.1171000000
10.2000000000	-0.1170000000
10.4000000000	-0.1170000000
10.4000000000	-0.1170000000
10.3000000000	-0.1170000000
10.3000000000	-0.1170000000
10.3000000000	-0.1170000000
10.3000000000	-0.1170000000
10.3000000000	-0.1170000000
10.3000000000	-0.1170000000
10.3000000000	-0.1170000000
10.2000000000	-0.1170000000
10.3000000000	-0.1170000000
10.4000000000	-0.1169000000
12.3000000000	-0.1165000000
14.6000000000	-0.1160000000
16.1000000000	-0.1157000000
17.6000000000	-0.1154000000
19.6000000000	-0.1150000000
20.0000000000	-0.1148000000
20.7000000000	-0.1145000000
21.1000000000	-0.1143000000
21.3000000000	-0.1141000000
21.5000000000	-0.1140000000
21.6000000000	-0.1139000000
21.9000000000	-0.1137000000
22.1000000000	-0.1135000000
21.9000000000	-0.1135000000
21.6000000000	-0.1135000000
21.4000000000	-0.1136000000
21.5000000000	-0.1136000000
21.6000000000	-0.1136000000
21.5000000000	-0.1136000000
21.4000000000	-0.1136000000
21.4000000000	-0.1136000000
21.4000000000	-0.1136000000
21.5000000000	-0.1133000000
21.3000000000	-0.1129000000
21.3000000000	-0.1126000000
21.4000000000	-0.1123000000
21.2000000000	-0.1120000000
20.7000000000	-0.1116000000
20.6000000000	-0.1113000000
20.7000000000	-0.1110000000
21.1000000000	-0.1108000000
21.2000000000	-0.1106000000
21.4000000000	-0.1104000000
21.9000000000	-0.1100000000
22.3000000000	-0.1097000000
22.9000000000	-0.1095000000
23.5000000000	-0.1092000000
23.4000000000	-0.1092000000
23.3000000000	-0.1092000000
23.7000000000	-0.1092000000
23.9000000000	-0.1092000000
23.5000000000	-0.1092000000
23.6000000000	-0.1092000000
23.7000000000	-0.1092000000
23.8000000000	-0.1092000000
23.6000000000	-0.1092000000
23.7000000000	-0.1092000000
23.8000000000	-0.1091000000
26.0000000000	-0.1086000000
27.5000000000	-0.1082000000
29.5000000000	-0.1078000000
30.9000000000	-0.1075000000
31.7000000000	-0.1072000000
33.3000000000	-0.1069000000
34.9000000000	-0.1066000000
36.5000000000	-0.1064000000
38.5000000000	-0.1061000000
40.3000000000	-0.1059000000
42.4000000000	-0.1056000000
45.6000000000	-0.1053000000
46.4000000000	-0.1052000000
49.3000000000	-0.1048000000
51.6000000000	-0.1047000000
50.8000000000	-0.1047000000
50.7000000000	-0.1047000000
51.1000000000	-0.1047000000
50.9000000000	-0.1047000000
50.1000000000	-0.1047000000
50.3000000000	-0.1047000000
50.4000000000	-0.1047000000
50.5000000000	-0.1047000000
50.8000000000	-0.1047000000
51.1000000000	-0.1047000000
51.5000000000	-0.1047000000
51.8000000000	-0.1047000000
54.3000000000	-0.1043000000
56.0000000000	-0.1040000000
57.7000000000	-0.1036000000
60.6000000000	-0.1031000000
62.2000000000	-0.1026000000
62.4000000000	-0.1025000000
62.8000000000	-0.1022000000
63.7000000000	-0.1019000000
64.1000000000	-0.1017000000
64.1000000000	-0.1014000000
63.8000000000	-0.1010000000
63.6000000000	-0.1008000000
63.9000000000	-0.1005000000
64.0000000000	-0.1001000000
63.2000000000	-0.0998000000
61.4000000000	-0.0995000000
60.5000000000	-0.0994000000
60.0000000000	-0.0994000000
58.3000000000	-0.0994000000
58.3000000000	-0.0994000000
59.0000000000	-0.0994000000
58.2000000000	-0.0994000000
57.9000000000	-0.0994000000
57.4000000000	-0.0994000000
56.8000000000	-0.0994000000
56.8000000000	-0.0994000000
58.0000000000	-0.0994000000
58.1000000000	-0.0993000000
57.6000000000	-0.0989000000
57.7000000000	-0.0988000000
57.1000000000	-0.0984000000
56.8000000000	-0.0982000000
56.1000000000	-0.0979000000
55.4000000000	-0.0974000000
55.8000000000	-0.0972000000
56.0000000000	-0.0970000000
54.3000000000	-0.0967000000
53.7000000000	-0.0962000000
