Light Intensity (% of scale max) Alessio_0.02_1.0_candela	Position (m) Alessio_0.02_1.0_candela
52.3000000000	-0.0955000000
49.5000000000	-0.0953000000
48.8000000000	-0.0952000000
48.3000000000	-0.0951000000
48.1000000000	-0.0951000000
47.4000000000	-0.0951000000
47.3000000000	-0.0951000000
47.3000000000	-0.0951000000
47.4000000000	-0.0951000000
47.3000000000	-0.0951000000
47.0000000000	-0.0951000000
46.8000000000	-0.0951000000
46.5000000000	-0.0951000000
47.0000000000	-0.0951000000
47.6000000000	-0.0951000000
47.8000000000	-0.0951000000
46.8000000000	-0.0944000000
45.8000000000	-0.0940000000
44.7000000000	-0.0935000000
44.0000000000	-0.0932000000
43.7000000000	-0.0928000000
42.9000000000	-0.0925000000
42.7000000000	-0.0923000000
42.8000000000	-0.0918000000
42.2000000000	-0.0915000000
41.6000000000	-0.0912000000
40.9000000000	-0.0909000000
40.8000000000	-0.0907000000
40.5000000000	-0.0905000000
39.9000000000	-0.0905000000
39.7000000000	-0.0905000000
39.2000000000	-0.0905000000
38.5000000000	-0.0906000000
38.8000000000	-0.0905000000
38.7000000000	-0.0905000000
39.1000000000	-0.0905000000
38.5000000000	-0.0905000000
38.4000000000	-0.0905000000
38.8000000000	-0.0905000000
39.8000000000	-0.0905000000
38.6000000000	-0.0897000000
36.7000000000	-0.0890000000
36.3000000000	-0.0887000000
35.2000000000	-0.0879000000
34.6000000000	-0.0875000000
34.4000000000	-0.0872000000
33.6000000000	-0.0868000000
32.8000000000	-0.0864000000
31.7000000000	-0.0861000000
31.6000000000	-0.0859000000
31.7000000000	-0.0858000000
31.3000000000	-0.0858000000
31.0000000000	-0.0858000000
30.8000000000	-0.0858000000
30.9000000000	-0.0858000000
30.6000000000	-0.0858000000
30.8000000000	-0.0858000000
30.3000000000	-0.0858000000
30.1000000000	-0.0858000000
30.3000000000	-0.0858000000
30.5000000000	-0.0858000000
30.7000000000	-0.0858000000
31.1000000000	-0.0858000000
31.4000000000	-0.0858000000
30.6000000000	-0.0851000000
30.0000000000	-0.0847000000
30.1000000000	-0.0846000000
29.9000000000	-0.0844000000
29.5000000000	-0.0842000000
29.2000000000	-0.0839000000
28.9000000000	-0.0836000000
27.8000000000	-0.0832000000
27.4000000000	-0.0828000000
26.9000000000	-0.0824000000
26.5000000000	-0.0822000000
26.2000000000	-0.0821000000
26.2000000000	-0.0820000000
25.9000000000	-0.0820000000
25.3000000000	-0.0820000000
25.4000000000	-0.0820000000
25.7000000000	-0.0820000000
25.4000000000	-0.0820000000
25.2000000000	-0.0820000000
25.4000000000	-0.0820000000
25.5000000000	-0.0820000000
25.3000000000	-0.0820000000
25.4000000000	-0.0820000000
25.7000000000	-0.0820000000
26.0000000000	-0.0820000000
25.3000000000	-0.0814000000
25.0000000000	-0.0811000000
24.8000000000	-0.0811000000
25.1000000000	-0.0808000000
25.4000000000	-0.0806000000
25.8000000000	-0.0805000000
25.4000000000	-0.0802000000
23.8000000000	-0.0796000000
22.5000000000	-0.0793000000
21.7000000000	-0.0790000000
20.2000000000	-0.0788000000
19.7000000000	-0.0786000000
19.0000000000	-0.0784000000
19.0000000000	-0.0783000000
18.9000000000	-0.0783000000
18.4000000000	-0.0784000000
18.2000000000	-0.0784000000
18.6000000000	-0.0784000000
18.7000000000	-0.0784000000
18.1000000000	-0.0784000000
18.1000000000	-0.0784000000
18.1000000000	-0.0784000000
18.3000000000	-0.0784000000
18.5000000000	-0.0784000000
18.2000000000	-0.0784000000
18.5000000000	-0.0782000000
19.5000000000	-0.0778000000
18.9000000000	-0.0776000000
18.3000000000	-0.0775000000
16.5000000000	-0.0767000000
15.3000000000	-0.0764000000
13.9000000000	-0.0761000000
11.3000000000	-0.0756000000
10.6000000000	-0.0754000000
10.1000000000	-0.0752000000
9.5000000000	-0.0748000000
8.2000000000	-0.0745000000
6.9000000000	-0.0740000000
6.6000000000	-0.0739000000
6.7000000000	-0.0739000000
6.6000000000	-0.0739000000
6.1000000000	-0.0739000000
6.0000000000	-0.0739000000
6.1000000000	-0.0739000000
6.1000000000	-0.0739000000
6.2000000000	-0.0739000000
6.1000000000	-0.0739000000
6.0000000000	-0.0739000000
5.9000000000	-0.0739000000
6.0000000000	-0.0739000000
6.1000000000	-0.0739000000
6.2000000000	-0.0739000000
6.1000000000	-0.0739000000
6.1000000000	-0.0739000000
5.4000000000	-0.0734000000
5.2000000000	-0.0734000000
5.0000000000	-0.0731000000
4.3000000000	-0.0727000000
4.1000000000	-0.0726000000
3.8000000000	-0.0724000000
3.7000000000	-0.0723000000
3.6000000000	-0.0721000000
3.5000000000	-0.0719000000
3.0000000000	-0.0714000000
2.7000000000	-0.0709000000
2.6000000000	-0.0706000000
2.5000000000	-0.0702000000
2.2000000000	-0.0697000000
2.1000000000	-0.0694000000
2.1000000000	-0.0693000000
2.0000000000	-0.0693000000
1.9000000000	-0.0693000000
1.9000000000	-0.0693000000
1.9000000000	-0.0693000000
1.9000000000	-0.0693000000
2.0000000000	-0.0693000000
2.0000000000	-0.0693000000
2.0000000000	-0.0693000000
1.9000000000	-0.0693000000
1.9000000000	-0.0693000000
1.9000000000	-0.0693000000
1.8000000000	-0.0689000000
1.7000000000	-0.0682000000
1.6000000000	-0.0676000000
1.6000000000	-0.0674000000
1.4000000000	-0.0670000000
1.2000000000	-0.0665000000
1.2000000000	-0.0662000000
1.1000000000	-0.0658000000
1.1000000000	-0.0656000000
1.1000000000	-0.0654000000
1.1000000000	-0.0647000000
1.1000000000	-0.0642000000
1.1000000000	-0.0640000000
1.0000000000	-0.0638000000
1.0000000000	-0.0637000000
1.0000000000	-0.0637000000
1.1000000000	-0.0637000000
1.1000000000	-0.0638000000
1.1000000000	-0.0638000000
1.2000000000	-0.0638000000
1.1000000000	-0.0638000000
1.1000000000	-0.0638000000
1.1000000000	-0.0638000000
1.0000000000	-0.0637000000
1.1000000000	-0.0637000000
1.1000000000	-0.0637000000
1.1000000000	-0.0637000000
1.2000000000	-0.0632000000
1.2000000000	-0.0630000000
1.1000000000	-0.0628000000
1.1000000000	-0.0624000000
1.2000000000	-0.0621000000
1.2000000000	-0.0617000000
1.3000000000	-0.0613000000
1.3000000000	-0.0611000000
1.4000000000	-0.0610000000
1.4000000000	-0.0607000000
1.4000000000	-0.0605000000
1.4000000000	-0.0602000000
1.5000000000	-0.0598000000
1.6000000000	-0.0593000000
1.8000000000	-0.0587000000
1.9000000000	-0.0586000000
1.9000000000	-0.0586000000
1.8000000000	-0.0586000000
1.8000000000	-0.0586000000
1.8000000000	-0.0586000000
1.8000000000	-0.0586000000
1.9000000000	-0.0586000000
1.9000000000	-0.0586000000
1.9000000000	-0.0586000000
1.9000000000	-0.0586000000
1.8000000000	-0.0586000000
1.8000000000	-0.0586000000
1.8000000000	-0.0586000000
2.0000000000	-0.0580000000
2.1000000000	-0.0576000000
2.2000000000	-0.0572000000
2.0000000000	-0.0566000000
2.0000000000	-0.0563000000
1.9000000000	-0.0560000000
1.9000000000	-0.0557000000
1.9000000000	-0.0554000000
1.9000000000	-0.0550000000
1.9000000000	-0.0546000000
2.0000000000	-0.0544000000
1.9000000000	-0.0544000000
1.8000000000	-0.0544000000
1.8000000000	-0.0545000000
1.8000000000	-0.0545000000
1.9000000000	-0.0545000000
1.9000000000	-0.0545000000
1.9000000000	-0.0545000000
1.9000000000	-0.0545000000
1.9000000000	-0.0545000000
1.8000000000	-0.0544000000
1.8000000000	-0.0544000000
1.9000000000	-0.0543000000
2.0000000000	-0.0538000000
2.1000000000	-0.0533000000
2.3000000000	-0.0530000000
2.3000000000	-0.0527000000
2.4000000000	-0.0522000000
2.5000000000	-0.0518000000
2.6000000000	-0.0516000000
2.6000000000	-0.0514000000
2.7000000000	-0.0511000000
2.5000000000	-0.0508000000
2.3000000000	-0.0504000000
2.2000000000	-0.0501000000
2.1000000000	-0.0500000000
2.1000000000	-0.0500000000
2.1000000000	-0.0500000000
2.1000000000	-0.0501000000
2.2000000000	-0.0501000000
2.1000000000	-0.0501000000
2.1000000000	-0.0501000000
2.1000000000	-0.0501000000
2.1000000000	-0.0501000000
2.1000000000	-0.0500000000
2.1000000000	-0.0500000000
2.2000000000	-0.0499000000
1.9000000000	-0.0491000000
1.9000000000	-0.0485000000
1.8000000000	-0.0482000000
1.9000000000	-0.0480000000
1.9000000000	-0.0479000000
2.0000000000	-0.0476000000
2.1000000000	-0.0473000000
2.2000000000	-0.0470000000
2.2000000000	-0.0466000000
2.1000000000	-0.0461000000
2.1000000000	-0.0459000000
2.0000000000	-0.0454000000
1.9000000000	-0.0452000000
1.9000000000	-0.0451000000
1.9000000000	-0.0450000000
1.8000000000	-0.0451000000
1.8000000000	-0.0451000000
1.8000000000	-0.0451000000
1.8000000000	-0.0451000000
1.8000000000	-0.0451000000
1.8000000000	-0.0451000000
1.9000000000	-0.0451000000
1.9000000000	-0.0451000000
1.8000000000	-0.0451000000
1.7000000000	-0.0450000000
1.7000000000	-0.0447000000
1.6000000000	-0.0441000000
1.5000000000	-0.0433000000
1.5000000000	-0.0430000000
1.6000000000	-0.0427000000
1.5000000000	-0.0422000000
1.5000000000	-0.0419000000
1.5000000000	-0.0415000000
1.5000000000	-0.0412000000
1.5000000000	-0.0409000000
1.5000000000	-0.0404000000
1.4000000000	-0.0400000000
1.3000000000	-0.0398000000
1.3000000000	-0.0398000000
1.3000000000	-0.0398000000
1.3000000000	-0.0399000000
1.3000000000	-0.0399000000
1.3000000000	-0.0399000000
1.3000000000	-0.0399000000
1.4000000000	-0.0399000000
1.3000000000	-0.0399000000
1.3000000000	-0.0398000000
1.2000000000	-0.0398000000
1.3000000000	-0.0398000000
1.3000000000	-0.0396000000
1.3000000000	-0.0395000000
1.3000000000	-0.0394000000
1.3000000000	-0.0390000000
1.2000000000	-0.0386000000
1.2000000000	-0.0382000000
1.2000000000	-0.0380000000
1.2000000000	-0.0377000000
1.2000000000	-0.0372000000
1.2000000000	-0.0366000000
1.2000000000	-0.0360000000
1.2000000000	-0.0356000000
1.1000000000	-0.0356000000
1.1000000000	-0.0356000000
1.1000000000	-0.0357000000
1.1000000000	-0.0357000000
1.1000000000	-0.0357000000
1.1000000000	-0.0357000000
1.2000000000	-0.0357000000
1.2000000000	-0.0357000000
1.1000000000	-0.0357000000
1.1000000000	-0.0356000000
1.1000000000	-0.0356000000
1.1000000000	-0.0354000000
1.1000000000	-0.0350000000
1.1000000000	-0.0345000000
1.1000000000	-0.0340000000
1.1000000000	-0.0336000000
1.1000000000	-0.0330000000
1.1000000000	-0.0324000000
1.0000000000	-0.0321000000
1.0000000000	-0.0317000000
1.1000000000	-0.0314000000
1.1000000000	-0.0311000000
1.1000000000	-0.0308000000
1.2000000000	-0.0306000000
1.1000000000	-0.0306000000
1.1000000000	-0.0306000000
1.1000000000	-0.0306000000
1.1000000000	-0.0307000000
1.1000000000	-0.0306000000
1.1000000000	-0.0306000000
1.1000000000	-0.0306000000
1.2000000000	-0.0306000000
1.1000000000	-0.0306000000
1.1000000000	-0.0306000000
1.1000000000	-0.0306000000
1.0000000000	-0.0305000000
1.1000000000	-0.0302000000
1.1000000000	-0.0299000000
1.1000000000	-0.0295000000
1.2000000000	-0.0291000000
1.2000000000	-0.0289000000
1.1000000000	-0.0287000000
1.1000000000	-0.0286000000
1.1000000000	-0.0283000000
1.1000000000	-0.0281000000
1.1000000000	-0.0278000000
1.2000000000	-0.0273000000
1.2000000000	-0.0269000000
1.2000000000	-0.0265000000
1.2000000000	-0.0260000000
1.2000000000	-0.0257000000
1.2000000000	-0.0256000000
1.2000000000	-0.0256000000
1.2000000000	-0.0256000000
1.2000000000	-0.0256000000
1.3000000000	-0.0256000000
1.2000000000	-0.0256000000
1.2000000000	-0.0256000000
1.1000000000	-0.0256000000
1.2000000000	-0.0256000000
1.2000000000	-0.0256000000
1.2000000000	-0.0255000000
1.2000000000	-0.0249000000
1.3000000000	-0.0246000000
1.2000000000	-0.0240000000
1.1000000000	-0.0236000000
1.1000000000	-0.0235000000
1.1000000000	-0.0232000000
1.2000000000	-0.0229000000
1.2000000000	-0.0225000000
1.3000000000	-0.0222000000
1.3000000000	-0.0219000000
1.3000000000	-0.0218000000
1.2000000000	-0.0216000000
1.2000000000	-0.0213000000
1.2000000000	-0.0210000000
1.2000000000	-0.0207000000
1.2000000000	-0.0207000000
1.2000000000	-0.0207000000
1.3000000000	-0.0207000000
1.2000000000	-0.0207000000
1.2000000000	-0.0207000000
1.1000000000	-0.0207000000
1.1000000000	-0.0207000000
1.2000000000	-0.0207000000
1.2000000000	-0.0207000000
1.2000000000	-0.0207000000
1.3000000000	-0.0206000000
1.2000000000	-0.0202000000
1.2000000000	-0.0197000000
1.2000000000	-0.0193000000
1.2000000000	-0.0188000000
1.3000000000	-0.0184000000
1.3000000000	-0.0179000000
1.3000000000	-0.0179000000
1.3000000000	-0.0177000000
1.2000000000	-0.0173000000
1.2000000000	-0.0169000000
1.2000000000	-0.0167000000
1.2000000000	-0.0165000000
1.2000000000	-0.0165000000
1.2000000000	-0.0163000000
1.3000000000	-0.0161000000
1.3000000000	-0.0160000000
1.3000000000	-0.0160000000
1.3000000000	-0.0160000000
1.2000000000	-0.0160000000
1.2000000000	-0.0160000000
1.3000000000	-0.0160000000
1.3000000000	-0.0160000000
1.3000000000	-0.0160000000
1.4000000000	-0.0160000000
1.3000000000	-0.0160000000
1.3000000000	-0.0158000000
1.2000000000	-0.0150000000
1.2000000000	-0.0144000000
1.2000000000	-0.0138000000
1.3000000000	-0.0135000000
1.3000000000	-0.0131000000
1.3000000000	-0.0126000000
1.3000000000	-0.0121000000
1.2000000000	-0.0118000000
1.2000000000	-0.0116000000
1.2000000000	-0.0112000000
1.2000000000	-0.0108000000
1.2000000000	-0.0106000000
1.3000000000	-0.0105000000
1.3000000000	-0.0105000000
1.2000000000	-0.0105000000
1.2000000000	-0.0105000000
1.2000000000	-0.0105000000
1.2000000000	-0.0105000000
1.2000000000	-0.0105000000
1.2000000000	-0.0105000000
1.3000000000	-0.0105000000
1.3000000000	-0.0105000000
1.2000000000	-0.0105000000
1.2000000000	-0.0105000000
1.2000000000	-0.0101000000
1.2000000000	-0.0097000000
1.2000000000	-0.0090000000
1.2000000000	-0.0085000000
1.2000000000	-0.0081000000
1.2000000000	-0.0074000000
1.2000000000	-0.0071000000
1.1000000000	-0.0067000000
1.1000000000	-0.0063000000
1.1000000000	-0.0057000000
1.1000000000	-0.0051000000
1.2000000000	-0.0048000000
1.2000000000	-0.0045000000
1.2000000000	-0.0045000000
1.2000000000	-0.0045000000
1.2000000000	-0.0045000000
1.1000000000	-0.0045000000
1.2000000000	-0.0045000000
1.2000000000	-0.0045000000
1.2000000000	-0.0045000000
1.2000000000	-0.0045000000
1.3000000000	-0.0045000000
1.2000000000	-0.0044000000
1.2000000000	-0.0038000000
1.1000000000	-0.0032000000
1.1000000000	-0.0030000000
1.2000000000	-0.0023000000
1.2000000000	-0.0021000000
1.2000000000	-0.0017000000
1.3000000000	-0.0014000000
1.2000000000	-0.0011000000
1.2000000000	-0.0004540000
1.2000000000	0.0000197000
1.2000000000	0.0000197000
1.2000000000	0.0000197000
1.2000000000	0.0000197000
1.2000000000	0.0000197000
1.3000000000	0.0000197000
1.3000000000	0.0000197000
1.2000000000	0.0000395000
1.2000000000	0.0000395000
1.2000000000	0.0000789000
1.3000000000	0.0000789000
1.3000000000	0.0000789000
1.3000000000	0.0000789000
1.3000000000	0.0000592000
1.3000000000	0.0000395000
1.3000000000	0.0000000000
1.3000000000	0.0000000000
1.3000000000	0.0000000000
1.3000000000	0.0000000000
1.3000000000	0.0000000000
1.3000000000	0.0000000000
1.4000000000	0.0000000000
1.3000000000	0.0000000000
1.3000000000	0.0000000000
1.3000000000	0.0000000000
1.3000000000	0.0000000000
1.3000000000	0.0000000000
