Light Intensity (% of scale max) Alessandra_0.08_1.5_lampadina	Position (m) Alessandra_0.08_1.5_lampadina
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	-0.0000197000
0.0000000000	-0.0000197000
0.0000000000	-0.0000197000
0.0000000000	-0.0000197000
0.0000000000	-0.0000197000
0.0000000000	-0.0000197000
0.0000000000	-0.0000197000
0.0000000000	-0.0000197000
0.0000000000	-0.0000395000
0.0000000000	-0.0000395000
0.0000000000	-0.0000395000
0.0000000000	-0.0000395000
0.0000000000	-0.0000395000
0.0000000000	-0.0000592000
0.0000000000	-0.0000986000
0.0000000000	-0.0001180000
0.0000000000	-0.0001580000
0.0000000000	-0.0001970000
0.0000000000	-0.0002370000
0.0000000000	-0.0002370000
0.0000000000	-0.0002960000
0.0000000000	-0.0003750000
0.0000000000	-0.0005130000
0.0000000000	-0.0006900000
0.0000000000	-0.0008280000
0.0000000000	-0.0009860000
0.0000000000	-0.0011000000
0.0000000000	-0.0013000000
0.0000000000	-0.0015000000
0.0000000000	-0.0017000000
0.0000000000	-0.0019000000
0.0000000000	-0.0022000000
0.0000000000	-0.0024000000
0.0000000000	-0.0025000000
0.0000000000	-0.0026000000
0.0000000000	-0.0027000000
0.0000000000	-0.0028000000
0.0000000000	-0.0029000000
0.0000000000	-0.0031000000
0.0000000000	-0.0033000000
0.0000000000	-0.0036000000
0.0000000000	-0.0039000000
0.0000000000	-0.0044000000
0.0000000000	-0.0050000000
0.0000000000	-0.0050000000
0.0000000000	-0.0050000000
0.0000000000	-0.0050000000
0.0000000000	-0.0050000000
0.0000000000	-0.0050000000
0.0000000000	-0.0050000000
0.0000000000	-0.0050000000
0.0000000000	-0.0050000000
0.0000000000	-0.0050000000
0.0000000000	-0.0050000000
0.0000000000	-0.0050000000
0.0000000000	-0.0050000000
0.0000000000	-0.0050000000
0.0000000000	-0.0050000000
0.0000000000	-0.0050000000
0.0000000000	-0.0050000000
0.0000000000	-0.0050000000
0.0000000000	-0.0050000000
0.0000000000	-0.0050000000
0.0000000000	-0.0050000000
0.0000000000	-0.0051000000
0.0000000000	-0.0055000000
0.0000000000	-0.0059000000
0.0000000000	-0.0061000000
0.0000000000	-0.0063000000
