Time (s) intensità_laser_sole.1	Light Intensity (% of scale max) intensità_laser_sole.1
61.32	23.84773
61.36	23.8492
61.4	23.84081
61.44	23.83852
61.48	23.83699
61.52	23.83488
61.56	23.84305
61.6	23.84065
61.64	23.83711
61.68	23.83139
61.72	23.82925
61.76	23.82764
61.8	23.82468
61.84	23.82597
61.88	23.83237
61.92	23.83276
61.96	23.83699
62.0	23.8385
62.04	23.83183
62.08	23.84058
62.12	23.83713
62.16	23.84175
62.2	23.84059
62.24	23.84029
62.28	23.84532
62.32	23.84215
62.36	23.8423
62.4	23.84795
62.44	23.84306
62.48	23.84564
62.52	23.84625
62.56	23.84216
62.6	23.84358
62.64	23.8412
62.68	23.84152
62.72	23.83868
62.76	23.83186
62.8	23.83403
62.84	23.82399
62.88	23.81865
62.92	23.81761
62.96	23.82402
63.0	23.81763
63.04	23.81943
63.08	23.8222
63.12	23.83081
63.16	23.83801
63.2	23.84735
63.24	23.85608
63.28	23.85889
63.32	23.85249
63.36	23.84195
63.4	23.83719
63.44	23.83032
63.48	23.82304
63.52	23.82443
63.56	23.8253
63.6	23.82553
63.64	23.82198
63.68	23.82448
63.72	23.8259
63.76	23.82567
63.8	23.82698
63.84	23.82632
63.88	23.83206
63.92	23.82735
63.96	23.83252
64.0	23.83615
64.04	23.83437
64.08	23.84326
64.12	23.85039
64.16	23.84145
64.2	23.84549
64.24	23.84604
64.28	23.84081
64.32	23.84229
64.36	23.83142
64.4	23.83269
64.44	23.83107
64.48	23.82515
64.52	23.82571
64.56	23.83128
64.6	23.82571
64.64	23.83359
64.68	23.83249
64.72	23.82748
64.76	23.83145
64.8	23.82448
64.84	23.82468
64.88	23.82727
64.92	23.82315
64.96	23.82455
65.0	23.82291
65.04	23.82233
65.08	23.81876
65.12	23.81956
65.16	23.82643
65.2	23.81822
65.24	23.81862
65.28	23.82887
65.32	23.82782
65.36	23.8266
65.4	23.82419
65.44	23.8187
65.48	23.81807
65.52	23.81656
65.56	23.82045
65.6	23.83063
65.64	23.83316
65.68	23.83022
65.72	23.83592
65.76	23.83061
65.8	23.83339
65.84	23.82536
65.88	23.82137
65.92	23.82195
65.96	23.82317
66.0	23.8259
66.04	23.82393
66.08	23.8269
66.12	23.8277
66.16	23.83176
66.2	23.82784
66.24	23.8356
66.28	23.84068
66.32	23.83391
66.36	23.84596
66.4	23.84302
66.44	23.84769
66.48	23.84904
66.52	23.84489
66.56	23.84282
66.6	23.84268
66.64	23.8391
66.68	23.84099
66.72	23.83957
66.76	23.8382
66.8	23.83475
66.84	23.84001
66.88	23.84718
66.92	23.83223
66.96	23.83678
67.0	23.83807
67.04	23.83347
67.08	23.8425
67.12	23.84161
67.16	23.84036
67.2	23.83522
67.24	23.83447
67.28	23.83394
67.32	23.83784
67.36	23.83734
67.4	23.83298
67.44	23.836
67.48	23.83278
67.52	23.83717
67.56	23.83362
67.6	23.83426
67.64	23.83351
67.68	23.83655
67.72	23.83688
67.76	23.83571
67.8	23.83562
67.84	23.83701
67.88	23.83517
67.92	23.83633
67.96	23.83795
68.0	23.83336
68.04	23.83473
68.08	23.8302
68.12	23.82892
68.16	23.82532
68.2	23.82327
68.24	23.82355
68.28	23.82368
68.32	23.82069
68.36	23.8308
68.4	23.82382
68.44	23.82622
68.48	23.82941
68.52	23.82869
68.56	23.82953
68.6	23.83215
68.64	23.82921
68.68	23.83531
68.72	23.83272
68.76	23.83601
68.8	23.83704
68.84	23.83186
68.88	23.83609
68.92	23.8298
68.96	23.82413
69.0	23.82259
69.04	23.81447
69.08	23.8147
69.12	23.81413
69.16	23.81625
69.2	23.81569
69.24	23.81207
69.28	23.81055
69.32	23.81387
69.36	23.82013
69.4	23.81764
69.44	23.81996
69.48	23.81512
69.52	23.81691
69.56	23.81676
69.6	23.81187
69.64	23.81879
69.68	23.82329
69.72	23.82761
69.76	23.83311
69.8	23.82957
69.84	23.8428
69.88	23.84891
69.92	23.83934
69.96	23.8407
70.0	23.83578
70.04	23.82901
70.08	23.83546
70.12	23.82411
70.16	23.83127
70.2	23.82779
70.24	23.8194
70.28	23.82239
70.32	23.82863
70.36	23.81436
70.4	23.84366
70.44	23.83563
70.48	23.82979
70.52	23.81831
70.56	23.82686
70.6	23.81245
70.64	23.798
70.68	23.81087
70.72	23.82291
70.76	23.83556
70.8	23.8412
70.84	23.83513
70.88	23.82686
70.92	23.83171
70.96	23.83476
71.0	23.83179
71.04	23.83475
71.08	23.82025
71.12	23.8165
71.16	23.81857
71.2	23.81529
71.24	23.81244
71.28	23.8093
71.32	23.80544
71.36	23.81268
71.4	23.81001
71.44	23.80783
71.48	23.8083
71.52	23.81209
71.56	23.81198
71.6	23.80968
71.64	23.8054
71.68	23.814
71.72	23.80759
71.76	23.80544
71.8	23.80769
71.84	23.81308
71.88	23.81609
71.92	23.81355
71.96	23.82158
72.0	23.82317
72.04	23.8214
72.08	23.82436
72.12	23.81865
72.16	23.81378
72.2	23.81462
72.24	23.8112
72.28	23.80412
72.32	23.79778
72.36	23.79921
72.4	23.80881
72.44	23.81149
72.48	23.81473
72.52	23.81935
72.56	23.82433
72.6	23.82033
72.64	23.81778
72.68	23.81366
72.72	23.82129
72.76	23.81702
72.8	23.80241
72.84	23.81322
72.88	23.82036
72.92	23.82292
72.96	23.81993
73.0	23.81148
73.04	23.82571
73.08	23.82756
73.12	23.81969
73.16	23.81984
73.2	23.82478
73.24	23.81488
73.28	23.81384
73.32	23.80902
73.36	23.8201
73.4	23.81503
73.44	23.81461
73.48	23.80795
73.52	23.81519
73.56	23.82022
73.6	23.79143
73.64	23.78378
73.68	23.78539
73.72	23.78351
73.76	23.80388
73.8	23.81609
73.84	23.81593
73.88	23.82965
73.92	23.8275
73.96	23.82945
74.0	23.8156
74.04	23.78934
74.08	23.78432
74.12	23.80003
74.16	23.79362
74.2	23.78983
74.24	23.79477
74.28	23.78091
74.32	23.78697
74.36	23.78662
74.4	23.79153
74.44	23.79823
74.48	23.80511
74.52	23.81184
74.56	23.81207
74.6	23.81232
74.64	23.82178
74.68	23.82748
74.72	23.82683
74.76	23.82581
74.8	23.81842
74.84	23.81674
74.88	23.80844
74.92	23.80423
74.96	23.8044
75.0	23.80295
75.04	23.77144
75.08	23.7648
75.12	23.78038
75.16	23.78593
75.2	23.79565
75.24	23.79985
75.28	23.80783
75.32	23.81065
75.36	23.82288
75.4	23.82184
75.44	23.80981
75.48	23.79739
75.52	23.8123
75.56	23.82526
75.6	23.82713
75.64	23.81837
75.68	23.81625
75.72	23.81511
75.76	23.814
75.8	23.81387
75.84	23.80981
75.88	23.81622
75.92	23.8269
75.96	23.82382
76.0	23.82887
76.04	23.83138
76.08	23.83069
76.12	23.83456
76.16	23.82803
76.2	23.8266
76.24	23.82896
76.28	23.82278
76.32	23.83051
76.36	23.82228
76.4	23.81844
76.44	23.82291
76.48	23.83095
76.52	23.82123
76.56	23.82611
76.6	23.82359
76.64	23.82529
76.68	23.82497
76.72	23.82314
76.76	23.83305
76.8	23.82214
76.84	23.82094
76.88	23.82529
76.92	23.8213
76.96	23.82047
77.0	23.82098
77.04	23.81482
77.08	23.81627
77.12	23.81639
77.16	23.81245
77.2	23.82179
77.24	23.82269
77.28	23.82465
77.32	23.82414
77.36	23.82811
77.4	23.82503
77.44	23.83005
77.48	23.8288
77.52	23.83534
77.56	23.83182
77.6	23.83092
77.64	23.83542
77.68	23.827
77.72	23.83275
77.76	23.83528
77.8	23.83102
77.84	23.83565
77.88	23.83121
77.92	23.83318
77.96	23.83116
78.0	23.83502
78.04	23.83455
78.08	23.83281
78.12	23.83809
78.16	23.83585
78.2	23.8387
78.24	23.83749
78.28	23.83482
78.32	23.8362
78.36	23.83667
78.4	23.83623
78.44	23.83145
78.48	23.8304
78.52	23.82619
78.56	23.82962
78.6	23.83127
78.64	23.83237
78.68	23.83232
78.72	23.83919
78.76	23.8371
78.8	23.83676
78.84	23.83852
78.88	23.83501
78.92	23.83908
78.96	23.8364
79.0	23.83716
79.04	23.83601
79.08	23.82982
79.12	23.8345
79.16	23.83151
79.2	23.83513
79.24	23.83234
79.28	23.83325
79.32	23.83194
79.36	23.83562
79.4	23.82939
79.44	23.83926
79.48	23.83057
79.52	23.83122
79.56	23.8387
79.6	23.83394
79.64	23.83266
79.68	23.83575
79.72	23.83351
79.76	23.83279
79.8	23.82991
79.84	23.83398
79.88	23.8343
79.92	23.83217
79.96	23.82658
80.0	23.82629
80.04	23.82455
80.08	23.83313
80.12	23.83061
80.16	23.83853
80.2	23.83618
80.24	23.82907
80.28	23.83154
80.32	23.82732
80.36	23.83157
80.4	23.83755
80.44	23.83623
80.48	23.83607
80.52	23.82732
80.56	23.83379
80.6	23.82889
80.64	23.82652
80.68	23.82617
80.72	23.82773
80.76	23.83003
80.8	23.82964
80.84	23.83247
80.88	23.82837
80.92	23.82788
80.96	23.83376
81.0	23.83583
81.04	23.8324
81.08	23.83557
81.12	23.83017
81.16	23.82808
81.2	23.82733
81.24	23.83269
81.28	23.80519
81.32	23.82413
81.36	23.82918
81.4	23.82486
81.44	23.82539
81.48	23.82368
81.52	23.81996
81.56	23.82916
81.6	23.82373
81.64	23.81889
81.68	23.82596
81.72	23.82266
81.76	23.82689
81.8	23.82414
81.84	23.82249
81.88	23.82326
81.92	23.82433
81.96	23.82365
82.0	23.8268
82.04	23.81311
82.08	23.81966
82.12	23.82521
82.16	23.82112
82.2	23.82303
82.24	23.81947
82.28	23.82364
82.32	23.82164
82.36	23.82086
82.4	23.82002
82.44	23.8152
82.48	23.81703
82.52	23.82156
82.56	23.82205
82.6	23.81493
82.64	23.81694
82.68	23.82028
82.72	23.81717
82.76	23.81958
82.8	23.81691
82.84	23.82375
82.88	23.82027
82.92	23.81523
82.96	23.8157
83.0	23.81406
83.04	23.82106
83.08	23.81975
83.12	23.81145
83.16	23.81519
83.2	23.81841
83.24	23.8163
83.28	23.81276
83.32	23.81625
83.36	23.82054
83.4	23.81387
83.44	23.81653
83.48	23.81741
83.52	23.81612
83.56	23.81468
83.6	23.81621
83.64	23.81317
83.68	23.82175
83.72	23.8167
83.76	23.81491
83.8	23.81633
83.84	23.81523
83.88	23.81619
83.92	23.81705
83.96	23.81505
84.0	23.82037
84.04	23.81287
84.08	23.81462
84.12	23.80864
84.16	23.81525
84.2	23.81349
84.24	23.81401
84.28	23.81657
84.32	23.81789
84.36	23.81238
84.4	23.8116
84.44	23.81436
84.48	23.81078
84.52	23.81335
84.56	23.81166
84.6	23.81003
84.64	23.81747
84.68	23.81404
84.72	23.81271
84.76	23.81604
84.8	23.81152
84.84	23.81363
84.88	23.81462
84.92	23.81425
84.96	23.81694
85.0	23.81021
85.04	23.81017
85.08	23.8177
85.12	23.81023
85.16	23.81442
85.2	23.81459
85.24	23.8152
85.28	23.81689
85.32	23.81573
85.36	23.82082
85.4	23.82117
85.44	23.81779
85.48	23.81464
85.52	23.81
85.56	23.81416
85.6	23.81729
85.64	23.81238
85.68	23.81053
85.72	23.81647
85.76	23.81322
85.8	23.81224
85.84	23.80933
85.88	23.81621
85.92	23.81107
85.96	23.81537
86.0	23.81282
86.04	23.8125
86.08	23.81302
86.12	23.81805
86.16	23.81314
86.2	23.81369
86.24	23.81422
86.28	23.81627
86.32	23.80843
86.36	23.8091
86.4	23.81361
86.44	23.8127
86.48	23.81226
86.52	23.81339
86.56	23.81976
86.6	23.81448
86.64	23.81436
86.68	23.81532
86.72	23.81421
86.76	23.8175
86.8	23.81331
86.84	23.81799
86.88	23.81706
86.92	23.81322
86.96	23.81807
87.0	23.82001
87.04	23.81322
87.08	23.81654
87.12	23.81866
87.16	23.81947
87.2	23.81966
87.24	23.81229
87.28	23.81894
87.32	23.817
87.36	23.81616
87.4	23.8235
87.44	23.81822
87.48	23.81496
87.52	23.82022
87.56	23.81792
87.6	23.81531
87.64	23.81113
87.68	23.81799
87.72	23.81631
87.76	23.81255
87.8	23.813
87.84	23.81824
87.88	23.81624
87.92	23.81703
87.96	23.81218
88.0	23.81548
88.04	23.81754
88.08	23.81499
88.12	23.81087
88.16	23.81104
88.2	23.81396
88.24	23.81291
88.28	23.81758
88.32	23.81516
88.36	23.80943
88.4	23.81285
88.44	23.81273
88.48	23.81453
88.52	23.80959
88.56	23.81412
88.6	23.81335
88.64	23.81557
88.68	23.81828
88.72	23.80492
88.76	23.8163
88.8	23.81645
88.84	23.81403
88.88	23.81117
88.92	23.81587
88.96	23.81422
89.0	23.81735
89.04	23.80663
89.08	23.80692
89.12	23.81259
89.16	23.81229
89.2	23.80812
89.24	23.80994
89.28	23.81702
89.32	23.81792
89.36	23.81056
89.4	23.81041
89.44	23.81862
89.48	23.81491
89.52	23.81847
89.56	23.81522
89.6	23.81413
89.64	23.81139
89.68	23.81493
89.72	23.81171
89.76	23.81012
89.8	23.80972
89.84	23.8118
89.88	23.81038
89.92	23.80775
89.96	23.81306
90.0	23.80872
90.04	23.80684
90.08	23.80779
90.12	23.80956
90.16	23.8129
90.2	23.80722
90.24	23.80473
90.28	23.81133
90.32	23.81053
90.36	23.80861
90.4	23.80759
90.44	23.80882
90.48	23.81049
90.52	23.80556
90.56	23.81122
90.6	23.80951
90.64	23.81213
90.68	23.81137
90.72	23.80734
90.76	23.80789
90.8	23.81448
90.84	23.81274
90.88	23.81268
90.92	23.8087
90.96	23.80963
91.0	23.81544
91.04	23.81062
91.08	23.81255
91.12	23.81337
91.16	23.8091
91.2	23.81589
91.24	23.81767
91.28	23.814
91.32	23.81583
91.36	23.81523
91.4	23.81038
91.44	23.81711
91.48	23.81694
91.52	23.81583
91.56	23.81255
91.6	23.81219
91.64	23.81763
91.68	23.81294
91.72	23.81766
91.76	23.81538
91.8	23.81792
91.84	23.81725
91.88	23.81898
91.92	23.81494
91.96	23.81775
92.0	23.82455
92.04	23.81548
92.08	23.81354
92.12	23.80882
92.16	23.81973
92.2	23.81836
92.24	23.80994
92.28	23.81917
92.32	23.81538
92.36	23.81552
92.4	23.8176
92.44	23.80856
92.48	23.81621
92.52	23.81259
92.56	23.81467
92.6	23.81192
92.64	23.80878
92.68	23.81311
92.72	23.81287
92.76	23.79808
92.8	23.8065
92.84	23.8154
92.88	23.80876
92.92	23.80911
92.96	23.80894
93.0	23.81087
93.04	23.80962
93.08	23.80602
93.12	23.80537
93.16	23.81325
93.2	23.80672
93.24	23.80472
93.28	23.80429
93.32	23.80919
93.36	23.80893
93.4	23.80392
93.44	23.80751
93.48	23.80901
93.52	23.80809
93.56	23.8087
93.6	23.80542
93.64	23.80658
93.68	23.81284
93.72	23.81104
93.76	23.80812
93.8	23.81094
93.84	23.80638
93.88	23.80925
93.92	23.80511
93.96	23.80443
94.0	23.80373
94.04	23.80788
94.08	23.80106
94.12	23.80539
94.16	23.80618
94.2	23.811
94.24	23.80426
94.28	23.80635
94.32	23.8073
94.36	23.80363
94.4	23.80556
94.44	23.80402
94.48	23.80705
94.52	23.80681
94.56	23.80449
94.6	23.80408
94.64	23.808
94.68	23.80063
94.72	23.80354
94.76	23.80229
94.8	23.80064
94.84	23.80739
94.88	23.80753
94.92	23.80103
94.96	23.80104
95.0	23.80472
95.04	23.8031
95.08	23.80261
95.12	23.80109
95.16	23.80379
95.2	23.80077
95.24	23.798
95.28	23.80132
95.32	23.80295
95.36	23.7993
95.4	23.79695
95.44	23.79794
95.48	23.80263
95.52	23.80058
95.56	23.79953
95.6	23.79822
95.64	23.8024
95.68	23.79892
95.72	23.79366
95.76	23.7953
95.8	23.79565
95.84	23.80013
95.88	23.79823
95.92	23.79472
95.96	23.79539
96.0	23.79947
96.04	23.79912
96.08	23.79556
96.12	23.79381
96.16	23.79913
96.2	23.79382
96.24	23.80022
96.28	23.80173
96.32	23.79475
96.36	23.79712
96.4	23.79669
96.44	23.80544
96.48	23.79982
96.52	23.79274
96.56	23.80069
96.6	23.79932
96.64	23.80006
96.68	23.79939
96.72	23.7991
96.76	23.80476
96.8	23.79625
96.84	23.79807
96.88	23.79887
96.92	23.80283
96.96	23.80353
97.0	23.79788
97.04	23.7988
97.08	23.79576
97.12	23.79869
97.16	23.79489
97.2	23.79614
97.24	23.7942
97.28	23.79681
97.32	23.80038
97.36	23.79576
97.4	23.79601
97.44	23.79645
97.48	23.79565
97.52	23.8026
97.56	23.80312
97.6	23.79663
97.64	23.79576
97.68	23.7997
97.72	23.80614
97.76	23.80025
97.8	23.79575
97.84	23.8054
97.88	23.80278
97.92	23.80627
97.96	23.80286
98.0	23.79878
98.04	23.80717
98.08	23.81012
98.12	23.80316
98.16	23.80368
98.2	23.80273
98.24	23.8085
98.28	23.80887
98.32	23.80624
98.36	23.80367
98.4	23.80495
98.44	23.80966
98.48	23.81044
98.52	23.80321
98.56	23.80411
98.6	23.8085
98.64	23.80696
98.68	23.80748
98.72	23.80981
98.76	23.80118
98.8	23.80606
98.84	23.80963
98.88	23.80376
98.92	23.80234
98.96	23.80493
99.0	23.80565
99.04	23.80338
99.08	23.79839
99.12	23.80585
99.16	23.80603
99.2	23.80238
99.24	23.80301
99.28	23.80432
99.32	23.80484
99.36	23.80566
99.4	23.80463
99.44	23.80911
99.48	23.80107
99.52	23.80034
99.56	23.80386
99.6	23.80643
99.64	23.80261
99.68	23.80412
99.72	23.80719
99.76	23.80829
99.8	23.80705
99.84	23.80934
99.88	23.81042
99.92	23.80428
99.96	23.80453
100.0	23.80521
100.04	23.80115
100.08	23.8019
100.12	23.80133
100.16	23.80267
100.2	23.80559
100.24	23.80098
100.28	23.7963
100.32	23.80426
100.36	23.80005
100.4	23.80072
100.44	23.79813
100.48	23.80292
100.52	23.80304
100.56	23.79823
100.6	23.79778
100.64	23.7988
100.68	23.79797
100.72	23.80376
100.76	23.80153
100.8	23.79564
100.84	23.80322
100.88	23.80299
100.92	23.80244
100.96	23.80573
101.0	23.7971
101.04	23.80127
101.08	23.80537
101.12	23.80309
101.16	23.80586
101.2	23.80049
101.24	23.80675
101.28	23.80756
101.32	23.80525
101.36	23.80304
101.4	23.80382
101.44	23.80562
101.48	23.80617
101.52	23.80168
101.56	23.80168
101.6	23.80476
101.64	23.80099
101.68	23.79601
101.72	23.79469
101.76	23.80095
101.8	23.80443
101.84	23.79921
101.88	23.79288
101.92	23.80339
101.96	23.80077
102.0	23.79761
102.04	23.79926
102.08	23.79773
102.12	23.79939
102.16	23.79659
102.2	23.79813
102.24	23.8076
102.28	23.80035
102.32	23.80116
102.36	23.80173
102.4	23.80458
102.44	23.80501
102.48	23.7991
102.52	23.79932
102.56	23.80186
102.6	23.80203
102.64	23.80609
102.68	23.80209
102.72	23.79547
102.76	23.79904
102.8	23.79927
102.84	23.7959
102.88	23.79456
102.92	23.79399
102.96	23.79555
103.0	23.79123
103.04	23.78824
103.08	23.78955
103.12	23.78758
103.16	23.79135
103.2	23.79131
103.24	23.78738
103.28	23.78627
103.32	23.78658
103.36	23.79236
103.4	23.79353
103.44	23.79228
103.48	23.7877
103.52	23.79826
103.56	23.79047
103.6	23.79245
103.64	23.79065
103.68	23.79147
103.72	23.79582
103.76	23.79112
103.8	23.78708
103.84	23.7915
103.88	23.79112
103.92	23.79002
103.96	23.79326
104.0	23.79443
104.04	23.79507
104.08	23.7881
104.12	23.78345
104.16	23.7966
104.2	23.79391
104.24	23.78928
104.28	23.78735
104.32	23.79318
104.36	23.7897
104.4	23.79143
104.44	23.78854
104.48	23.79123
104.52	23.78938
104.56	23.79179
104.6	23.7921
104.64	23.78349
104.68	23.79109
104.72	23.79248
104.76	23.78874
104.8	23.78894
104.84	23.78824
104.88	23.7903
104.92	23.78989
104.96	23.78294
105.0	23.79184
105.04	23.79134
105.08	23.7854
105.12	23.78845
105.16	23.7865
105.2	23.79086
105.24	23.79129
105.28	23.79289
105.32	23.78828
105.36	23.78589
105.4	23.7885
105.44	23.79146
105.48	23.7888
105.52	23.78419
105.56	23.78876
105.6	23.78743
105.64	23.78874
105.68	23.78522
105.72	23.78569
105.76	23.79303
105.8	23.78424
105.84	23.78246
105.88	23.78838
105.92	23.78432
105.96	23.78345
106.0	23.78267
106.04	23.78439
106.08	23.78351
106.12	23.78172
106.16	23.78337
106.2	23.78685
106.24	23.7858
106.28	23.79015
106.32	23.78966
106.36	23.78802
106.4	23.78761
106.44	23.7865
106.48	23.78624
106.52	23.79333
106.56	23.78642
106.6	23.78728
106.64	23.79015
106.68	23.78897
106.72	23.78888
106.76	23.78339
106.8	23.78954
106.84	23.78491
106.88	23.78532
106.92	23.78729
106.96	23.78499
107.0	23.78552
107.04	23.79027
107.08	23.78531
107.12	23.78265
107.16	23.78795
107.2	23.78755
107.24	23.78497
107.28	23.78523
107.32	23.78752
107.36	23.78949
107.4	23.78748
107.44	23.78418
107.48	23.78607
107.52	23.78378
107.56	23.78392
107.6	23.78156
107.64	23.77969
107.68	23.78796
107.72	23.78215
107.76	23.78146
107.8	23.7897
107.84	23.78387
107.88	23.78175
107.92	23.78717
107.96	23.78397
108.0	23.7803
108.04	23.77875
108.08	23.78511
108.12	23.78371
108.16	23.78038
108.2	23.78137
108.24	23.78627
108.28	23.78505
108.32	23.78316
108.36	23.78133
108.4	23.78308
108.44	23.78905
108.48	23.78223
108.52	23.77748
108.56	23.78481
108.6	23.78224
108.64	23.78148
108.68	23.7803
108.72	23.78407
108.76	23.7809
108.8	23.78285
108.84	23.78447
108.88	23.78188
108.92	23.77684
108.96	23.78436
109.0	23.78326
109.04	23.78064
109.08	23.78438
109.12	23.78583
109.16	23.78493
109.2	23.78505
109.24	23.77957
109.28	23.78888
109.32	23.77954
109.36	23.78174
109.4	23.79005
109.44	23.78165
109.48	23.77913
109.52	23.7849
109.56	23.78377
109.6	23.78378
109.64	23.7809
109.68	23.78784
109.72	23.78516
109.76	23.78192
109.8	23.78256
109.84	23.79091
109.88	23.78271
109.92	23.78613
109.96	23.78413
110.0	23.78011
110.04	23.78329
110.08	23.78452
110.12	23.77826
110.16	23.77869
110.2	23.78021
110.24	23.78554
110.28	23.78209
110.32	23.77521
110.36	23.78102
110.4	23.78294
110.44	23.77957
110.48	23.78548
110.52	23.78252
110.56	23.78328
110.6	23.78105
110.64	23.7778
110.68	23.78755
110.72	23.78198
110.76	23.78082
110.8	23.7896
110.84	23.78165
110.88	23.78444
110.92	23.78592
110.96	23.78903
111.0	23.78609
111.04	23.78508
111.08	23.78607
111.12	23.79227
111.16	23.78406
111.2	23.78886
111.24	23.78751
111.28	23.78423
111.32	23.7847
111.36	23.78812
111.4	23.78633
111.44	23.78337
111.48	23.78256
111.52	23.78841
111.56	23.78551
111.6	23.78242
111.64	23.7876
111.68	23.79042
111.72	23.7787
111.76	23.77748
111.8	23.77904
111.84	23.7765
111.88	23.78601
111.92	23.77989
111.96	23.78334
112.0	23.77455
112.04	23.78354
112.08	23.78348
112.12	23.77885
112.16	23.77878
112.2	23.78139
112.24	23.77896
112.28	23.77911
112.32	23.7796
112.36	23.7834
112.4	23.78749
112.44	23.78246
112.48	23.7776
112.52	23.78189
112.56	23.78262
112.6	23.78447
112.64	23.78325
112.68	23.78114
112.72	23.77928
112.76	23.78487
112.8	23.78198
112.84	23.7832
112.88	23.78593
112.92	23.78738
112.96	23.78333
113.0	23.77791
113.04	23.78348
113.08	23.78557
113.12	23.78391
113.16	23.78278
113.2	23.78215
113.24	23.78062
113.28	23.77849
113.32	23.77724
113.36	23.78603
113.4	23.78094
113.44	23.78207
113.48	23.78316
113.52	23.78575
113.56	23.78499
113.6	23.77574
113.64	23.78032
113.68	23.78323
113.72	23.77669
113.76	23.78156
113.8	23.7821
113.84	23.78668
113.88	23.78754
113.92	23.77965
113.96	23.78404
114.0	23.78781
114.04	23.77951
114.08	23.77753
114.12	23.78233
114.16	23.78102
114.2	23.77954
114.24	23.7821
114.28	23.78629
114.32	23.78236
114.36	23.78162
114.4	23.78468
114.44	23.78537
114.48	23.78285
114.52	23.78189
114.56	23.78679
114.6	23.78627
114.64	23.78258
114.68	23.77821
114.72	23.77988
114.76	23.785
114.8	23.78285
114.84	23.78365
114.88	23.78354
114.92	23.78665
114.96	23.78479
115.0	23.77707
115.04	23.77982
115.08	23.78539
115.12	23.78357
115.16	23.77742
115.2	23.77589
115.24	23.7744
115.28	23.78107
115.32	23.78008
115.36	23.77737
115.4	23.7778
115.44	23.77647
115.48	23.78194
115.52	23.77751
115.56	23.7728
115.6	23.77808
115.64	23.77422
115.68	23.78081
115.72	23.78047
115.76	23.77768
115.8	23.77579
115.84	23.77916
115.88	23.77979
115.92	23.78032
115.96	23.7812
116.0	23.78056
116.04	23.7831
116.08	23.77866
116.12	23.78169
116.16	23.77951
116.2	23.78259
116.24	23.78156
116.28	23.77814
116.32	23.77809
116.36	23.7793
116.4	23.77879
116.44	23.77908
116.48	23.78346
116.52	23.77882
116.56	23.78484
116.6	23.78441
116.64	23.78137
116.68	23.78072
116.72	23.78221
116.76	23.78122
116.8	23.77661
116.84	23.76218
116.88	23.77403
116.92	23.77928
116.96	23.78026
117.0	23.77609
117.04	23.77528
117.08	23.77533
117.12	23.78029
117.16	23.77682
117.2	23.77966
117.24	23.77887
117.28	23.77751
117.32	23.78148
117.36	23.78006
117.4	23.7775
117.44	23.7793
117.48	23.77573
117.52	23.77487
117.56	23.7764
117.6	23.77867
117.64	23.78201
117.68	23.7796
117.72	23.77724
117.76	23.77672
117.8	23.77968
117.84	23.77913
117.88	23.7724
117.92	23.77368
117.96	23.77629
118.0	23.77644
118.04	23.7733
118.08	23.7757
118.12	23.77017
118.16	23.77563
118.2	23.77025
118.24	23.77197
118.28	23.77054
118.32	23.77388
118.36	23.77142
118.4	23.76981
118.44	23.76711
118.48	23.7738
118.52	23.77068
118.56	23.76802
118.6	23.77568
118.64	23.77498
118.68	23.77036
118.72	23.77193
118.76	23.77193
118.8	23.77158
118.84	23.771
118.88	23.7673
118.92	23.77296
118.96	23.76903
119.0	23.76918
119.04	23.76427
119.08	23.76152
119.12	23.7681
119.16	23.76974
119.2	23.7673
119.24	23.77014
119.28	23.76875
119.32	23.76971
119.36	23.77342
119.4	23.77573
119.44	23.77512
119.48	23.76834
119.52	23.76926
119.56	23.7709
119.6	23.76608
119.64	23.7648
119.68	23.77109
119.72	23.76793
119.76	23.76564
119.8	23.76488
119.84	23.76752
119.88	23.76747
119.92	23.7639
119.96	23.76529
120.0	23.7697
120.04	23.76411
120.08	23.76486
120.12	23.76654
120.16	23.76614
120.2	23.76518
120.24	23.76306
120.28	23.76065
120.32	23.76695
120.36	23.75908
120.4	23.7572
120.44	23.76134
120.48	23.75981
120.52	23.75874
120.56	23.75664
120.6	23.75642
120.64	23.7621
120.68	23.75543
120.72	23.75874
120.76	23.76323
120.8	23.76115
120.84	23.75978
120.88	23.75919
120.92	23.76146
120.96	23.76462
121.0	23.75845
121.04	23.76118
121.08	23.75996
121.12	23.76524
121.16	23.76593
121.2	23.76241
121.24	23.76657
121.28	23.76967
121.32	23.76884
121.36	23.76723
121.4	23.7668
121.44	23.7683
121.48	23.76706
121.52	23.77045
121.56	23.76372
121.6	23.76057
121.64	23.76231
121.68	23.75958
121.72	23.76231
121.76	23.75763
121.8	23.7635
121.84	23.76251
121.88	23.75832
121.92	23.75824
121.96	23.7623
122.0	23.76331
122.04	23.76204
122.08	23.75945
122.12	23.76794
122.16	23.76657
122.2	23.76886
122.24	23.76686
122.28	23.7644
122.32	23.76357
122.36	23.76654
122.4	23.76482
122.44	23.76306
122.48	23.75696
122.52	23.76215
122.56	23.76288
122.6	23.76012
122.64	23.75327
122.68	23.74957
122.72	23.75116
122.76	23.75797
122.8	23.75377
122.84	23.75432
122.88	23.75507
122.92	23.76077
122.96	23.7574
123.0	23.75443
123.04	23.75439
123.08	23.75716
123.12	23.76001
123.16	23.76154
123.2	23.75429
123.24	23.75493
123.28	23.74463
123.32	23.7478
123.36	23.74223
