Time (s) intensità_laser_sole.1	Light Intensity (% of scale max) intensità_laser_sole.1
123.4	23.73933
123.44	23.73306
123.48	23.74173
123.52	23.74535
123.56	23.7408
123.6	23.75031
123.64	23.75185
123.68	23.7426
123.72	23.74252
123.76	23.74646
123.8	23.74818
123.84	23.75258
123.88	23.74776
123.92	23.74641
123.96	23.75189
124.0	23.75568
124.04	23.757
124.08	23.75209
124.12	23.75745
124.16	23.76114
124.2	23.75252
124.24	23.75569
124.28	23.75929
124.32	23.75827
124.36	23.75441
124.4	23.75119
124.44	23.74498
124.48	23.75021
124.52	23.74434
124.56	23.73466
124.6	23.73749
124.64	23.73096
124.68	23.72273
124.72	23.71182
124.76	23.71196
124.8	23.71251
124.84	23.68831
124.88	23.70866
124.92	23.71762
124.96	23.71634
125.0	23.71956
125.04	23.7162
125.08	23.71205
125.12	23.7124
125.16	23.71106
125.2	23.70367
125.24	23.70293
125.28	23.69647
125.32	23.70222
125.36	23.70468
125.4	23.70818
125.44	23.7137
125.48	23.72688
125.52	23.73216
125.56	23.7225
125.6	23.72832
125.64	23.72656
125.68	23.73074
125.72	23.72633
125.76	23.72951
125.8	23.72685
125.84	23.72432
125.88	23.73105
125.92	23.71817
125.96	23.71561
126.0	23.71336
126.04	23.71501
126.08	23.71768
126.12	23.71545
126.16	23.71585
126.2	23.71298
126.24	23.70731
126.28	23.71138
126.32	23.7195
126.36	23.71632
126.4	23.74626
126.44	23.72966
126.48	23.73419
126.52	23.696
126.56	23.68414
126.6	23.68889
126.64	23.71124
126.68	23.74487
126.72	23.71291
126.76	23.73068
126.8	23.73509
126.84	23.73273
126.88	23.74332
126.92	23.73753
126.96	23.73196
127.0	23.72099
127.04	23.74792
127.08	23.74028
127.12	23.72588
127.16	23.74139
127.2	23.73326
127.24	23.73958
127.28	23.74783
127.32	23.73843
127.36	23.74126
127.4	23.75127
127.44	23.74794
127.48	23.73315
127.52	23.74538
127.56	23.74838
127.6	23.73888
127.64	23.7458
127.68	23.74976
127.72	23.74107
127.76	23.73851
127.8	23.74394
127.84	23.73473
127.88	23.72844
127.92	23.73759
127.96	23.72452
128.0	23.7347
128.04	23.72972
128.08	23.72783
128.12	23.73608
128.16	23.74156
128.2	23.73778
128.24	23.73566
128.28	23.74391
128.32	23.74461
128.36	23.73936
128.4	23.74585
128.44	23.74472
128.48	23.74373
128.52	23.74451
128.56	23.74973
128.6	23.74379
128.64	23.74809
128.68	23.74757
128.72	23.74574
128.76	23.7487
128.8	23.75084
128.84	23.74174
128.88	23.74361
128.92	23.74477
128.96	23.74124
129.0	23.73972
129.04	23.73816
129.08	23.74025
129.12	23.73621
129.16	23.74524
129.2	23.7439
129.24	23.74472
129.28	23.75095
129.32	23.75499
129.36	23.76418
129.4	23.78056
129.44	23.77728
129.48	23.77556
129.52	23.77415
129.56	23.76927
129.6	23.75667
129.64	23.74635
129.68	23.74416
129.72	23.74216
129.76	23.72804
129.8	23.70927
129.84	23.68291
129.88	23.67607
129.92	23.68661
129.96	23.6879
130.0	23.69923
130.04	23.71011
130.08	23.70296
130.12	23.70187
130.16	23.71501
130.2	23.7195
130.24	23.72058
130.28	23.7198
130.32	23.72476
130.36	23.73013
130.4	23.74525
130.44	23.73991
130.48	23.74568
130.52	23.74178
130.56	23.73677
130.6	23.73972
130.64	23.73627
130.68	23.72815
130.72	23.71121
130.76	23.73676
130.8	23.75441
130.84	23.75569
130.88	23.75844
130.92	23.76004
130.96	23.76649
131.0	23.7767
131.04	23.78391
131.08	23.77939
131.12	23.77815
131.16	23.75821
131.2	23.75159
131.24	23.73648
131.28	23.73129
131.32	23.73634
131.36	23.73811
131.4	23.74364
131.44	23.73796
131.48	23.73343
131.52	23.73569
131.56	23.73553
131.6	23.72809
131.64	23.72969
131.68	23.73708
131.72	23.74973
131.76	23.73936
131.8	23.71187
131.84	23.72415
131.88	23.74153
131.92	23.75307
131.96	23.75398
132.0	23.74608
132.04	23.75102
132.08	23.76639
132.12	23.73561
132.16	23.74255
132.2	23.76266
132.24	23.76167
132.28	23.7515
132.32	23.75212
132.36	23.75963
132.4	23.75899
132.44	23.76537
132.48	23.76833
132.52	23.77318
132.56	23.76556
132.6	23.77255
132.64	23.76903
132.68	23.73322
132.72	23.75426
132.76	23.7793
132.8	23.77893
132.84	23.74339
132.88	23.74046
132.92	23.74982
132.96	23.7314
133.0	23.74805
133.04	23.71353
133.08	23.73761
133.12	23.74564
133.16	23.77614
133.2	23.76326
133.24	23.79538
133.28	23.77795
133.32	23.76189
133.36	23.78149
133.4	23.78093
133.44	23.77577
133.48	23.76024
133.52	23.75272
133.56	23.76056
133.6	23.78067
133.64	23.76425
133.68	23.7887
133.72	23.78304
133.76	23.77449
133.8	23.76994
133.84	23.77913
133.88	23.76408
133.92	23.78064
133.96	23.78128
134.0	23.76981
134.04	23.77075
134.08	23.76422
134.12	23.74838
134.16	23.79082
134.2	23.75414
134.24	23.75305
134.28	23.76854
134.32	23.77118
134.36	23.76605
134.4	23.77509
134.44	23.75598
134.48	23.75397
134.52	23.76945
134.56	23.78001
134.6	23.77669
134.64	23.77818
134.68	23.78577
134.72	23.79042
134.76	23.77408
134.8	23.77386
134.84	23.77409
134.88	23.76443
134.92	23.76862
134.96	23.76852
135.0	23.74544
135.04	23.7561
135.08	23.77812
135.12	23.78754
135.16	23.79605
135.2	23.78413
135.24	23.7919
135.28	23.78246
135.32	23.78117
135.36	23.77078
135.4	23.76614
135.44	23.76668
135.48	23.77293
135.52	23.7742
135.56	23.78149
135.6	23.7849
135.64	23.77945
135.68	23.76839
135.72	23.77092
135.76	23.78052
135.8	23.78006
135.84	23.7793
135.88	23.78059
135.92	23.78172
135.96	23.77908
136.0	23.78186
136.04	23.79219
136.08	23.78889
136.12	23.79478
136.16	23.79048
136.2	23.78726
136.24	23.78865
136.28	23.78493
136.32	23.78258
136.36	23.78404
136.4	23.7843
136.44	23.78955
136.48	23.78487
136.52	23.78734
136.56	23.79622
136.6	23.80469
136.64	23.80394
136.68	23.82367
136.72	23.82942
136.76	23.83937
136.8	23.83795
136.84	23.85159
136.88	23.87025
136.92	23.86562
136.96	23.87166
137.0	23.8815
137.04	23.89857
137.08	23.91605
137.12	23.91188
137.16	23.91211
137.2	23.90254
137.24	23.88824
137.28	23.87695
137.32	23.85632
137.36	23.82179
137.4	23.82292
137.44	23.78944
137.48	23.78119
137.52	23.78456
137.56	23.79114
137.6	23.80917
137.64	23.81506
137.68	23.80511
137.72	23.78079
137.76	23.77155
137.8	23.77451
137.84	23.78973
137.88	23.80933
137.92	23.79956
137.96	23.80238
138.0	23.80161
138.04	23.81314
138.08	23.8089
138.12	23.81224
138.16	23.81889
138.2	23.8063
138.24	23.80809
138.28	23.80531
138.32	23.80008
138.36	23.79337
138.4	23.7859
138.44	23.78217
138.48	23.77188
138.52	23.78017
138.56	23.79874
138.6	23.79832
138.64	23.80302
138.68	23.7981
138.72	23.79895
138.76	23.81322
138.8	23.81302
138.84	23.81322
138.88	23.81529
138.92	23.80951
138.96	23.80127
139.0	23.80685
139.04	23.7999
139.08	23.78947
139.12	23.78851
139.16	23.80199
139.2	23.79269
139.24	23.78934
139.28	23.79753
139.32	23.80347
139.36	23.80612
139.4	23.81459
139.44	23.82358
139.48	23.82285
139.52	23.8223
139.56	23.81564
139.6	23.8049
139.64	23.81207
139.68	23.80417
139.72	23.80748
139.76	23.81476
139.8	23.81349
139.84	23.81042
139.88	23.80191
139.92	23.79686
139.96	23.80418
140.0	23.81152
140.04	23.81694
140.08	23.8145
140.12	23.81058
140.16	23.8174
140.2	23.81892
140.24	23.81694
140.28	23.81679
140.32	23.80994
140.36	23.80847
140.4	23.80768
140.44	23.80656
140.48	23.80632
140.52	23.808
140.56	23.8024
140.6	23.80647
140.64	23.80605
140.68	23.81085
140.72	23.81721
140.76	23.81953
140.8	23.82207
140.84	23.82527
140.88	23.8208
140.92	23.8196
140.96	23.81641
141.0	23.81371
141.04	23.81966
141.08	23.81419
141.12	23.81035
141.16	23.81679
141.2	23.81071
141.24	23.81194
141.28	23.81073
141.32	23.81296
141.36	23.81557
141.4	23.81256
141.44	23.81422
141.48	23.81467
141.52	23.81622
141.56	23.82228
141.6	23.81773
141.64	23.81969
141.68	23.8264
141.72	23.82585
141.76	23.8286
141.8	23.83302
141.84	23.83208
141.88	23.83072
141.92	23.83218
141.96	23.82718
142.0	23.82379
142.04	23.82025
142.08	23.8149
142.12	23.81294
142.16	23.80534
142.2	23.80214
142.24	23.80206
142.28	23.80351
142.32	23.80754
142.36	23.80937
142.4	23.80846
142.44	23.80763
142.48	23.80257
142.52	23.80965
142.56	23.80534
142.6	23.81126
142.64	23.81213
142.68	23.80496
142.72	23.80617
142.76	23.80583
142.8	23.80403
142.84	23.80971
142.88	23.80681
142.92	23.80363
142.96	23.80016
143.0	23.79173
143.04	23.78784
143.08	23.77852
143.12	23.77205
143.16	23.77667
143.2	23.78217
143.24	23.78819
143.28	23.79897
143.32	23.79993
143.36	23.80313
143.4	23.8116
143.44	23.81464
143.48	23.82338
143.52	23.82256
143.56	23.81746
143.6	23.81062
143.64	23.80898
143.68	23.79951
143.72	23.80452
143.76	23.80862
143.8	23.80826
143.84	23.80669
143.88	23.8073
143.92	23.81181
143.96	23.80789
144.0	23.8141
144.04	23.81876
144.08	23.81941
144.12	23.82137
144.16	23.81328
144.2	23.80563
144.24	23.80461
144.28	23.80489
144.32	23.81157
144.36	23.81322
144.4	23.80884
144.44	23.8134
144.48	23.81511
144.52	23.8111
144.56	23.80873
144.6	23.80765
144.64	23.80797
144.68	23.80675
144.72	23.80936
144.76	23.81093
144.8	23.80464
144.84	23.81166
144.88	23.81177
144.92	23.81247
144.96	23.8187
145.0	23.8163
145.04	23.8111
145.08	23.80962
145.12	23.80411
145.16	23.80933
145.2	23.81013
145.24	23.80106
145.28	23.80774
145.32	23.80147
145.36	23.80066
145.4	23.80283
145.44	23.80852
145.48	23.81561
145.52	23.82077
145.56	23.81883
145.6	23.81798
145.64	23.82118
145.68	23.8168
145.72	23.81381
145.76	23.81055
145.8	23.80321
145.84	23.80206
145.88	23.80052
145.92	23.79776
145.96	23.79552
146.0	23.79784
146.04	23.80069
146.08	23.79762
146.12	23.79898
146.16	23.79562
146.2	23.79593
146.24	23.80153
146.28	23.7993
146.32	23.79895
146.36	23.80031
146.4	23.79208
146.44	23.79086
146.48	23.79112
146.52	23.79161
146.56	23.80019
146.6	23.79568
146.64	23.79684
146.68	23.80217
146.72	23.8015
146.76	23.80147
146.8	23.80515
146.84	23.80705
146.88	23.80826
146.92	23.81326
146.96	23.80968
147.0	23.8076
147.04	23.80583
147.08	23.80846
147.12	23.80989
147.16	23.80962
147.2	23.81229
147.24	23.80794
147.28	23.8
147.32	23.80568
147.36	23.80171
147.4	23.80103
147.44	23.80148
147.48	23.8053
147.52	23.80861
147.56	23.81056
147.6	23.80876
147.64	23.80876
147.68	23.80717
147.72	23.81302
147.76	23.80959
147.8	23.81238
147.84	23.81464
147.88	23.80791
147.92	23.80756
147.96	23.80907
148.0	23.80089
148.04	23.80779
148.08	23.80928
148.12	23.80084
148.16	23.80449
148.2	23.79724
148.24	23.7886
148.28	23.79742
148.32	23.78558
148.36	23.79141
148.4	23.79311
148.44	23.79642
148.48	23.80234
148.52	23.8026
148.56	23.80301
148.6	23.80061
148.64	23.80295
148.68	23.80447
148.72	23.80602
148.76	23.8013
148.8	23.80566
148.84	23.80043
148.88	23.79794
148.92	23.80133
148.96	23.79892
149.0	23.79614
149.04	23.80443
149.08	23.79872
149.12	23.79733
149.16	23.80247
149.2	23.80162
149.24	23.79936
149.28	23.79404
149.32	23.80081
149.36	23.7966
149.4	23.79543
149.44	23.79747
149.48	23.7921
149.52	23.79312
149.56	23.79407
149.6	23.78932
149.64	23.79349
149.68	23.79269
149.72	23.79535
149.76	23.79414
149.8	23.79163
149.84	23.79422
149.88	23.79071
149.92	23.7883
149.96	23.79608
150.0	23.79247
150.04	23.79475
150.08	23.79433
150.12	23.79852
150.16	23.80119
150.2	23.80547
150.24	23.80624
150.28	23.80344
150.32	23.80472
150.36	23.80228
150.4	23.80214
150.44	23.79924
150.48	23.79913
150.52	23.80254
150.56	23.80026
150.6	23.80688
150.64	23.80156
150.68	23.80141
150.72	23.80255
150.76	23.79985
150.8	23.80257
150.84	23.81007
150.88	23.80901
150.92	23.81328
150.96	23.81349
151.0	23.80681
151.04	23.80917
151.08	23.80661
151.12	23.80719
151.16	23.80803
151.2	23.80647
151.24	23.80267
151.28	23.80147
151.32	23.80057
151.36	23.79939
151.4	23.80064
151.44	23.80013
151.48	23.80199
151.52	23.79385
151.56	23.80402
151.6	23.79918
151.64	23.79605
151.68	23.79919
151.72	23.79507
151.76	23.79445
151.8	23.79825
151.84	23.79425
151.88	23.7964
151.92	23.79991
151.96	23.79813
152.0	23.7959
152.04	23.7963
152.08	23.79065
152.12	23.79071
152.16	23.79173
152.2	23.79008
152.24	23.79588
152.28	23.79016
152.32	23.79181
152.36	23.78764
152.4	23.78493
152.44	23.79086
152.48	23.78862
152.52	23.79163
152.56	23.79109
152.6	23.78796
152.64	23.7868
152.68	23.78285
152.72	23.78572
152.76	23.78757
152.8	23.78903
152.84	23.78934
152.88	23.78316
152.92	23.78708
152.96	23.78683
153.0	23.78798
153.04	23.79399
153.08	23.79224
153.12	23.79286
153.16	23.78976
153.2	23.78879
153.24	23.79167
153.28	23.79529
153.32	23.79434
153.36	23.79411
153.4	23.79695
153.44	23.79204
153.48	23.79135
153.52	23.79416
153.56	23.79175
153.6	23.79256
153.64	23.78674
153.68	23.78868
153.72	23.79115
153.76	23.78923
153.8	23.78943
153.84	23.78708
153.88	23.78836
153.92	23.79848
153.96	23.79787
154.0	23.79384
154.04	23.79768
154.08	23.78888
154.12	23.7948
154.16	23.79576
154.2	23.78868
154.24	23.7934
154.28	23.78867
154.32	23.78963
154.36	23.79364
154.4	23.78654
154.44	23.79126
154.48	23.79105
154.52	23.78424
154.56	23.78706
154.6	23.78923
154.64	23.79008
154.68	23.78497
154.72	23.78696
154.76	23.78651
154.8	23.78841
154.84	23.7811
154.88	23.77731
154.92	23.77339
154.96	23.77861
155.0	23.79271
155.04	23.79485
155.08	23.79114
155.12	23.79417
155.16	23.79001
155.2	23.78706
155.24	23.78419
155.28	23.78325
155.32	23.7838
155.36	23.78778
155.4	23.79704
155.44	23.79311
155.48	23.79936
155.52	23.80054
155.56	23.79634
155.6	23.79886
155.64	23.79828
155.68	23.79172
155.72	23.79829
155.76	23.79697
155.8	23.79308
155.84	23.79994
155.88	23.79846
155.92	23.7971
155.96	23.79721
156.0	23.79639
156.04	23.79372
156.08	23.7935
156.12	23.79599
156.16	23.79178
156.2	23.79333
156.24	23.79208
156.28	23.78917
156.32	23.78976
156.36	23.78883
156.4	23.78963
156.44	23.7897
156.48	23.79008
156.52	23.78406
156.56	23.78061
156.6	23.76714
156.64	23.75528
156.68	23.7435
156.72	23.74593
156.76	23.74777
156.8	23.75436
156.84	23.76105
156.88	23.76486
156.92	23.77087
156.96	23.77077
157.0	23.77101
157.04	23.75772
157.08	23.74461
157.12	23.74695
157.16	23.75063
157.2	23.75119
157.24	23.7597
157.28	23.76498
157.32	23.77104
157.36	23.76649
157.4	23.77426
157.44	23.77666
157.48	23.77678
157.52	23.78505
157.56	23.78864
157.6	23.79439
157.64	23.80408
157.68	23.80357
157.72	23.80536
157.76	23.80569
157.8	23.79611
157.84	23.79535
157.88	23.79756
157.92	23.78595
157.96	23.79005
158.0	23.78615
158.04	23.7774
158.08	23.77225
158.12	23.76619
158.16	23.76091
158.2	23.76051
158.24	23.76157
158.28	23.77065
158.32	23.77631
158.36	23.77667
158.4	23.7751
158.44	23.77208
158.48	23.77179
158.52	23.7693
158.56	23.76857
158.6	23.77374
158.64	23.77103
158.68	23.76295
158.72	23.75609
158.76	23.75058
158.8	23.75668
158.84	23.76694
158.88	23.77097
158.92	23.77962
158.96	23.7722
159.0	23.76836
159.04	23.76466
159.08	23.75594
159.12	23.75345
159.16	23.75063
159.2	23.73801
159.24	23.73535
159.28	23.72404
159.32	23.71741
159.36	23.69223
159.4	23.6851
159.44	23.7144
159.48	23.74725
159.52	23.75346
159.56	23.74792
159.6	23.73698
159.64	23.73566
159.68	23.73401
159.72	23.73624
159.76	23.72682
159.8	23.73729
159.84	23.73776
159.88	23.74249
159.92	23.75146
159.96	23.75894
160.0	23.76572
160.04	23.7576
160.08	23.75311
160.12	23.75073
160.16	23.74657
160.2	23.75175
160.24	23.74843
160.28	23.74492
160.32	23.73787
160.36	23.72649
160.4	23.73241
160.44	23.73546
160.48	23.74034
160.52	23.74791
160.56	23.75052
160.6	23.76718
160.64	23.78162
160.68	23.79222
160.72	23.79008
160.76	23.78415
160.8	23.78172
160.84	23.78241
160.88	23.77936
160.92	23.77795
160.96	23.78262
161.0	23.78026
161.04	23.77345
161.08	23.77299
161.12	23.77122
161.16	23.75903
161.2	23.75217
161.24	23.74493
161.28	23.74092
161.32	23.74844
161.36	23.75392
161.4	23.76083
161.44	23.76746
161.48	23.77272
161.52	23.76782
161.56	23.76677
161.6	23.77127
161.64	23.76465
161.68	23.75957
161.72	23.76628
161.76	23.76068
161.8	23.75839
161.84	23.75441
161.88	23.75958
161.92	23.76019
161.96	23.75592
162.0	23.7605
162.04	23.76204
162.08	23.76424
162.12	23.76694
162.16	23.76315
162.2	23.7706
162.24	23.77312
162.28	23.76672
162.32	23.76399
162.36	23.76224
162.4	23.7653
162.44	23.77168
162.48	23.77496
162.52	23.77759
162.56	23.7784
162.6	23.77873
162.64	23.77432
162.68	23.7702
162.72	23.76125
162.76	23.76477
162.8	23.76237
162.84	23.76508
162.88	23.76591
162.92	23.76347
162.96	23.75937
163.0	23.76047
163.04	23.7601
163.08	23.76668
163.12	23.77003
163.16	23.77005
163.2	23.77579
163.24	23.77481
163.28	23.77014
163.32	23.77574
163.36	23.76843
163.4	23.76793
163.44	23.76929
163.48	23.7686
163.52	23.77321
163.56	23.77551
163.6	23.77231
163.64	23.77203
163.68	23.76889
163.72	23.76788
163.76	23.76498
163.8	23.76102
163.84	23.76288
163.88	23.76376
163.92	23.76711
163.96	23.7632
164.0	23.76015
164.04	23.75911
164.08	23.75342
164.12	23.75447
164.16	23.75755
164.2	23.75578
164.24	23.75809
164.28	23.75363
164.32	23.75389
164.36	23.76816
164.4	23.76846
164.44	23.7776
164.48	23.78114
164.52	23.78003
164.56	23.7773
164.6	23.77852
164.64	23.77499
164.68	23.77487
164.72	23.77766
164.76	23.77165
164.8	23.77202
164.84	23.76775
164.88	23.76559
164.92	23.7708
164.96	23.76869
165.0	23.77002
165.04	23.76382
165.08	23.76524
165.12	23.76596
165.16	23.7607
165.2	23.76604
165.24	23.76524
165.28	23.76221
165.32	23.76414
165.36	23.7572
165.4	23.75323
165.44	23.75708
165.48	23.75439
165.52	23.75798
165.56	23.7597
165.6	23.75496
165.64	23.765
165.68	23.76102
165.72	23.75981
165.76	23.76743
165.8	23.76607
165.84	23.76721
165.88	23.76668
165.92	23.76294
165.96	23.76704
166.0	23.76495
166.04	23.76305
166.08	23.76987
166.12	23.76587
166.16	23.76517
166.2	23.76634
166.24	23.76343
166.28	23.76534
166.32	23.76833
166.36	23.7635
166.4	23.76776
166.44	23.76743
166.48	23.77347
166.52	23.76668
166.56	23.76761
166.6	23.76497
166.64	23.76198
166.68	23.76233
166.72	23.76448
166.76	23.75722
166.8	23.75887
166.84	23.75899
166.88	23.76027
166.92	23.76392
166.96	23.76588
167.0	23.76649
167.04	23.76486
167.08	23.76454
167.12	23.76509
167.16	23.76392
167.2	23.76009
167.24	23.76227
167.28	23.75836
167.32	23.76387
167.36	23.76802
167.4	23.76811
167.44	23.76889
167.48	23.7648
167.52	23.76324
167.56	23.76173
167.6	23.76343
167.64	23.76421
167.68	23.76468
167.72	23.76105
167.76	23.7579
167.8	23.75839
167.84	23.75273
167.88	23.75815
167.92	23.75822
167.96	23.76033
168.0	23.77119
168.04	23.76906
168.08	23.7704
168.12	23.77055
168.16	23.7637
168.2	23.75935
168.24	23.76427
168.28	23.76166
168.32	23.76019
168.36	23.76111
168.4	23.75824
168.44	23.75578
168.48	23.75121
168.52	23.75264
168.56	23.74918
168.6	23.74977
168.64	23.75302
168.68	23.75069
168.72	23.75243
168.76	23.75385
168.8	23.75562
168.84	23.75804
168.88	23.7621
168.92	23.76352
168.96	23.76329
169.0	23.7659
169.04	23.76369
169.08	23.76463
169.12	23.77029
169.16	23.77295
169.2	23.77269
169.24	23.77179
169.28	23.7688
169.32	23.76535
169.36	23.76764
169.4	23.76773
169.44	23.76595
169.48	23.77287
169.52	23.77208
169.56	23.76845
169.6	23.77516
169.64	23.77078
169.68	23.77222
169.72	23.77393
169.76	23.76831
169.8	23.76549
169.84	23.76039
169.88	23.75967
169.92	23.75989
169.96	23.75749
170.0	23.75426
170.04	23.76065
170.08	23.75465
170.12	23.75996
170.16	23.75854
170.2	23.75758
170.24	23.75983
170.28	23.75627
170.32	23.75345
170.36	23.7477
170.4	23.74399
170.44	23.74112
170.48	23.735
170.52	23.73541
170.56	23.7417
170.6	23.74411
170.64	23.74612
170.68	23.74782
170.72	23.74797
170.76	23.74974
170.8	23.74287
170.84	23.75618
170.88	23.75919
170.92	23.75401
170.96	23.75322
171.0	23.75278
171.04	23.75034
171.08	23.74942
171.12	23.7471
171.16	23.75005
171.2	23.7563
171.24	23.75706
171.28	23.76114
171.32	23.76501
171.36	23.7589
171.4	23.75925
171.44	23.75818
171.48	23.75758
171.52	23.74655
171.56	23.74129
171.6	23.74124
171.64	23.73961
171.68	23.74956
171.72	23.74641
171.76	23.74277
171.8	23.74393
171.84	23.7509
171.88	23.74823
171.92	23.74258
171.96	23.73083
172.0	23.71828
172.04	23.71873
172.08	23.72565
172.12	23.73396
172.16	23.73322
172.2	23.72375
172.24	23.72476
172.28	23.72665
172.32	23.72926
172.36	23.73526
172.4	23.74182
172.44	23.74779
172.48	23.74907
172.52	23.74849
172.56	23.75696
172.6	23.75862
172.64	23.75977
172.68	23.76881
172.72	23.76973
172.76	23.77177
172.8	23.77202
172.84	23.76494
172.88	23.76634
172.92	23.76923
172.96	23.76643
173.0	23.76901
173.04	23.76723
173.08	23.7646
173.12	23.76328
173.16	23.75813
173.2	23.76524
173.24	23.76363
173.28	23.76138
173.32	23.76514
173.36	23.75769
173.4	23.75714
173.44	23.75684
173.48	23.75404
173.52	23.75578
173.56	23.76195
173.6	23.76265
173.64	23.76237
173.68	23.76379
173.72	23.75948
173.76	23.757
173.8	23.75658
173.84	23.75822
173.88	23.76251
173.92	23.76376
173.96	23.76668
174.0	23.76984
174.04	23.76628
174.08	23.76637
174.12	23.76314
174.16	23.76289
174.2	23.76244
174.24	23.7635
174.28	23.76347
174.32	23.76421
174.36	23.76263
174.4	23.76476
174.44	23.75583
174.48	23.75891
174.52	23.76138
174.56	23.75967
174.6	23.76988
174.64	23.76682
174.68	23.76988
174.72	23.7742
174.76	23.77211
174.8	23.77486
174.84	23.77078
174.88	23.77133
174.92	23.77316
174.96	23.76933
175.0	23.76985
175.04	23.76837
175.08	23.77094
175.12	23.77321
175.16	23.77502
175.2	23.78018
175.24	23.78281
175.28	23.78149
175.32	23.77971
175.36	23.77838
175.4	23.78072
175.44	23.7767
175.48	23.78014
175.52	23.78392
175.56	23.78091
175.6	23.77687
175.64	23.77194
175.68	23.76962
175.72	23.76411
175.76	23.76688
175.8	23.76047
175.84	23.75423
175.88	23.75471
175.92	23.75079
175.96	23.74155
176.0	23.74452
176.04	23.73782
176.08	23.74084
176.12	23.73497
176.16	23.74072
176.2	23.74471
176.24	23.74153
176.28	23.7498
176.32	23.75885
176.36	23.76109
176.4	23.76375
176.44	23.76309
176.48	23.76671
176.52	23.76373
176.56	23.76067
176.6	23.76541
176.64	23.76292
176.68	23.75853
176.72	23.76271
176.76	23.75894
176.8	23.75731
176.84	23.76157
176.88	23.75665
176.92	23.75722
176.96	23.76131
177.0	23.76668
177.04	23.76845
177.08	23.77271
177.12	23.77208
177.16	23.77141
177.2	23.7722
177.24	23.76984
177.28	23.76826
177.32	23.76143
177.36	23.76082
177.4	23.761
177.44	23.76219
177.48	23.7646
177.52	23.76306
177.56	23.76059
177.6	23.76482
177.64	23.76085
177.68	23.76076
177.72	23.75813
177.76	23.75673
177.8	23.75671
177.84	23.75626
177.88	23.76291
177.92	23.75926
177.96	23.75699
178.0	23.76115
178.04	23.7569
178.08	23.75964
178.12	23.76361
178.16	23.76077
178.2	23.76595
178.24	23.76454
178.28	23.76517
178.32	23.76955
178.36	23.76593
178.4	23.76459
178.44	23.7643
178.48	23.76292
178.52	23.76328
178.56	23.76651
178.6	23.76781
178.64	23.76524
178.68	23.76659
178.72	23.7693
178.76	23.76863
178.8	23.76099
178.84	23.76062
178.88	23.76572
178.92	23.76344
178.96	23.76741
179.0	23.76605
179.04	23.76222
179.08	23.76068
179.12	23.75508
179.16	23.76013
179.2	23.75073
179.24	23.74849
179.28	23.75133
179.32	23.74258
179.36	23.74178
179.4	23.74359
179.44	23.7383
179.48	23.74301
179.52	23.73917
179.56	23.73784
179.6	23.73689
179.64	23.73029
179.68	23.73415
179.72	23.73587
179.76	23.73344
179.8	23.73627
179.84	23.73549
179.88	23.73186
179.92	23.72841
179.96	23.72626
180.0	23.72589
180.04	23.72644
180.08	23.72516
180.12	23.73268
180.16	23.73906
180.2	23.73535
180.24	23.73883
180.28	23.73798
180.32	23.73676
180.36	23.74019
180.4	23.74332
180.44	23.74504
180.48	23.74866
180.52	23.74962
180.56	23.7513
180.6	23.75145
180.64	23.75185
180.68	23.75267
180.72	23.74762
180.76	23.74956
180.8	23.7527
180.84	23.75162
180.88	23.75365
180.92	23.74974
180.96	23.74767
181.0	23.75374
181.04	23.7493
181.08	23.75105
181.12	23.74971
181.16	23.75298
181.2	23.75726
181.24	23.75998
181.28	23.7657
181.32	23.75725
181.36	23.75014
181.4	23.74771
181.44	23.73878
181.48	23.73035
181.52	23.72556
181.56	23.71941
181.6	23.71899
181.64	23.72148
181.68	23.7254
181.72	23.72845
181.76	23.72879
181.8	23.73402
181.84	23.74133
181.88	23.74196
181.92	23.74147
181.96	23.74539
182.0	23.74396
182.04	23.74571
182.08	23.74623
182.12	23.74207
182.16	23.74149
182.2	23.74271
182.24	23.73744
182.28	23.74168
182.32	23.74194
182.36	23.74077
182.4	23.74112
182.44	23.73604
182.48	23.73595
182.52	23.73584
182.56	23.73779
182.6	23.74666
182.64	23.75154
182.68	23.75441
182.72	23.75407
182.76	23.75693
182.8	23.76042
182.84	23.75734
182.88	23.75861
182.92	23.7635
182.96	23.76389
183.0	23.76849
183.04	23.77049
183.08	23.77386
183.12	23.776
183.16	23.77481
183.2	23.77948
183.24	23.77736
183.28	23.77782
183.32	23.78004
183.36	23.7776
183.4	23.77452
183.44	23.77486
183.48	23.77588
183.52	23.77684
183.56	23.7742
183.6	23.77431
183.64	23.77705
183.68	23.7774
183.72	23.77789
183.76	23.77324
183.8	23.77737
183.84	23.77559
183.88	23.77763
183.92	23.77367
183.96	23.77818
184.0	23.7641
184.04	23.76845
184.08	23.771
184.12	23.75882
184.16	23.76544
184.2	23.77464
184.24	23.77457
184.28	23.77425
184.32	23.77065
184.36	23.77383
184.4	23.77643
184.44	23.77277
184.48	23.7758
184.52	23.78386
184.56	23.78107
184.6	23.77948
184.64	23.76642
184.68	23.7608
184.72	23.77362
184.76	23.77646
184.8	23.77365
184.84	23.77411
184.88	23.77187
184.92	23.77985
184.96	23.77678
185.0	23.77554
185.04	23.77464
185.08	23.77979
185.12	23.78212
185.16	23.7874
185.2	23.78726
185.24	23.79308
185.28	23.79626
185.32	23.79422
185.36	23.79218
185.4	23.78522
185.44	23.77463
