Light Intensity (% of scale max) Alessio_0.04_1.0_lampada	Position (m) Alessio_0.04_1.0_lampada
1.1000000000	-0.0884000000
1.1000000000	-0.0884000000
1.1000000000	-0.0885000000
1.1000000000	-0.0891000000
1.4000000000	-0.0898000000
1.4000000000	-0.0899000000
1.4000000000	-0.0900000000
1.5000000000	-0.0902000000
1.5000000000	-0.0905000000
1.6000000000	-0.0909000000
1.7000000000	-0.0911000000
1.7000000000	-0.0912000000
1.7000000000	-0.0913000000
1.7000000000	-0.0915000000
1.8000000000	-0.0917000000
1.8000000000	-0.0921000000
1.9000000000	-0.0925000000
1.9000000000	-0.0927000000
2.0000000000	-0.0927000000
1.9000000000	-0.0927000000
1.9000000000	-0.0926000000
1.9000000000	-0.0926000000
1.9000000000	-0.0926000000
1.9000000000	-0.0926000000
1.9000000000	-0.0926000000
1.9000000000	-0.0926000000
1.9000000000	-0.0926000000
1.9000000000	-0.0927000000
1.9000000000	-0.0927000000
1.9000000000	-0.0929000000
2.0000000000	-0.0933000000
2.0000000000	-0.0935000000
2.0000000000	-0.0940000000
2.0000000000	-0.0942000000
2.1000000000	-0.0944000000
2.1000000000	-0.0947000000
2.1000000000	-0.0948000000
2.1000000000	-0.0950000000
2.1000000000	-0.0953000000
2.1000000000	-0.0955000000
2.1000000000	-0.0959000000
2.1000000000	-0.0963000000
2.1000000000	-0.0965000000
2.1000000000	-0.0969000000
2.1000000000	-0.0972000000
2.1000000000	-0.0973000000
2.1000000000	-0.0973000000
2.1000000000	-0.0973000000
2.1000000000	-0.0973000000
2.1000000000	-0.0973000000
2.1000000000	-0.0973000000
2.1000000000	-0.0973000000
2.1000000000	-0.0973000000
2.1000000000	-0.0973000000
2.1000000000	-0.0973000000
2.1000000000	-0.0973000000
2.1000000000	-0.0973000000
2.1000000000	-0.0973000000
2.1000000000	-0.0974000000
2.0000000000	-0.0979000000
2.0000000000	-0.0982000000
2.0000000000	-0.0983000000
1.9000000000	-0.0989000000
1.9000000000	-0.0996000000
1.8000000000	-0.1000000000
1.7000000000	-0.1005000000
1.7000000000	-0.1007000000
1.7000000000	-0.1009000000
1.7000000000	-0.1010000000
1.7000000000	-0.1010000000
1.7000000000	-0.1010000000
1.7000000000	-0.1010000000
1.7000000000	-0.1011000000
1.6000000000	-0.1015000000
1.6000000000	-0.1018000000
1.6000000000	-0.1018000000
1.5000000000	-0.1018000000
1.5000000000	-0.1018000000
1.6000000000	-0.1018000000
1.6000000000	-0.1018000000
1.6000000000	-0.1018000000
1.5000000000	-0.1018000000
1.5000000000	-0.1018000000
1.5000000000	-0.1018000000
1.6000000000	-0.1019000000
1.5000000000	-0.1024000000
1.3000000000	-0.1030000000
1.3000000000	-0.1032000000
1.1000000000	-0.1036000000
1.1000000000	-0.1037000000
1.1000000000	-0.1039000000
1.0000000000	-0.1042000000
0.9000000000	-0.1043000000
0.9000000000	-0.1045000000
0.8000000000	-0.1048000000
0.8000000000	-0.1050000000
0.7000000000	-0.1053000000
0.6000000000	-0.1056000000
0.5000000000	-0.1057000000
0.5000000000	-0.1058000000
0.5000000000	-0.1057000000
0.5000000000	-0.1057000000
0.5000000000	-0.1057000000
0.5000000000	-0.1057000000
0.5000000000	-0.1057000000
0.5000000000	-0.1057000000
0.5000000000	-0.1057000000
0.5000000000	-0.1057000000
0.5000000000	-0.1057000000
0.5000000000	-0.1057000000
0.5000000000	-0.1058000000
0.4000000000	-0.1062000000
0.3000000000	-0.1068000000
0.3000000000	-0.1069000000
0.2000000000	-0.1073000000
0.2000000000	-0.1076000000
0.1000000000	-0.1080000000
0.1000000000	-0.1084000000
0.1000000000	-0.1086000000
0.1000000000	-0.1087000000
0.1000000000	-0.1090000000
0.1000000000	-0.1092000000
0.0000000000	-0.1093000000
0.0000000000	-0.1095000000
0.0000000000	-0.1096000000
0.0000000000	-0.1096000000
0.0000000000	-0.1095000000
0.0000000000	-0.1092000000
0.0000000000	-0.1092000000
0.0000000000	-0.1093000000
0.0000000000	-0.1092000000
0.0000000000	-0.1092000000
0.0000000000	-0.1092000000
0.0000000000	-0.1093000000
0.0000000000	-0.1093000000
0.0000000000	-0.1093000000
0.0000000000	-0.1095000000
0.0000000000	-0.1098000000
0.0000000000	-0.1105000000
0.0000000000	-0.1108000000
0.0000000000	-0.1112000000
0.0000000000	-0.1119000000
0.1000000000	-0.1121000000
0.1000000000	-0.1124000000
0.1000000000	-0.1127000000
0.1000000000	-0.1129000000
0.1000000000	-0.1132000000
0.1000000000	-0.1136000000
0.1000000000	-0.1138000000
0.1000000000	-0.1143000000
0.1000000000	-0.1145000000
0.1000000000	-0.1145000000
0.1000000000	-0.1145000000
0.1000000000	-0.1145000000
0.1000000000	-0.1143000000
0.1000000000	-0.1143000000
0.1000000000	-0.1143000000
0.1000000000	-0.1143000000
0.1000000000	-0.1143000000
0.1000000000	-0.1143000000
0.1000000000	-0.1143000000
0.1000000000	-0.1144000000
0.1000000000	-0.1145000000
0.1000000000	-0.1148000000
0.2000000000	-0.1152000000
0.2000000000	-0.1153000000
0.2000000000	-0.1156000000
0.2000000000	-0.1160000000
0.2000000000	-0.1164000000
0.2000000000	-0.1170000000
0.2000000000	-0.1174000000
0.2000000000	-0.1178000000
0.2000000000	-0.1184000000
0.1000000000	-0.1187000000
0.1000000000	-0.1190000000
0.1000000000	-0.1194000000
0.1000000000	-0.1195000000
0.1000000000	-0.1195000000
0.1000000000	-0.1195000000
0.1000000000	-0.1195000000
0.1000000000	-0.1195000000
0.1000000000	-0.1195000000
0.1000000000	-0.1195000000
0.1000000000	-0.1195000000
0.1000000000	-0.1195000000
0.1000000000	-0.1195000000
0.1000000000	-0.1195000000
0.1000000000	-0.1195000000
0.1000000000	-0.1195000000
0.1000000000	-0.1195000000
0.1000000000	-0.1196000000
0.1000000000	-0.1202000000
0.1000000000	-0.1208000000
0.1000000000	-0.1210000000
0.1000000000	-0.1212000000
0.1000000000	-0.1215000000
0.1000000000	-0.1218000000
0.1000000000	-0.1219000000
0.1000000000	-0.1222000000
0.1000000000	-0.1227000000
0.1000000000	-0.1230000000
0.1000000000	-0.1233000000
0.1000000000	-0.1236000000
0.1000000000	-0.1238000000
0.1000000000	-0.1238000000
0.1000000000	-0.1238000000
0.1000000000	-0.1237000000
0.1000000000	-0.1237000000
0.1000000000	-0.1237000000
0.1000000000	-0.1237000000
0.1000000000	-0.1237000000
0.1000000000	-0.1237000000
0.1000000000	-0.1237000000
0.1000000000	-0.1238000000
0.1000000000	-0.1238000000
0.1000000000	-0.1238000000
0.0000000000	-0.1239000000
0.0000000000	-0.1245000000
0.0000000000	-0.1246000000
0.0000000000	-0.1251000000
0.0000000000	-0.1257000000
0.0000000000	-0.1259000000
0.0000000000	-0.1261000000
0.0000000000	-0.1267000000
0.0000000000	-0.1269000000
0.0000000000	-0.1273000000
0.0000000000	-0.1277000000
0.0000000000	-0.1279000000
0.0000000000	-0.1283000000
0.0000000000	-0.1285000000
0.1000000000	-0.1286000000
0.1000000000	-0.1287000000
0.1000000000	-0.1286000000
0.1000000000	-0.1286000000
0.1000000000	-0.1285000000
0.1000000000	-0.1285000000
0.1000000000	-0.1285000000
0.1000000000	-0.1285000000
0.1000000000	-0.1285000000
0.1000000000	-0.1285000000
0.1000000000	-0.1286000000
0.1000000000	-0.1288000000
0.1000000000	-0.1295000000
0.1000000000	-0.1299000000
0.1000000000	-0.1301000000
0.1000000000	-0.1305000000
0.1000000000	-0.1306000000
0.1000000000	-0.1310000000
0.1000000000	-0.1311000000
0.1000000000	-0.1315000000
0.1000000000	-0.1320000000
0.1000000000	-0.1321000000
0.1000000000	-0.1324000000
0.1000000000	-0.1326000000
0.1000000000	-0.1330000000
0.1000000000	-0.1335000000
0.1000000000	-0.1338000000
0.1000000000	-0.1338000000
0.1000000000	-0.1338000000
0.1000000000	-0.1337000000
0.1000000000	-0.1335000000
0.1000000000	-0.1332000000
0.1000000000	-0.1332000000
0.1000000000	-0.1332000000
0.1000000000	-0.1332000000
0.1000000000	-0.1332000000
0.1000000000	-0.1333000000
0.1000000000	-0.1333000000
0.1000000000	-0.1335000000
0.1000000000	-0.1336000000
0.1000000000	-0.1341000000
0.1000000000	-0.1344000000
0.1000000000	-0.1347000000
0.1000000000	-0.1349000000
0.1000000000	-0.1352000000
0.1000000000	-0.1355000000
0.1000000000	-0.1356000000
0.1000000000	-0.1360000000
0.1000000000	-0.1364000000
0.1000000000	-0.1366000000
0.1000000000	-0.1372000000
0.0000000000	-0.1378000000
0.0000000000	-0.1381000000
0.0000000000	-0.1384000000
0.0000000000	-0.1386000000
0.0000000000	-0.1386000000
0.0000000000	-0.1386000000
0.0000000000	-0.1386000000
0.0000000000	-0.1385000000
0.0000000000	-0.1385000000
0.0000000000	-0.1385000000
0.0000000000	-0.1385000000
0.0000000000	-0.1385000000
0.0000000000	-0.1385000000
0.0000000000	-0.1385000000
0.0000000000	-0.1385000000
0.0000000000	-0.1385000000
0.0000000000	-0.1387000000
0.0000000000	-0.1392000000
0.0000000000	-0.1395000000
0.0000000000	-0.1399000000
0.0000000000	-0.1404000000
0.0000000000	-0.1407000000
0.0000000000	-0.1410000000
0.0000000000	-0.1415000000
0.0000000000	-0.1419000000
0.0000000000	-0.1422000000
0.0000000000	-0.1426000000
0.0000000000	-0.1429000000
0.0000000000	-0.1432000000
0.0000000000	-0.1433000000
0.0000000000	-0.1433000000
0.0000000000	-0.1433000000
0.0000000000	-0.1430000000
0.0000000000	-0.1430000000
0.0000000000	-0.1430000000
0.0000000000	-0.1430000000
0.0000000000	-0.1430000000
0.0000000000	-0.1430000000
0.0000000000	-0.1430000000
0.0000000000	-0.1430000000
0.0000000000	-0.1430000000
0.0000000000	-0.1432000000
0.0000000000	-0.1434000000
0.0000000000	-0.1442000000
0.0000000000	-0.1447000000
0.0000000000	-0.1451000000
0.0000000000	-0.1454000000
0.0000000000	-0.1458000000
0.0000000000	-0.1464000000
0.0000000000	-0.1465000000
0.0000000000	-0.1470000000
0.1000000000	-0.1473000000
0.1000000000	-0.1473000000
0.1000000000	-0.1473000000
0.1000000000	-0.1473000000
0.1000000000	-0.1473000000
0.1000000000	-0.1473000000
0.1000000000	-0.1472000000
0.1000000000	-0.1472000000
0.1000000000	-0.1472000000
0.1000000000	-0.1472000000
0.1000000000	-0.1472000000
0.1000000000	-0.1472000000
0.1000000000	-0.1472000000
0.1000000000	-0.1472000000
