Light Intensity (% of scale max) Antonio_0.02_1.5_lampadina_2	Position (m) Antonio_0.02_1.5_lampadina_2
0.1000000000	-0.1430000000
0.1000000000	-0.1430000000
0.1000000000	-0.1430000000
0.1000000000	-0.1430000000
0.1000000000	-0.1430000000
0.1000000000	-0.1430000000
0.1000000000	-0.1431000000
0.1000000000	-0.1433000000
0.1000000000	-0.1438000000
0.1000000000	-0.1446000000
0.1000000000	-0.1453000000
0.1000000000	-0.1456000000
0.1000000000	-0.1460000000
0.1000000000	-0.1469000000
0.1000000000	-0.1478000000
0.1000000000	-0.1487000000
0.1000000000	-0.1494000000
0.1000000000	-0.1498000000
0.1000000000	-0.1498000000
0.1000000000	-0.1498000000
0.1000000000	-0.1497000000
0.1000000000	-0.1497000000
0.1000000000	-0.1497000000
0.1000000000	-0.1497000000
0.1000000000	-0.1497000000
0.1000000000	-0.1497000000
0.1000000000	-0.1497000000
0.1000000000	-0.1498000000
0.1000000000	-0.1499000000
0.1000000000	-0.1504000000
0.0000000000	-0.1512000000
0.0000000000	-0.1521000000
0.0000000000	-0.1532000000
0.0000000000	-0.1541000000
0.0000000000	-0.1544000000
0.0000000000	-0.1549000000
0.0000000000	-0.1554000000
0.0000000000	-0.1557000000
0.0000000000	-0.1557000000
0.0000000000	-0.1557000000
0.0000000000	-0.1555000000
0.0000000000	-0.1555000000
0.0000000000	-0.1555000000
0.0000000000	-0.1555000000
0.0000000000	-0.1555000000
0.0000000000	-0.1555000000
0.0000000000	-0.1555000000
0.0000000000	-0.1556000000
0.0000000000	-0.1556000000
0.0000000000	-0.1560000000
0.0000000000	-0.1568000000
0.0000000000	-0.1578000000
0.0000000000	-0.1586000000
0.0000000000	-0.1594000000
0.0000000000	-0.1602000000
0.0000000000	-0.1611000000
0.0000000000	-0.1615000000
0.0000000000	-0.1618000000
0.0000000000	-0.1618000000
0.0000000000	-0.1616000000
0.0000000000	-0.1615000000
0.0000000000	-0.1615000000
0.0000000000	-0.1615000000
0.0000000000	-0.1615000000
0.0000000000	-0.1616000000
0.0000000000	-0.1617000000
0.0000000000	-0.1621000000
0.0000000000	-0.1625000000
0.1000000000	-0.1633000000
0.1000000000	-0.1644000000
0.1000000000	-0.1655000000
0.1000000000	-0.1664000000
0.1000000000	-0.1671000000
0.1000000000	-0.1675000000
0.1000000000	-0.1680000000
0.1000000000	-0.1679000000
0.1000000000	-0.1679000000
0.1000000000	-0.1678000000
0.1000000000	-0.1678000000
0.1000000000	-0.1678000000
0.1000000000	-0.1678000000
0.1000000000	-0.1678000000
0.1000000000	-0.1679000000
0.1000000000	-0.1680000000
0.1000000000	-0.1685000000
0.1000000000	-0.1694000000
0.1000000000	-0.1703000000
0.1000000000	-0.1712000000
0.1000000000	-0.1720000000
0.1000000000	-0.1730000000
0.1000000000	-0.1738000000
0.1000000000	-0.1739000000
0.1000000000	-0.1739000000
0.1000000000	-0.1738000000
0.1000000000	-0.1738000000
0.1000000000	-0.1738000000
0.1000000000	-0.1738000000
0.1000000000	-0.1738000000
0.1000000000	-0.1738000000
0.1000000000	-0.1739000000
0.1000000000	-0.1744000000
0.1000000000	-0.1755000000
0.1000000000	-0.1766000000
0.1000000000	-0.1779000000
0.0000000000	-0.1793000000
0.0000000000	-0.1796000000
0.0000000000	-0.1797000000
0.0000000000	-0.1797000000
0.0000000000	-0.1797000000
0.0000000000	-0.1797000000
0.0000000000	-0.1797000000
0.0000000000	-0.1796000000
0.0000000000	-0.1795000000
0.0000000000	-0.1795000000
0.0000000000	-0.1795000000
0.0000000000	-0.1795000000
0.0000000000	-0.1795000000
0.0000000000	-0.1795000000
0.0000000000	-0.1797000000
0.0000000000	-0.1797000000
0.0000000000	-0.1797000000
0.0000000000	-0.1797000000
0.0000000000	-0.1797000000
0.0000000000	-0.1797000000
0.0000000000	-0.1797000000
0.0000000000	-0.1797000000
0.0000000000	-0.1797000000
0.0000000000	-0.1797000000
0.0000000000	-0.1797000000
0.0000000000	-0.1797000000
0.0000000000	-0.1797000000
0.0000000000	-0.1797000000
0.0000000000	-0.1797000000
0.0000000000	-0.1797000000
0.0000000000	-0.1797000000
0.0000000000	-0.1796000000
0.0000000000	-0.1795000000
0.0000000000	-0.1791000000
0.0000000000	-0.1784000000
0.0000000000	-0.1778000000
0.1000000000	-0.1772000000
0.1000000000	-0.1763000000
0.1000000000	-0.1757000000
0.1000000000	-0.1756000000
0.1000000000	-0.1756000000
0.1000000000	-0.1756000000
0.1000000000	-0.1756000000
0.1000000000	-0.1756000000
0.1000000000	-0.1756000000
0.1000000000	-0.1756000000
0.1000000000	-0.1756000000
0.1000000000	-0.1756000000
0.1000000000	-0.1756000000
0.1000000000	-0.1757000000
0.1000000000	-0.1759000000
0.1000000000	-0.1761000000
0.1000000000	-0.1762000000
0.1000000000	-0.1762000000
0.1000000000	-0.1761000000
0.1000000000	-0.1761000000
0.1000000000	-0.1760000000
0.1000000000	-0.1757000000
0.1000000000	-0.1749000000
0.1000000000	-0.1742000000
0.1000000000	-0.1736000000
0.1000000000	-0.1728000000
0.1000000000	-0.1721000000
0.1000000000	-0.1715000000
0.1000000000	-0.1711000000
0.1000000000	-0.1707000000
0.1000000000	-0.1706000000
0.1000000000	-0.1706000000
0.1000000000	-0.1707000000
0.1000000000	-0.1707000000
0.1000000000	-0.1707000000
0.1000000000	-0.1707000000
0.1000000000	-0.1707000000
0.1000000000	-0.1707000000
0.1000000000	-0.1707000000
0.1000000000	-0.1707000000
0.1000000000	-0.1708000000
0.1000000000	-0.1708000000
0.1000000000	-0.1708000000
0.1000000000	-0.1708000000
0.1000000000	-0.1708000000
0.1000000000	-0.1708000000
0.1000000000	-0.1707000000
0.1000000000	-0.1707000000
0.1000000000	-0.1706000000
0.1000000000	-0.1703000000
0.1000000000	-0.1698000000
0.1000000000	-0.1695000000
0.1000000000	-0.1691000000
0.1000000000	-0.1685000000
0.1000000000	-0.1685000000
0.1000000000	-0.1684000000
0.1000000000	-0.1683000000
0.1000000000	-0.1683000000
0.1000000000	-0.1684000000
0.1000000000	-0.1684000000
0.1000000000	-0.1684000000
0.1000000000	-0.1684000000
0.1000000000	-0.1684000000
0.1000000000	-0.1685000000
0.1000000000	-0.1686000000
0.1000000000	-0.1688000000
0.1000000000	-0.1690000000
0.1000000000	-0.1692000000
0.1000000000	-0.1692000000
0.1000000000	-0.1692000000
0.1000000000	-0.1691000000
0.1000000000	-0.1690000000
0.1000000000	-0.1686000000
0.1000000000	-0.1680000000
0.1000000000	-0.1670000000
0.1000000000	-0.1661000000
0.1000000000	-0.1654000000
0.1000000000	-0.1646000000
0.1000000000	-0.1639000000
0.1000000000	-0.1630000000
0.0000000000	-0.1622000000
0.0000000000	-0.1613000000
0.0000000000	-0.1607000000
0.0000000000	-0.1605000000
0.0000000000	-0.1604000000
0.0000000000	-0.1604000000
0.0000000000	-0.1605000000
0.0000000000	-0.1605000000
0.0000000000	-0.1605000000
0.0000000000	-0.1605000000
0.0000000000	-0.1605000000
0.0000000000	-0.1605000000
0.0000000000	-0.1605000000
0.0000000000	-0.1605000000
0.0000000000	-0.1605000000
0.0000000000	-0.1605000000
0.0000000000	-0.1605000000
0.0000000000	-0.1605000000
0.0000000000	-0.1605000000
0.0000000000	-0.1605000000
0.0000000000	-0.1605000000
0.0000000000	-0.1605000000
0.0000000000	-0.1605000000
0.0000000000	-0.1605000000
0.0000000000	-0.1605000000
0.0000000000	-0.1605000000
0.0000000000	-0.1605000000
0.0000000000	-0.1605000000
0.0000000000	-0.1605000000
0.0000000000	-0.1604000000
0.0000000000	-0.1603000000
0.0000000000	-0.1603000000
0.0000000000	-0.1599000000
0.0000000000	-0.1594000000
0.0000000000	-0.1591000000
0.0000000000	-0.1589000000
0.0000000000	-0.1584000000
0.0000000000	-0.1578000000
0.0000000000	-0.1573000000
0.0000000000	-0.1570000000
0.0000000000	-0.1570000000
0.0000000000	-0.1570000000
0.0000000000	-0.1570000000
0.0000000000	-0.1570000000
0.0000000000	-0.1570000000
0.0000000000	-0.1565000000
0.0000000000	-0.1558000000
0.0000000000	-0.1553000000
0.0000000000	-0.1547000000
0.0000000000	-0.1542000000
0.0000000000	-0.1540000000
0.0000000000	-0.1537000000
0.0000000000	-0.1536000000
0.0000000000	-0.1536000000
0.0000000000	-0.1536000000
0.0000000000	-0.1537000000
0.0000000000	-0.1538000000
0.0000000000	-0.1539000000
0.0000000000	-0.1539000000
0.0000000000	-0.1539000000
0.0000000000	-0.1539000000
0.0000000000	-0.1539000000
0.0000000000	-0.1539000000
0.0000000000	-0.1539000000
0.0000000000	-0.1538000000
0.0000000000	-0.1538000000
0.0000000000	-0.1538000000
0.0000000000	-0.1537000000
0.0000000000	-0.1536000000
0.0000000000	-0.1533000000
0.0000000000	-0.1529000000
0.0000000000	-0.1524000000
0.0000000000	-0.1518000000
0.0000000000	-0.1513000000
0.0000000000	-0.1508000000
0.1000000000	-0.1502000000
0.1000000000	-0.1498000000
0.1000000000	-0.1494000000
0.1000000000	-0.1491000000
0.1000000000	-0.1487000000
0.1000000000	-0.1484000000
0.1000000000	-0.1480000000
0.1000000000	-0.1478000000
0.1000000000	-0.1478000000
0.1000000000	-0.1478000000
0.1000000000	-0.1478000000
0.1000000000	-0.1480000000
0.1000000000	-0.1480000000
0.1000000000	-0.1480000000
0.1000000000	-0.1480000000
0.1000000000	-0.1480000000
0.1000000000	-0.1480000000
0.1000000000	-0.1480000000
0.1000000000	-0.1480000000
0.1000000000	-0.1480000000
0.1000000000	-0.1480000000
0.1000000000	-0.1480000000
0.1000000000	-0.1480000000
0.1000000000	-0.1479000000
0.1000000000	-0.1478000000
0.1000000000	-0.1476000000
0.1000000000	-0.1472000000
0.1000000000	-0.1469000000
0.1000000000	-0.1465000000
0.1000000000	-0.1460000000
0.1000000000	-0.1453000000
0.1000000000	-0.1449000000
0.1000000000	-0.1445000000
0.1000000000	-0.1443000000
0.1000000000	-0.1441000000
0.1000000000	-0.1438000000
0.1000000000	-0.1434000000
0.1000000000	-0.1430000000
0.1000000000	-0.1426000000
0.1000000000	-0.1424000000
0.1000000000	-0.1422000000
0.1000000000	-0.1421000000
0.1000000000	-0.1421000000
0.1000000000	-0.1421000000
0.1000000000	-0.1422000000
0.1000000000	-0.1422000000
0.1000000000	-0.1422000000
0.1000000000	-0.1422000000
0.1000000000	-0.1422000000
0.1000000000	-0.1422000000
0.1000000000	-0.1422000000
0.1000000000	-0.1422000000
0.1000000000	-0.1422000000
0.1000000000	-0.1422000000
0.1000000000	-0.1422000000
0.1000000000	-0.1421000000
0.1000000000	-0.1418000000
0.1000000000	-0.1417000000
0.1000000000	-0.1413000000
0.1000000000	-0.1411000000
0.1000000000	-0.1407000000
0.1000000000	-0.1404000000
0.1000000000	-0.1403000000
0.1000000000	-0.1401000000
0.1000000000	-0.1399000000
0.1000000000	-0.1397000000
0.1000000000	-0.1394000000
0.1000000000	-0.1392000000
0.1000000000	-0.1390000000
0.1000000000	-0.1388000000
0.1000000000	-0.1386000000
0.1000000000	-0.1384000000
0.1000000000	-0.1384000000
0.1000000000	-0.1383000000
0.1000000000	-0.1382000000
0.1000000000	-0.1381000000
0.1000000000	-0.1379000000
0.1000000000	-0.1377000000
0.1000000000	-0.1375000000
0.1000000000	-0.1373000000
0.1000000000	-0.1373000000
0.1000000000	-0.1373000000
0.1000000000	-0.1373000000
0.1000000000	-0.1374000000
0.1000000000	-0.1374000000
0.1000000000	-0.1374000000
0.1000000000	-0.1374000000
0.1000000000	-0.1374000000
0.1000000000	-0.1374000000
0.1000000000	-0.1374000000
0.1000000000	-0.1374000000
0.1000000000	-0.1374000000
0.1000000000	-0.1374000000
0.1000000000	-0.1374000000
0.1000000000	-0.1374000000
0.1000000000	-0.1374000000
0.1000000000	-0.1373000000
0.1000000000	-0.1373000000
0.1000000000	-0.1373000000
0.1000000000	-0.1373000000
0.1000000000	-0.1370000000
0.1000000000	-0.1368000000
0.1000000000	-0.1366000000
0.1000000000	-0.1364000000
0.1000000000	-0.1362000000
0.1000000000	-0.1361000000
0.1000000000	-0.1359000000
0.1000000000	-0.1357000000
0.1000000000	-0.1354000000
0.1000000000	-0.1350000000
0.1000000000	-0.1347000000
0.1000000000	-0.1346000000
0.1000000000	-0.1344000000
0.1000000000	-0.1342000000
0.1000000000	-0.1342000000
0.1000000000	-0.1341000000
0.1000000000	-0.1339000000
0.1000000000	-0.1337000000
0.1000000000	-0.1335000000
0.1000000000	-0.1334000000
0.1000000000	-0.1332000000
0.1000000000	-0.1330000000
0.1000000000	-0.1328000000
0.1000000000	-0.1327000000
0.1000000000	-0.1326000000
0.1000000000	-0.1326000000
0.1000000000	-0.1327000000
0.1000000000	-0.1327000000
0.1000000000	-0.1327000000
0.1000000000	-0.1327000000
0.1000000000	-0.1327000000
0.1000000000	-0.1327000000
0.1000000000	-0.1327000000
0.1000000000	-0.1327000000
0.1000000000	-0.1327000000
0.1000000000	-0.1327000000
0.1000000000	-0.1327000000
0.1000000000	-0.1327000000
0.1000000000	-0.1327000000
0.1000000000	-0.1327000000
0.1000000000	-0.1327000000
0.1000000000	-0.1326000000
0.1000000000	-0.1324000000
0.1000000000	-0.1322000000
0.1000000000	-0.1319000000
0.1000000000	-0.1317000000
0.1000000000	-0.1315000000
0.1000000000	-0.1313000000
0.1000000000	-0.1310000000
0.1000000000	-0.1308000000
0.1000000000	-0.1305000000
0.1000000000	-0.1304000000
0.1000000000	-0.1302000000
0.1000000000	-0.1301000000
0.1000000000	-0.1299000000
0.1000000000	-0.1298000000
0.1000000000	-0.1296000000
0.1000000000	-0.1295000000
0.1000000000	-0.1293000000
0.1000000000	-0.1291000000
0.1000000000	-0.1289000000
0.1000000000	-0.1288000000
0.1000000000	-0.1288000000
0.1000000000	-0.1287000000
0.1000000000	-0.1287000000
0.1000000000	-0.1287000000
0.1000000000	-0.1287000000
0.1000000000	-0.1287000000
0.1000000000	-0.1287000000
0.1000000000	-0.1287000000
0.1000000000	-0.1287000000
0.1000000000	-0.1287000000
0.1000000000	-0.1287000000
0.1000000000	-0.1287000000
0.1000000000	-0.1287000000
0.1000000000	-0.1287000000
0.1000000000	-0.1287000000
0.1000000000	-0.1287000000
0.1000000000	-0.1287000000
0.1000000000	-0.1287000000
0.1000000000	-0.1287000000
0.1000000000	-0.1287000000
0.0000000000	-0.1283000000
0.0000000000	-0.1280000000
0.0000000000	-0.1277000000
0.0000000000	-0.1274000000
0.0000000000	-0.1270000000
0.0000000000	-0.1268000000
0.0000000000	-0.1267000000
0.0000000000	-0.1264000000
0.0000000000	-0.1262000000
0.0000000000	-0.1260000000
0.0000000000	-0.1257000000
0.0000000000	-0.1255000000
0.0000000000	-0.1253000000
0.0000000000	-0.1251000000
0.0000000000	-0.1249000000
0.0000000000	-0.1247000000
0.0000000000	-0.1245000000
0.0000000000	-0.1243000000
0.0000000000	-0.1241000000
0.0000000000	-0.1240000000
0.0000000000	-0.1239000000
0.0000000000	-0.1238000000
0.0000000000	-0.1238000000
0.0000000000	-0.1238000000
0.0000000000	-0.1237000000
0.0000000000	-0.1237000000
0.0000000000	-0.1237000000
0.0000000000	-0.1237000000
0.0000000000	-0.1238000000
0.0000000000	-0.1238000000
0.0000000000	-0.1238000000
0.0000000000	-0.1238000000
0.0000000000	-0.1238000000
0.0000000000	-0.1238000000
0.0000000000	-0.1238000000
0.0000000000	-0.1238000000
0.0000000000	-0.1238000000
0.0000000000	-0.1238000000
0.0000000000	-0.1238000000
0.0000000000	-0.1237000000
0.0000000000	-0.1237000000
0.0000000000	-0.1237000000
0.0000000000	-0.1237000000
0.0000000000	-0.1237000000
0.0000000000	-0.1235000000
0.0000000000	-0.1230000000
0.0000000000	-0.1226000000
0.0000000000	-0.1224000000
0.0000000000	-0.1221000000
0.0000000000	-0.1218000000
0.0000000000	-0.1215000000
0.0000000000	-0.1212000000
0.1000000000	-0.1210000000
0.1000000000	-0.1209000000
0.1000000000	-0.1208000000
0.1000000000	-0.1206000000
0.1000000000	-0.1205000000
0.1000000000	-0.1204000000
0.1000000000	-0.1202000000
0.1000000000	-0.1201000000
0.1000000000	-0.1200000000
0.1000000000	-0.1199000000
0.1000000000	-0.1198000000
0.1000000000	-0.1198000000
0.1000000000	-0.1198000000
0.1000000000	-0.1198000000
0.1000000000	-0.1198000000
0.1000000000	-0.1198000000
0.1000000000	-0.1198000000
0.1000000000	-0.1198000000
0.1000000000	-0.1198000000
0.1000000000	-0.1198000000
0.1000000000	-0.1198000000
0.1000000000	-0.1198000000
0.1000000000	-0.1198000000
0.1000000000	-0.1198000000
0.1000000000	-0.1198000000
0.1000000000	-0.1198000000
0.1000000000	-0.1198000000
0.1000000000	-0.1198000000
0.1000000000	-0.1198000000
0.1000000000	-0.1198000000
0.1000000000	-0.1198000000
0.1000000000	-0.1195000000
0.1000000000	-0.1193000000
0.1000000000	-0.1192000000
0.1000000000	-0.1190000000
0.1000000000	-0.1187000000
0.1000000000	-0.1185000000
0.1000000000	-0.1183000000
0.1000000000	-0.1181000000
0.1000000000	-0.1179000000
0.1000000000	-0.1176000000
0.1000000000	-0.1175000000
0.1000000000	-0.1173000000
0.1000000000	-0.1171000000
0.2000000000	-0.1169000000
0.2000000000	-0.1167000000
0.2000000000	-0.1166000000
0.2000000000	-0.1164000000
0.2000000000	-0.1162000000
0.2000000000	-0.1161000000
0.2000000000	-0.1159000000
0.2000000000	-0.1157000000
0.2000000000	-0.1156000000
0.2000000000	-0.1155000000
0.2000000000	-0.1153000000
0.2000000000	-0.1152000000
0.2000000000	-0.1151000000
0.2000000000	-0.1150000000
0.2000000000	-0.1148000000
0.2000000000	-0.1147000000
0.2000000000	-0.1147000000
0.2000000000	-0.1145000000
0.2000000000	-0.1144000000
0.2000000000	-0.1144000000
0.2000000000	-0.1143000000
0.2000000000	-0.1142000000
0.2000000000	-0.1141000000
0.2000000000	-0.1141000000
0.2000000000	-0.1141000000
0.2000000000	-0.1141000000
0.2000000000	-0.1141000000
0.2000000000	-0.1141000000
0.2000000000	-0.1141000000
0.2000000000	-0.1141000000
0.2000000000	-0.1141000000
0.2000000000	-0.1141000000
0.2000000000	-0.1141000000
0.2000000000	-0.1141000000
0.2000000000	-0.1141000000
0.2000000000	-0.1141000000
0.2000000000	-0.1141000000
0.2000000000	-0.1141000000
0.2000000000	-0.1141000000
0.2000000000	-0.1141000000
0.2000000000	-0.1141000000
0.2000000000	-0.1141000000
0.2000000000	-0.1141000000
0.2000000000	-0.1141000000
0.2000000000	-0.1141000000
0.2000000000	-0.1141000000
0.2000000000	-0.1141000000
0.2000000000	-0.1141000000
0.2000000000	-0.1138000000
0.2000000000	-0.1135000000
0.2000000000	-0.1131000000
0.2000000000	-0.1128000000
0.3000000000	-0.1125000000
0.3000000000	-0.1122000000
0.3000000000	-0.1119000000
0.3000000000	-0.1117000000
0.3000000000	-0.1114000000
0.3000000000	-0.1112000000
0.4000000000	-0.1110000000
0.4000000000	-0.1108000000
0.4000000000	-0.1107000000
0.4000000000	-0.1107000000
0.4000000000	-0.1105000000
0.4000000000	-0.1103000000
0.4000000000	-0.1102000000
0.5000000000	-0.1101000000
0.5000000000	-0.1099000000
0.5000000000	-0.1098000000
0.5000000000	-0.1096000000
0.5000000000	-0.1095000000
0.5000000000	-0.1094000000
0.6000000000	-0.1093000000
0.6000000000	-0.1093000000
0.6000000000	-0.1092000000
0.6000000000	-0.1092000000
0.6000000000	-0.1092000000
0.6000000000	-0.1092000000
0.6000000000	-0.1092000000
0.6000000000	-0.1092000000
0.6000000000	-0.1092000000
0.6000000000	-0.1092000000
0.6000000000	-0.1092000000
0.6000000000	-0.1092000000
0.6000000000	-0.1092000000
0.6000000000	-0.1092000000
0.6000000000	-0.1092000000
0.6000000000	-0.1092000000
0.6000000000	-0.1092000000
0.6000000000	-0.1092000000
0.6000000000	-0.1092000000
0.6000000000	-0.1092000000
0.6000000000	-0.1092000000
0.6000000000	-0.1092000000
0.6000000000	-0.1092000000
0.6000000000	-0.1092000000
0.6000000000	-0.1092000000
0.6000000000	-0.1092000000
0.6000000000	-0.1091000000
0.6000000000	-0.1089000000
0.6000000000	-0.1086000000
0.7000000000	-0.1084000000
0.7000000000	-0.1082000000
0.7000000000	-0.1080000000
0.8000000000	-0.1077000000
0.8000000000	-0.1075000000
0.8000000000	-0.1072000000
0.8000000000	-0.1070000000
0.9000000000	-0.1067000000
0.9000000000	-0.1065000000
0.9000000000	-0.1062000000
0.9000000000	-0.1060000000
0.9000000000	-0.1057000000
0.9000000000	-0.1055000000
0.9000000000	-0.1053000000
0.9000000000	-0.1051000000
0.9000000000	-0.1049000000
0.9000000000	-0.1047000000
0.9000000000	-0.1046000000
0.9000000000	-0.1044000000
0.9000000000	-0.1043000000
0.9000000000	-0.1041000000
0.9000000000	-0.1040000000
0.9000000000	-0.1039000000
0.9000000000	-0.1035000000
0.9000000000	-0.1033000000
0.9000000000	-0.1031000000
0.9000000000	-0.1031000000
0.9000000000	-0.1031000000
0.9000000000	-0.1031000000
0.9000000000	-0.1031000000
0.9000000000	-0.1031000000
0.9000000000	-0.1031000000
0.9000000000	-0.1031000000
0.9000000000	-0.1031000000
0.9000000000	-0.1031000000
0.9000000000	-0.1031000000
0.9000000000	-0.1031000000
0.9000000000	-0.1031000000
0.9000000000	-0.1031000000
0.9000000000	-0.1031000000
0.9000000000	-0.1031000000
0.9000000000	-0.1031000000
0.9000000000	-0.1031000000
0.9000000000	-0.1031000000
0.9000000000	-0.1031000000
0.9000000000	-0.1031000000
0.9000000000	-0.1031000000
0.9000000000	-0.1031000000
0.9000000000	-0.1030000000
0.9000000000	-0.1027000000
0.9000000000	-0.1025000000
0.9000000000	-0.1023000000
0.9000000000	-0.1020000000
0.9000000000	-0.1017000000
0.9000000000	-0.1015000000
0.9000000000	-0.1012000000
0.9000000000	-0.1009000000
0.9000000000	-0.1007000000
0.9000000000	-0.1004000000
0.9000000000	-0.1000000000
0.9000000000	-0.0997000000
0.9000000000	-0.0996000000
0.9000000000	-0.0995000000
0.9000000000	-0.0993000000
0.9000000000	-0.0991000000
0.9000000000	-0.0990000000
0.9000000000	-0.0988000000
0.9000000000	-0.0988000000
0.9000000000	-0.0987000000
0.9000000000	-0.0986000000
0.9000000000	-0.0985000000
0.9000000000	-0.0983000000
0.9000000000	-0.0982000000
0.9000000000	-0.0980000000
0.9000000000	-0.0979000000
0.9000000000	-0.0977000000
0.9000000000	-0.0976000000
0.9000000000	-0.0975000000
0.9000000000	-0.0973000000
0.9000000000	-0.0970000000
0.9000000000	-0.0968000000
0.9000000000	-0.0967000000
0.9000000000	-0.0967000000
0.9000000000	-0.0967000000
0.9000000000	-0.0967000000
0.9000000000	-0.0967000000
0.9000000000	-0.0968000000
0.9000000000	-0.0968000000
0.9000000000	-0.0967000000
0.9000000000	-0.0967000000
0.9000000000	-0.0967000000
0.9000000000	-0.0967000000
0.9000000000	-0.0968000000
0.9000000000	-0.0968000000
0.9000000000	-0.0968000000
0.9000000000	-0.0968000000
0.9000000000	-0.0967000000
0.9000000000	-0.0967000000
0.9000000000	-0.0967000000
0.9000000000	-0.0967000000
0.9000000000	-0.0967000000
0.9000000000	-0.0965000000
0.9000000000	-0.0962000000
0.9000000000	-0.0959000000
0.9000000000	-0.0957000000
0.9000000000	-0.0955000000
0.9000000000	-0.0953000000
0.9000000000	-0.0951000000
0.9000000000	-0.0949000000
0.9000000000	-0.0947000000
0.9000000000	-0.0944000000
0.9000000000	-0.0941000000
0.9000000000	-0.0939000000
1.0000000000	-0.0938000000
1.0000000000	-0.0936000000
1.0000000000	-0.0934000000
1.0000000000	-0.0932000000
1.0000000000	-0.0931000000
1.0000000000	-0.0929000000
1.0000000000	-0.0928000000
1.0000000000	-0.0927000000
1.0000000000	-0.0925000000
0.9000000000	-0.0924000000
0.9000000000	-0.0924000000
0.9000000000	-0.0922000000
0.9000000000	-0.0920000000
0.9000000000	-0.0919000000
0.9000000000	-0.0918000000
0.9000000000	-0.0917000000
0.9000000000	-0.0917000000
0.9000000000	-0.0916000000
0.9000000000	-0.0916000000
0.9000000000	-0.0916000000
0.9000000000	-0.0916000000
0.9000000000	-0.0916000000
0.9000000000	-0.0917000000
0.9000000000	-0.0917000000
0.9000000000	-0.0917000000
0.9000000000	-0.0917000000
0.9000000000	-0.0917000000
0.9000000000	-0.0917000000
0.9000000000	-0.0917000000
0.9000000000	-0.0917000000
0.9000000000	-0.0917000000
0.9000000000	-0.0917000000
0.9000000000	-0.0917000000
0.9000000000	-0.0917000000
0.9000000000	-0.0916000000
0.9000000000	-0.0916000000
0.9000000000	-0.0916000000
0.9000000000	-0.0916000000
0.9000000000	-0.0916000000
0.9000000000	-0.0916000000
0.9000000000	-0.0916000000
0.9000000000	-0.0916000000
0.9000000000	-0.0913000000
0.9000000000	-0.0911000000
0.9000000000	-0.0909000000
0.9000000000	-0.0908000000
0.9000000000	-0.0906000000
0.9000000000	-0.0905000000
0.9000000000	-0.0902000000
0.9000000000	-0.0899000000
0.9000000000	-0.0896000000
0.9000000000	-0.0895000000
0.9000000000	-0.0893000000
0.9000000000	-0.0891000000
0.9000000000	-0.0889000000
0.9000000000	-0.0888000000
0.9000000000	-0.0887000000
0.9000000000	-0.0884000000
0.9000000000	-0.0882000000
0.9000000000	-0.0881000000
0.9000000000	-0.0879000000
0.9000000000	-0.0879000000
0.9000000000	-0.0879000000
0.9000000000	-0.0879000000
0.9000000000	-0.0879000000
0.9000000000	-0.0879000000
0.9000000000	-0.0879000000
0.9000000000	-0.0879000000
0.9000000000	-0.0879000000
0.9000000000	-0.0879000000
0.9000000000	-0.0879000000
0.9000000000	-0.0879000000
0.9000000000	-0.0879000000
0.9000000000	-0.0879000000
0.9000000000	-0.0879000000
0.9000000000	-0.0879000000
0.9000000000	-0.0879000000
0.9000000000	-0.0879000000
0.9000000000	-0.0879000000
0.9000000000	-0.0879000000
0.9000000000	-0.0879000000
0.9000000000	-0.0879000000
0.9000000000	-0.0879000000
0.9000000000	-0.0879000000
0.9000000000	-0.0879000000
0.9000000000	-0.0877000000
0.9000000000	-0.0875000000
0.9000000000	-0.0872000000
0.8000000000	-0.0870000000
0.8000000000	-0.0867000000
0.8000000000	-0.0864000000
0.8000000000	-0.0863000000
0.8000000000	-0.0862000000
0.8000000000	-0.0861000000
0.8000000000	-0.0859000000
0.8000000000	-0.0857000000
0.8000000000	-0.0856000000
0.8000000000	-0.0854000000
0.8000000000	-0.0852000000
0.8000000000	-0.0850000000
0.8000000000	-0.0848000000
0.8000000000	-0.0847000000
0.8000000000	-0.0845000000
0.8000000000	-0.0843000000
0.8000000000	-0.0842000000
0.8000000000	-0.0841000000
0.8000000000	-0.0840000000
0.8000000000	-0.0839000000
0.8000000000	-0.0838000000
0.8000000000	-0.0836000000
0.8000000000	-0.0836000000
0.8000000000	-0.0835000000
0.8000000000	-0.0835000000
0.8000000000	-0.0835000000
0.8000000000	-0.0835000000
0.8000000000	-0.0835000000
0.8000000000	-0.0835000000
0.8000000000	-0.0835000000
0.8000000000	-0.0835000000
0.8000000000	-0.0835000000
0.8000000000	-0.0835000000
0.8000000000	-0.0835000000
0.8000000000	-0.0835000000
0.8000000000	-0.0835000000
0.8000000000	-0.0835000000
0.8000000000	-0.0835000000
0.8000000000	-0.0835000000
0.8000000000	-0.0835000000
0.8000000000	-0.0835000000
0.8000000000	-0.0835000000
0.8000000000	-0.0835000000
0.8000000000	-0.0835000000
0.8000000000	-0.0835000000
0.8000000000	-0.0835000000
0.8000000000	-0.0835000000
0.8000000000	-0.0835000000
0.8000000000	-0.0835000000
0.8000000000	-0.0835000000
0.8000000000	-0.0835000000
0.8000000000	-0.0835000000
0.8000000000	-0.0833000000
0.8000000000	-0.0831000000
0.8000000000	-0.0828000000
