Light Intensity (% of scale max) Antonio_0.02_1.5_lampadina_2	Position (m) Antonio_0.02_1.5_lampadina_2
0.1000000000	-0.0441000000
0.1000000000	-0.0444000000
0.1000000000	-0.0447000000
0.1000000000	-0.0450000000
0.1000000000	-0.0453000000
0.1000000000	-0.0457000000
0.1000000000	-0.0459000000
0.1000000000	-0.0462000000
0.1000000000	-0.0466000000
0.1000000000	-0.0469000000
0.1000000000	-0.0471000000
0.1000000000	-0.0475000000
0.1000000000	-0.0480000000
0.1000000000	-0.0484000000
0.1000000000	-0.0485000000
0.1000000000	-0.0484000000
0.1000000000	-0.0484000000
0.1000000000	-0.0484000000
0.1000000000	-0.0484000000
0.1000000000	-0.0484000000
0.1000000000	-0.0484000000
0.1000000000	-0.0484000000
0.1000000000	-0.0484000000
0.1000000000	-0.0484000000
0.1000000000	-0.0484000000
0.1000000000	-0.0484000000
0.1000000000	-0.0484000000
0.1000000000	-0.0484000000
0.1000000000	-0.0485000000
0.1000000000	-0.0485000000
0.1000000000	-0.0486000000
0.1000000000	-0.0491000000
0.1000000000	-0.0498000000
0.1000000000	-0.0500000000
0.1000000000	-0.0503000000
0.1000000000	-0.0508000000
0.1000000000	-0.0513000000
0.1000000000	-0.0518000000
0.1000000000	-0.0522000000
0.1000000000	-0.0525000000
0.1000000000	-0.0527000000
0.1000000000	-0.0529000000
0.1000000000	-0.0534000000
0.1000000000	-0.0536000000
0.1000000000	-0.0537000000
0.1000000000	-0.0539000000
0.1000000000	-0.0543000000
0.1000000000	-0.0546000000
0.1000000000	-0.0548000000
0.1000000000	-0.0551000000
0.1000000000	-0.0554000000
0.1000000000	-0.0557000000
0.1000000000	-0.0560000000
0.1000000000	-0.0562000000
0.1000000000	-0.0565000000
0.1000000000	-0.0566000000
0.1000000000	-0.0566000000
0.1000000000	-0.0565000000
0.1000000000	-0.0565000000
0.1000000000	-0.0565000000
0.1000000000	-0.0565000000
0.1000000000	-0.0565000000
0.1000000000	-0.0565000000
0.1000000000	-0.0565000000
0.1000000000	-0.0565000000
0.1000000000	-0.0565000000
0.1000000000	-0.0565000000
0.1000000000	-0.0565000000
0.1000000000	-0.0565000000
0.1000000000	-0.0566000000
0.1000000000	-0.0566000000
0.1000000000	-0.0566000000
0.1000000000	-0.0566000000
0.1000000000	-0.0566000000
0.1000000000	-0.0569000000
0.0000000000	-0.0579000000
0.0000000000	-0.0585000000
0.0000000000	-0.0585000000
0.0000000000	-0.0588000000
0.0000000000	-0.0594000000
0.0000000000	-0.0597000000
0.0000000000	-0.0599000000
0.0000000000	-0.0602000000
0.0000000000	-0.0606000000
0.0000000000	-0.0609000000
0.0000000000	-0.0612000000
0.0000000000	-0.0614000000
0.0000000000	-0.0615000000
0.0000000000	-0.0615000000
0.0000000000	-0.0617000000
0.0000000000	-0.0620000000
0.0000000000	-0.0621000000
0.0000000000	-0.0622000000
0.0000000000	-0.0623000000
0.0000000000	-0.0623000000
0.0000000000	-0.0623000000
0.0000000000	-0.0624000000
0.0000000000	-0.0625000000
0.0000000000	-0.0628000000
0.0000000000	-0.0629000000
0.0000000000	-0.0630000000
0.0000000000	-0.0632000000
0.0000000000	-0.0633000000
0.0000000000	-0.0633000000
0.0000000000	-0.0633000000
0.0000000000	-0.0632000000
0.0000000000	-0.0630000000
0.0000000000	-0.0629000000
0.0000000000	-0.0630000000
0.0000000000	-0.0630000000
0.0000000000	-0.0630000000
0.0000000000	-0.0630000000
0.0000000000	-0.0629000000
0.0000000000	-0.0629000000
0.0000000000	-0.0629000000
0.0000000000	-0.0629000000
0.0000000000	-0.0629000000
0.0000000000	-0.0629000000
0.0000000000	-0.0630000000
0.0000000000	-0.0630000000
0.0000000000	-0.0630000000
0.0000000000	-0.0631000000
0.0000000000	-0.0632000000
0.0000000000	-0.0633000000
0.0000000000	-0.0637000000
0.1000000000	-0.0643000000
0.1000000000	-0.0645000000
0.1000000000	-0.0646000000
0.1000000000	-0.0649000000
0.1000000000	-0.0653000000
0.1000000000	-0.0655000000
0.1000000000	-0.0658000000
0.1000000000	-0.0659000000
0.1000000000	-0.0661000000
0.1000000000	-0.0662000000
0.1000000000	-0.0663000000
0.1000000000	-0.0663000000
0.1000000000	-0.0665000000
0.1000000000	-0.0667000000
0.1000000000	-0.0668000000
0.1000000000	-0.0669000000
0.1000000000	-0.0672000000
0.1000000000	-0.0675000000
0.1000000000	-0.0675000000
0.1000000000	-0.0676000000
0.1000000000	-0.0676000000
0.1000000000	-0.0676000000
0.1000000000	-0.0676000000
0.1000000000	-0.0678000000
0.1000000000	-0.0679000000
0.1000000000	-0.0679000000
0.1000000000	-0.0680000000
0.1000000000	-0.0682000000
0.1000000000	-0.0685000000
0.1000000000	-0.0688000000
0.1000000000	-0.0688000000
0.1000000000	-0.0688000000
0.1000000000	-0.0688000000
0.1000000000	-0.0687000000
0.1000000000	-0.0687000000
0.1000000000	-0.0687000000
0.1000000000	-0.0687000000
0.1000000000	-0.0687000000
0.1000000000	-0.0687000000
0.1000000000	-0.0687000000
0.1000000000	-0.0687000000
0.1000000000	-0.0687000000
0.1000000000	-0.0687000000
0.1000000000	-0.0687000000
0.1000000000	-0.0687000000
0.1000000000	-0.0687000000
0.1000000000	-0.0688000000
0.1000000000	-0.0688000000
0.1000000000	-0.0691000000
0.1000000000	-0.0696000000
0.1000000000	-0.0698000000
0.1000000000	-0.0698000000
0.1000000000	-0.0698000000
0.1000000000	-0.0698000000
0.1000000000	-0.0701000000
0.2000000000	-0.0706000000
0.2000000000	-0.0708000000
0.2000000000	-0.0708000000
0.2000000000	-0.0709000000
0.2000000000	-0.0712000000
0.2000000000	-0.0712000000
0.2000000000	-0.0712000000
0.2000000000	-0.0713000000
0.2000000000	-0.0714000000
0.2000000000	-0.0715000000
0.2000000000	-0.0715000000
0.2000000000	-0.0715000000
0.2000000000	-0.0716000000
0.2000000000	-0.0717000000
0.2000000000	-0.0717000000
0.2000000000	-0.0717000000
0.3000000000	-0.0719000000
0.3000000000	-0.0722000000
0.3000000000	-0.0724000000
0.3000000000	-0.0725000000
0.3000000000	-0.0727000000
0.3000000000	-0.0730000000
0.4000000000	-0.0732000000
0.4000000000	-0.0735000000
0.4000000000	-0.0736000000
0.4000000000	-0.0738000000
0.4000000000	-0.0739000000
0.4000000000	-0.0740000000
0.4000000000	-0.0740000000
0.4000000000	-0.0741000000
0.5000000000	-0.0744000000
0.5000000000	-0.0747000000
0.5000000000	-0.0752000000
0.5000000000	-0.0756000000
0.5000000000	-0.0756000000
0.5000000000	-0.0756000000
0.5000000000	-0.0756000000
0.5000000000	-0.0756000000
0.5000000000	-0.0754000000
0.5000000000	-0.0754000000
0.5000000000	-0.0754000000
0.5000000000	-0.0754000000
0.5000000000	-0.0754000000
0.5000000000	-0.0754000000
0.5000000000	-0.0754000000
0.5000000000	-0.0754000000
0.5000000000	-0.0754000000
0.5000000000	-0.0754000000
0.5000000000	-0.0754000000
0.5000000000	-0.0754000000
0.5000000000	-0.0754000000
0.5000000000	-0.0755000000
0.5000000000	-0.0756000000
0.5000000000	-0.0756000000
0.5000000000	-0.0758000000
0.5000000000	-0.0764000000
0.5000000000	-0.0766000000
0.5000000000	-0.0766000000
0.5000000000	-0.0766000000
0.5000000000	-0.0766000000
0.5000000000	-0.0766000000
0.5000000000	-0.0767000000
0.5000000000	-0.0767000000
0.5000000000	-0.0768000000
0.5000000000	-0.0773000000
0.6000000000	-0.0780000000
0.6000000000	-0.0780000000
0.6000000000	-0.0780000000
0.6000000000	-0.0781000000
0.6000000000	-0.0783000000
0.6000000000	-0.0787000000
0.6000000000	-0.0789000000
0.6000000000	-0.0789000000
0.6000000000	-0.0792000000
0.6000000000	-0.0794000000
0.6000000000	-0.0794000000
0.6000000000	-0.0794000000
0.6000000000	-0.0797000000
0.6000000000	-0.0798000000
0.6000000000	-0.0798000000
0.6000000000	-0.0799000000
0.6000000000	-0.0799000000
0.6000000000	-0.0799000000
0.6000000000	-0.0800000000
0.6000000000	-0.0802000000
0.6000000000	-0.0804000000
0.6000000000	-0.0804000000
0.6000000000	-0.0804000000
0.6000000000	-0.0806000000
0.6000000000	-0.0810000000
0.6000000000	-0.0812000000
0.6000000000	-0.0813000000
0.6000000000	-0.0813000000
0.6000000000	-0.0813000000
0.6000000000	-0.0813000000
0.6000000000	-0.0814000000
0.6000000000	-0.0814000000
0.6000000000	-0.0815000000
0.7000000000	-0.0820000000
0.7000000000	-0.0822000000
0.7000000000	-0.0822000000
0.7000000000	-0.0822000000
0.7000000000	-0.0822000000
0.7000000000	-0.0822000000
0.7000000000	-0.0822000000
0.7000000000	-0.0822000000
0.7000000000	-0.0822000000
0.7000000000	-0.0822000000
0.7000000000	-0.0822000000
0.7000000000	-0.0822000000
0.7000000000	-0.0822000000
0.7000000000	-0.0822000000
0.7000000000	-0.0822000000
0.7000000000	-0.0822000000
0.7000000000	-0.0822000000
0.7000000000	-0.0822000000
0.7000000000	-0.0823000000
0.7000000000	-0.0826000000
0.7000000000	-0.0830000000
0.7000000000	-0.0831000000
0.7000000000	-0.0831000000
0.7000000000	-0.0832000000
0.7000000000	-0.0835000000
0.8000000000	-0.0840000000
0.8000000000	-0.0845000000
0.8000000000	-0.0848000000
0.8000000000	-0.0848000000
0.8000000000	-0.0849000000
0.8000000000	-0.0852000000
0.9000000000	-0.0854000000
0.9000000000	-0.0855000000
0.9000000000	-0.0855000000
0.9000000000	-0.0856000000
0.9000000000	-0.0858000000
0.9000000000	-0.0861000000
0.9000000000	-0.0863000000
0.9000000000	-0.0865000000
0.9000000000	-0.0868000000
1.0000000000	-0.0870000000
1.0000000000	-0.0871000000
1.0000000000	-0.0871000000
1.0000000000	-0.0873000000
1.0000000000	-0.0874000000
1.0000000000	-0.0875000000
1.0000000000	-0.0876000000
1.0000000000	-0.0879000000
1.0000000000	-0.0881000000
1.0000000000	-0.0881000000
1.0000000000	-0.0882000000
1.0000000000	-0.0883000000
1.0000000000	-0.0883000000
1.0000000000	-0.0883000000
1.0000000000	-0.0884000000
1.0000000000	-0.0884000000
1.0000000000	-0.0884000000
1.0000000000	-0.0884000000
1.0000000000	-0.0884000000
1.0000000000	-0.0884000000
1.0000000000	-0.0884000000
1.0000000000	-0.0884000000
1.0000000000	-0.0884000000
1.0000000000	-0.0884000000
1.0000000000	-0.0884000000
1.0000000000	-0.0884000000
1.0000000000	-0.0884000000
1.0000000000	-0.0884000000
1.0000000000	-0.0884000000
1.0000000000	-0.0884000000
1.0000000000	-0.0884000000
1.0000000000	-0.0884000000
1.0000000000	-0.0884000000
1.0000000000	-0.0884000000
1.0000000000	-0.0884000000
1.0000000000	-0.0885000000
1.0000000000	-0.0885000000
1.0000000000	-0.0885000000
1.0000000000	-0.0885000000
1.0000000000	-0.0891000000
1.1000000000	-0.0898000000
1.1000000000	-0.0900000000
1.1000000000	-0.0900000000
1.1000000000	-0.0900000000
1.1000000000	-0.0901000000
1.1000000000	-0.0902000000
1.1000000000	-0.0903000000
1.1000000000	-0.0906000000
1.1000000000	-0.0909000000
1.1000000000	-0.0912000000
1.1000000000	-0.0913000000
1.1000000000	-0.0914000000
1.1000000000	-0.0916000000
1.1000000000	-0.0920000000
1.1000000000	-0.0924000000
1.1000000000	-0.0927000000
1.1000000000	-0.0928000000
1.1000000000	-0.0930000000
1.1000000000	-0.0931000000
1.1000000000	-0.0931000000
1.1000000000	-0.0932000000
1.1000000000	-0.0934000000
1.1000000000	-0.0935000000
1.1000000000	-0.0935000000
1.1000000000	-0.0936000000
1.1000000000	-0.0938000000
1.1000000000	-0.0939000000
1.1000000000	-0.0939000000
1.1000000000	-0.0940000000
1.1000000000	-0.0940000000
1.1000000000	-0.0940000000
1.1000000000	-0.0939000000
1.1000000000	-0.0938000000
1.1000000000	-0.0938000000
1.1000000000	-0.0938000000
1.1000000000	-0.0938000000
1.1000000000	-0.0938000000
1.1000000000	-0.0938000000
1.1000000000	-0.0938000000
1.1000000000	-0.0938000000
1.1000000000	-0.0938000000
1.1000000000	-0.0938000000
1.1000000000	-0.0938000000
1.1000000000	-0.0938000000
1.1000000000	-0.0938000000
1.1000000000	-0.0939000000
1.1000000000	-0.0939000000
1.1000000000	-0.0939000000
1.1000000000	-0.0941000000
1.1000000000	-0.0947000000
1.1000000000	-0.0948000000
1.1000000000	-0.0948000000
1.1000000000	-0.0949000000
1.1000000000	-0.0949000000
1.1000000000	-0.0950000000
1.1000000000	-0.0950000000
1.1000000000	-0.0951000000
1.1000000000	-0.0954000000
1.0000000000	-0.0959000000
1.0000000000	-0.0961000000
1.0000000000	-0.0961000000
1.0000000000	-0.0961000000
1.0000000000	-0.0963000000
1.0000000000	-0.0970000000
1.0000000000	-0.0973000000
1.0000000000	-0.0974000000
1.0000000000	-0.0975000000
1.0000000000	-0.0976000000
1.0000000000	-0.0976000000
1.0000000000	-0.0977000000
0.9000000000	-0.0981000000
0.9000000000	-0.0987000000
0.9000000000	-0.0991000000
0.9000000000	-0.0992000000
0.9000000000	-0.0994000000
0.9000000000	-0.0995000000
0.9000000000	-0.0999000000
0.9000000000	-0.1000000000
0.8000000000	-0.1001000000
0.8000000000	-0.1001000000
0.8000000000	-0.1003000000
0.8000000000	-0.1006000000
0.8000000000	-0.1010000000
0.8000000000	-0.1011000000
0.8000000000	-0.1011000000
0.8000000000	-0.1013000000
0.8000000000	-0.1015000000
0.8000000000	-0.1015000000
0.8000000000	-0.1015000000
0.8000000000	-0.1012000000
0.8000000000	-0.1012000000
0.8000000000	-0.1012000000
0.8000000000	-0.1012000000
0.8000000000	-0.1012000000
0.8000000000	-0.1012000000
0.8000000000	-0.1012000000
0.8000000000	-0.1012000000
0.8000000000	-0.1012000000
0.8000000000	-0.1012000000
0.8000000000	-0.1012000000
0.8000000000	-0.1013000000
0.8000000000	-0.1014000000
0.8000000000	-0.1014000000
0.8000000000	-0.1015000000
0.8000000000	-0.1021000000
0.8000000000	-0.1026000000
0.8000000000	-0.1027000000
0.8000000000	-0.1028000000
0.8000000000	-0.1031000000
0.8000000000	-0.1034000000
0.8000000000	-0.1035000000
0.8000000000	-0.1039000000
0.8000000000	-0.1044000000
0.8000000000	-0.1050000000
0.8000000000	-0.1052000000
0.8000000000	-0.1055000000
0.8000000000	-0.1057000000
0.8000000000	-0.1059000000
0.8000000000	-0.1062000000
0.8000000000	-0.1063000000
0.8000000000	-0.1064000000
0.8000000000	-0.1067000000
0.8000000000	-0.1068000000
0.8000000000	-0.1070000000
0.8000000000	-0.1073000000
0.8000000000	-0.1079000000
0.7000000000	-0.1083000000
0.7000000000	-0.1083000000
0.7000000000	-0.1083000000
0.7000000000	-0.1083000000
0.7000000000	-0.1083000000
0.7000000000	-0.1082000000
0.7000000000	-0.1081000000
0.7000000000	-0.1081000000
0.7000000000	-0.1081000000
0.7000000000	-0.1081000000
0.7000000000	-0.1081000000
0.7000000000	-0.1081000000
0.7000000000	-0.1081000000
0.7000000000	-0.1081000000
0.7000000000	-0.1081000000
0.7000000000	-0.1081000000
0.7000000000	-0.1082000000
0.7000000000	-0.1082000000
0.7000000000	-0.1083000000
0.7000000000	-0.1085000000
0.7000000000	-0.1092000000
0.6000000000	-0.1096000000
0.6000000000	-0.1097000000
0.6000000000	-0.1101000000
0.5000000000	-0.1106000000
0.5000000000	-0.1107000000
0.5000000000	-0.1109000000
0.4000000000	-0.1112000000
0.4000000000	-0.1114000000
0.4000000000	-0.1115000000
0.4000000000	-0.1116000000
0.3000000000	-0.1119000000
0.3000000000	-0.1122000000
0.3000000000	-0.1123000000
0.3000000000	-0.1124000000
0.3000000000	-0.1126000000
0.3000000000	-0.1130000000
0.2000000000	-0.1132000000
0.2000000000	-0.1132000000
0.2000000000	-0.1134000000
0.2000000000	-0.1138000000
0.2000000000	-0.1141000000
0.2000000000	-0.1142000000
0.2000000000	-0.1142000000
0.2000000000	-0.1142000000
0.2000000000	-0.1142000000
0.2000000000	-0.1142000000
0.2000000000	-0.1142000000
0.2000000000	-0.1142000000
0.2000000000	-0.1142000000
0.2000000000	-0.1142000000
0.2000000000	-0.1142000000
0.2000000000	-0.1142000000
0.2000000000	-0.1142000000
0.2000000000	-0.1142000000
0.2000000000	-0.1142000000
0.2000000000	-0.1142000000
0.2000000000	-0.1143000000
0.2000000000	-0.1148000000
0.2000000000	-0.1155000000
0.2000000000	-0.1158000000
0.1000000000	-0.1159000000
0.1000000000	-0.1165000000
0.1000000000	-0.1174000000
0.1000000000	-0.1178000000
0.1000000000	-0.1178000000
0.1000000000	-0.1179000000
0.1000000000	-0.1180000000
0.1000000000	-0.1182000000
0.1000000000	-0.1184000000
0.1000000000	-0.1188000000
0.1000000000	-0.1190000000
0.1000000000	-0.1191000000
0.1000000000	-0.1193000000
0.1000000000	-0.1196000000
0.1000000000	-0.1201000000
0.1000000000	-0.1206000000
0.1000000000	-0.1206000000
0.1000000000	-0.1206000000
0.1000000000	-0.1206000000
0.1000000000	-0.1206000000
0.1000000000	-0.1204000000
0.1000000000	-0.1205000000
0.1000000000	-0.1205000000
0.1000000000	-0.1205000000
0.1000000000	-0.1205000000
0.1000000000	-0.1205000000
0.1000000000	-0.1204000000
0.1000000000	-0.1204000000
0.1000000000	-0.1204000000
0.1000000000	-0.1205000000
0.1000000000	-0.1205000000
0.1000000000	-0.1205000000
0.1000000000	-0.1207000000
0.1000000000	-0.1213000000
0.0000000000	-0.1219000000
0.0000000000	-0.1224000000
0.0000000000	-0.1226000000
0.0000000000	-0.1227000000
0.0000000000	-0.1229000000
0.0000000000	-0.1233000000
0.0000000000	-0.1235000000
0.0000000000	-0.1237000000
0.0000000000	-0.1239000000
0.0000000000	-0.1243000000
0.0000000000	-0.1245000000
0.0000000000	-0.1247000000
0.0000000000	-0.1250000000
0.0000000000	-0.1252000000
0.0000000000	-0.1253000000
0.0000000000	-0.1254000000
0.0000000000	-0.1256000000
0.0000000000	-0.1258000000
0.0000000000	-0.1260000000
0.0000000000	-0.1262000000
0.0000000000	-0.1265000000
0.0000000000	-0.1266000000
0.0000000000	-0.1265000000
0.0000000000	-0.1265000000
0.0000000000	-0.1265000000
0.0000000000	-0.1265000000
0.0000000000	-0.1265000000
0.0000000000	-0.1265000000
0.0000000000	-0.1265000000
0.0000000000	-0.1265000000
0.0000000000	-0.1265000000
0.0000000000	-0.1265000000
0.0000000000	-0.1265000000
0.0000000000	-0.1265000000
0.0000000000	-0.1266000000
0.0000000000	-0.1266000000
0.0000000000	-0.1266000000
0.0000000000	-0.1269000000
0.0000000000	-0.1277000000
0.0000000000	-0.1280000000
0.0000000000	-0.1281000000
0.1000000000	-0.1282000000
0.1000000000	-0.1286000000
0.1000000000	-0.1287000000
0.1000000000	-0.1288000000
0.1000000000	-0.1290000000
0.1000000000	-0.1294000000
0.1000000000	-0.1296000000
0.1000000000	-0.1299000000
0.1000000000	-0.1303000000
0.1000000000	-0.1308000000
0.1000000000	-0.1311000000
0.1000000000	-0.1313000000
0.1000000000	-0.1314000000
0.1000000000	-0.1314000000
0.1000000000	-0.1315000000
0.1000000000	-0.1316000000
0.1000000000	-0.1316000000
0.1000000000	-0.1316000000
0.1000000000	-0.1315000000
0.1000000000	-0.1314000000
0.1000000000	-0.1314000000
0.1000000000	-0.1314000000
0.1000000000	-0.1314000000
0.1000000000	-0.1314000000
0.1000000000	-0.1314000000
0.1000000000	-0.1314000000
0.1000000000	-0.1314000000
0.1000000000	-0.1314000000
0.1000000000	-0.1315000000
0.1000000000	-0.1316000000
0.1000000000	-0.1318000000
0.1000000000	-0.1323000000
0.1000000000	-0.1328000000
0.1000000000	-0.1333000000
0.1000000000	-0.1338000000
0.1000000000	-0.1342000000
0.1000000000	-0.1347000000
0.1000000000	-0.1350000000
0.1000000000	-0.1350000000
0.1000000000	-0.1351000000
0.1000000000	-0.1355000000
0.1000000000	-0.1356000000
0.1000000000	-0.1357000000
0.1000000000	-0.1358000000
0.1000000000	-0.1360000000
0.1000000000	-0.1362000000
0.1000000000	-0.1364000000
0.1000000000	-0.1366000000
0.1000000000	-0.1370000000
0.1000000000	-0.1373000000
0.1000000000	-0.1373000000
0.1000000000	-0.1372000000
0.1000000000	-0.1371000000
0.1000000000	-0.1371000000
0.1000000000	-0.1371000000
0.1000000000	-0.1371000000
0.1000000000	-0.1371000000
0.1000000000	-0.1371000000
0.1000000000	-0.1371000000
0.1000000000	-0.1371000000
0.1000000000	-0.1371000000
0.1000000000	-0.1372000000
0.1000000000	-0.1372000000
0.1000000000	-0.1373000000
0.1000000000	-0.1379000000
0.1000000000	-0.1386000000
0.1000000000	-0.1388000000
0.1000000000	-0.1388000000
0.1000000000	-0.1390000000
0.1000000000	-0.1393000000
0.1000000000	-0.1397000000
0.1000000000	-0.1399000000
0.1000000000	-0.1400000000
0.1000000000	-0.1403000000
0.1000000000	-0.1406000000
0.1000000000	-0.1410000000
0.1000000000	-0.1413000000
0.1000000000	-0.1417000000
0.1000000000	-0.1423000000
0.1000000000	-0.1427000000
0.1000000000	-0.1432000000
0.1000000000	-0.1433000000
0.1000000000	-0.1432000000
0.1000000000	-0.1432000000
0.1000000000	-0.1429000000
0.1000000000	-0.1430000000
0.1000000000	-0.1430000000
