Relative Intensity Antonio_0.02_1.5_lampadina_2	Position (m) Antonio_0.02_1.5_lampadina_2
0.0539703	-0.17565112
0.0537415	-0.17590755
0.0530548	-0.17608507
0.0516357	-0.17622315
0.0517883	-0.17620342
0.0519562	-0.1761048
0.0519562	-0.17608507
0.0511932	-0.17604562
0.0517578	-0.17569057
0.0557861	-0.17490157
0.055191	-0.17423092
0.0532684	-0.17356027
0.0573425	-0.17283045
0.0601959	-0.17210062
0.057724	-0.17150887
0.0556335	-0.1711341
0.0557098	-0.17068042
0.0554657	-0.17062125
0.0552826	-0.17062125
0.0552826	-0.17070015
0.0555725	-0.1707396
0.0561218	-0.1707396
0.0561218	-0.1707396
0.0559845	-0.1707396
0.0554352	-0.1707396
0.0555725	-0.1707396
0.055954	-0.1707396
0.056015	-0.1708185
0.0560303	-0.1708185
0.0557861	-0.1708185
0.0559082	-0.1708185
0.0564117	-0.17079877
0.0562439	-0.17079877
0.0557404	-0.17071987
0.0562592	-0.17068042
0.0561981	-0.17062125
0.0583496	-0.1702662
0.0612793	-0.16975335
0.0617523	-0.16949692
0.0605621	-0.1690827
0.0570526	-0.16851067
0.0569153	-0.1684515
0.0570679	-0.1683726
0.0566254	-0.16833315
0.0566559	-0.16833315
0.0567017	-0.16835287
0.0556946	-0.16841205
0.0562592	-0.16841205
0.0560608	-0.16841205
0.0559692	-0.16841205
0.0561829	-0.1684515
0.0559998	-0.16864875
0.0567474	-0.16882627
0.0581818	-0.16902352
0.0595856	-0.1692405
0.0596008	-0.1692405
0.0597839	-0.16918132
0.0602417	-0.16906297
0.060379	-0.16896435
0.0581818	-0.16862903
0.0548553	-0.16799783
0.057251	-0.1670313
0.0574951	-0.16612395
0.0526428	-0.1653744
0.0516357	-0.16464458
0.0534668	-0.1638753
0.0508728	-0.16304685
0.0458069	-0.1622184
0.0446625	-0.16129133
0.0447693	-0.1607193
0.0441132	-0.16046287
0.0440674	-0.16042343
0.0444183	-0.16042343
0.0441895	-0.16052205
0.0440369	-0.16052205
0.0441895	-0.16054177
0.0441589	-0.16054177
0.0439606	-0.16054177
0.0435638	-0.16054177
0.0440063	-0.16054177
0.0443726	-0.16054177
0.0440674	-0.16054177
0.0442505	-0.16054177
0.0441437	-0.16054177
0.0435791	-0.16054177
0.0437927	-0.16054177
0.0441895	-0.16054177
0.0441284	-0.16054177
0.0441132	-0.16054177
0.0438385	-0.16054177
0.0443726	-0.16054177
0.0444031	-0.16054177
0.0443726	-0.16054177
0.0441132	-0.16054177
0.044281	-0.16052205
0.0444489	-0.16052205
0.0444031	-0.16042343
0.04422	-0.16030508
0.0444183	-0.16028535
0.0435486	-0.15987113
0.0420685	-0.15943718
0.0413055	-0.15912158
0.0407562	-0.15886515
0.039978	-0.1584312
0.0395355	-0.15781973
0.039032	-0.15726743
0.0386505	-0.157011
0.0384827	-0.15699128
0.0384979	-0.15699128
0.0386658	-0.15699128
0.0385437	-0.15697155
0.038559	-0.15695183
0.0378418	-0.1564587
0.0379486	-0.1558275
0.0381622	-0.1552752
0.0388031	-0.15474263
0.039093	-0.15422978
0.0393982	-0.15395362
0.0401459	-0.15371692
0.0397186	-0.15363803
0.0399323	-0.1536183
0.039856	-0.1536183
0.039566	-0.15365775
0.0398712	-0.15383528
0.039917	-0.153855
0.0399323	-0.153855
0.0404663	-0.153855
0.0400848	-0.153855
0.0400391	-0.153855
0.0398407	-0.153855
0.0401459	-0.153855
0.0402985	-0.15383528
0.0400391	-0.15383528
0.0402985	-0.15383528
0.0406647	-0.15365775
0.0404816	-0.15359858
0.0409393	-0.15334215
0.0407562	-0.15286875
0.0417023	-0.1523559
0.0428162	-0.15182332
0.0447083	-0.15129075
0.0475311	-0.1507779
0.052002	-0.15024532
0.0545807	-0.14977192
0.0552673	-0.14939715
0.054718	-0.14906182
0.0545502	-0.1487265
0.0542908	-0.14837145
0.0550232	-0.1480164
0.0557556	-0.14779942
0.0563202	-0.1477797
0.0557556	-0.1477797
0.0556335	-0.14783887
0.0567474	-0.14795722
0.057373	-0.14795722
0.0575867	-0.14795722
0.0575256	-0.14795722
0.0578613	-0.14795722
0.0577545	-0.14795722
0.0576172	-0.14795722
0.0577087	-0.14795722
0.0577698	-0.14795722
0.0576477	-0.14795722
0.0575409	-0.14795722
0.057373	-0.14795722
0.057785	-0.14787832
0.0586548	-0.1477797
0.0597229	-0.14760217
0.0634613	-0.14724712
0.0684967	-0.14693152
0.0739594	-0.14647785
0.0772705	-0.14598472
0.0756378	-0.1453338
0.0724487	-0.1448604
0.0710144	-0.14448562
0.0715027	-0.14428837
0.072525	-0.1440714
0.0741882	-0.1437558
0.0785522	-0.14340075
0.0836639	-0.14302597
0.092514	-0.14263147
0.0963745	-0.14237505
0.0983887	-0.14219752
0.0990906	-0.14211862
0.0986633	-0.14211862
0.0989227	-0.14213835
0.1012573	-0.14221725
0.1017609	-0.14223697
0.1016235	-0.14223697
0.1023407	-0.14223697
0.102066	-0.14223697
0.1019745	-0.14223697
0.1016846	-0.14223697
0.102478	-0.14221725
0.102066	-0.14219752
0.102005	-0.14219752
0.1022491	-0.14219752
0.1031494	-0.14205945
0.1043549	-0.14184247
0.104538	-0.14168467
0.1017609	-0.14132962
0.098053	-0.1410732
0.0928955	-0.14073787
0.0888519	-0.14042227
0.0871887	-0.14026447
0.0860291	-0.14010667
0.085083	-0.13992915
0.0845642	-0.1397319
0.0838013	-0.1394163
0.0856018	-0.13919932
0.0866852	-0.13904152
0.0904236	-0.1387851
0.093811	-0.13856812
0.0950775	-0.13844977
0.0966492	-0.13841032
0.0979614	-0.13833142
0.100296	-0.13821307
0.1026001	-0.13809472
0.1056061	-0.13789747
0.1089783	-0.13770022
0.1113892	-0.13748325
0.1124115	-0.13734517
0.1126862	-0.13732545
0.1125183	-0.13732545
0.112915	-0.13732545
0.1125793	-0.1373649
0.1125641	-0.1373649
0.1122894	-0.1373649
0.111618	-0.1373649
0.1126556	-0.1373649
0.11203	-0.1373649
0.1121063	-0.1373649
0.1117859	-0.1373649
0.111969	-0.1373649
0.1122742	-0.1373649
0.1116791	-0.1373649
0.1116791	-0.1373649
0.1117706	-0.1373649
0.111145	-0.13734517
0.1119385	-0.13732545
0.1116638	-0.13732545
0.1113281	-0.13732545
0.1120911	-0.1370493
0.1103363	-0.13679287
0.1077118	-0.1365759
0.1065521	-0.13639837
0.1044617	-0.13622085
0.1030273	-0.13606305
0.1017761	-0.13590525
0.098465	-0.13568827
0.0914459	-0.13541212
0.0834045	-0.13501762
0.0794983	-0.13472175
0.0792236	-0.13458367
0.0782166	-0.13440615
0.0779724	-0.13424835
0.0780029	-0.13416945
0.0783691	-0.13409055
0.0781708	-0.13391302
0.0788422	-0.1337355
0.080368	-0.1334988
0.0810242	-0.13336072
0.0825043	-0.13316347
0.0842438	-0.13298595
0.0851898	-0.13282815
0.0860291	-0.13267035
0.0863342	-0.1326309
0.0863495	-0.1326309
0.0865021	-0.13265062
0.0866547	-0.1327098
0.0870972	-0.1327098
0.0867462	-0.1327098
0.0863037	-0.1327098
0.0865936	-0.1327098
0.0862274	-0.1327098
0.0864105	-0.1327098
0.0862885	-0.1327098
0.085968	-0.1327098
0.0863647	-0.13267035
0.0858307	-0.13265062
0.0859375	-0.13265062
0.0855408	-0.13265062
0.0856628	-0.13265062
0.0859833	-0.1326309
0.0868378	-0.13243365
0.0868683	-0.13217722
0.085907	-0.13188135
0.0840759	-0.13170382
0.0837708	-0.1315263
0.0806427	-0.13125015
0.0767975	-0.13099372
0.0732727	-0.13077675
0.0701294	-0.13054005
0.0672913	-0.13038225
0.0648651	-0.13022445
0.0631409	-0.1301061
0.0614014	-0.1299483
0.059845	-0.12981022
0.0581055	-0.12961297
0.0567932	-0.12945517
0.0551758	-0.1293171
0.0537415	-0.1290804
0.052002	-0.12888315
0.0514984	-0.12880425
0.0510101	-0.1287648
0.0502472	-0.12870562
0.050354	-0.12866617
0.050354	-0.12866617
0.0502625	-0.12874507
0.0500183	-0.12874507
0.0505219	-0.12874507
0.0502014	-0.12874507
0.0500793	-0.12874507
0.0500031	-0.12874507
0.0505676	-0.12874507
0.050415	-0.12874507
0.0503845	-0.12870562
0.050415	-0.1286859
0.0504913	-0.12866617
0.0504761	-0.12866617
0.0503693	-0.12866617
0.0502777	-0.12866617
0.0503235	-0.12866617
0.0501556	-0.12866617
0.0488586	-0.1282914
0.0477905	-0.12803497
0.0467529	-0.12771937
0.0462341	-0.12740377
0.0449219	-0.127029
0.0443878	-0.12683175
0.043808	-0.12665422
0.0435486	-0.12643725
0.0426025	-0.12624
0.0415039	-0.1260033
0.0406647	-0.12570742
0.0388794	-0.12549045
0.0386047	-0.12533265
0.0383911	-0.12511567
0.0379486	-0.12487897
0.0375214	-0.12470145
0.0374146	-0.12452392
0.037735	-0.12428722
0.0378418	-0.12414915
0.0377808	-0.12397162
0.037735	-0.12391245
0.0379944	-0.12381382
0.0379791	-0.1237941
0.0380554	-0.12375465
0.0378113	-0.1237152
0.0379791	-0.12369547
0.038269	-0.12369547
0.0377045	-0.1237152
0.0378571	-0.12377437
0.0380402	-0.12377437
0.0381012	-0.12377437
0.0378723	-0.12377437
0.0378723	-0.12377437
0.037735	-0.12377437
0.0375671	-0.12377437
0.038147	-0.12377437
0.0375519	-0.12377437
0.0376892	-0.12377437
0.0376434	-0.12377437
0.0373535	-0.12373492
0.0371857	-0.1237152
0.0377502	-0.1237152
0.0375519	-0.1237152
0.0379028	-0.1237152
0.0379028	-0.12345877
0.0390015	-0.12302482
0.0407257	-0.12263032
0.0419769	-0.12235417
0.0428162	-0.12207802
0.0446167	-0.1218216
0.046814	-0.121506
0.0491638	-0.12124957
0.0518341	-0.12101287
0.0535431	-0.1208748
0.0550079	-0.12075645
0.056839	-0.1206381
0.0585785	-0.12051975
0.0608978	-0.12038167
0.0635986	-0.12020415
0.0662842	-0.1200858
0.068634	-0.11998717
0.0713348	-0.11990827
0.0722198	-0.1198491
0.0729675	-0.11982937
0.072998	-0.11982937
0.0729675	-0.11982937
0.0731964	-0.1198491
0.0728149	-0.1198491
0.0732727	-0.1198491
0.0733032	-0.1198491
0.0731964	-0.1198491
0.072998	-0.1198491
0.0736237	-0.1198491
0.0739288	-0.1198491
0.0731659	-0.1198491
0.0730286	-0.1198491
0.0727386	-0.11982937
0.072876	-0.11982937
0.0725555	-0.11982937
0.0726776	-0.11982937
0.0726929	-0.11982937
0.0727234	-0.11982937
0.0739288	-0.11975047
0.0808868	-0.11951377
0.0865173	-0.11933625
0.0909424	-0.11917845
0.0977173	-0.1189812
0.1059418	-0.11870505
0.1145782	-0.11846835
0.1206055	-0.1182711
0.12677	-0.11805412
0.1323242	-0.11785687
0.1386414	-0.1176399
0.1422272	-0.1174821
0.1450958	-0.11730457
0.149826	-0.11710732
0.1529541	-0.11694952
0.156723	-0.11671282
0.1597443	-0.11655502
0.1616974	-0.11639722
0.1637268	-0.11623942
0.1661224	-0.1160619
0.1681671	-0.11586465
0.1699677	-0.11570685
0.1717072	-0.1155885
0.1728516	-0.11545042
0.1758118	-0.11533207
0.1770477	-0.11523345
0.1790771	-0.1151151
0.1817474	-0.1149573
0.1837006	-0.1147995
0.1861267	-0.1147206
0.1867065	-0.11466142
0.1897278	-0.11454307
0.1916809	-0.11444445
0.1920471	-0.114405
0.195694	-0.11426692
0.1970673	-0.1141683
0.1979523	-0.11414857
0.1977539	-0.11414857
0.1982422	-0.1140894
0.1989288	-0.11406967
0.2003632	-0.1140894
0.1999664	-0.11412885
0.1999054	-0.11412885
0.1998596	-0.11410912
0.1995544	-0.11410912
0.1991425	-0.11410912
0.2002563	-0.11410912
0.2004089	-0.11410912
0.2002411	-0.11410912
0.2002563	-0.11410912
0.2002411	-0.11412885
0.2004242	-0.11412885
0.2007446	-0.11412885
0.2006226	-0.11412885
0.200119	-0.11412885
0.2009888	-0.11412885
0.2003021	-0.11412885
0.2001343	-0.11410912
0.2005157	-0.1140894
0.2006073	-0.1140894
0.1996918	-0.1140894
0.1989288	-0.11406967
0.2019501	-0.11381325
0.2168884	-0.11347792
0.2325439	-0.11310315
0.2470856	-0.11276782
0.2590942	-0.1125114
0.2763824	-0.1121958
0.2925568	-0.11193937
0.3064117	-0.1117224
0.3269806	-0.11142652
0.3492432	-0.11115037
0.36409	-0.11099257
0.3773499	-0.11083477
0.3872528	-0.11073615
0.3921967	-0.11067697
0.4051819	-0.11049945
0.4248657	-0.11034165
0.4444733	-0.11020357
0.4659424	-0.11008522
0.4818268	-0.10994715
0.4984894	-0.10980907
0.5196533	-0.10963155
0.5360718	-0.10949347
0.5437622	-0.1094343
0.5554199	-0.10933567
0.5642853	-0.10925677
0.5741882	-0.1091976
0.5744934	-0.1091976
0.5754852	-0.1091976
0.5756683	-0.1091976
0.5764618	-0.10921732
0.5770874	-0.10921732
0.5769348	-0.10921732
0.5761566	-0.10921732
0.5756836	-0.10921732
0.5758362	-0.10921732
0.5762939	-0.10921732
0.5790253	-0.10921732
0.5774841	-0.10921732
0.5747986	-0.10921732
0.5746155	-0.10921732
0.5739136	-0.10921732
0.5733185	-0.10921732
0.5724945	-0.10921732
0.5735779	-0.1091976
0.5749817	-0.1091976
0.5742188	-0.1091976
0.5740051	-0.1091976
0.5730133	-0.1091976
0.5718842	-0.1091976
0.5753479	-0.10913842
0.6085815	-0.108882
0.6378937	-0.1086453
0.6634674	-0.10844805
0.7074585	-0.10821135
0.738266	-0.10795492
0.763916	-0.10771822
0.7860413	-0.10752097
0.814209	-0.10724482
0.8342133	-0.10696867
0.8515167	-0.10671225
0.8662872	-0.10647555
0.8808746	-0.1061994
0.8962097	-0.1059627
0.9020233	-0.105726
0.907547	-0.1054893
0.9107819	-0.1052526
0.9115601	-0.1050948
0.9126892	-0.10489755
0.9085693	-0.1047003
0.9126587	-0.10456222
0.9111328	-0.10442415
0.9101563	-0.10428607
0.9094543	-0.104148
0.9095154	-0.10402965
0.9081116	-0.10387185
0.9043427	-0.10353652
0.9009094	-0.10331955
0.8973694	-0.10314202
0.897583	-0.1031223
0.897934	-0.1031223
0.89888	-0.1031223
0.8990173	-0.1031223
0.8982697	-0.1031223
0.8991241	-0.10314202
0.8991547	-0.10314202
0.8994293	-0.10314202
0.8997803	-0.10314202
0.9005737	-0.10314202
0.9013519	-0.10314202
0.9011688	-0.10314202
0.9004059	-0.10314202
0.8998413	-0.10314202
0.8995361	-0.10314202
0.9005585	-0.10314202
0.90065	-0.10314202
0.9009094	-0.10314202
0.90065	-0.1031223
0.8999481	-0.1031223
0.900116	-0.1031223
0.9013824	-0.1031223
0.9002991	-0.10298422
0.8958282	-0.10274752
0.8926697	-0.10251082
0.8911591	-0.10229385
0.8904114	-0.1020177
0.8884735	-0.10174155
0.8871155	-0.10150485
0.8850555	-0.10124842
0.8825226	-0.10093282
0.883728	-0.10071585
0.8849792	-0.10040025
0.8864746	-0.09998602
0.8866119	-0.0997296
0.8879242	-0.0995718
0.8873138	-0.09945345
0.886734	-0.09929565
0.888031	-0.09913785
0.8903656	-0.09896032
0.8917236	-0.09882225
0.8929291	-0.0987828
0.8945007	-0.09866445
0.8942566	-0.09858555
0.8939209	-0.09848692
0.895752	-0.09828967
0.8977203	-0.0981516
0.8994293	-0.09801352
0.9008789	-0.09789517
0.9034271	-0.09771765
0.9059906	-0.09763875
0.9070587	-0.09748095
0.908844	-0.09726397
0.9109802	-0.09702727
0.9138489	-0.0968103
0.917099	-0.0967314
0.9166107	-0.09671167
0.9176788	-0.09671167
0.9167023	-0.0967314
0.9166565	-0.0967314
0.9142914	-0.09675112
0.9146271	-0.09675112
0.9150238	-0.0967314
0.9161682	-0.0967314
0.9161377	-0.0967314
0.9170227	-0.0967314
0.9164276	-0.09675112
0.9160614	-0.09675112
0.915451	-0.09675112
0.9152374	-0.09675112
0.9149323	-0.0967314
0.9151001	-0.0967314
0.9152679	-0.0967314
0.915802	-0.0967314
0.9166107	-0.0967314
0.9189911	-0.09651442
0.9217682	-0.0961791
0.923645	-0.09588322
0.9251709	-0.09572542
0.9280396	-0.0955479
0.9301758	-0.09529147
0.9332581	-0.0950745
0.9361725	-0.09485752
0.9364319	-0.09468
0.9356842	-0.09438412
0.9394989	-0.09408825
0.9439697	-0.09391072
0.950058	-0.09375292
0.9542694	-0.09355567
0.9584198	-0.09339787
0.9614258	-0.09324007
0.9628601	-0.093102
0.9615784	-0.09292447
0.9578094	-0.0927864
0.9558716	-0.09266805
0.9524384	-0.09252997
0.9482117	-0.0923919
0.9480743	-0.09235245
0.9462128	-0.09221437
0.9445343	-0.09201712
0.9399872	-0.09189877
0.9363098	-0.09180015
0.9353333	-0.09174097
0.9320679	-0.0916818
0.9317627	-0.09164235
0.9331207	-0.09164235
0.9325714	-0.09164235
0.9324951	-0.09164235
0.931366	-0.09164235
0.9296722	-0.09166207
0.9293365	-0.09166207
0.9302521	-0.09166207
0.9307556	-0.09166207
0.9308929	-0.09166207
0.9319611	-0.09166207
0.9310455	-0.09166207
0.9295959	-0.09166207
0.9291992	-0.09166207
0.9294434	-0.09166207
0.9292755	-0.09166207
0.9307556	-0.09166207
0.9314575	-0.09164235
0.9306946	-0.09164235
0.9305115	-0.09164235
0.9306641	-0.09164235
0.9306183	-0.09164235
0.9301147	-0.09164235
0.9308319	-0.09164235
0.9304047	-0.09162262
0.9308777	-0.0912873
0.925827	-0.09107032
0.9244537	-0.09085335
0.9234009	-0.09075472
0.9217072	-0.09061665
0.9219208	-0.09047857
0.9169617	-0.09020242
0.9118347	-0.08992627
0.9042358	-0.0896304
0.8994598	-0.08945287
0.895462	-0.08927535
0.8908691	-0.08909782
0.886795	-0.08894002
0.8840332	-0.08878222
0.881958	-0.08866387
0.8776245	-0.08842717
0.8734283	-0.0882102
0.8701477	-0.0880524
0.8687439	-0.08791432
0.865799	-0.08787487
0.866333	-0.08787487
0.8677368	-0.08787487
0.8662109	-0.0878946
0.8662872	-0.0878946
0.8643799	-0.0878946
0.8634033	-0.0878946
0.8635712	-0.0878946
0.8625336	-0.0878946
0.8635254	-0.0878946
0.8630219	-0.0878946
0.86409	-0.0878946
0.8643188	-0.0878946
0.8630981	-0.0878946
0.8635864	-0.0878946
0.8622284	-0.0878946
0.8626404	-0.0878946
0.8616486	-0.0878946
0.863739	-0.0878946
0.8639526	-0.0878946
0.8653412	-0.0878946
0.8645935	-0.0878946
0.8647919	-0.0878946
0.8642273	-0.08787487
0.8607941	-0.08767762
0.8567352	-0.08748037
0.8520355	-0.08724367
0.8449097	-0.08698725
0.8383179	-0.08667165
0.831192	-0.08641522
0.8271332	-0.0863166
0.8240204	-0.08619825
0.8198242	-0.0860799
0.8196564	-0.08590237
0.8162689	-0.08574457
0.8155975	-0.08562622
0.8107147	-0.08538952
0.8065033	-0.08515282
0.8031464	-0.08495557
0.8014374	-0.0848175
0.7991943	-0.08467942
0.79599	-0.0845019
0.7941284	-0.0843441
0.7920532	-0.08424547
0.7901459	-0.0841074
0.7888184	-0.08398905
0.786972	-0.08392987
0.785202	-0.08383125
0.783783	-0.083634
0.781662	-0.0835551
0.7824402	-0.08353537
0.7835846	-0.08351565
0.7824249	-0.08349592
0.7825165	-0.0834762
0.7816925	-0.0834762
0.7801971	-0.0834762
0.779953	-0.0834762
0.781311	-0.0834762
0.7818146	-0.0834762
0.7821808	-0.0834762
0.7819824	-0.0834762
0.7824249	-0.08349592
0.7804871	-0.08349592
0.7807465	-0.08349592
0.7810059	-0.08349592
0.7804565	-0.08349592
0.7810364	-0.08349592
0.7810211	-0.08349592
0.7816315	-0.08349592
0.7812958	-0.08349592
0.7825775	-0.08349592
0.7819672	-0.08349592
0.7823486	-0.08349592
0.7817535	-0.0834762
0.7810822	-0.0834762
0.7816772	-0.0834762
0.7828522	-0.0834762
0.7824249	-0.0834762
0.7829895	-0.0834762
0.7826538	-0.08329867
0.7789612	-0.08306197
0.7767792	-0.08282527
0.7753448	-0.08256885
0.7719116	-0.08239132
0.7707367	-0.0822927
0.7706604	-0.08211517
0.7696533	-0.08187847
0.7680969	-0.08164177
0.7661285	-0.08146425
0.765564	-0.081267
0.7645874	-0.0811092
0.7651672	-0.08097112
0.7662659	-0.08085277
0.7677917	-0.08069497
0.769928	-0.08053717
0.769577	-0.08035965
0.7671051	-0.08012295
0.764679	-0.07988625
0.7596436	-0.0796101
0.7536469	-0.0794523
0.7530518	-0.0794523
0.7528076	-0.0794523
0.7524872	-0.0794523
0.7489166	-0.07933395
0.7466125	-0.07925505
0.7465515	-0.07925505
0.7465973	-0.07925505
0.7473297	-0.07925505
0.7470245	-0.07925505
0.7433929	-0.07927477
0.739975	-0.0792945
0.7414246	-0.0792945
0.7408447	-0.0792945
0.7404022	-0.0792945
0.7413635	-0.0792945
0.7414551	-0.0792945
0.7413025	-0.0792945
0.7410736	-0.0792945
0.7420654	-0.0792945
0.7425079	-0.0792945
0.7426605	-0.0792945
0.7437897	-0.0792945
0.7444153	-0.0792945
0.743927	-0.0792945
0.7424164	-0.0792945
0.7424011	-0.0792945
0.7430725	-0.0792945
0.7411804	-0.07923532
0.7360077	-0.07903807
0.7288208	-0.07884082
0.7211151	-0.07864357
0.7101135	-0.07840687
0.7038116	-0.07824907
0.7029266	-0.078111
0.6971588	-0.07789402
0.695343	-0.07773622
0.6909485	-0.0775587
0.6616821	-0.0772431
0.6318512	-0.07698667
0.6143341	-0.07678942
0.597229	-0.07659217
0.5798645	-0.0764541
0.5584869	-0.07627657
0.5222168	-0.07602015
0.4807434	-0.0758229
0.4511108	-0.07562565
0.4262848	-0.0755073
0.4179993	-0.07540867
0.4023132	-0.07523115
0.3858795	-0.07507335
0.3721313	-0.07493527
0.3637848	-0.07485637
0.3574982	-0.0747972
0.3479462	-0.07467885
0.3365784	-0.07454077
0.3309631	-0.07444215
0.3256531	-0.07436325
0.315979	-0.07422517
0.3106995	-0.07414627
0.3081207	-0.07412655
0.3082428	-0.07412655
0.3076477	-0.07412655
0.3079834	-0.07412655
0.3031158	-0.07414627
0.3004913	-0.07414627
0.2995148	-0.074166
0.2994995	-0.074166
0.2991028	-0.074166
0.2995911	-0.074166
0.2994843	-0.074166
0.2995758	-0.074166
0.2996979	-0.074166
0.2990723	-0.074166
0.2988129	-0.074166
0.2983093	-0.074166
0.2989197	-0.074166
0.297699	-0.074166
0.2984161	-0.074166
0.2986603	-0.07414627
0.298172	-0.07414627
0.2981415	-0.07414627
0.2977905	-0.07414627
0.2977142	-0.07414627
0.2984619	-0.07414627
0.2984619	-0.07414627
0.2984924	-0.07414627
0.2991791	-0.07414627
0.2981873	-0.0740871
0.2894135	-0.07394902
0.2755737	-0.07379122
0.2526398	-0.07351507
0.2402649	-0.0732981
0.2322083	-0.07316002
0.2191772	-0.0729036
0.2069244	-0.0726669
0.1978912	-0.07246965
0.1898193	-0.07233157
0.1858215	-0.07223295
0.1794891	-0.07205542
0.1724701	-0.0718779
0.1706696	-0.07183845
0.1644135	-0.07162147
0.1606903	-0.0714834
0.1567841	-0.07134532
0.1518555	-0.07112835
0.1473083	-0.07095082
0.1437988	-0.07079302
0.1406708	-0.07065495
0.1376953	-0.0704577
0.134491	-0.070221
0.1301727	-0.07004347
0.1291046	-0.06992512
0.1272583	-0.0698265
0.1245728	-0.06968842
0.1233368	-0.06957007
0.1209106	-0.06941227
0.1187744	-0.06915585
0.1168365	-0.06897832
0.1153259	-0.06889942
0.1139679	-0.0687219
0.1121063	-0.06860355
0.1121216	-0.06854437
0.110199	-0.06844575
0.1103363	-0.06842602
0.1103668	-0.06842602
0.1106262	-0.06842602
0.1103363	-0.06842602
0.1105957	-0.06844575
0.1095886	-0.06844575
0.1105957	-0.06844575
0.1095886	-0.06844575
0.1099396	-0.06844575
0.1097717	-0.06844575
0.1091614	-0.06844575
0.1097412	-0.06844575
0.1098633	-0.06844575
0.1101685	-0.06844575
0.1104584	-0.06844575
0.1107635	-0.06844575
0.1098328	-0.06844575
0.1101837	-0.06842602
0.1110382	-0.06842602
0.1103821	-0.06842602
0.1111603	-0.06842602
0.1108398	-0.06842602
0.1083679	-0.06814987
0.1039429	-0.06783427
0.0992737	-0.06749895
0.0937805	-0.06716362
0.0872192	-0.06680857
0.0796204	-0.06645352
0.0730591	-0.0661182
0.0664978	-0.06578287
0.0614319	-0.06546727
0.0577545	-0.06523057
0.0552216	-0.06503332
0.0528412	-0.06483607
0.0506744	-0.0646191
0.0486298	-0.06440212
0.0464783	-0.06420487
0.0458984	-0.06404707
0.0444336	-0.06386955
0.0436707	-0.06373147
0.0428467	-0.0635934
0.0426178	-0.06345532
0.0413971	-0.06331725
0.0413208	-0.06321862
0.0407715	-0.06312
0.0404816	-0.06302137
0.0401917	-0.06290302
0.0398254	-0.06268605
0.039566	-0.06260715
0.0391083	-0.06258742
0.0398407	-0.06246907
0.0391388	-0.06239017
0.0390472	-0.06235072
0.0389252	-0.06235072
0.0388489	-0.06223237
0.0387726	-0.06221265
0.0392456	-0.06221265
0.0389404	-0.06221265
0.0387878	-0.06221265
0.0387421	-0.06221265
0.0391083	-0.06223237
0.0387268	-0.06223237
0.0386658	-0.06223237
0.0390015	-0.06223237
0.038559	-0.06223237
0.0388031	-0.06223237
0.0389252	-0.06223237
0.0388489	-0.06223237
0.0391083	-0.06223237
0.0391388	-0.06223237
0.0392151	-0.06223237
0.0393066	-0.06221265
0.0390625	-0.06221265
0.0388184	-0.06221265
0.0390778	-0.06221265
0.0392456	-0.06221265
0.0387421	-0.06221265
0.0389252	-0.06221265
0.0391846	-0.06219292
0.0391998	-0.0620154
0.0390625	-0.06189705
0.0390472	-0.06173925
0.038681	-0.061542
0.0392151	-0.06134475
0.0389557	-0.06112777
0.0392914	-0.06096997
0.039566	-0.06073327
0.0400543	-0.06045712
0.0406036	-0.0602007
0.0420227	-0.059964
0.0430603	-0.0597273
0.0435791	-0.05947087
0.0453949	-0.05915527
0.0467834	-0.0588594
0.0478363	-0.05860297
0.0484924	-0.05834655
0.0493469	-0.05809012
0.0501251	-0.0579126
0.0507507	-0.05755755
0.0516052	-0.0570447
0.0519562	-0.05684745
0.0518951	-0.05684745
0.0513306	-0.05684745
0.05159	-0.05684745
0.0518341	-0.05684745
0.0519409	-0.05692635
0.0512848	-0.05692635
0.0518188	-0.05692635
0.0515747	-0.05692635
0.0518036	-0.05692635
0.0515594	-0.05692635
0.0515442	-0.05692635
0.0519867	-0.05692635
0.0520477	-0.05692635
0.0516357	-0.0568869
0.0516052	-0.05684745
0.0516357	-0.05684745
0.0515137	-0.05684745
0.0516968	-0.05684745
0.0517578	-0.05668965
0.052536	-0.05631487
0.0534973	-0.0558612
0.0557098	-0.05536807
0.0581665	-0.05489467
0.0619354	-0.054441
0.0658264	-0.05402677
0.0722046	-0.0534942
0.0774841	-0.05300107
0.0801849	-0.05260657
0.0804749	-0.05213317
0.0781708	-0.05177812
0.0772705	-0.05169922
0.0775452	-0.05169922
0.0777893	-0.0517584
0.077774	-0.0517584
0.0775757	-0.0517584
0.0774231	-0.0517584
0.0777893	-0.0517584
0.0776367	-0.0517584
0.0776215	-0.0517584
0.0773926	-0.05169922
0.0775757	-0.05169922
0.0757294	-0.05140335
0.0712891	-0.0508116
0.0691681	-0.05000287
0.070755	-0.0493125
0.0753326	-0.0486813
0.0828857	-0.04801065
0.087204	-0.04747807
0.0856934	-0.04680742
0.0789795	-0.0463143
0.0745239	-0.04601842
0.0734406	-0.04595925
0.0735779	-0.04597897
0.0736847	-0.04603815
0.0736389	-0.04603815
0.0735626	-0.04603815
0.0741577	-0.04603815
0.0735321	-0.04603815
0.0738525	-0.04603815
0.0734406	-0.04603815
0.0734863	-0.04597897
0.0738678	-0.04597897
0.0735016	-0.04595925
0.0684662	-0.04550557
0.0649567	-0.04487437
0.0649872	-0.04438125
0.0673676	-0.04369087
