Relative Intensity Alessio_0.02_1.0_candela	Position (m) Alessio_0.02_1.0_candela
0.026474	-0.13614195
0.0271912	-0.13614195
0.0280151	-0.13614195
0.0276794	-0.13614195
0.0271606	-0.13616167
0.0265045	-0.13622085
0.0263672	-0.13622085
0.0268097	-0.13631947
0.0270538	-0.13699012
0.0288544	-0.13724655
0.0290527	-0.1373649
0.030838	-0.1378383
0.0318909	-0.13809472
0.0349426	-0.13837087
0.0367126	-0.13850895
0.0411682	-0.13880482
0.0422668	-0.13904152
0.0426483	-0.13935712
0.0414734	-0.13967272
0.0409851	-0.13985025
0.0402374	-0.14002777
0.0381622	-0.14026447
0.0352936	-0.1405209
0.0334778	-0.1406787
0.0334778	-0.1406787
0.0339813	-0.14065897
0.0349579	-0.14063925
0.0344696	-0.14063925
0.0338745	-0.14063925
0.0332489	-0.14063925
0.0333099	-0.14063925
0.0337219	-0.14065897
0.0348511	-0.14065897
0.0346069	-0.1406787
0.0329437	-0.14081677
0.0304413	-0.14134935
0.0303345	-0.1416255
0.0308838	-0.14182275
0.0322723	-0.14196082
0.0328979	-0.1421778
0.0325928	-0.14227642
0.0334167	-0.14259202
0.0362701	-0.14294707
0.0382843	-0.1431246
0.0422821	-0.14349937
0.04216	-0.14371635
0.0410767	-0.14381497
0.0383301	-0.14418975
0.0381927	-0.14424892
0.0386963	-0.14424892
0.0394135	-0.14424892
0.0385284	-0.1442292
0.0377197	-0.1442292
0.0376587	-0.1442292
0.0384979	-0.1442292
0.0394287	-0.1442292
0.0390472	-0.1442292
0.0381927	-0.1442292
0.0376434	-0.1442292
0.038147	-0.1442292
0.0388184	-0.14424892
0.0318451	-0.1448604
0.0278168	-0.14547187
0.0267029	-0.1456494
0.0258636	-0.1460439
0.0262299	-0.14614252
0.026947	-0.14630032
0.0289764	-0.14657647
0.0300446	-0.14685262
0.030304	-0.14701043
0.0304871	-0.1472274
0.0310822	-0.14742465
0.0318909	-0.147543
0.0324402	-0.14775998
0.0324097	-0.14789805
0.0296021	-0.1482531
0.0268097	-0.14850953
0.026413	-0.14852925
0.0268402	-0.14850953
0.0270691	-0.14847008
0.0272064	-0.1482531
0.0270844	-0.14827282
0.0263367	-0.14827282
0.0258484	-0.14827282
0.0258331	-0.1482531
0.0263214	-0.14827282
0.0268555	-0.14829255
0.0286255	-0.14847008
0.0253906	-0.14874622
0.0205841	-0.14949577
0.0191498	-0.14996918
0.0192566	-0.15032423
0.0198517	-0.15040312
0.0202484	-0.15042285
0.0214844	-0.15063983
0.0217896	-0.15103432
0.0214233	-0.15121185
0.020752	-0.15150773
0.0196686	-0.15182333
0.0188293	-0.1521192
0.0176086	-0.15245452
0.0165558	-0.1526715
0.0168915	-0.15269123
0.0163879	-0.15269123
0.0158234	-0.1526715
0.0153046	-0.1526715
0.0151825	-0.15239535
0.0151825	-0.15229673
0.0155029	-0.15229673
0.0163879	-0.15229673
0.016037	-0.15229673
0.0154877	-0.15229673
0.0156555	-0.15257288
0.0156403	-0.15263205
0.0154419	-0.1528293
0.0147705	-0.1532238
0.014679	-0.15381555
0.0143738	-0.15428895
0.0139618	-0.15452565
0.0134277	-0.1548018
0.0128174	-0.15517658
0.0121307	-0.15561053
0.0117188	-0.15592613
0.0116119	-0.1561431
0.0119019	-0.15665595
0.0114594	-0.15687293
0.0109863	-0.15691238
0.0105896	-0.15695183
0.010376	-0.15695183
0.0103149	-0.15695183
0.0105591	-0.15695183
0.0108032	-0.15675458
0.0114136	-0.15675458
0.0109406	-0.15675458
0.0104218	-0.15675458
0.009964	-0.15675458
0.0096741	-0.15679403
0.009491	-0.15681375
0.0097504	-0.15691238
0.0099335	-0.15750413
0.0103302	-0.15805643
0.0100098	-0.15821423
0.0095367	-0.15833258
0.0092468	-0.1584312
0.0087738	-0.15872708
0.0087433	-0.1592202
0.0089874	-0.15949635
0.0093231	-0.15975278
0.0102386	-0.16026563
0.0102386	-0.16075875
0.0100861	-0.16109408
0.0100098	-0.16148858
0.0099335	-0.16164638
0.0097198	-0.16164638
0.0102234	-0.16164638
0.0106506	-0.16162665
0.0115662	-0.16162665
0.0111694	-0.16162665
0.010849	-0.16162665
0.0105133	-0.16162665
0.0104065	-0.16162665
0.0105438	-0.16162665
0.0108795	-0.16162665
0.0111694	-0.16162665
0.0119171	-0.16162665
0.0115356	-0.16162665
0.0111389	-0.16164638
0.010788	-0.16170555
0.0108185	-0.1623762
0.0111847	-0.1630863
0.0115356	-0.1631652
0.0119171	-0.1634808
0.0131226	-0.1637175
0.0128784	-0.16377668
0.013092	-0.16415145
0.0133972	-0.1645854
0.0134277	-0.16470375
0.0137939	-0.16499963
0.0136566	-0.16525605
0.0140991	-0.1653744
0.0136108	-0.16590698
0.0130768	-0.16612395
0.0128174	-0.1663212
0.0129089	-0.16653818
0.01297	-0.16653818
0.0131683	-0.16649873
0.0135803	-0.16634093
0.0145569	-0.16634093
0.0144653	-0.16634093
0.0138855	-0.16634093
0.0136414	-0.16634093
0.0136108	-0.16636065
0.0140228	-0.16636065
0.0142059	-0.16641983
0.0145569	-0.166479
0.015213	-0.16653818
0.0157776	-0.1669524
0.0159607	-0.16716938
0.0161896	-0.16732718
0.0171814	-0.16756388
0.0178528	-0.16780058
0.0180817	-0.16815563
0.0179596	-0.16841205
0.0174408	-0.16851068
0.0164642	-0.16882628
0.0163574	-0.1693194
0.0166473	-0.1694772
0.018158	-0.16985198
0.0201569	-0.17014785
0.0207672	-0.17020703
0.0215149	-0.17054235
0.0205078	-0.17083823
0.0200043	-0.17083823
0.0197144	-0.17083823
0.02005	-0.17083823
0.0203857	-0.1708185
0.0204926	-0.1706607
0.0204773	-0.17068043
0.020401	-0.17068043
0.0201569	-0.17068043
0.0196075	-0.17068043
0.0198669	-0.17068043
0.0205688	-0.17079878
0.0204773	-0.1709763
0.019455	-0.1716075
0.0189972	-0.17206118
0.018692	-0.17214008
0.0193329	-0.17251485
0.0209503	-0.17298825
0.0220947	-0.17332358
0.0216827	-0.17379698
0.0197144	-0.17442818
0.0195465	-0.17470433
0.0203094	-0.17517773
0.0213776	-0.17582865
0.0210571	-0.1760259
0.0211639	-0.17616398
0.0214081	-0.1761837
0.0216827	-0.1761837
0.0222168	-0.1761837
0.0218048	-0.1761837
0.0211029	-0.17616398
0.0207367	-0.17616398
0.0206909	-0.17616398
0.0210266	-0.17616398
0.0211487	-0.17616398
0.0215912	-0.17616398
0.0216522	-0.1761837
0.0210724	-0.17620343
0.0190735	-0.17663738
0.0168152	-0.1773672
0.0177765	-0.17788005
0.0195313	-0.17829428
0.0203857	-0.17849153
0.0204163	-0.17866905
0.0187531	-0.17900438
0.016983	-0.17928053
0.015274	-0.17971448
0.0153046	-0.17977365
0.0154572	-0.17977365
0.015625	-0.17977365
0.0161285	-0.17977365
0.0155945	-0.17979338
0.0149689	-0.17979338
0.0142975	-0.17979338
0.0139465	-0.17977365
0.0140381	-0.17977365
0.0140076	-0.17977365
0.0144196	-0.17977365
0.014679	-0.17977365
0.0143585	-0.17977365
0.0141296	-0.1794975
0.0140076	-0.17943832
0.0142059	-0.17943832
0.0144806	-0.17937915
0.0149536	-0.1792608
0.0157928	-0.17906355
0.016037	-0.1788663
0.0162964	-0.17857042
0.0175018	-0.17819565
0.0186462	-0.17786033
0.0191193	-0.1777617
0.0192719	-0.17754473
0.0194397	-0.17746583
0.0185242	-0.1771305
0.0171967	-0.17667683
0.0166168	-0.17661765
0.0164642	-0.1763415
0.0182037	-0.17590755
0.0193634	-0.1757892
0.0200653	-0.1756314
0.0212097	-0.17551305
0.0209045	-0.17551305
0.0203705	-0.17553278
0.019989	-0.17553278
0.0199585	-0.17553278
0.0202332	-0.17553278
0.0205383	-0.17553278
0.0210876	-0.17553278
0.0210114	-0.17553278
0.0204468	-0.17553278
0.019989	-0.17551305
0.0200043	-0.1753947
0.0204468	-0.17509883
0.0199432	-0.1747635
0.0192719	-0.17458598
0.0179138	-0.17411258
0.0175476	-0.17371808
0.0170593	-0.17367863
0.0176697	-0.17338275
0.0189514	-0.17314605
0.0195618	-0.17306715
0.0205688	-0.17281073
0.0212555	-0.17265293
0.0207214	-0.1724754
0.0193176	-0.17221898
0.0180511	-0.17204145
0.0169067	-0.17178503
0.0166473	-0.17172585
0.016922	-0.17172585
0.0173492	-0.1717653
0.0174866	-0.17178503
0.0168152	-0.17178503
0.0163574	-0.17178503
0.0160828	-0.17178503
0.0163269	-0.17178503
0.0167084	-0.1717653
0.0171356	-0.1716075
0.0173492	-0.1711341
0.0194702	-0.1705818
0.019928	-0.1702662
0.0197449	-0.17016757
0.0198669	-0.1699506
0.0199127	-0.1697139
0.0197296	-0.1695561
0.0184479	-0.16896435
0.0173035	-0.16862902
0.0166779	-0.16849095
0.0166016	-0.16793865
0.01651	-0.16780057
0.016861	-0.16776112
0.0172424	-0.1677414
0.0175476	-0.16776112
0.0179138	-0.16776112
0.0178223	-0.16776112
0.0175323	-0.16785975
0.0171661	-0.16785975
0.0170898	-0.16785975
0.0173187	-0.16785975
0.0176086	-0.16785975
0.0178528	-0.1677414
0.0183716	-0.1676625
0.0182495	-0.16746525
0.0170746	-0.1667946
0.0153656	-0.1664001
0.0146332	-0.16604505
0.0139313	-0.16539413
0.0141907	-0.16533495
0.0148468	-0.16509825
0.0150757	-0.1647432
0.0147705	-0.1645065
0.0143585	-0.16428952
0.0140381	-0.16399365
0.0143433	-0.16399365
0.0144653	-0.16399365
0.0149231	-0.16399365
0.0149841	-0.16405282
0.0142212	-0.1642698
0.0137177	-0.1642698
0.0133362	-0.1642698
0.0133972	-0.1642698
0.0136108	-0.1642698
0.0137939	-0.16417117
0.0148163	-0.1638753
0.0146332	-0.16381613
0.0132141	-0.16336245
0.012146	-0.16288905
0.0118561	-0.16281015
0.0117645	-0.1622973
0.0118561	-0.16196198
0.0119476	-0.16186335
0.0125427	-0.16148858
0.012207	-0.1612716
0.0116882	-0.16113353
0.0112457	-0.16097573
0.0110016	-0.16077848
0.01091	-0.1604037
0.0110016	-0.16028535
0.0112152	-0.16028535
0.0118561	-0.16028535
0.011322	-0.16042343
0.0108032	-0.1605615
0.010498	-0.1605615
0.0103455	-0.1605615
0.010437	-0.1605615
0.0106964	-0.16054177
0.0109863	-0.16046287
0.0117645	-0.160167
0.0112152	-0.1600092
0.0107269	-0.15965415
0.0102997	-0.15884542
0.0101929	-0.1585101
0.0102844	-0.1582734
0.0106659	-0.1577211
0.0109558	-0.15766192
0.0115967	-0.15744495
0.0111542	-0.15734632
0.010788	-0.15730687
0.010498	-0.15712935
0.0103912	-0.15683347
0.0107269	-0.15655732
0.0109711	-0.1565376
0.0112152	-0.1565376
0.0117188	-0.15655732
0.0113068	-0.15683347
0.0109406	-0.15683347
0.0106201	-0.15683347
0.0104218	-0.15683347
0.0107574	-0.15683347
0.0110168	-0.15681375
0.0113525	-0.15673485
0.0116882	-0.15657705
0.0113525	-0.15649815
0.0114899	-0.1556697
0.0118103	-0.15525547
0.0123749	-0.15490042
0.0133514	-0.15446647
0.0135651	-0.1543284
0.0145874	-0.15371692
0.0146942	-0.15334215
0.0143127	-0.15328298
0.0139008	-0.15312517
0.0136414	-0.1529871
0.0139618	-0.1528293
0.0141754	-0.15273068
0.0144958	-0.15273068
0.0150909	-0.15273068
0.0148773	-0.1528293
0.0144958	-0.15288847
0.0140686	-0.15288847
0.0139923	-0.15288847
0.0142975	-0.15288847
0.0144806	-0.15288847
0.0149384	-0.15288847
0.0152283	-0.15257287
0.0152588	-0.15233617
0.0161285	-0.15190223
0.0177765	-0.15146828
0.0185394	-0.15136965
0.0205688	-0.15097515
0.0219879	-0.15052148
0.0222778	-0.14994945
0.0207062	-0.14953523
0.0200043	-0.14929853
0.019989	-0.14882513
0.0218048	-0.148332
0.0245361	-0.14795723
0.027359	-0.14768108
0.0292664	-0.14760218
0.0285034	-0.14760218
0.0279083	-0.1476219
0.0289917	-0.14774025
0.0293427	-0.14774025
0.0297546	-0.14774025
0.030304	-0.14774025
0.0301056	-0.14774025
0.0293579	-0.14772053
0.0287933	-0.14750355
0.0305786	-0.14704988
0.0314789	-0.14661593
0.0312958	-0.14633978
0.0280762	-0.14582693
0.0264435	-0.14539298
0.0255432	-0.14513655
0.0258179	-0.14476178
0.0279083	-0.144387
0.0305328	-0.1440714
0.0357056	-0.14357828
0.0394897	-0.14334158
0.0387878	-0.14332185
0.0384979	-0.14332185
0.0389709	-0.14334158
0.0395508	-0.1433613
0.0419464	-0.14345993
0.0410004	-0.14345993
0.0404358	-0.14345993
0.0409241	-0.14345993
0.0415955	-0.14345993
0.0423737	-0.14345993
0.0415955	-0.14338103
0.0412292	-0.14330213
0.0411835	-0.14300625
0.0389709	-0.1422567
0.0357208	-0.14176358
0.0333862	-0.1414677
0.0317841	-0.14121128
0.0306549	-0.14103375
0.0303192	-0.1405998
0.0315247	-0.1402842
0.0330811	-0.14000805
0.0350342	-0.13979108
0.037674	-0.13953465
0.0388794	-0.13935713
0.0400848	-0.13921905
0.0410004	-0.13919933
0.0413666	-0.13919933
0.0422821	-0.13929795
0.0415344	-0.13931767
0.0411072	-0.13931767
0.0415344	-0.13931767
0.0421753	-0.13931767
0.0429382	-0.13931767
0.041748	-0.13921905
0.0410614	-0.13919933
0.0411987	-0.13856813
0.0384064	-0.1382328
0.0368652	-0.1379172
0.030838	-0.13738463
0.029129	-0.13718737
0.0271301	-0.13685205
0.0265045	-0.13651672
0.0267639	-0.13643783
0.0270996	-0.1361814
0.027771	-0.13598415
0.0285034	-0.1355502
0.0299377	-0.13501762
0.0302582	-0.1348401
0.030838	-0.13480065
0.0312042	-0.13480065
0.0317383	-0.134919
0.0314331	-0.13493872
0.0308838	-0.13493872
0.0303192	-0.13493872
0.0306702	-0.13493872
0.0311584	-0.13493872
0.0317688	-0.13493872
0.0318451	-0.13489927
0.0312958	-0.1348401
0.0307159	-0.13482037
0.0313568	-0.13456395
0.0308838	-0.13413
0.0303192	-0.13385385
0.0284271	-0.13343963
0.0242004	-0.13314375
0.0220337	-0.13290705
0.0202637	-0.13267035
0.0195923	-0.1324731
0.0188446	-0.13221667
0.0182953	-0.1319997
0.01828	-0.13182217
0.0171814	-0.1316052
0.0162048	-0.13138822
0.0153961	-0.13115152
0.0150299	-0.13087537
0.0151672	-0.13071757
0.0153198	-0.13069785
0.0155792	-0.13069785
0.0158844	-0.13075702
0.0151978	-0.13075702
0.0146942	-0.13075702
0.0143585	-0.13075702
0.0145721	-0.1307373
0.01474	-0.1307373
0.0149994	-0.13069785
0.015625	-0.13069785
0.0153046	-0.13069785
0.0145111	-0.1304217
0.0137634	-0.13012582
0.013382	-0.12990885
0.0132446	-0.12965242
0.0129395	-0.12941572
0.0129242	-0.12919875
0.01297	-0.12894232
0.011734	-0.12874507
0.0110779	-0.12862672
0.0103149	-0.12839002
0.0097198	-0.12809415
0.0096588	-0.12783772
0.0097046	-0.12756157
0.0100403	-0.12740377
0.0102997	-0.12728542
0.0097961	-0.12712762
0.0093689	-0.12706845
0.0091858	-0.12708817
0.00914	-0.12714735
0.0091553	-0.12716707
0.0095215	-0.12714735
0.0097809	-0.12714735
0.0105591	-0.12714735
0.0102997	-0.12714735
0.0099792	-0.12708817
0.0097046	-0.12708817
0.0095978	-0.12696982
0.0096741	-0.12659505
0.0101318	-0.12635835
0.0106201	-0.1260033
0.011795	-0.12541155
0.0137329	-0.12493815
0.0144958	-0.12470145
0.0151062	-0.1245042
0.0163727	-0.12424777
0.0181122	-0.12405052
0.019104	-0.12393217
0.0206909	-0.12373492
0.0220947	-0.1235574
0.0223389	-0.12337987
0.0223694	-0.12328125
0.0219421	-0.12328125
0.0220795	-0.1233207
0.0246277	-0.1233996
0.0249329	-0.1233996
0.0255127	-0.1233996
0.0250854	-0.1233996
0.0244446	-0.12337987
0.0242157	-0.12336015
0.0245819	-0.12336015
0.0249786	-0.1233207
0.0273285	-0.12294592
0.0306091	-0.12272895
0.0320587	-0.1225317
0.0350647	-0.12217665
0.0362396	-0.12201885
0.037735	-0.1218216
0.0397949	-0.12152572
0.0411835	-0.1213482
0.0413818	-0.12107205
0.0418396	-0.1207959
0.0429535	-0.1206381
0.044281	-0.1204014
0.0458527	-0.12028305
0.0454559	-0.12026332
0.0444336	-0.12026332
0.0440369	-0.12026332
0.0445557	-0.12030277
0.0453796	-0.12030277
0.0459137	-0.12030277
0.0449371	-0.12030277
0.0443726	-0.12030277
0.0446472	-0.12030277
0.0450439	-0.12030277
0.0456085	-0.12028305
0.0458221	-0.12026332
0.0453644	-0.12026332
0.0467834	-0.11994772
0.0476837	-0.11982937
0.04953	-0.11959267
0.0536499	-0.1192179
0.0567474	-0.11904037
0.0604401	-0.11870505
0.0629272	-0.11848807
0.0679932	-0.11821192
0.0750427	-0.1178766
0.0877991	-0.11752155
0.098114	-0.11714677
0.1019287	-0.11702842
0.1036682	-0.11696925
0.1044769	-0.11696925
0.1031952	-0.11696925
0.1027832	-0.1170087
0.1026001	-0.1170087
0.10289	-0.1170087
0.1034698	-0.1170087
0.1034546	-0.1170087
0.1027832	-0.1170087
0.1022949	-0.11698897
0.1030731	-0.11698897
0.1043091	-0.11694952
0.1229095	-0.1164564
0.1456451	-0.11600272
0.1613159	-0.11570685
0.1759949	-0.11537152
0.1955872	-0.11499675
0.200058	-0.1147995
0.2069702	-0.11446417
0.2105103	-0.11426692
0.2134552	-0.11410912
0.2146912	-0.11403022
0.2157745	-0.11391187
0.2191925	-0.11367517
0.2210846	-0.11351737
0.2189331	-0.11347792
0.216217	-0.11347792
0.2137451	-0.11357655
0.2148132	-0.11357655
0.2156067	-0.11357655
0.2145538	-0.11357655
0.214325	-0.11357655
0.2136841	-0.11355682
0.2141571	-0.11355682
0.2147369	-0.11328067
0.2133026	-0.1129059
0.2133789	-0.11264947
0.2138977	-0.11229442
0.2121277	-0.11199855
0.2073975	-0.11162377
0.2061157	-0.11128845
0.2073669	-0.11103202
0.2108612	-0.1107756
0.2121735	-0.11059807
0.2136841	-0.11040082
0.2187042	-0.11002605
0.223175	-0.10973017
0.2288208	-0.10947375
0.2349243	-0.10915815
0.2338104	-0.10915815
0.2327576	-0.10915815
0.2372742	-0.10923705
0.2385101	-0.10923705
0.2352753	-0.10923705
0.2364197	-0.10923705
0.2367401	-0.10923705
0.2376404	-0.10923705
0.2359009	-0.10921732
0.2366638	-0.10921732
0.2377472	-0.1091187
0.2602692	-0.1086453
0.2754211	-0.10823107
0.2954712	-0.10775767
0.30867	-0.10750125
0.3173981	-0.10724482
0.3330231	-0.10685032
0.3492889	-0.10661362
0.3650208	-0.10641637
0.3846588	-0.1061205
0.4027557	-0.10586407
0.4244537	-0.1055682
0.4555511	-0.10531177
0.4637756	-0.10515397
0.4934692	-0.10479892
0.5155029	-0.10466085
0.5078735	-0.10466085
0.5066528	-0.10466085
0.5111389	-0.10466085
0.5087891	-0.10468057
0.5007477	-0.10466085
0.5034027	-0.10466085
0.5044556	-0.10466085
0.5049133	-0.10466085
0.5084229	-0.10466085
0.5111542	-0.10466085
0.5149994	-0.10466085
0.5178223	-0.10466085
0.5431366	-0.10428607
0.5597534	-0.10397047
0.5773315	-0.10363515
0.6057434	-0.10310257
0.6219177	-0.10258972
0.6239014	-0.10245165
0.628479	-0.10219522
0.6365051	-0.1019388
0.6411438	-0.1017021
0.6414642	-0.1013865
0.6384125	-0.10101172
0.6362152	-0.10079475
0.6390381	-0.10049887
0.6403503	-0.10014382
0.6318817	-0.09982822
0.6140442	-0.09951262
0.6049805	-0.09937455
0.599823	-0.09937455
0.5834198	-0.099414
0.5834045	-0.099414
0.5897064	-0.099414
0.582428	-0.099414
0.5788574	-0.099414
0.5740204	-0.099414
0.5678558	-0.099414
0.5683289	-0.099414
0.5804596	-0.099414
0.5814667	-0.0992562
0.575531	-0.0988617
0.5765839	-0.0987828
0.5705109	-0.09840802
0.5677338	-0.0982305
0.5610962	-0.09787545
0.5540771	-0.0974415
0.5582581	-0.09722452
0.5598297	-0.09702727
0.5427246	-0.09667222
0.5365143	-0.09619882
0.5229645	-0.09548872
0.4951935	-0.09527175
0.4883728	-0.09521257
0.4825592	-0.09511395
0.4809113	-0.09509422
0.4741516	-0.09511395
0.4726105	-0.09511395
0.4727783	-0.09511395
0.4739532	-0.09511395
0.47258	-0.09511395
0.4701996	-0.09511395
0.4681396	-0.09511395
0.4651337	-0.09511395
0.469635	-0.09511395
0.4761353	-0.09511395
0.47789	-0.09505477
0.4680634	-0.09442357
0.4578094	-0.0939699
0.4468689	-0.09353595
0.4404755	-0.0931809
0.4372101	-0.09284557
0.4291992	-0.0924708
0.4270325	-0.09225382
0.4280853	-0.0918396
0.4217377	-0.09146482
0.4163055	-0.09118867
0.4092102	-0.09087307
0.4084167	-0.09071527
0.4048157	-0.09053775
0.3992767	-0.0904983
0.3969421	-0.09051802
0.3917389	-0.09053775
0.3852081	-0.09055747
0.3877106	-0.09053775
0.3874359	-0.09053775
0.3907623	-0.09053775
0.3848724	-0.09053775
0.383606	-0.09053775
0.3878937	-0.09053775
0.3979187	-0.0904983
0.3860321	-0.08965012
0.3667908	-0.08903865
0.362793	-0.08866387
0.3523407	-0.08791432
0.3464355	-0.08753955
0.3440399	-0.08724367
0.3362885	-0.08675055
0.3275909	-0.08641522
0.3172913	-0.08606017
0.3159943	-0.08588265
0.3169708	-0.08580375
0.3131409	-0.08580375
0.3101959	-0.08580375
0.3080444	-0.08582347
0.3088531	-0.08582347
0.3058472	-0.08582347
0.307724	-0.08582347
0.3028412	-0.08582347
0.3011627	-0.08582347
0.3031464	-0.08582347
0.305069	-0.08582347
0.3070984	-0.08582347
0.3109741	-0.08580375
0.3135376	-0.0857643
0.306366	-0.0851331
0.3004761	-0.08471887
0.3011932	-0.0845808
0.2985687	-0.08436382
0.2947693	-0.08422575
0.2923126	-0.0839496
0.2890015	-0.0835551
0.2783203	-0.08321977
0.2743073	-0.08278582
0.2694244	-0.08239132
0.2647247	-0.08223352
0.2620697	-0.082056
0.2621613	-0.08201655
0.2588654	-0.08201655
0.2528992	-0.08203627
0.2536011	-0.08203627
0.2568512	-0.08203627
0.2538452	-0.08203627
0.2524719	-0.08203627
0.253891	-0.08203627
0.2552643	-0.08203627
0.253067	-0.08203627
0.25383	-0.08203627
0.2573853	-0.08203627
0.2599487	-0.08199682
0.2530212	-0.0814248
0.2496185	-0.0811092
0.2484131	-0.08105002
0.251358	-0.08077387
0.2537994	-0.08061607
0.2575378	-0.08049772
0.2543793	-0.08018212
0.2378082	-0.07955092
0.2254944	-0.07927477
0.2170868	-0.07903807
0.2024689	-0.07876192
0.19664	-0.07856467
0.1902161	-0.07836742
0.1896973	-0.0783477
0.1890259	-0.0783477
0.1835632	-0.07836742
0.1824493	-0.07836742
0.1864471	-0.07836742
0.1865845	-0.07836742
0.1806641	-0.07836742
0.1807709	-0.07836742
0.1811523	-0.07836742
0.1831207	-0.07836742
0.1847534	-0.07836742
0.1824951	-0.07836742
0.1853943	-0.07822935
0.1952209	-0.07781512
0.1892548	-0.07759815
0.1834869	-0.0774798
0.1651154	-0.07673025
0.1532135	-0.07641465
0.1394653	-0.07611877
0.1125183	-0.0755862
0.1060638	-0.0754284
0.10112	-0.07515225
0.0950775	-0.07483665
0.0817108	-0.0744816
0.0694885	-0.0740082
0.0663605	-0.07388985
0.0666656	-0.07388985
0.0664673	-0.07388985
0.0609131	-0.0739293
0.0599976	-0.07394902
0.0605469	-0.07394902
0.0612488	-0.07394902
0.061676	-0.07394902
0.0608521	-0.07394902
0.0599823	-0.07394902
0.0593414	-0.07394902
0.0598145	-0.07394902
0.0608521	-0.0739293
0.061676	-0.0739293
0.0612488	-0.0739293
0.0611572	-0.07388985
0.0543213	-0.07343617
0.0520477	-0.07335727
0.0501251	-0.07312057
0.0432739	-0.07272607
0.0408325	-0.07260772
0.0378113	-0.07237102
0.0369873	-0.07225267
0.0364227	-0.07213432
0.0353394	-0.07185817
0.030014	-0.07138477
0.0270081	-0.07091137
0.0258026	-0.07063522
0.0248566	-0.070221
0.0219727	-0.06968842
0.0209656	-0.069432
0.0207367	-0.06929392
0.019928	-0.06929392
0.0193024	-0.06929392
0.0190125	-0.06931365
0.0194092	-0.06931365
0.0193329	-0.06931365
0.0197754	-0.06931365
0.02034	-0.06931365
0.0200958	-0.06931365
0.0193176	-0.06931365
0.0188751	-0.06929392
0.0187683	-0.06929392
0.0182953	-0.0688797
0.0169067	-0.0682485
0.0157318	-0.06763702
0.0156708	-0.06742005
0.0139771	-0.06702555
0.0123444	-0.06649297
0.0115051	-0.06621682
0.0109253	-0.06584205
0.010788	-0.06558562
0.010849	-0.06536865
0.0107574	-0.064698
0.0112	-0.0642246
0.010788	-0.06402735
0.0104523	-0.06381037
0.0102539	-0.06373147
0.0101166	-0.06373147
0.010498	-0.06373147
0.0107727	-0.06377092
0.0110626	-0.06377092
0.0115662	-0.06377092
0.0110626	-0.06377092
0.0107727	-0.06377092
0.010498	-0.06377092
0.0102844	-0.06373147
0.0107117	-0.06373147
0.0110016	-0.06373147
0.0113831	-0.06373147
0.0118103	-0.06323835
0.0114899	-0.0629622
0.0112305	-0.06276495
0.0111847	-0.06242962
0.0115509	-0.06213375
0.0121613	-0.06168007
0.012619	-0.06126585
0.0133667	-0.06112777
0.0138855	-0.06095025
0.0138245	-0.0606741
0.0136871	-0.06053602
0.0139465	-0.06024015
0.0148468	-0.05982592
0.0163879	-0.05929335
0.0181122	-0.05872132
0.0194397	-0.05856352
0.0193024	-0.05856352
0.0184631	-0.0586227
0.0180054	-0.0586227
0.0177917	-0.0586227
0.018219	-0.0586227
0.0185699	-0.0586227
0.019043	-0.0586227
0.0193481	-0.0586227
0.0187531	-0.0586227
0.0182648	-0.05858325
0.0180359	-0.05856352
0.0184174	-0.05856352
0.0204163	-0.05795205
0.020813	-0.057597
0.021637	-0.05718277
0.0204773	-0.05655157
0.0196075	-0.05627542
0.0188599	-0.05603872
0.0186157	-0.0557034
0.0187988	-0.05536807
0.0188751	-0.05501302
0.0194397	-0.05463825
0.0199127	-0.054441
0.019104	-0.05438182
0.0184021	-0.05438182
0.0180206	-0.05446072
0.0184479	-0.05446072
0.0187531	-0.05446072
0.0188904	-0.05446072
0.0193634	-0.05446072
0.0191345	-0.05446072
0.0185699	-0.05446072
0.0180359	-0.05438182
0.018158	-0.05438182
0.018631	-0.05432265
0.0201416	-0.05375062
0.0213013	-0.05331667
0.0225677	-0.0530208
0.0229645	-0.05268547
0.024353	-0.05221207
0.0254059	-0.05179785
0.0258484	-0.05156115
0.0261688	-0.05142307
0.0265503	-0.05108775
0.0249634	-0.05075242
0.0231628	-0.05043682
0.0214996	-0.05006205
0.0210724	-0.0500226
0.0211182	-0.0500226
0.0210266	-0.0500226
0.0214233	-0.0501015
0.0218201	-0.0501015
0.021225	-0.0501015
0.0206909	-0.0501015
0.0205231	-0.0501015
0.0210876	-0.05008177
0.0211487	-0.0500226
0.0213013	-0.0500226
0.0216827	-0.0498648
0.0192261	-0.04909552
0.0185089	-0.04854322
0.0182037	-0.04816845
0.0187225	-0.04799092
0.019104	-0.04785285
0.0198517	-0.0475767
0.0208435	-0.04732027
0.021759	-0.04696522
0.021759	-0.04659045
0.0214233	-0.04613677
0.0210571	-0.04588035
0.0203247	-0.0454464
0.0194397	-0.04518997
0.0193176	-0.04509135
0.0189972	-0.04503217
0.0183105	-0.0450519
0.0180817	-0.04511107
0.0177307	-0.04511107
0.0177155	-0.04511107
0.0179749	-0.04511107
0.0183563	-0.04511107
0.0190582	-0.04511107
0.0185547	-0.04509135
0.0180206	-0.0450519
0.0174408	-0.04503217
0.0165253	-0.04467712
0.0160217	-0.04414455
0.0151672	-0.04329637
0.0154572	-0.04296105
0.0155487	-0.0426849
0.0153351	-0.04215232
