Light Intensity (% of scale max) Alessio_0.02_1.5_lampadina_old	Position (m) Alessio_0.02_1.5_lampadina_old
0.22008	-0.143914
0.21976	-0.143637
0.21873	-0.14348
0.21233	-0.142947
0.2124	-0.14277
0.21188	-0.14277
0.21164	-0.14277
0.21152	-0.14277
0.21213	-0.142789
0.2122	-0.142789
0.21227	-0.142789
0.21219	-0.142789
0.21231	-0.142789
0.2117	-0.142789
0.21062	-0.14277
0.21107	-0.14277
0.20917	-0.142691
0.20584	-0.142198
0.20532	-0.141961
0.20474	-0.141665
0.20552	-0.141231
0.20927	-0.140876
0.21333	-0.14062
0.21815	-0.140264
0.21902	-0.140225
0.21944	-0.140225
0.21912	-0.140205
0.21935	-0.140205
0.21887	-0.140205
0.2184	-0.140245
0.21851	-0.140245
0.21741	-0.140245
0.21782	-0.140245
0.21858	-0.140245
0.2186	-0.140225
0.21907	-0.140205
0.21884	-0.140205
0.21884	-0.140186
0.22304	-0.139712
0.22305	-0.139199
0.21956	-0.138825
0.21304	-0.138391
0.20757	-0.137957
0.20181	-0.137404
0.19847	-0.13701
0.19792	-0.136734
0.19794	-0.136694
0.19725	-0.136694
0.19722	-0.136734
0.19803	-0.136773
0.19844	-0.136773
0.19858	-0.136773
0.19872	-0.136773
0.19777	-0.136734
0.19771	-0.136694
0.19806	-0.136694
0.19894	-0.136418
0.20186	-0.135767
0.20325	-0.135609
0.20517	-0.135057
0.20488	-0.134801
0.20493	-0.134623
0.20296	-0.134248
0.19992	-0.134071
0.19722	-0.133775
0.19427	-0.133479
0.19119	-0.133242
0.18971	-0.133045
0.18594	-0.13273
0.18341	-0.132434
0.18369	-0.132434
0.18335	-0.132493
0.18347	-0.132493
0.18358	-0.132493
0.1837	-0.132493
0.18292	-0.132493
0.18291	-0.132434
0.18333	-0.132434
0.1812	-0.132158
0.17838	-0.131467
0.17743	-0.131112
0.17668	-0.130856
0.17603	-0.13056
0.17596	-0.130422
0.17569	-0.130264
0.17514	-0.130165
0.17506	-0.130027
0.17438	-0.129751
0.1739	-0.129455
0.17282	-0.12908
0.17148	-0.128804
0.17143	-0.128804
0.17169	-0.128804
0.17169	-0.128863
0.17169	-0.128863
0.17203	-0.128863
0.17168	-0.128863
0.17162	-0.128824
0.1718	-0.128804
0.1713	-0.128804
0.17032	-0.12837
0.16949	-0.127798
0.16882	-0.127364
0.16869	-0.127128
0.1689	-0.12699
0.16861	-0.126891
0.16808	-0.126635
0.16812	-0.126378
0.16777	-0.126082
0.16853	-0.125688
0.16959	-0.125333
0.1718	-0.124978
0.17357	-0.12478
0.17386	-0.12478
0.17406	-0.1248
0.17416	-0.124879
0.17447	-0.124859
0.17468	-0.124859
0.17439	-0.124859
0.17439	-0.124859
0.17458	-0.12482
0.17459	-0.1248
0.17599	-0.124484
0.18198	-0.123893
0.18396	-0.123715
0.18657	-0.123301
0.19406	-0.12269
0.21333	-0.122078
0.21828	-0.121545
0.22034	-0.121269
0.22311	-0.120973
0.22487	-0.120717
0.22615	-0.120559
0.22635	-0.120539
0.2261	-0.120579
0.22633	-0.120579
0.22632	-0.120579
0.22682	-0.120579
0.22687	-0.120579
0.22644	-0.120579
0.22659	-0.120579
0.2262	-0.120559
0.22626	-0.120539
0.23058	-0.120145
0.23814	-0.119395
0.24202	-0.11908
0.25304	-0.118567
0.26718	-0.117995
0.27881	-0.117679
0.29395	-0.117305
0.31157	-0.11691
0.32147	-0.116673
0.32712	-0.116555
0.33037	-0.116516
0.32994	-0.116516
0.33531	-0.116555
0.33691	-0.116555
0.33739	-0.116555
0.33746	-0.116555
0.33855	-0.116555
0.33952	-0.116555
0.33917	-0.116555
0.34009	-0.116555
0.34698	-0.116476
0.41072	-0.115727
0.45706	-0.115155
0.49889	-0.114543
0.52119	-0.114089
0.52673	-0.113853
0.54163	-0.113281
0.54686	-0.112768
0.54659	-0.112511
0.54651	-0.112472
0.5455	-0.112255
0.54372	-0.112137
0.54312	-0.112137
0.53879	-0.112216
0.54099	-0.112216
0.54108	-0.112216
0.54169	-0.112216
0.54144	-0.112216
0.54207	-0.112216
0.54265	-0.112196
0.54311	-0.112176
0.54082	-0.111841
0.53531	-0.111071
0.53471	-0.110638
0.53534	-0.110519
0.53671	-0.110263
0.53906	-0.110006
0.54492	-0.109553
0.56967	-0.108764
0.58478	-0.108488
0.59152	-0.108349
0.59818	-0.108231
0.59721	-0.108231
0.59647	-0.108251
0.59583	-0.108271
0.59456	-0.108271
0.59427	-0.108271
0.59486	-0.108271
0.59535	-0.108271
0.59662	-0.108251
0.59657	-0.108251
0.59666	-0.108231
0.59822	-0.108231
0.61179	-0.107876
0.63286	-0.10756
0.63742	-0.107363
0.65517	-0.10689
0.68651	-0.106436
0.71245	-0.106239
0.74644	-0.105825
0.79208	-0.105351
0.82921	-0.105036
0.8616	-0.104819
0.89215	-0.104621
0.89259	-0.104621
0.89249	-0.104641
0.90701	-0.104681
0.90492	-0.104681
0.9053	-0.104681
0.90697	-0.104681
0.90924	-0.104681
0.91125	-0.104681
0.91061	-0.104681
0.91156	-0.104621
0.97157	-0.10401
1.0164	-0.103734
1.07376	-0.103241
1.15591	-0.10259
1.17964	-0.102333
1.19963	-0.102077
1.2247	-0.101742
1.2429	-0.101485
1.27322	-0.100913
1.29126	-0.100617
1.29106	-0.100598
1.29097	-0.100598
1.29176	-0.100617
1.29102	-0.100637
1.29181	-0.100637
1.28992	-0.100637
1.29091	-0.100637
1.29219	-0.100637
1.29173	-0.100617
1.29265	-0.100617
1.30438	-0.100321
1.31154	-0.099335
1.30701	-0.098842
1.3035	-0.098645
1.29207	-0.098073
1.28902	-0.097974
1.28046	-0.097658
1.27873	-0.09752
1.2804	-0.097363
1.27417	-0.09685
1.26932	-0.096692
1.26866	-0.096692
1.25714	-0.096731
1.24767	-0.096771
1.24686	-0.096771
1.24825	-0.096771
1.24907	-0.096771
1.24907	-0.096771
1.2482	-0.096771
1.24879	-0.096771
1.24902	-0.096771
1.2511	-0.096534
1.22806	-0.095666
1.22061	-0.095449
1.19849	-0.094996
1.14195	-0.094069
1.13667	-0.09393
1.12767	-0.093556
1.10771	-0.093181
1.10263	-0.093003
1.08543	-0.09251
1.08391	-0.092372
1.08377	-0.092372
1.08214	-0.092372
1.08307	-0.092372
1.08366	-0.092372
1.08362	-0.092372
1.08305	-0.092372
1.08264	-0.092372
1.08327	-0.092372
1.08311	-0.092372
1.07961	-0.092037
1.04346	-0.090952
1.02629	-0.090163
0.98959	-0.089413
0.97603	-0.089275
0.96738	-0.08896
0.96083	-0.088723
0.95784	-0.088565
0.95085	-0.08821
0.9357	-0.087559
0.93018	-0.08748
0.93025	-0.08748
0.92662	-0.08748
0.92755	-0.0875
0.92661	-0.0875
0.92729	-0.0875
0.92581	-0.0875
0.92651	-0.0875
0.92636	-0.08748
0.92665	-0.08748
0.9118	-0.087066
0.88097	-0.086198
0.87746	-0.086001
0.86024	-0.085251
0.84183	-0.084561
0.83057	-0.084226
0.82806	-0.084107
0.82069	-0.08395
0.79918	-0.083575
0.78412	-0.08318
0.77843	-0.083042
0.77718	-0.083042
0.77673	-0.083042
0.7769	-0.083042
0.77647	-0.083042
0.77762	-0.083042
0.77805	-0.083042
0.77711	-0.083042
0.77565	-0.083042
0.77563	-0.083042
0.77632	-0.083042
0.75189	-0.082549
0.73454	-0.082234
0.71732	-0.081878
0.68089	-0.081326
0.66531	-0.081089
0.65526	-0.080833
0.64409	-0.080517
0.6308	-0.080222
0.60487	-0.079807
0.55623	-0.079373
0.52133	-0.079216
0.52	-0.079216
0.51567	-0.079216
0.51575	-0.079235
0.51694	-0.079235
0.51569	-0.079235
0.51512	-0.079235
0.51395	-0.079235
0.51234	-0.079235
0.51404	-0.079216
0.51456	-0.079176
0.45691	-0.078525
0.45132	-0.078229
0.44464	-0.077874
0.41589	-0.077263
0.37634	-0.076592
0.35504	-0.076217
0.34291	-0.07604
0.33121	-0.075823
0.30096	-0.07533
0.29681	-0.075271
0.29729	-0.075271
0.29486	-0.07529
0.29024	-0.07531
0.29044	-0.07531
0.29015	-0.07531
0.29012	-0.07531
0.29001	-0.07531
0.28851	-0.07531
0.28827	-0.07531
0.28745	-0.07529
0.28682	-0.07529
0.27754	-0.075014
0.27086	-0.074718
0.26642	-0.074442
0.25452	-0.07385
0.24307	-0.073377
0.24382	-0.073377
0.23907	-0.073121
0.2361	-0.072904
0.23419	-0.072805
0.23434	-0.072805
0.2348	-0.072766
0.23102	-0.07247
0.22762	-0.072332
0.22777	-0.072332
0.2276	-0.072351
0.22717	-0.072351
0.22711	-0.072351
0.22676	-0.072351
0.2271	-0.072351
0.22792	-0.072351
0.22752	-0.072351
0.22716	-0.072351
0.2272	-0.072351
0.22778	-0.072332
0.22792	-0.072253
0.22334	-0.0717
0.21738	-0.070971
0.21474	-0.070773
0.21352	-0.070734
0.21161	-0.070477
0.20961	-0.070201
0.2027	-0.069452
0.1993	-0.068998
0.19849	-0.068801
0.19557	-0.068406
0.19496	-0.068288
0.19469	-0.068288
0.19441	-0.068288
0.19441	-0.068308
0.19466	-0.068308
0.19421	-0.068308
0.19434	-0.068288
0.19443	-0.068288
0.19463	-0.068288
0.1956	-0.068288
0.19353	-0.067815
0.18771	-0.067045
0.18341	-0.066394
0.18179	-0.066237
0.18097	-0.065783
0.18074	-0.065566
0.18018	-0.065388
0.17973	-0.064954
0.18015	-0.064777
0.17982	-0.064382
0.17982	-0.06387
0.18002	-0.063653
0.17987	-0.063653
0.18008	-0.063653
0.17964	-0.063672
0.17986	-0.063672
0.18005	-0.063672
0.17992	-0.063672
0.17992	-0.063672
0.18016	-0.063653
0.17981	-0.063653
0.18019	-0.063653
0.17989	-0.063574
0.18059	-0.0631
0.18123	-0.062706
0.18216	-0.06237
0.18291	-0.061956
0.18402	-0.061621
0.18547	-0.061246
0.18629	-0.06099
0.18748	-0.060792
0.18901	-0.060497
0.18927	-0.060437
0.18903	-0.060437
0.18883	-0.060457
0.18907	-0.060497
0.18916	-0.060497
0.18904	-0.060497
0.18913	-0.060497
0.1889	-0.060497
0.18948	-0.060497
0.18985	-0.060457
0.18936	-0.060457
0.18964	-0.060437
0.19046	-0.06024
0.19322	-0.059648
0.19467	-0.059155
0.19646	-0.058741
0.19615	-0.058406
0.19582	-0.057893
0.1956	-0.057676
0.19527	-0.057558
0.19536	-0.057341
0.19514	-0.057341
0.19484	-0.057341
0.19455	-0.057341
0.19449	-0.057419
0.19458	-0.057419
0.19485	-0.057419
0.19484	-0.057419
0.19507	-0.057419
0.19456	-0.05736
0.19522	-0.057341
0.19492	-0.057341
0.19481	-0.057341
0.19537	-0.057222
0.19467	-0.056571
0.1949	-0.056197
0.19664	-0.055763
0.19737	-0.055447
0.1985	-0.055191
0.20032	-0.054796
0.20116	-0.05454
0.20224	-0.054402
0.20378	-0.054047
0.20583	-0.053849
0.20526	-0.053849
0.20584	-0.053849
0.20596	-0.053908
0.20619	-0.053908
0.2054	-0.053908
0.20528	-0.053908
0.20615	-0.053889
0.20683	-0.053849
0.20691	-0.053849
0.2067	-0.053849
0.20667	-0.05379
0.20963	-0.053317
0.20978	-0.052902
0.20897	-0.05235
0.20627	-0.051896
0.20453	-0.05166
0.20306	-0.051344
0.20071	-0.051009
0.19983	-0.050733
0.19948	-0.050457
0.19919	-0.050397
0.19891	-0.050397
0.19933	-0.050437
0.19971	-0.050457
0.1991	-0.050457
0.19933	-0.050457
0.19948	-0.050457
0.19861	-0.050457
0.19872	-0.050457
0.19864	-0.050397
0.19797	-0.050397
0.19756	-0.050378
0.19775	-0.049963
0.19896	-0.049451
0.2002	-0.049017
0.20161	-0.048701
0.20201	-0.048524
0.20224	-0.048287
0.20374	-0.04803
0.20538	-0.047932
0.20602	-0.047794
0.20708	-0.047419
0.20645	-0.047241
0.20677	-0.047241
0.20529	-0.047261
0.20549	-0.04734
0.20476	-0.04734
0.2049	-0.04734
0.20534	-0.04734
0.20517	-0.04734
0.20573	-0.04734
0.20557	-0.047281
0.20563	-0.047281
0.20558	-0.047281
0.20575	-0.047261
0.2036	-0.046827
0.20236	-0.046512
0.19907	-0.046176
0.19608	-0.045762
0.1946	-0.045506
0.19363	-0.045328
0.19272	-0.045111
0.19292	-0.045012
0.19325	-0.044993
0.19313	-0.044973
0.19348	-0.044953
0.19279	-0.044953
0.19353	-0.044993
0.19308	-0.045012
0.19263	-0.045012
0.19325	-0.045012
0.19254	-0.045012
0.19284	-0.045012
0.19287	-0.045012
0.19333	-0.044953
0.19345	-0.044953
0.19348	-0.044953
0.19296	-0.044934
0.19255	-0.044618
0.19243	-0.044519
0.19177	-0.044006
0.19247	-0.043513
0.19267	-0.043277
0.19318	-0.04304
0.19295	-0.042843
0.19353	-0.042606
0.1926	-0.042192
0.19176	-0.041856
0.19078	-0.041659
0.18997	-0.0416
0.19048	-0.0416
0.19095	-0.041639
0.19049	-0.041639
0.19077	-0.041639
0.19101	-0.041639
0.19109	-0.041639
0.1904	-0.04162
0.1911	-0.0416
0.19116	-0.0416
0.18983	-0.041206
0.1871	-0.040653
0.18633	-0.039943
0.18593	-0.039509
0.18637	-0.039194
0.18593	-0.038799
0.1866	-0.038582
0.18602	-0.038444
0.18596	-0.038286
0.18584	-0.038267
0.18617	-0.038267
0.18568	-0.038306
0.18547	-0.038306
0.18507	-0.038306
0.1853	-0.038306
0.18495	-0.038306
0.18541	-0.038267
0.18512	-0.038267
0.18471	-0.038247
0.18407	-0.037911
0.18326	-0.037122
0.18254	-0.036669
0.18239	-0.036235
0.18228	-0.03584
0.18253	-0.035485
0.1821	-0.035189
0.1823	-0.035111
0.18192	-0.035051
0.18231	-0.035032
0.18227	-0.035051
0.1819	-0.035091
0.18227	-0.035091
0.18184	-0.035091
0.18204	-0.035091
0.18204	-0.035091
0.18141	-0.035051
0.18164	-0.035051
0.18123	-0.035032
0.18127	-0.034953
0.18018	-0.034322
0.17975	-0.033493
0.17958	-0.032941
0.17947	-0.032507
0.17912	-0.032191
0.17909	-0.031955
0.17845	-0.031718
0.17848	-0.03154
0.17818	-0.031323
0.17776	-0.031304
0.17784	-0.031323
0.17786	-0.031363
0.17743	-0.031363
0.17773	-0.031363
0.17751	-0.031363
0.17737	-0.031363
0.17688	-0.031363
0.17702	-0.031323
0.17731	-0.031323
0.17717	-0.031304
0.17667	-0.030949
0.17728	-0.030633
0.17717	-0.030238
0.17659	-0.030081
0.17653	-0.029864
0.17606	-0.029607
0.17581	-0.029272
0.17564	-0.028917
0.17595	-0.02872
0.17575	-0.028542
0.17516	-0.028483
0.17551	-0.028483
0.17567	-0.028483
0.17595	-0.028542
0.17592	-0.028542
0.17609	-0.028542
0.17632	-0.028542
0.17642	-0.028542
0.17613	-0.028542
0.17615	-0.028542
0.17662	-0.028542
0.17633	-0.028522
0.17598	-0.028503
0.17586	-0.027931
0.17651	-0.02728
0.17732	-0.026905
0.17708	-0.026609
0.17763	-0.026313
0.17767	-0.025938
0.1781	-0.025662
0.17786	-0.025485
0.17778	-0.025386
0.1778	-0.025386
0.17761	-0.025386
0.17758	-0.025406
0.1776	-0.025406
0.17761	-0.025406
0.17807	-0.025406
0.17813	-0.025406
0.17839	-0.025386
0.17809	-0.025386
0.17831	-0.025347
0.17828	-0.024873
0.179	-0.02436
0.17963	-0.02369
0.17953	-0.023354
0.17999	-0.023118
0.1797	-0.022723
0.1794	-0.022427
0.17952	-0.021993
0.17943	-0.021698
0.17856	-0.021382
0.17929	-0.021027
0.17914	-0.020948
0.17979	-0.020968
0.17982	-0.021007
0.1797	-0.021007
0.1805	-0.021007
0.18068	-0.021007
0.18063	-0.021007
0.18083	-0.020987
0.18071	-0.020987
0.18102	-0.020948
0.18213	-0.020553
0.1826	-0.020238
0.18326	-0.019942
0.18326	-0.019843
0.18367	-0.019705
0.1839	-0.01935
0.18369	-0.019015
0.18379	-0.018739
0.18364	-0.018325
0.18358	-0.01793
0.18382	-0.017772
0.18405	-0.017496
0.18565	-0.016924
0.18582	-0.016865
0.18628	-0.016924
0.18616	-0.016924
0.18651	-0.016924
0.18683	-0.016924
0.18723	-0.016924
0.18729	-0.016924
0.18732	-0.016924
0.18703	-0.016904
0.18805	-0.016904
0.18762	-0.016766
0.18799	-0.016293
0.18684	-0.015859
0.18658	-0.015169
0.18678	-0.014754
0.18733	-0.014399
0.18701	-0.013847
0.18661	-0.01363
0.18658	-0.01361
0.18646	-0.013571
0.18718	-0.013512
0.18694	-0.013512
0.18655	-0.013334
0.18604	-0.012861
0.18622	-0.012663
0.18585	-0.012585
0.18599	-0.012506
0.18633	-0.012506
0.18605	-0.012506
0.1864	-0.012506
0.18655	-0.012506
0.18642	-0.012506
0.18652	-0.012506
0.18651	-0.012506
0.18625	-0.012427
0.18611	-0.011953
0.18657	-0.011618
0.18651	-0.011046
0.18655	-0.010435
0.18596	-0.010079
0.18582	-0.009863
0.18546	-0.009507
0.18517	-0.008916
0.18547	-0.008541
0.18466	-0.008225
0.18477	-0.007929
0.18486	-0.00791
0.18484	-0.007929
0.18507	-0.007929
0.18463	-0.007929
0.18465	-0.007929
0.18465	-0.007929
0.18475	-0.007929
0.18442	-0.007929
0.18428	-0.00791
0.18407	-0.007417
0.18408	-0.007121
0.18433	-0.006687
0.18361	-0.006115
0.18378	-0.005661
0.18375	-0.005306
0.18378	-0.005129
0.18372	-0.004734
0.18384	-0.004182
0.18373	-0.003945
0.18416	-0.003925
0.1842	-0.003925
0.18344	-0.003925
0.18465	-0.003925
0.18419	-0.003925
0.18428	-0.003925
0.18428	-0.003925
0.18463	-0.003925
0.18442	-0.003925
0.18459	-0.003925
0.18388	-0.003472
0.18448	-0.00286
0.1842	-0.002406
0.18402	-0.002189
0.18411	-0.001992
0.18388	-0.001598
0.18428	-0.001026
0.18427	-0.000650925
0.18413	-0.00011835
0.18486	1.9725e-05
0.18443	1.9725e-05
0.18484	1.9725e-05
0.18495	1.9725e-05
0.18468	1.9725e-05
0.18468	1.9725e-05
0.18483	1.9725e-05
0.18552	1.9725e-05
0.18494	1.9725e-05
0.18529	1.9725e-05
0.18532	1.9725e-05
0.18539	-2.056935e-16
0.18535	-2.056935e-16
0.1852	-2.056935e-16
0.1851	-2.056935e-16
0.18546	-2.056935e-16
0.18484	-2.056935e-16
0.18532	-2.056935e-16
0.18521	-2.056935e-16
0.18546	-2.056935e-16
0.18546	-2.056935e-16
0.18553	-2.056935e-16
0.18542	-2.056935e-16
0.18562	-2.056935e-16
0.18552	-2.056935e-16
0.18536	-2.056935e-16
0.18477	-2.056935e-16
0.18523	-2.056935e-16
0.18523	-2.056935e-16
0.18481	-2.056935e-16
0.18507	-2.056935e-16
0.18533	-2.056935e-16
0.18492	-2.056935e-16
0.18491	-2.056935e-16
0.18477	-2.056935e-16
0.18469	-2.056935e-16
0.18466	-2.056935e-16
0.18422	-2.056935e-16
0.1848	-2.056935e-16
0.1844	-2.056935e-16
0.18401	-2.056935e-16
0.18427	-2.056935e-16
0.18364	-2.056935e-16
0.18364	-2.056935e-16
0.18365	-2.056935e-16
0.18378	-2.056935e-16
0.18407	-2.056935e-16
0.18408	-2.056935e-16
0.18405	-2.056935e-16
0.18442	-2.056935e-16
0.18433	-2.056935e-16
0.18414	-2.056935e-16
0.18437	-2.056935e-16
0.18475	-2.056935e-16
0.18448	-2.056935e-16
0.18484	-2.056935e-16
0.18468	-2.056935e-16
0.18466	-2.056935e-16
0.18515	-2.056935e-16
0.18524	-2.056935e-16
0.18513	-2.056935e-16
0.18425	-2.056935e-16
0.18532	-2.056935e-16
0.18533	-2.056935e-16
0.18503	-2.056935e-16
0.18503	-2.056935e-16
0.18507	-2.056935e-16
0.18498	-2.056935e-16
0.1859	-2.056935e-16
0.18539	-2.056935e-16
0.18533	-2.056935e-16
0.18512	-2.056935e-16
0.18533	-2.056935e-16
0.18512	-2.056935e-16
0.18562	-2.056935e-16
0.18558	-2.056935e-16
0.18524	-2.056935e-16
0.18509	-2.056935e-16
0.18486	-2.056935e-16
0.18498	-2.056935e-16
0.18515	-2.056935e-16
0.18469	-2.056935e-16
0.18484	-2.056935e-16
0.18483	-2.056935e-16
0.18546	-2.056935e-16
0.18477	-2.056935e-16
0.18553	-2.056935e-16
0.18491	-2.056935e-16
0.18533	-2.056935e-16
0.18541	-2.056935e-16
0.18549	-2.056935e-16
0.18581	-2.056935e-16
0.18578	-2.056935e-16
0.18524	-2.056935e-16
0.18552	-2.056935e-16
0.1853	-2.056935e-16
0.18567	-2.056935e-16
0.18518	-2.056935e-16
0.18564	-2.056935e-16
0.18568	-2.056935e-16
0.1861	-2.056935e-16
0.18567	-2.056935e-16
0.18578	-2.056935e-16
0.18597	-2.056935e-16
0.18553	-2.056935e-16
0.18604	-2.056935e-16
0.18631	-2.056935e-16
0.18575	-2.056935e-16
0.18567	-2.056935e-16
0.18605	-2.056935e-16
0.18608	-2.056935e-16
0.18599	-2.056935e-16
0.18655	-2.056935e-16
0.18628	-2.056935e-16
0.18596	-2.056935e-16
0.18625	-2.056935e-16
0.18604	-2.056935e-16
0.18657	-2.056935e-16
