Light Intensity (% of scale max) Antonio_0.08_1.5_lampadina	Position (m) Antonio_0.08_1.5_lampadina
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	-0.0000197000
0.0000000000	-0.0000197000
0.0000000000	-0.0000197000
0.0000000000	-0.0000395000
0.0000000000	-0.0000395000
0.0000000000	-0.0000395000
0.0000000000	-0.0000395000
0.0000000000	-0.0000395000
0.0000000000	-0.0000395000
0.0000000000	-0.0000395000
0.0000000000	-0.0002170000
0.0000000000	-0.0008090000
0.0000000000	-0.0010000000
0.0000000000	-0.0015000000
0.0000000000	-0.0023000000
0.0000000000	-0.0029000000
0.0000000000	-0.0041000000
0.0000000000	-0.0052000000
0.0000000000	-0.0056000000
0.0000000000	-0.0063000000
0.0000000000	-0.0064000000
0.0000000000	-0.0067000000
0.0000000000	-0.0075000000
0.0000000000	-0.0080000000
0.0000000000	-0.0086000000
0.0000000000	-0.0096000000
0.0000000000	-0.0098000000
0.0000000000	-0.0107000000
0.0000000000	-0.0116000000
0.0000000000	-0.0116000000
0.0000000000	-0.0116000000
0.0000000000	-0.0116000000
0.0000000000	-0.0116000000
0.0000000000	-0.0116000000
0.0000000000	-0.0116000000
0.0000000000	-0.0116000000
0.0000000000	-0.0116000000
0.0000000000	-0.0116000000
0.0000000000	-0.0116000000
0.0000000000	-0.0116000000
0.0000000000	-0.0116000000
0.0000000000	-0.0116000000
0.0000000000	-0.0116000000
0.0000000000	-0.0116000000
0.0000000000	-0.0116000000
0.0000000000	-0.0117000000
0.0000000000	-0.0122000000
0.0000000000	-0.0130000000
0.0000000000	-0.0140000000
0.0000000000	-0.0149000000
0.0000000000	-0.0155000000
0.0000000000	-0.0160000000
0.0000000000	-0.0161000000
0.0000000000	-0.0169000000
0.0000000000	-0.0180000000
0.0000000000	-0.0185000000
0.0000000000	-0.0190000000
0.0000000000	-0.0191000000
0.0000000000	-0.0192000000
0.0000000000	-0.0199000000
0.0000000000	-0.0210000000
0.0000000000	-0.0215000000
0.0000000000	-0.0217000000
0.0000000000	-0.0223000000
0.0000000000	-0.0227000000
