Relative Intensity Antonio_0.16_1.5_lampadina	Position (m) Antonio_0.16_1.5_lampadina
0.0362854	-0.03714217
0.0364075	-0.0371619
0.0363617	-0.03718162
0.0362854	-0.03718162
0.0359344	-0.03726052
0.0341339	-0.0376353
0.0336456	-0.03799035
0.0337372	-0.03804952
0.0349121	-0.03860182
0.0387268	-0.03919357
0.0420532	-0.0400023
0.0387726	-0.04075185
0.036911	-0.04128442
0.0337982	-0.04203397
0.0348816	-0.04278353
0.0417023	-0.04382895
0.0424347	-0.0443418
0.0394745	-0.04491382
0.0342407	-0.04554503
0.0334167	-0.04597898
0.0362091	-0.04666935
0.0400696	-0.04716248
0.0439453	-0.04759643
0.0452271	-0.04810928
0.0422974	-0.04862213
0.0395203	-0.04897718
0.0361328	-0.04937168
0.0349731	-0.04980563
0.0368042	-0.05029875
0.0401001	-0.05069325
0.0458221	-0.05130473
0.0475006	-0.05177813
0.0470581	-0.05195565
0.0445557	-0.05244877
0.0377502	-0.05351392
0.0370026	-0.05379008
0.0370178	-0.05379008
0.03685	-0.05382953
0.0368347	-0.05382953
0.0364685	-0.05375063
0.0367889	-0.05375063
0.0367126	-0.05375063
0.0365448	-0.05375063
0.0363922	-0.05375063
0.0369568	-0.05375063
0.0365906	-0.05375063
0.0364532	-0.05375063
0.0368805	-0.05375063
0.0368042	-0.05375063
0.0367584	-0.05375063
0.0364685	-0.05375063
0.0363922	-0.05375063
0.0362396	-0.0538098
0.0362701	-0.05382953
0.0365601	-0.05382953
0.0370331	-0.05408595
0.0460968	-0.05505248
0.0495911	-0.05536808
0.049469	-0.05540753
0.0500946	-0.0555456
0.0496826	-0.05566395
0.0468445	-0.05627543
0.0429382	-0.05651213
0.0425415	-0.05661075
0.0410614	-0.05668965
0.0397491	-0.05682773
0.035965	-0.05738003
0.0356445	-0.05763645
0.0371704	-0.05789288
0.0435944	-0.05850435
0.0498962	-0.05887913
0.056427	-0.05931308
0.0578003	-0.05954978
0.0584259	-0.05958923
0.0578003	-0.05994428
0.0566559	-0.06018098
0.0561066	-0.06022043
0.0539093	-0.06045713
0.0492706	-0.06100943
0.0489197	-0.0613053
0.0509338	-0.06144338
0.0535126	-0.06166035
0.0613861	-0.06215348
0.0713043	-0.06260715
0.0748291	-0.0628044
0.0786438	-0.06317918
0.0800476	-0.06347505
0.0793762	-0.06349478
0.0778198	-0.06369202
0.0612946	-0.06452047
0.0486145	-0.06511222
0.0460205	-0.0654081
0.046936	-0.06566453
0.0501709	-0.06592095
0.0527649	-0.06601958
0.0596161	-0.06629573
0.0715942	-0.06669023
0.0805054	-0.06708473
0.0822144	-0.0674595
0.0720367	-0.0679329
0.0677338	-0.06807098
0.0671387	-0.06807098
0.0676727	-0.06807098
0.0675659	-0.06807098
0.0674591	-0.06807098
0.0671692	-0.06807098
0.0669403	-0.06807098
0.0667725	-0.06807098
0.0672455	-0.06807098
0.0670319	-0.06807098
0.0673218	-0.06807098
0.0673981	-0.06807098
0.0666809	-0.06807098
0.0666656	-0.06807098
0.0667114	-0.06807098
0.0667267	-0.0680907
0.06633	-0.0680907
0.0656738	-0.06811043
0.0652924	-0.06813015
0.0645752	-0.06814988
0.0634613	-0.06818933
0.0541687	-0.06850493
0.04422	-0.06899805
0.044281	-0.0690375
0.0445709	-0.06923475
0.0548096	-0.0697476
0.0575867	-0.0698265
0.0589142	-0.06986595
0.0750885	-0.07033935
0.0913086	-0.07095082
0.0919037	-0.07122697
0.0914001	-0.07122697
0.0909576	-0.07134533
0.0844574	-0.07162148
0.0840149	-0.07166093
0.0798035	-0.071799
0.0708466	-0.0720357
0.070282	-0.07205543
0.0692444	-0.07209488
0.0576172	-0.07241048
0.0476837	-0.07331782
0.0571899	-0.0736926
0.0571899	-0.0736926
0.0585937	-0.07371232
0.0591583	-0.07373205
0.0674438	-0.07390957
0.0836487	-0.07422517
0.1001892	-0.07452105
0.1091766	-0.07469857
0.1195831	-0.07523115
0.0996246	-0.07592152
0.0945282	-0.07600042
0.0903778	-0.07607932
0.0724182	-0.07635547
0.0704803	-0.0763752
0.0690613	-0.07639492
0.0673523	-0.07643437
0.0650635	-0.07647382
0.0623169	-0.07651327
0.0619507	-0.076533
0.0610046	-0.07655272
0.0608826	-0.07655272
0.0591583	-0.07657245
0.0575409	-0.07663162
0.0529175	-0.07702612
0.0654449	-0.07728255
0.0661316	-0.07730227
0.0690155	-0.07734172
0.0868378	-0.07761787
0.1592255	-0.07846605
0.1891479	-0.07925505
0.1638184	-0.07955092
0.1627655	-0.07957065
0.147522	-0.07972845
0.1189117	-0.07994542
0.119812	-0.07994542
0.1195831	-0.07994542
0.1173553	-0.07998487
0.0778198	-0.08053717
0.077774	-0.0811092
0.0879822	-0.08114865
0.0897217	-0.08114865
0.0864258	-0.08114865
0.0870514	-0.08112892
0.088028	-0.08112892
0.0882111	-0.08112892
0.0870972	-0.08112892
0.086853	-0.08112892
0.0864258	-0.08112892
0.0865784	-0.08112892
0.0875092	-0.08112892
0.0885925	-0.08112892
0.0865784	-0.08112892
0.0859985	-0.08112892
0.0867767	-0.08112892
0.085907	-0.08112892
0.0864258	-0.08112892
0.0951233	-0.08112892
0.0989532	-0.08112892
0.0865326	-0.08112892
0.0908051	-0.08112892
0.0898132	-0.08114865
0.0899506	-0.08114865
0.0907288	-0.08116837
0.0973511	-0.08120782
0.0972443	-0.08122755
0.1278381	-0.0814248
0.1359558	-0.08146425
0.1539154	-0.0815826
0.2049103	-0.08191792
0.2880402	-0.08241105
0.2970276	-0.082845
0.2955627	-0.08286472
0.2924957	-0.08290417
0.2470398	-0.0831606
0.2109375	-0.08343675
0.2026978	-0.08349592
0.1961517	-0.08353537
0.1588287	-0.08369317
0.1199493	-0.08389042
0.0890198	-0.08414685
0.086441	-0.08416657
0.0832214	-0.08420602
0.0765076	-0.084423
0.1787872	-0.0851331
0.1942749	-0.085212
0.1950226	-0.085212
0.2019196	-0.08525145
0.2146301	-0.0852909
0.2427673	-0.08538952
0.2782288	-0.08550787
0.3887787	-0.08590237
0.5030975	-0.0863166
0.5131531	-0.0863166
0.5194855	-0.08633632
0.5260468	-0.08637577
0.5367889	-0.08661247
0.4936829	-0.0870267
0.4900055	-0.08706615
0.4750671	-0.0871056
0.4159851	-0.08730285
0.3592987	-0.08746065
0.2369232	-0.08779597
0.1213837	-0.08832855
0.1191101	-0.08842717
0.1200104	-0.0884469
0.1245728	-0.0885258
0.1326904	-0.08856525
0.1372681	-0.0886047
0.14888	-0.08866387
0.1682739	-0.08874277
0.3768616	-0.08925562
0.9528351	-0.0897093
1.0662231	-0.08974875
1.1603851	-0.08982765
1.3470001	-0.0900249
1.5167847	-0.09028132
1.5766602	-0.09039967
1.598587	-0.09051802
1.5588531	-0.09087307
1.3774261	-0.0911295
1.3358765	-0.09118867
1.2746124	-0.09122812
1.0213623	-0.0914451
0.6127472	-0.09178042
0.7844849	-0.09266805
3.4716034	-0.09329925
3.931366	-0.09335842
4.1246338	-0.09337815
4.5567932	-0.0934176
6.7965698	-0.09369375
10.4315338	-0.09402907
12.7876282	-0.0942066
19.7809143	-0.09464055
20.7991028	-0.0947589
21.1145325	-0.09477862
22.0209351	-0.09485752
22.7943878	-0.0949167
24.2870026	-0.09497587
24.2082977	-0.09497587
23.9304199	-0.09497587
23.5545807	-0.09497587
23.6055908	-0.09497587
23.4745636	-0.09497587
23.0596008	-0.09497587
23.1139984	-0.09497587
23.2569275	-0.09497587
23.0514832	-0.09497587
23.0615845	-0.09497587
23.0482483	-0.09497587
23.233078	-0.09497587
22.9607391	-0.09497587
22.9684448	-0.09497587
23.010376	-0.09497587
22.9886169	-0.09497587
22.9924164	-0.09497587
23.0154114	-0.09497587
23.1570282	-0.09497587
23.2876892	-0.09497587
23.3631744	-0.09497587
23.0504913	-0.09497587
23.0128479	-0.09497587
23.089386	-0.09497587
23.317337	-0.09497587
23.4150085	-0.09497587
23.3620148	-0.09497587
23.2503204	-0.09497587
23.8562622	-0.09503505
25.1388397	-0.09519285
33.5052185	-0.09584377
36.4558563	-0.09611992
36.654129	-0.09613965
36.8483276	-0.09615937
36.9228668	-0.09647497
34.029068	-0.09708645
33.3660278	-0.09716535
32.7081451	-0.0972048
30.9222717	-0.09738232
26.5583801	-0.09777682
20.0325623	-0.09813187
18.6845093	-0.09819105
14.9226379	-0.09848692
10.448288	-0.09884197
5.2104645	-0.099414
0.9450836	-0.0999663
0.5810394	-0.10024245
0.5061493	-0.10034107
0.5457458	-0.10065667
1.0710144	-0.10113007
1.2358551	-0.10124842
1.3272858	-0.10132732
1.6753845	-0.10164292
1.8244781	-0.10180072
1.8767548	-0.10195852
1.4867859	-0.10266862
1.0938721	-0.10308285
0.8555908	-0.1032801
0.7146759	-0.10341817
0.6952057	-0.1034379
0.6178284	-0.1035168
0.397522	-0.10381267
0.189209	-0.10424662
0.2431946	-0.10473975
0.3647003	-0.104937
0.404541	-0.10499617
0.4367828	-0.1050159
0.5961609	-0.10529205
0.7153015	-0.1055682
0.7302246	-0.10560765
0.7874908	-0.1058049
0.8234863	-0.1061205
0.8044891	-0.1062783
0.7400208	-0.10653472
0.6604309	-0.10671225
0.5748901	-0.1069095
0.4871063	-0.10704757
0.3886261	-0.10718565
0.3697357	-0.10724482
0.316925	-0.10732372
0.2108154	-0.1075407
0.1499634	-0.10779712
0.1230774	-0.10797465
0.1197357	-0.10815217
0.1396332	-0.10834942
0.2110748	-0.1086453
0.3086548	-0.10900035
0.4000549	-0.10933567
0.4563904	-0.10978935
0.4351959	-0.11020357
0.3504486	-0.11059807
0.2915802	-0.11075587
0.2873993	-0.11075587
0.2858887	-0.11075587
0.2821808	-0.11075587
0.2802887	-0.11071642
0.2800293	-0.11071642
0.2783203	-0.11071642
0.2777863	-0.11071642
0.2788239	-0.11071642
0.2783356	-0.11071642
0.2777863	-0.11071642
0.2773285	-0.11071642
0.2783203	-0.11071642
0.2790222	-0.11071642
0.2782745	-0.11071642
0.2745361	-0.11071642
0.2722015	-0.11071642
0.2737427	-0.11073615
0.2722015	-0.11073615
0.2725983	-0.11075587
0.271637	-0.11075587
0.2742767	-0.11075587
0.253067	-0.11099257
0.0845032	-0.11186047
0.0783997	-0.11213662
0.0772705	-0.11213662
0.0798035	-0.1121958
0.0840607	-0.11229442
0.1523285	-0.11296507
0.2638397	-0.11367517
0.2680359	-0.11379352
0.269165	-0.1138527
0.2626495	-0.11403022
0.2405396	-0.11426692
0.1677704	-0.11481922
0.1340485	-0.11507565
0.1313171	-0.11509537
0.1268311	-0.1151151
0.1221771	-0.11515455
0.1008301	-0.11531235
0.0738983	-0.11554905
0.0608215	-0.11572657
0.0563354	-0.11592382
0.0690155	-0.11631832
0.0828247	-0.11647612
0.1053925	-0.1166931
0.1407623	-0.11698897
0.1762695	-0.1173243
0.2031708	-0.1177188
0.2063904	-0.11775825
0.206543	-0.11775825
0.2051086	-0.11775825
0.2079773	-0.11785687
0.2020721	-0.1181922
0.1648712	-0.1185867
0.1413879	-0.1187445
0.0935669	-0.1190601
0.0884552	-0.119139
0.0856781	-0.11915872
0.0799561	-0.1192968
0.0664215	-0.11949405
0.0601196	-0.11965185
0.0594788	-0.1198491
0.0713196	-0.12020415
0.0879364	-0.1204014
0.114212	-0.12061837
0.1285858	-0.1207959
0.1381531	-0.1209537
0.1490479	-0.12122985
0.1513977	-0.12168352
0.150116	-0.12176242
0.1454163	-0.12186105
0.1311951	-0.12209775
0.1254272	-0.12223582
0.1225891	-0.12227527
0.1000519	-0.1225317
0.0813599	-0.12278812
0.0645294	-0.12304455
0.0531769	-0.12330097
0.052597	-0.12334042
0.0522156	-0.12334042
0.0522919	-0.12334042
0.0524597	-0.12334042
0.0523834	-0.12330097
0.0523376	-0.12330097
0.0523987	-0.12330097
0.0523682	-0.12330097
0.0520477	-0.12330097
0.0520477	-0.12330097
0.0522766	-0.12330097
0.052597	-0.12330097
0.0525055	-0.12330097
0.052124	-0.12330097
0.051651	-0.12330097
0.0518494	-0.12330097
0.0517578	-0.12334042
0.0516663	-0.12334042
0.0514832	-0.12334042
0.0514984	-0.12334042
0.0498505	-0.1233996
0.0662537	-0.1243464
0.0897064	-0.12472117
0.0985565	-0.1248198
0.1277008	-0.12535237
0.1345673	-0.12572715
0.1304626	-0.12598357
0.11026	-0.1263978
0.0657654	-0.127029
0.0463715	-0.12752212
0.0473785	-0.12777855
0.0520782	-0.12793635
0.0677948	-0.12831112
0.0818634	-0.12858727
0.0920258	-0.12880425
0.1072845	-0.1293171
0.1083374	-0.1296327
0.106781	-0.12975105
0.1031494	-0.12988912
0.103302	-0.12990885
0.0964966	-0.13012582
0.087326	-0.13032307
0.0774841	-0.13052032
0.0665588	-0.13075703
0.05336	-0.13109235
0.041626	-0.13162492
0.0467072	-0.13197997
0.0511627	-0.1320786
0.0506897	-0.1320786
0.0494385	-0.13201942
0.0501709	-0.13201942
0.0484161	-0.13201942
0.048233	-0.13201942
0.0489044	-0.13201942
0.0485077	-0.13201942
0.0485229	-0.13201942
0.0489197	-0.13201942
0.0491486	-0.13201942
0.0498505	-0.13205887
0.0493011	-0.1320786
0.0500183	-0.1320786
0.0500641	-0.1320786
0.0534821	-0.13219695
0.0879364	-0.13296622
0.1055756	-0.13353825
0.1043396	-0.1336566
0.0844727	-0.1342878
0.0564575	-0.134919
0.0429535	-0.13551075
0.0418701	-0.13574745
0.0472412	-0.1362603
0.0697479	-0.1372071
0.0737762	-0.1378383
0.0656433	-0.13821307
0.04953	-0.1387062
0.0469818	-0.13880482
0.0384827	-0.13921905
0.0417633	-0.1399686
0.0593872	-0.14071815
0.0676575	-0.14136907
0.0675049	-0.14158605
0.0677948	-0.14156632
0.0670013	-0.14156632
0.0671082	-0.1415466
0.0671082	-0.1415466
0.0668488	-0.1415466
0.0664978	-0.1415466
0.0671997	-0.1415466
0.0669098	-0.1415466
0.067215	-0.1415466
0.0670166	-0.14156632
0.0670166	-0.14156632
0.0666656	-0.14158605
0.067276	-0.14158605
0.0634766	-0.14198055
0.0467834	-0.14278927
0.0383453	-0.14332185
0.0404663	-0.14373607
0.050827	-0.14434755
0.0588684	-0.14491957
0.0601044	-0.1453338
0.0520782	-0.1461228
0.0416412	-0.14671455
0.0371704	-0.14712877
0.0414124	-0.14775997
0.0451965	-0.14789805
0.0505219	-0.14823337
0.0566254	-0.1486476
0.0578156	-0.14898292
0.055069	-0.1495944
0.0493927	-0.15002835
0.0490723	-0.1500678
0.0486755	-0.1500678
0.049057	-0.1500678
0.0486145	-0.15004807
0.0490417	-0.15004807
0.0489197	-0.15004807
0.0489197	-0.15004807
0.0489655	-0.15004807
0.0489349	-0.15004807
0.0488892	-0.15004807
0.0491028	-0.15004807
0.048996	-0.1500678
0.0489655	-0.1500678
0.0487671	-0.1500678
0.0439758	-0.1503834
0.0398102	-0.15060037
0.0365295	-0.15095542
0.0435791	-0.15190222
0.0532532	-0.15284902
0.0534973	-0.15302655
0.0522308	-0.15328297
0.0419006	-0.15426922
0.0356903	-0.15497932
0.0356445	-0.15507795
0.0366364	-0.1553541
0.0386505	-0.15553162
0.0422821	-0.15572887
0.0493622	-0.1564587
0.048233	-0.15738577
0.041687	-0.1581156
0.038147	-0.1584312
0.037674	-0.15849037
0.0378876	-0.15849037
0.0377045	-0.15849037
0.0379181	-0.15849037
0.0378113	-0.15847065
0.037674	-0.15847065
0.0378265	-0.15847065
0.0377197	-0.15847065
0.0382843	-0.15847065
0.0376129	-0.15847065
0.0377197	-0.15847065
0.0373993	-0.15849037
0.0374603	-0.15849037
0.037384	-0.15849037
0.0372314	-0.1585101
0.0359192	-0.15941745
0.0447083	-0.1603248
0.0478821	-0.16075875
0.0478058	-0.16140967
0.0380707	-0.16231702
0.034256	-0.16302712
0.0370026	-0.16350052
0.043335	-0.16405282
0.0471497	-0.16438815
0.0494843	-0.16499962
0.0415344	-0.16578862
0.0380249	-0.16602532
0.0374603	-0.1660845
0.0371857	-0.1660845
0.0374298	-0.1660845
0.0373077	-0.16606477
0.0376587	-0.16606477
0.0372925	-0.16606477
0.0375977	-0.16606477
0.0375824	-0.16606477
0.0374908	-0.16606477
0.0373993	-0.16606477
0.0377502	-0.1660845
0.0371246	-0.1660845
0.0367584	-0.16614367
0.0353699	-0.166479
0.0375977	-0.1676625
0.049057	-0.16843177
0.0484467	-0.1689249
0.0433655	-0.16926022
0.0403137	-0.16959555
0.0334473	-0.17040427
0.0352936	-0.1710552
0.0419769	-0.17219925
0.041153	-0.17320522
0.0390015	-0.17348137
0.0387573	-0.17356027
0.0379486	-0.17363917
0.038147	-0.17363917
0.0382385	-0.17363917
0.0383759	-0.17363917
0.038208	-0.17363917
0.037796	-0.17363917
0.0382385	-0.17363917
0.0383301	-0.17363917
0.0381775	-0.17363917
0.0383759	-0.17363917
0.038269	-0.17363917
0.0379944	-0.17363917
0.0359039	-0.17393505
0.035675	-0.17511855
0.0437012	-0.1761048
0.0453339	-0.17675572
0.0431366	-0.17716995
0.0357666	-0.17774197
0.0333099	-0.17859015
0.0376434	-0.17920162
0.0414734	-0.17979337
0.0422363	-0.179892
0.041687	-0.179892
0.0418091	-0.179892
0.0415497	-0.179892
0.0412598	-0.179892
0.0411987	-0.179892
0.0413361	-0.179892
0.0414124	-0.179892
0.0409546	-0.179892
0.0409698	-0.179892
0.0413513	-0.179892
0.0420532	-0.179892
0.0413666	-0.179892
0.0412445	-0.17987227
0.0427551	-0.17959612
0.04245	-0.1794975
0.0424042	-0.17916217
0.0368347	-0.17843235
0.032486	-0.17766307
0.0340881	-0.17724885
0.0413361	-0.17661765
0.045517	-0.17608507
0.0454865	-0.17580892
0.0410767	-0.1752369
0.0361938	-0.17470432
0.0334167	-0.17419147
0.0362244	-0.17340247
0.040863	-0.1726332
0.042984	-0.1721598
0.0435944	-0.1716075
0.0428772	-0.1713708
0.0404968	-0.17109465
0.0376587	-0.1708185
0.0375671	-0.1708185
0.0380554	-0.1708185
0.0380096	-0.1708185
0.0374451	-0.1708185
0.037735	-0.1708185
0.0377502	-0.1708185
0.0376282	-0.1708185
0.0374908	-0.1708185
0.0379181	-0.1708185
0.0378265	-0.1708185
0.0379181	-0.1708185
0.037384	-0.1708185
0.0375366	-0.17079877
0.0349274	-0.17038455
0.0341797	-0.16959555
0.04216	-0.1686882
0.0491943	-0.16791892
0.0416107	-0.16697212
0.0340881	-0.16594642
0.0408478	-0.16519687
0.0475769	-0.16472347
0.0488586	-0.16393447
0.0379791	-0.1630863
0.0345917	-0.1622184
0.0397034	-0.16160692
0.0440674	-0.1612716
0.0458069	-0.1611138
0.0470123	-0.16099545
0.0465851	-0.16099545
0.046814	-0.16099545
0.0469971	-0.16099545
0.0470428	-0.16099545
0.0468445	-0.16099545
0.0469971	-0.16099545
0.0469513	-0.16099545
0.0470123	-0.16099545
0.0474243	-0.16099545
0.0471497	-0.16099545
0.0471344	-0.16099545
0.0470276	-0.16099545
0.0472717	-0.16099545
0.0476532	-0.16093627
0.0493469	-0.16038397
0.0431213	-0.15949635
0.036026	-0.15854955
0.0402679	-0.15760275
0.0439148	-0.1573266
0.0473022	-0.15710962
0.0503693	-0.15649815
0.0424652	-0.15555135
0.0359192	-0.15442702
0.0384369	-0.15397335
0.0454865	-0.15351967
0.0524597	-0.1529082
0.0540466	-0.15233617
0.0516663	-0.1518825
0.0454102	-0.1514091
0.0423279	-0.1511724
0.0385437	-0.15091597
0.0375671	-0.15079762
0.0377045	-0.15081735
0.0376892	-0.15081735
0.0376587	-0.15081735
0.0374908	-0.15081735
0.0374298	-0.15081735
0.0375519	-0.15081735
0.0374451	-0.15081735
0.0372467	-0.15081735
0.0374298	-0.15081735
0.0375824	-0.15081735
0.0372925	-0.15081735
0.0374451	-0.1507779
0.0362396	-0.15036367
0.0454254	-0.14955495
0.0556335	-0.14884485
0.0589447	-0.14813475
0.056015	-0.14772052
0.0500336	-0.14732602
0.0440521	-0.14704987
0.0388031	-0.146754
0.03862	-0.1466751
0.0380554	-0.14657647
0.0378723	-0.14626087
0.0426788	-0.1458861
0.0475159	-0.14562967
0.0517731	-0.14543242
0.0563049	-0.145176
0.059433	-0.14488012
0.0611267	-0.14466315
0.062027	-0.14444617
0.0601654	-0.14417002
0.0590973	-0.1439925
0.0561371	-0.14373607
0.0478821	-0.1432824
0.04245	-0.14302597
0.0391998	-0.14269065
0.0425415	-0.1421778
0.0458374	-0.14202
0.0529022	-0.14174385
0.0646515	-0.14121127
0.0659943	-0.14111265
0.0664062	-0.14111265
0.0669098	-0.14113237
0.0674744	-0.14125072
0.0673981	-0.14125072
0.0680237	-0.14125072
0.0673065	-0.14125072
0.067627	-0.14125072
0.0670776	-0.14125072
0.0678101	-0.14125072
0.0675659	-0.14127045
0.0675659	-0.14127045
0.0675507	-0.14127045
0.0670013	-0.14121127
0.0674438	-0.14119155
0.067749	-0.14113237
0.067337	-0.14065897
0.0577698	-0.14008695
0.0437927	-0.1394952
0.0384979	-0.13906125
0.048233	-0.13856812
0.0641632	-0.13805527
0.0731659	-0.1376805
0.0745239	-0.1372071
0.0701447	-0.13691122
0.0663452	-0.13675342
0.0632782	-0.13661535
0.0615234	-0.13635892
0.057724	-0.13616167
0.0541229	-0.13598415
0.0467682	-0.13564882
0.042572	-0.1352346
0.0438843	-0.13511625
0.0475769	-0.13495845
0.0508575	-0.13480065
0.0535278	-0.13472175
0.0598602	-0.13456395
0.0633545	-0.13446532
0.0691528	-0.13430752
0.0776062	-0.13409055
0.0869751	-0.13387357
0.0942383	-0.13371577
0.0996399	-0.13353825
0.1031189	-0.13336072
0.1044769	-0.1331043
0.0959778	-0.13282815
0.0810089	-0.13259145
0.0601959	-0.13227585
0.0504303	-0.13209832
0.0460968	-0.13197997
0.0428009	-0.13182217
0.0409698	-0.1316052
0.0428925	-0.13142767
0.0468903	-0.13125015
0.0537567	-0.13103317
0.0616302	-0.1308162
0.0685577	-0.1306584
0.0765533	-0.13046115
0.0864563	-0.13022445
0.0920868	-0.13008637
0.0973969	-0.12988912
0.1013336	-0.1297116
0.1024475	-0.12957352
0.1001129	-0.1292382
0.0949402	-0.1290015
0.0917664	-0.12888315
0.0853577	-0.1287648
0.0861206	-0.1287648
0.0857086	-0.1287648
0.0852356	-0.12882397
0.0845184	-0.12882397
0.0843658	-0.12882397
0.0842896	-0.12882397
0.0843506	-0.12882397
0.0857086	-0.12882397
0.0850677	-0.12882397
0.0851746	-0.12882397
0.0848236	-0.12882397
0.0851135	-0.12882397
0.0847321	-0.12880425
0.0848999	-0.1287648
0.0852966	-0.1287648
0.0859833	-0.1287648
0.0859985	-0.1287648
0.0756836	-0.12854782
0.0558777	-0.12807442
0.0469971	-0.1277391
0.0505524	-0.12732487
0.0576477	-0.12708817
0.0601807	-0.12693037
0.063858	-0.12667395
0.0689697	-0.12649642
0.0770111	-0.12637807
0.0911713	-0.12620055
0.1149292	-0.12586522
0.1335754	-0.12533265
0.108429	-0.12483952
0.0750122	-0.12444502
0.0661926	-0.12430695
0.0592651	-0.12414915
0.0526581	-0.12397162
0.0506897	-0.12389272
0.0499573	-0.12381382
0.0486298	-0.12367575
0.0479889	-0.12359685
0.047348	-0.12345877
0.0470886	-0.12326152
0.0472565	-0.12322207
0.0476379	-0.1231629
0.0489807	-0.123084
0.0519714	-0.12296565
0.0583191	-0.12278812
0.0880585	-0.1223739
0.1152039	-0.12207802
0.1329956	-0.12184132
0.1414795	-0.12164407
0.141922	-0.12152572
0.1393738	-0.12136792
0.1376495	-0.12122985
0.1301575	-0.12107205
0.1253052	-0.12097342
0.1186066	-0.12083535
0.1084747	-0.12065782
0.1015015	-0.12057892
0.0877991	-0.12038167
0.0690918	-0.12014497
0.0660095	-0.1200858
0.0572815	-0.1198491
0.0571899	-0.11957295
0.0693054	-0.11931652
0.0890045	-0.11911927
0.0992737	-0.1189812
0.1182556	-0.11884312
0.1278687	-0.11876422
0.1390076	-0.11864587
