Time (s) rumore_abientale_1.5_candela	Light Intensity (% of scale max) rumore_abientale_1.5_candela
60.16	1.36938
60.2	1.38092
60.24	1.39885
60.28	1.44016
60.32	1.46223
60.36	1.45253
60.4	1.42374
60.44	1.39403
60.48	1.37347
60.52	1.38347
60.56	1.40128
60.6	1.44008
60.64	1.46324
60.68	1.45123
60.72	1.42491
60.76	1.38867
60.8	1.37225
60.84	1.38034
60.88	1.39792
60.92	1.43686
60.96	1.45903
61.0	1.44833
61.04	1.42448
61.08	1.38742
61.12	1.37079
61.16	1.38022
61.2	1.39745
61.24	1.43636
61.28	1.46083
61.32	1.44897
61.36	1.42545
61.4	1.38872
61.44	1.37158
61.48	1.37982
61.52	1.40022
61.56	1.43681
61.6	1.46242
61.64	1.45221
61.68	1.42575
61.72	1.3907
61.76	1.3737
61.8	1.38153
61.84	1.39903
61.88	1.4388
61.92	1.46072
61.96	1.4521
62.0	1.42561
62.04	1.39003
62.08	1.37343
62.12	1.38132
62.16	1.39879
62.2	1.43953
62.24	1.46234
62.28	1.4545
62.32	1.42316
62.36	1.40089
62.4	1.37076
62.44	1.38281
62.48	1.39946
62.52	1.44077
62.56	1.46277
62.6	1.45659
62.64	1.42451
62.68	1.39568
62.72	1.37502
62.76	1.3815
62.8	1.39961
62.84	1.43692
62.88	1.46545
62.92	1.4539
62.96	1.42543
63.0	1.39624
63.04	1.37067
63.08	1.38098
63.12	1.39949
63.16	1.43845
63.2	1.46155
63.24	1.45161
63.28	1.42178
63.32	1.39502
63.36	1.36559
63.4	1.37454
63.44	1.39111
63.48	1.42601
63.52	1.4498
63.56	1.43959
63.6	1.40903
63.64	1.38057
63.68	1.35017
63.72	1.35599
63.76	1.36996
63.8	1.40718
63.84	1.43097
63.88	1.42189
63.92	1.39775
63.96	1.36061
64.0	1.33739
64.04	1.3418
64.08	1.35786
64.12	1.39331
64.16	1.42072
64.2	1.41853
64.24	1.38913
64.28	1.36673
64.32	1.33426
64.36	1.34013
64.4	1.35574
64.44	1.39392
64.48	1.42194
64.52	1.41933
64.56	1.39305
64.6	1.36699
64.64	1.33563
64.68	1.3412
64.72	1.35806
64.76	1.39211
64.8	1.42415
64.84	1.42389
64.88	1.4005
64.92	1.37599
64.96	1.34506
65.0	1.34952
65.04	1.36623
65.08	1.40417
65.12	1.43805
65.16	1.43687
65.2	1.41756
65.24	1.38503
65.28	1.36385
65.32	1.36603
65.36	1.38333
65.4	1.42044
65.44	1.4501
65.48	1.45474
65.52	1.4325
65.56	1.40604
65.6	1.37259
65.64	1.37355
65.68	1.39197
65.72	1.42648
65.76	1.45998
65.8	1.46066
65.84	1.43819
65.88	1.41197
65.92	1.38052
65.96	1.37985
66.0	1.39447
66.04	1.43013
66.08	1.4595
66.12	1.46156
66.16	1.43704
66.2	1.41252
66.24	1.38045
66.28	1.37962
66.32	1.39728
66.36	1.43007
66.4	1.46117
66.44	1.46408
66.48	1.43988
66.52	1.41258
66.56	1.38029
66.6	1.38116
66.64	1.39738
66.68	1.43077
66.72	1.46436
66.76	1.46373
66.8	1.43884
66.84	1.41565
66.88	1.382
66.92	1.38144
66.96	1.39587
67.0	1.43028
67.04	1.46103
67.08	1.46239
67.12	1.43877
67.16	1.41263
67.2	1.38011
67.24	1.37845
67.28	1.39606
67.32	1.42923
67.36	1.45934
67.4	1.46274
67.44	1.44223
67.48	1.41257
67.52	1.38147
67.56	1.37987
67.6	1.39423
67.64	1.43094
67.68	1.46027
67.72	1.46368
67.76	1.44472
67.8	1.40779
67.84	1.38121
67.88	1.38002
67.92	1.39473
67.96	1.43021
68.0	1.45914
68.04	1.46408
68.08	1.44012
68.12	1.41631
68.16	1.38138
68.2	1.3812
68.24	1.39783
68.28	1.43285
68.32	1.46492
68.36	1.46661
68.4	1.44574
68.44	1.40669
68.48	1.38268
68.52	1.38329
68.56	1.39772
68.6	1.43224
68.64	1.46217
68.68	1.46545
68.72	1.44043
68.76	1.4055
68.8	1.3811
68.84	1.38234
68.88	1.39728
68.92	1.43141
68.96	1.46341
69.0	1.46346
69.04	1.43884
69.08	1.41656
69.12	1.38075
69.16	1.37956
69.2	1.39682
69.24	1.42735
69.28	1.45775
69.32	1.46016
69.36	1.43936
69.4	1.40771
69.44	1.37657
69.48	1.36987
69.52	1.38371
69.56	1.41727
69.6	1.44446
69.64	1.44949
69.68	1.42961
69.72	1.38771
69.76	1.36028
69.8	1.35489
69.84	1.36505
69.88	1.39359
69.92	1.42415
69.96	1.43105
70.0	1.41051
70.04	1.3786
70.08	1.34705
70.12	1.33572
70.16	1.34875
70.2	1.38113
70.24	1.40814
70.28	1.41591
70.32	1.39691
70.36	1.37117
70.4	1.33333
70.44	1.32182
70.48	1.3382
70.52	1.37247
70.56	1.40205
70.6	1.41379
70.64	1.4007
70.68	1.36353
70.72	1.34137
70.76	1.32832
70.8	1.34126
70.84	1.37798
70.88	1.40671
70.92	1.42221
70.96	1.41144
71.0	1.38408
71.04	1.34839
71.08	1.33887
71.12	1.35092
71.16	1.38707
71.2	1.41711
71.24	1.43478
71.28	1.4243
71.32	1.39204
71.36	1.36177
71.4	1.3474
71.44	1.36467
71.48	1.39894
71.52	1.4288
71.56	1.45183
71.6	1.43997
71.64	1.40976
71.68	1.3813
71.72	1.3661
71.76	1.37854
71.8	1.4118
71.84	1.43976
71.88	1.45996
71.92	1.44765
71.96	1.4223
72.0	1.38623
72.04	1.3734
72.08	1.38478
72.12	1.41791
72.16	1.44438
72.2	1.46753
72.24	1.45418
72.28	1.42453
72.32	1.39314
72.36	1.37308
72.4	1.38504
72.44	1.41713
72.48	1.44461
72.52	1.46458
72.56	1.45294
72.6	1.418
72.64	1.39583
72.68	1.36967
72.72	1.38315
72.76	1.41537
72.8	1.44182
72.84	1.45973
72.88	1.44875
72.92	1.41228
72.96	1.38795
73.0	1.36223
73.04	1.37508
73.08	1.40547
73.12	1.43066
73.16	1.44643
73.2	1.43454
73.24	1.39575
73.28	1.36768
73.32	1.34023
73.36	1.34947
73.4	1.37918
73.44	1.40384
73.48	1.42433
73.52	1.4149
73.56	1.38255
73.6	1.3575
73.64	1.32944
73.68	1.34093
73.72	1.3716
73.76	1.39563
73.8	1.42187
73.84	1.41321
73.88	1.38533
73.92	1.35849
73.96	1.33302
74.0	1.34273
74.04	1.37297
74.08	1.39844
74.12	1.42574
74.16	1.41718
74.2	1.39337
74.24	1.35789
74.28	1.33614
74.32	1.34004
74.36	1.35583
74.4	1.39455
74.44	1.42104
74.48	1.41777
74.52	1.39244
74.56	1.36911
74.6	1.33728
74.64	1.34441
74.68	1.35941
74.72	1.3967
74.76	1.42494
74.8	1.41963
74.84	1.39972
74.88	1.36053
74.92	1.33836
74.96	1.3398
75.0	1.35652
75.04	1.39133
75.08	1.42142
75.12	1.42218
75.16	1.39799
75.2	1.37021
75.24	1.33875
75.28	1.3399
75.32	1.35405
75.36	1.38844
75.4	1.41954
75.44	1.41768
75.48	1.39426
75.52	1.36716
75.56	1.33575
75.6	1.33472
75.64	1.34834
75.68	1.38261
75.72	1.41356
75.76	1.41574
75.8	1.39555
75.84	1.36993
75.88	1.33331
75.92	1.32942
75.96	1.34372
76.0	1.37769
76.04	1.40564
76.08	1.41177
76.12	1.39128
76.16	1.35527
76.2	1.32602
76.24	1.31915
76.28	1.32718
76.32	1.35764
76.36	1.38123
76.4	1.38654
76.44	1.36459
76.48	1.33113
76.52	1.29878
76.56	1.28673
76.6	1.30017
76.64	1.3309
76.68	1.35907
76.72	1.36911
76.76	1.35028
76.8	1.32538
76.84	1.2868
76.88	1.27673
76.92	1.29198
76.96	1.32271
77.0	1.35188
77.04	1.36804
77.08	1.35715
77.12	1.32213
77.16	1.29854
77.2	1.28278
77.24	1.29491
77.28	1.32985
77.32	1.35696
77.36	1.37752
77.4	1.36868
77.44	1.33522
77.48	1.31458
77.52	1.29405
77.56	1.30937
77.6	1.34329
77.64	1.37361
77.68	1.39848
77.72	1.38835
77.76	1.36206
77.8	1.33134
77.84	1.314
77.88	1.32539
77.92	1.35825
77.96	1.38562
78.0	1.40698
78.04	1.39676
78.08	1.36584
78.12	1.34323
78.16	1.31598
78.2	1.3302
78.24	1.35973
78.28	1.38478
78.32	1.40923
78.36	1.40248
78.4	1.37164
78.44	1.34302
78.48	1.31912
78.52	1.32957
78.56	1.36046
78.6	1.38364
78.64	1.41235
78.68	1.40233
78.72	1.37891
78.76	1.34235
78.8	1.32245
78.84	1.32849
78.88	1.35999
78.92	1.38313
78.96	1.41058
79.0	1.40576
79.04	1.37723
79.08	1.35207
79.12	1.32307
79.16	1.33237
79.2	1.36281
79.24	1.38344
79.28	1.41251
79.32	1.4048
79.36	1.38162
79.4	1.34372
79.44	1.32155
79.48	1.32593
79.52	1.35588
79.56	1.37822
79.6	1.40599
79.64	1.40446
79.68	1.37578
79.72	1.35271
79.76	1.3205
79.8	1.32692
79.84	1.34196
79.88	1.37679
79.92	1.40872
79.96	1.40514
80.0	1.37959
80.04	1.34813
80.08	1.32237
80.12	1.32442
80.16	1.34087
80.2	1.37762
80.24	1.4068
80.28	1.40697
80.32	1.38606
80.36	1.35281
80.4	1.32524
80.44	1.32759
80.48	1.34227
80.52	1.37587
80.56	1.40617
80.6	1.40752
80.64	1.38193
80.68	1.35893
80.72	1.32436
80.76	1.32542
80.8	1.34099
80.84	1.37801
80.88	1.40718
80.92	1.40718
80.96	1.38461
81.0	1.36038
81.04	1.3252
81.08	1.32343
81.12	1.33763
81.16	1.37395
81.2	1.40222
81.24	1.40623
81.28	1.38365
81.32	1.35789
81.36	1.32507
81.4	1.31992
81.44	1.33737
81.48	1.37024
81.52	1.40315
81.56	1.40883
81.6	1.38826
81.64	1.3576
81.68	1.32747
81.72	1.323
81.76	1.33421
81.8	1.36729
81.84	1.39572
81.88	1.40105
81.92	1.38309
81.96	1.34407
82.0	1.31335
82.04	1.30528
82.08	1.31665
82.12	1.34509
82.16	1.37219
82.2	1.38017
82.24	1.36177
82.28	1.32036
82.32	1.2934
82.36	1.28351
82.4	1.28947
82.44	1.31375
82.48	1.33463
82.52	1.34535
82.56	1.32745
82.6	1.29784
82.64	1.26582
82.68	1.2551
82.72	1.26654
82.76	1.29474
82.8	1.32141
82.84	1.33745
82.88	1.32396
82.92	1.28651
82.96	1.26421
83.0	1.2486
83.04	1.2627
83.08	1.29778
83.12	1.32738
83.16	1.34583
83.2	1.33092
83.24	1.30725
83.28	1.27136
83.32	1.26218
83.36	1.27428
83.4	1.30888
83.44	1.33759
83.48	1.35869
83.52	1.34891
83.56	1.32329
83.6	1.29504
83.64	1.28235
83.68	1.2944
83.72	1.32977
83.76	1.3586
83.8	1.38046
83.84	1.37216
83.88	1.3399
83.92	1.31926
83.96	1.29384
84.0	1.30951
84.04	1.34288
84.08	1.37198
84.12	1.3978
84.16	1.38936
84.2	1.36174
84.24	1.33292
84.28	1.31517
84.32	1.32454
84.36	1.35847
84.4	1.38431
84.44	1.40829
84.48	1.4024
84.52	1.3714
84.56	1.34796
84.6	1.32086
84.64	1.33095
84.68	1.36249
84.72	1.38455
84.76	1.41402
84.8	1.40648
84.84	1.38286
84.88	1.34583
84.92	1.32414
84.96	1.33493
85.0	1.36383
85.04	1.38766
85.08	1.41541
85.12	1.40976
85.16	1.37926
85.2	1.35838
85.24	1.32593
85.28	1.33632
85.32	1.35324
85.36	1.38817
85.4	1.41795
85.44	1.41159
85.48	1.38603
85.52	1.36021
85.56	1.32947
85.6	1.33699
85.64	1.35205
85.68	1.38977
85.72	1.41956
85.76	1.41327
85.8	1.39293
85.84	1.35713
85.88	1.33101
85.92	1.33763
85.96	1.35387
86.0	1.38766
86.04	1.41794
86.08	1.41678
86.12	1.39392
86.16	1.35648
86.2	1.33366
86.24	1.33621
86.28	1.35371
86.32	1.38866
86.36	1.41798
86.4	1.41707
86.44	1.38995
86.48	1.36699
86.52	1.33359
86.56	1.33656
86.6	1.35085
86.64	1.38705
86.68	1.41785
86.72	1.41586
86.76	1.39201
86.8	1.36154
86.84	1.33401
86.88	1.33311
86.92	1.34929
86.96	1.38254
87.0	1.41217
87.04	1.41454
87.08	1.39622
87.12	1.35811
87.16	1.33171
87.2	1.33096
87.24	1.34386
87.28	1.37477
87.32	1.40413
87.36	1.41081
87.4	1.39267
87.44	1.35524
87.48	1.32654
87.52	1.32155
87.56	1.33327
87.6	1.36542
87.64	1.39423
87.68	1.39587
87.72	1.3737
87.76	1.34561
87.8	1.30568
87.84	1.29796
87.88	1.31285
87.92	1.34213
87.96	1.37025
88.0	1.37595
88.04	1.35327
88.08	1.31972
88.12	1.28233
88.16	1.27177
88.2	1.28069
88.24	1.3089
88.28	1.33652
88.32	1.34799
88.36	1.33508
88.4	1.30048
88.44	1.27238
88.48	1.25858
88.52	1.2757
88.56	1.30899
88.6	1.34016
88.64	1.35806
88.68	1.34561
88.72	1.3203
88.76	1.29294
88.8	1.27892
88.84	1.29842
88.88	1.33334
88.92	1.36403
88.96	1.38712
89.0	1.37802
89.04	1.3549
89.08	1.32269
89.12	1.30891
89.16	1.32468
89.2	1.3613
89.24	1.39064
89.28	1.41185
89.32	1.40343
89.36	1.36923
89.4	1.34833
89.44	1.32722
89.48	1.34167
89.52	1.37527
89.56	1.40259
89.6	1.42735
89.64	1.41519
89.68	1.39093
89.72	1.35548
89.76	1.33963
89.8	1.35048
89.84	1.38332
89.88	1.40926
89.92	1.43008
89.96	1.42265
90.0	1.39029
90.04	1.36891
90.08	1.34691
90.12	1.36162
90.16	1.39731
90.2	1.42607
90.24	1.45552
90.28	1.44688
90.32	1.42538
90.36	1.39546
90.4	1.37846
90.44	1.39073
90.48	1.42685
90.52	1.45477
90.56	1.48441
90.6	1.47455
90.64	1.44737
90.68	1.42116
90.72	1.39468
90.76	1.40887
90.8	1.44183
90.84	1.46809
90.88	1.48898
90.92	1.48225
90.96	1.44788
91.0	1.4268
91.04	1.40054
91.08	1.41367
91.12	1.44598
91.16	1.47009
91.2	1.48865
91.24	1.47379
91.28	1.44444
91.32	1.40785
91.36	1.38951
91.4	1.39882
91.44	1.42976
91.48	1.45471
91.52	1.4776
91.56	1.46539
91.6	1.43402
91.64	1.40741
91.68	1.3886
91.72	1.39699
91.76	1.42763
91.8	1.45316
91.84	1.47247
91.88	1.46138
91.92	1.43637
91.96	1.40019
92.0	1.38568
92.04	1.3938
92.08	1.4258
92.12	1.45154
92.16	1.47186
92.2	1.45927
92.24	1.43573
92.28	1.40125
92.32	1.38429
92.36	1.39565
92.4	1.42769
92.44	1.45396
92.48	1.47285
92.52	1.46339
92.56	1.42966
92.6	1.40866
92.64	1.38367
92.68	1.39665
92.72	1.4265
92.76	1.453
92.8	1.4751
92.84	1.46275
92.88	1.43797
92.92	1.40431
92.96	1.38771
93.0	1.39655
93.04	1.42769
93.08	1.45312
93.12	1.47552
93.16	1.46469
93.2	1.43857
93.24	1.40604
93.28	1.38979
93.32	1.39738
93.36	1.43036
93.4	1.45474
93.44	1.47583
93.48	1.46533
93.52	1.44157
93.56	1.40802
93.6	1.39198
93.64	1.39879
93.68	1.42993
93.72	1.45497
93.76	1.47601
93.8	1.46573
93.84	1.44293
93.88	1.4063
93.92	1.39125
93.96	1.3997
94.0	1.43175
94.04	1.45712
94.08	1.4762
94.12	1.4688
94.16	1.43512
94.2	1.41483
94.24	1.38907
94.28	1.40002
94.32	1.43054
94.36	1.45702
94.4	1.47906
94.44	1.47139
94.48	1.43785
94.52	1.41817
94.56	1.3914
94.6	1.40384
94.64	1.42146
94.68	1.46075
94.72	1.48257
94.76	1.47336
94.8	1.44211
94.84	1.41963
94.88	1.39297
94.92	1.4046
94.96	1.42313
95.0	1.46103
95.04	1.48201
95.08	1.47278
95.12	1.44814
95.16	1.41257
95.2	1.39763
95.24	1.40788
95.28	1.42494
95.32	1.46471
95.36	1.48637
95.4	1.47572
95.44	1.44778
95.48	1.41716
95.52	1.39583
95.56	1.40744
95.6	1.42484
95.64	1.46432
95.68	1.48732
95.72	1.47697
95.76	1.45174
95.8	1.41858
95.84	1.40158
95.88	1.40744
95.92	1.42419
95.96	1.46062
96.0	1.48343
96.04	1.47281
96.08	1.45122
96.12	1.41557
96.16	1.39806
96.2	1.40776
96.24	1.425
96.28	1.46457
96.32	1.48494
96.36	1.47787
96.4	1.44469
96.44	1.42262
96.48	1.39749
96.52	1.40742
96.56	1.42488
96.6	1.46574
96.64	1.48479
96.68	1.47495
96.72	1.44554
96.76	1.42352
96.8	1.39726
96.84	1.40877
96.88	1.42746
96.92	1.4664
96.96	1.48634
97.0	1.47665
97.04	1.44385
97.08	1.42194
97.12	1.39944
97.16	1.40944
97.2	1.42686
97.24	1.46469
97.28	1.48607
97.32	1.47699
97.36	1.44606
97.4	1.4236
97.44	1.39734
97.48	1.4091
97.52	1.42743
97.56	1.46184
97.6	1.4866
97.64	1.47482
97.68	1.45206
97.72	1.41626
97.76	1.3994
97.8	1.40744
97.84	1.42299
97.88	1.4624
97.92	1.4827
97.96	1.47453
98.0	1.44151
98.04	1.42104
98.08	1.3912
98.12	1.39966
98.16	1.41573
98.2	1.44696
98.24	1.47234
98.28	1.46063
98.32	1.43488
98.36	1.40135
98.4	1.38254
98.44	1.38954
98.48	1.40572
98.52	1.44452
98.56	1.46582
98.6	1.4583
98.64	1.42778
98.68	1.40817
98.72	1.38199
98.76	1.39165
98.8	1.40865
98.84	1.44447
98.88	1.47014
98.92	1.46049
98.96	1.43793
99.0	1.40134
99.04	1.38403
99.08	1.39056
99.12	1.40672
99.16	1.44591
99.2	1.46729
99.24	1.4613
99.28	1.43002
99.32	1.40991
99.36	1.38277
99.4	1.39122
99.44	1.40698
99.48	1.44722
99.52	1.46988
99.56	1.46193
99.6	1.43404
99.64	1.40419
99.68	1.38367
99.72	1.39262
99.76	1.41016
99.8	1.44621
99.84	1.47197
99.88	1.46156
99.92	1.43593
99.96	1.4028
100.0	1.3839
100.04	1.39154
100.08	1.40697
100.12	1.44597
100.16	1.46921
100.2	1.45842
100.24	1.43388
100.28	1.39874
100.32	1.38145
100.36	1.38715
100.4	1.40425
100.44	1.4437
100.48	1.46501
100.52	1.45683
100.56	1.43146
100.6	1.40042
100.64	1.37802
100.68	1.38589
100.72	1.4014
100.76	1.43951
100.8	1.46321
100.84	1.452
100.88	1.42632
100.92	1.39264
100.96	1.37422
101.0	1.38054
101.04	1.39638
101.08	1.43437
101.12	1.45525
101.16	1.44951
101.2	1.42374
101.24	1.38969
101.28	1.37045
101.32	1.37761
101.36	1.39377
101.4	1.42929
101.44	1.45522
101.48	1.4464
101.52	1.41643
101.56	1.39362
101.6	1.3685
101.64	1.37845
101.68	1.39493
101.72	1.43517
101.76	1.4552
101.8	1.44908
101.84	1.42299
101.88	1.39076
101.92	1.3721
101.96	1.37834
102.0	1.39551
102.04	1.43625
102.08	1.46027
102.12	1.4529
102.16	1.42479
102.2	1.40068
102.24	1.37489
102.28	1.38463
102.32	1.40158
102.36	1.4386
102.4	1.46388
102.44	1.45628
102.48	1.42535
102.52	1.4063
102.56	1.37773
102.6	1.38757
102.64	1.40369
102.68	1.44043
102.72	1.46902
102.76	1.45886
102.8	1.43649
102.84	1.40053
102.88	1.37881
102.92	1.38525
102.96	1.39955
103.0	1.43378
103.04	1.46034
103.08	1.45122
103.12	1.42987
103.16	1.39323
103.2	1.37465
103.24	1.38261
103.28	1.40309
103.32	1.44139
103.36	1.465
