Time (s) rumore_di_fondo_lampadina	Light Intensity (% of scale max) rumore_di_fondo_lampadina
60.96	0.04326
61.0	0.04356
61.04	0.04315
61.08	0.0432
61.12	0.0434
61.16	0.04364
61.2	0.04337
61.24	0.04353
61.28	0.04344
61.32	0.0437
61.36	0.04378
61.4	0.04355
61.44	0.04393
61.48	0.04391
61.52	0.04393
61.56	0.04372
61.6	0.04405
61.64	0.04364
61.68	0.04375
61.72	0.04349
61.76	0.04387
61.8	0.04372
61.84	0.04367
61.88	0.04416
61.92	0.04398
61.96	0.04399
62.0	0.04373
62.04	0.0434
62.08	0.04391
62.12	0.04405
62.16	0.04378
62.2	0.04398
62.24	0.04391
62.28	0.0437
62.32	0.04411
62.36	0.04416
62.4	0.04373
62.44	0.04442
62.48	0.0443
62.52	0.0439
62.56	0.04398
62.6	0.04434
62.64	0.0437
62.68	0.04419
62.72	0.04401
62.76	0.04425
62.8	0.04405
62.84	0.0444
62.88	0.04414
62.92	0.04453
62.96	0.04437
63.0	0.04454
63.04	0.04442
63.08	0.04495
63.12	0.04469
63.16	0.04446
63.2	0.04471
63.24	0.04466
63.28	0.04462
63.32	0.04494
63.36	0.04462
63.4	0.04445
63.44	0.04478
63.48	0.04446
63.52	0.04439
63.56	0.04448
63.6	0.04457
63.64	0.04449
63.68	0.04465
63.72	0.04449
63.76	0.04433
63.8	0.04436
63.84	0.04443
63.88	0.04398
63.92	0.04402
63.96	0.04413
64.0	0.04411
64.04	0.04427
64.08	0.04422
64.12	0.04428
64.16	0.04395
64.2	0.04388
64.24	0.04411
64.28	0.04401
64.32	0.0441
64.36	0.04417
64.4	0.04405
64.44	0.04407
64.48	0.04422
64.52	0.04359
64.56	0.04402
64.6	0.04417
64.64	0.0442
64.68	0.04382
64.72	0.04408
64.76	0.04407
64.8	0.0442
64.84	0.04388
64.88	0.0439
64.92	0.04364
64.96	0.0439
65.0	0.04384
65.04	0.04417
65.08	0.04362
65.12	0.04369
65.16	0.0439
65.2	0.04395
65.24	0.04364
65.28	0.04364
65.32	0.04407
65.36	0.04355
65.4	0.0443
65.44	0.04361
65.48	0.04391
65.52	0.04408
65.56	0.04408
65.6	0.04401
65.64	0.04353
65.68	0.04379
65.72	0.04326
65.76	0.04387
65.8	0.04404
65.84	0.0433
65.88	0.04362
65.92	0.04327
65.96	0.04341
66.0	0.04317
66.04	0.04341
66.08	0.04314
66.12	0.04349
66.16	0.0433
66.2	0.04358
66.24	0.04324
66.28	0.0433
66.32	0.0432
66.36	0.04317
66.4	0.0433
66.44	0.04341
66.48	0.04295
66.52	0.04332
66.56	0.04314
66.6	0.04321
66.64	0.04362
66.68	0.0435
66.72	0.04317
66.76	0.04301
66.8	0.04321
66.84	0.04333
66.88	0.04326
66.92	0.0432
66.96	0.04324
67.0	0.0433
67.04	0.04332
67.08	0.04311
67.12	0.04308
67.16	0.04358
67.2	0.04329
67.24	0.04338
67.28	0.04329
67.32	0.04338
67.36	0.04378
67.4	0.04306
67.44	0.04332
67.48	0.04359
67.52	0.04352
67.56	0.04378
67.6	0.04364
67.64	0.04372
67.68	0.04411
67.72	0.04395
67.76	0.04391
67.8	0.04393
67.84	0.04416
67.88	0.04402
67.92	0.04405
67.96	0.04378
68.0	0.04376
68.04	0.04408
68.08	0.04391
68.12	0.04428
68.16	0.04401
68.2	0.04393
68.24	0.04384
68.28	0.04399
68.32	0.0441
68.36	0.04446
68.4	0.04428
68.44	0.0444
68.48	0.04422
68.52	0.04422
68.56	0.0442
68.6	0.04448
68.64	0.04398
68.68	0.04401
68.72	0.04393
68.76	0.0443
68.8	0.04425
68.84	0.04427
68.88	0.04434
68.92	0.0441
68.96	0.04498
69.0	0.0451
69.04	0.04541
69.08	0.04564
69.12	0.04616
69.16	0.04655
69.2	0.04649
69.24	0.04675
69.28	0.04732
69.32	0.04721
69.36	0.04721
69.4	0.04742
69.44	0.04733
69.48	0.04718
69.52	0.04745
69.56	0.04776
69.6	0.04744
69.64	0.04753
69.68	0.04726
69.72	0.0477
69.76	0.04741
69.8	0.04793
69.84	0.04765
69.88	0.04782
69.92	0.04768
69.96	0.04782
70.0	0.04771
70.04	0.04782
70.08	0.04779
70.12	0.04781
70.16	0.04755
70.2	0.04761
70.24	0.04739
70.28	0.0471
70.32	0.04739
70.36	0.04768
70.4	0.0473
70.44	0.04692
70.48	0.04709
70.52	0.04701
70.56	0.04713
70.6	0.04665
70.64	0.04663
70.68	0.04649
70.72	0.04619
70.76	0.04683
70.8	0.04677
70.84	0.04654
70.88	0.04643
70.92	0.04687
70.96	0.04649
71.0	0.04678
71.04	0.04616
71.08	0.04604
71.12	0.04613
71.16	0.04623
71.2	0.04611
71.24	0.04608
71.28	0.04594
71.32	0.04556
71.36	0.04541
71.4	0.04619
71.44	0.04582
71.48	0.04604
71.52	0.04616
71.56	0.04648
71.6	0.04601
71.64	0.04599
71.68	0.04567
71.72	0.0459
71.76	0.04597
71.8	0.04565
71.84	0.04616
71.88	0.04568
71.92	0.04593
71.96	0.04613
72.0	0.04604
72.04	0.04604
72.08	0.04608
72.12	0.0459
72.16	0.0459
72.2	0.04559
72.24	0.04597
72.28	0.0461
72.32	0.04567
72.36	0.04594
72.4	0.04617
72.44	0.0464
72.48	0.04585
72.52	0.0462
72.56	0.04636
72.6	0.04578
72.64	0.04581
72.68	0.04613
72.72	0.04613
72.76	0.04604
72.8	0.0463
72.84	0.04646
72.88	0.04642
72.92	0.04651
72.96	0.04626
73.0	0.04614
73.04	0.04625
73.08	0.04611
73.12	0.04636
73.16	0.04634
73.2	0.0466
73.24	0.04654
73.28	0.0464
73.32	0.04662
73.36	0.04639
73.4	0.04634
73.44	0.04648
73.48	0.04593
73.52	0.04619
73.56	0.04659
73.6	0.04645
73.64	0.04654
73.68	0.04655
73.72	0.04631
73.76	0.0468
73.8	0.04677
73.84	0.04626
73.88	0.04672
73.92	0.04642
73.96	0.04663
74.0	0.0464
74.04	0.04608
74.08	0.04623
74.12	0.04636
74.16	0.04637
74.2	0.04666
74.24	0.04686
74.28	0.04687
74.32	0.04715
74.36	0.04678
74.4	0.04631
74.44	0.04631
74.48	0.04619
74.52	0.04608
74.56	0.04604
74.6	0.04597
74.64	0.04648
74.68	0.04633
74.72	0.04697
74.76	0.04709
74.8	0.04646
74.84	0.04654
74.88	0.04675
74.92	0.04689
74.96	0.04681
75.0	0.04674
75.04	0.04674
75.08	0.04726
75.12	0.04697
75.16	0.04703
75.2	0.0468
75.24	0.04723
75.28	0.04707
75.32	0.04701
75.36	0.04694
75.4	0.04695
75.44	0.04703
75.48	0.04732
75.52	0.04738
75.56	0.04758
75.6	0.04733
75.64	0.04765
75.68	0.04776
75.72	0.04758
75.76	0.04741
75.8	0.04765
75.84	0.04762
75.88	0.04762
75.92	0.04767
75.96	0.04779
76.0	0.04759
76.04	0.04788
76.08	0.04762
76.12	0.04755
76.16	0.04755
76.2	0.04781
76.24	0.04767
76.28	0.04808
76.32	0.04753
76.36	0.04773
76.4	0.04796
76.44	0.04758
76.48	0.04791
76.52	0.04768
76.56	0.04782
76.6	0.04807
76.64	0.0477
76.68	0.04813
76.72	0.04774
76.76	0.04752
76.8	0.04791
76.84	0.04767
76.88	0.04758
76.92	0.04768
76.96	0.04718
77.0	0.0475
77.04	0.04749
77.08	0.04742
77.12	0.04742
77.16	0.04738
77.2	0.04733
77.24	0.04691
77.28	0.0473
77.32	0.04736
77.36	0.04683
77.4	0.04701
77.44	0.0471
77.48	0.04665
77.52	0.0464
77.56	0.04601
77.6	0.04604
77.64	0.04619
77.68	0.0461
77.72	0.04578
77.76	0.04556
77.8	0.0457
77.84	0.04601
77.88	0.04561
77.92	0.04573
77.96	0.04591
78.0	0.04565
78.04	0.04587
78.08	0.04642
78.12	0.04646
78.16	0.04617
78.2	0.04659
78.24	0.04689
78.28	0.04672
78.32	0.04706
78.36	0.04726
78.4	0.04692
78.44	0.04724
78.48	0.04755
78.52	0.04723
78.56	0.04736
78.6	0.04739
78.64	0.04765
78.68	0.04745
78.72	0.04782
78.76	0.04767
78.8	0.04785
78.84	0.04788
78.88	0.04839
78.92	0.04817
78.96	0.04787
79.0	0.04813
79.04	0.04825
79.08	0.04796
79.12	0.04831
79.16	0.04825
79.2	0.0484
79.24	0.04793
79.28	0.04822
79.32	0.04813
79.36	0.04808
79.4	0.04843
79.44	0.04797
79.48	0.04849
79.52	0.048
79.56	0.0479
79.6	0.04814
79.64	0.04837
79.68	0.04849
79.72	0.0482
79.76	0.04831
79.8	0.04797
79.84	0.04839
79.88	0.04845
79.92	0.04825
79.96	0.04851
80.0	0.04811
80.04	0.04836
80.08	0.04788
80.12	0.04811
80.16	0.04808
80.2	0.04779
80.24	0.04797
80.28	0.0482
80.32	0.04784
80.36	0.04836
80.4	0.04807
80.44	0.04799
80.48	0.04791
80.52	0.04811
80.56	0.04787
80.6	0.04826
80.64	0.04811
80.68	0.04831
80.72	0.0482
80.76	0.04814
80.8	0.04802
80.84	0.04753
80.88	0.04825
80.92	0.04749
80.96	0.04791
81.0	0.04778
81.04	0.04834
81.08	0.04797
81.12	0.04793
81.16	0.04807
81.2	0.04784
81.24	0.04735
81.28	0.04749
81.32	0.04808
81.36	0.04785
81.4	0.04793
81.44	0.04759
81.48	0.04796
81.52	0.04797
81.56	0.04759
81.6	0.048
81.64	0.04787
81.68	0.04758
81.72	0.04773
81.76	0.04807
81.8	0.04794
81.84	0.04814
81.88	0.04768
81.92	0.04797
81.96	0.04771
82.0	0.04811
82.04	0.04794
82.08	0.04756
82.12	0.04759
82.16	0.04767
82.2	0.04794
82.24	0.04807
82.28	0.04807
82.32	0.04807
82.36	0.04858
82.4	0.04776
82.44	0.048
82.48	0.04814
82.52	0.04836
82.56	0.04832
82.6	0.04814
82.64	0.04784
82.68	0.04802
82.72	0.04817
82.76	0.04825
82.8	0.04822
82.84	0.04817
82.88	0.0484
82.92	0.04836
82.96	0.04828
83.0	0.0479
83.04	0.0482
83.08	0.04822
83.12	0.04846
83.16	0.04785
83.2	0.04803
83.24	0.04807
83.28	0.04832
83.32	0.04819
83.36	0.04826
83.4	0.04826
83.44	0.04839
83.48	0.04817
83.52	0.04814
83.56	0.04803
83.6	0.04823
83.64	0.04826
83.68	0.04807
83.72	0.04842
83.76	0.0484
83.8	0.04791
83.84	0.04839
83.88	0.0482
83.92	0.04857
83.96	0.04808
84.0	0.04816
84.04	0.04831
84.08	0.04779
84.12	0.04761
84.16	0.04799
84.2	0.04788
84.24	0.04782
84.28	0.04776
84.32	0.04741
84.36	0.04796
84.4	0.0479
84.44	0.04774
84.48	0.0473
84.52	0.04747
84.56	0.04767
84.6	0.04774
84.64	0.04764
84.68	0.04776
84.72	0.04776
84.76	0.04774
84.8	0.04753
84.84	0.04756
84.88	0.04767
84.92	0.04782
84.96	0.04779
85.0	0.04782
85.04	0.04799
85.08	0.04797
85.12	0.04774
85.16	0.04808
85.2	0.04764
85.24	0.048
85.28	0.04825
85.32	0.04855
85.36	0.04831
85.4	0.04831
85.44	0.04819
85.48	0.04837
85.52	0.04861
85.56	0.04872
85.6	0.04851
85.64	0.04807
85.68	0.04875
85.72	0.04857
85.76	0.04874
85.8	0.04842
85.84	0.04823
85.88	0.04813
85.92	0.04874
85.96	0.04842
86.0	0.04828
86.04	0.04852
86.08	0.04822
86.12	0.04829
86.16	0.04851
86.2	0.04866
86.24	0.04845
86.28	0.04808
86.32	0.04831
86.36	0.04845
86.4	0.04816
86.44	0.04842
86.48	0.04834
86.52	0.04803
86.56	0.04855
86.6	0.04861
86.64	0.04802
86.68	0.04744
86.72	0.0475
86.76	0.04836
86.8	0.04803
86.84	0.04799
86.88	0.0482
86.92	0.04823
86.96	0.04774
87.0	0.04796
87.04	0.04787
87.08	0.04822
87.12	0.04802
87.16	0.04779
87.2	0.04787
87.24	0.04779
87.28	0.04745
87.32	0.04826
87.36	0.04753
87.4	0.04787
87.44	0.04802
87.48	0.04796
87.52	0.04784
87.56	0.0477
87.6	0.04813
87.64	0.04817
87.68	0.04796
87.72	0.04771
87.76	0.0482
87.8	0.04814
87.84	0.04807
87.88	0.0481
87.92	0.04785
87.96	0.04767
88.0	0.04823
88.04	0.04773
88.08	0.04843
88.12	0.04834
88.16	0.04825
88.2	0.04829
88.24	0.04817
88.28	0.04878
88.32	0.04828
88.36	0.04799
88.4	0.04893
88.44	0.04834
88.48	0.04829
88.52	0.0486
88.56	0.04825
88.6	0.04837
88.64	0.04858
88.68	0.04865
88.72	0.04868
88.76	0.0486
88.8	0.04857
88.84	0.04822
88.88	0.04842
88.92	0.04842
88.96	0.04857
89.0	0.04834
89.04	0.0488
89.08	0.04822
89.12	0.04832
89.16	0.0484
89.2	0.04871
89.24	0.04855
89.28	0.04814
89.32	0.04843
89.36	0.0484
89.4	0.04803
89.44	0.04852
89.48	0.04848
89.52	0.04826
89.56	0.04848
89.6	0.04858
89.64	0.04816
89.68	0.04802
89.72	0.04846
89.76	0.0481
89.8	0.04837
89.84	0.04816
89.88	0.04816
89.92	0.04745
89.96	0.04807
90.0	0.04794
90.04	0.04764
90.08	0.0477
90.12	0.04791
90.16	0.04782
90.2	0.04791
90.24	0.04778
90.28	0.04773
90.32	0.04773
90.36	0.04796
90.4	0.04793
90.44	0.04761
90.48	0.04802
90.52	0.04794
90.56	0.04813
90.6	0.04823
90.64	0.04816
90.68	0.04817
90.72	0.04799
90.76	0.04843
90.8	0.04852
90.84	0.04831
90.88	0.04826
90.92	0.04831
90.96	0.04814
91.0	0.04829
91.04	0.04836
91.08	0.04855
91.12	0.04851
91.16	0.04836
91.2	0.04826
91.24	0.04848
91.28	0.04871
91.32	0.04874
91.36	0.04846
91.4	0.04886
91.44	0.04863
91.48	0.04877
91.52	0.04863
91.56	0.04877
91.6	0.04843
91.64	0.04811
91.68	0.04837
91.72	0.04871
91.76	0.04855
91.8	0.04863
91.84	0.04819
91.88	0.04826
91.92	0.04825
91.96	0.04842
92.0	0.04832
92.04	0.04773
92.08	0.04825
92.12	0.0481
92.16	0.04826
92.2	0.04817
92.24	0.04774
92.28	0.04803
92.32	0.04839
92.36	0.0481
92.4	0.04817
92.44	0.04811
92.48	0.04799
92.52	0.04784
92.56	0.04788
92.6	0.04782
92.64	0.04747
92.68	0.0473
92.72	0.04749
92.76	0.04735
92.8	0.04749
92.84	0.04738
92.88	0.04721
92.92	0.04742
92.96	0.04712
93.0	0.04767
93.04	0.04761
93.08	0.04782
93.12	0.04781
93.16	0.04782
93.2	0.0475
93.24	0.04765
93.28	0.04745
93.32	0.04765
93.36	0.04822
93.4	0.04773
93.44	0.04749
93.48	0.04767
93.52	0.04779
93.56	0.04779
93.6	0.04755
93.64	0.04779
93.68	0.04781
93.72	0.04807
93.76	0.04793
93.8	0.04776
93.84	0.04759
93.88	0.0477
93.92	0.04794
93.96	0.04817
94.0	0.04797
94.04	0.0479
94.08	0.04831
94.12	0.04796
94.16	0.04823
94.2	0.04852
94.24	0.0479
94.28	0.04851
94.32	0.04814
94.36	0.04831
94.4	0.04813
94.44	0.04855
94.48	0.04793
94.52	0.04834
94.56	0.04834
94.6	0.04822
94.64	0.0484
94.68	0.04845
94.72	0.04819
94.76	0.04872
94.8	0.04852
94.84	0.04845
94.88	0.04831
94.92	0.04868
94.96	0.04846
95.0	0.04803
95.04	0.04823
95.08	0.04834
95.12	0.04875
95.16	0.04855
95.2	0.04861
95.24	0.04857
95.28	0.04825
95.32	0.04842
95.36	0.04851
95.4	0.0488
95.44	0.04837
95.48	0.04828
95.52	0.04854
95.56	0.04866
95.6	0.04828
95.64	0.04843
95.68	0.04829
95.72	0.04803
95.76	0.04803
95.8	0.04811
95.84	0.04793
95.88	0.04782
95.92	0.04825
95.96	0.048
96.0	0.04828
96.04	0.04781
96.08	0.04767
96.12	0.04791
96.16	0.04782
96.2	0.04788
96.24	0.04802
96.28	0.048
96.32	0.04782
96.36	0.04797
96.4	0.04791
96.44	0.04817
96.48	0.04779
96.52	0.04825
96.56	0.04796
96.6	0.04813
96.64	0.0482
96.68	0.0481
96.72	0.04865
96.76	0.04814
96.8	0.04825
96.84	0.04807
96.88	0.04784
96.92	0.04834
96.96	0.04797
97.0	0.04822
97.04	0.04823
97.08	0.04826
97.12	0.0482
97.16	0.0479
97.2	0.04823
97.24	0.04837
97.28	0.04825
97.32	0.04828
97.36	0.04842
97.4	0.048
97.44	0.04819
97.48	0.04807
97.52	0.04832
97.56	0.04849
97.6	0.04828
97.64	0.04826
97.68	0.04884
97.72	0.04797
97.76	0.04828
97.8	0.0484
97.84	0.048
97.88	0.04802
97.92	0.04793
97.96	0.04767
98.0	0.0481
98.04	0.04796
98.08	0.04802
98.12	0.04787
98.16	0.04816
98.2	0.0481
98.24	0.04765
98.28	0.04831
98.32	0.04823
98.36	0.04836
98.4	0.0479
98.44	0.04787
98.48	0.04826
98.52	0.04799
98.56	0.04781
98.6	0.0479
98.64	0.04839
98.68	0.048
98.72	0.04752
98.76	0.0466
98.8	0.04712
98.84	0.04633
98.88	0.04581
98.92	0.04591
98.96	0.04588
99.0	0.04558
99.04	0.04517
99.08	0.04523
99.12	0.04518
99.16	0.04521
99.2	0.04506
99.24	0.04517
99.28	0.04482
99.32	0.04517
99.36	0.04514
99.4	0.04472
99.44	0.0452
99.48	0.04514
99.52	0.0448
99.56	0.04541
99.6	0.04507
99.64	0.04477
99.68	0.04521
99.72	0.04486
99.76	0.04469
99.8	0.04478
99.84	0.04514
99.88	0.04509
99.92	0.04492
99.96	0.04514
100.0	0.04477
100.04	0.0451
100.08	0.04477
100.12	0.04503
100.16	0.04475
100.2	0.04446
100.24	0.04451
100.28	0.04474
100.32	0.04494
100.36	0.04451
100.4	0.04457
100.44	0.04445
100.48	0.04462
100.52	0.04475
100.56	0.04535
100.6	0.04475
100.64	0.04471
100.68	0.04506
100.72	0.04459
100.76	0.04475
100.8	0.04498
100.84	0.04469
100.88	0.04501
100.92	0.04523
100.96	0.04494
101.0	0.04518
101.04	0.04498
101.08	0.04471
101.12	0.04474
101.16	0.04483
101.2	0.04507
101.24	0.04504
101.28	0.04482
101.32	0.04515
101.36	0.04552
101.4	0.04524
101.44	0.04501
101.48	0.04506
101.52	0.04478
101.56	0.04514
101.6	0.04501
101.64	0.0451
101.68	0.04544
101.72	0.04504
101.76	0.04549
101.8	0.04486
101.84	0.04515
101.88	0.04489
101.92	0.04507
101.96	0.04509
102.0	0.04486
102.04	0.04521
102.08	0.04492
102.12	0.04518
102.16	0.04478
102.2	0.04466
102.24	0.0446
102.28	0.04553
102.32	0.04501
102.36	0.0448
102.4	0.04547
102.44	0.04524
102.48	0.04517
102.52	0.04526
102.56	0.04512
102.6	0.04532
102.64	0.04543
102.68	0.04504
102.72	0.04533
102.76	0.04529
102.8	0.0455
102.84	0.04536
102.88	0.04579
102.92	0.04515
102.96	0.04568
103.0	0.04521
103.04	0.04544
103.08	0.04549
103.12	0.0457
103.16	0.04578
103.2	0.04536
103.24	0.04604
103.28	0.0459
103.32	0.04547
103.36	0.04559
103.4	0.04547
103.44	0.04582
103.48	0.0461
103.52	0.04562
103.56	0.04579
103.6	0.04597
103.64	0.04593
103.68	0.04608
103.72	0.04601
103.76	0.04584
103.8	0.04575
103.84	0.04559
103.88	0.04575
103.92	0.0459
103.96	0.04562
104.0	0.04604
104.04	0.04555
104.08	0.04604
104.12	0.04582
104.16	0.04567
104.2	0.04596
104.24	0.04573
104.28	0.04562
104.32	0.04556
104.36	0.04594
104.4	0.04584
104.44	0.04587
104.48	0.04601
104.52	0.04588
104.56	0.04613
104.6	0.04578
104.64	0.04555
104.68	0.04599
104.72	0.04565
104.76	0.04585
104.8	0.04637
104.84	0.0459
104.88	0.04575
104.92	0.04602
104.96	0.04572
105.0	0.04575
105.04	0.04597
105.08	0.04579
105.12	0.04604
105.16	0.0459
105.2	0.04611
105.24	0.04619
105.28	0.04591
105.32	0.0459
105.36	0.04608
105.4	0.04619
105.44	0.04597
105.48	0.04642
105.52	0.0462
105.56	0.04626
105.6	0.04613
105.64	0.04614
105.68	0.04646
105.72	0.04605
105.76	0.04601
105.8	0.04622
105.84	0.04642
105.88	0.04626
105.92	0.04622
105.96	0.04622
106.0	0.04617
106.04	0.04628
106.08	0.0466
106.12	0.04619
106.16	0.04665
106.2	0.04596
106.24	0.0464
106.28	0.04662
106.32	0.04657
106.36	0.04654
106.4	0.04639
106.44	0.0462
106.48	0.04608
106.52	0.04605
106.56	0.04604
106.6	0.04643
106.64	0.04655
106.68	0.04622
106.72	0.04575
106.76	0.04594
106.8	0.04634
106.84	0.04649
106.88	0.04625
106.92	0.04633
106.96	0.04619
107.0	0.04633
107.04	0.04611
107.08	0.04634
107.12	0.0462
107.16	0.04616
107.2	0.04626
107.24	0.0462
107.28	0.04608
107.32	0.04599
107.36	0.0459
107.4	0.04588
107.44	0.04634
107.48	0.04625
107.52	0.04654
107.56	0.04648
107.6	0.04636
107.64	0.04596
107.68	0.04657
107.72	0.04674
107.76	0.04623
107.8	0.04642
107.84	0.04662
107.88	0.04645
107.92	0.04643
107.96	0.0466
108.0	0.04623
108.04	0.04617
108.08	0.04655
108.12	0.04608
108.16	0.04613
108.2	0.04608
108.24	0.04608
108.28	0.04601
108.32	0.04614
108.36	0.04645
108.4	0.04623
108.44	0.0466
108.48	0.04701
108.52	0.04678
108.56	0.04645
108.6	0.04683
108.64	0.04701
108.68	0.04634
108.72	0.0462
108.76	0.04689
108.8	0.0468
108.84	0.04637
108.88	0.04639
108.92	0.04625
108.96	0.04646
109.0	0.04625
109.04	0.04608
109.08	0.04594
109.12	0.04593
109.16	0.04564
109.2	0.04555
109.24	0.04529
109.28	0.0455
109.32	0.0452
109.36	0.04503
109.4	0.04535
109.44	0.04466
109.48	0.04492
109.52	0.04498
109.56	0.04469
109.6	0.04475
109.64	0.04451
109.68	0.04451
109.72	0.04459
109.76	0.04445
109.8	0.04413
109.84	0.04439
109.88	0.04422
109.92	0.04433
109.96	0.04445
110.0	0.04404
110.04	0.04405
110.08	0.04396
110.12	0.04399
110.16	0.04436
110.2	0.04422
110.24	0.04483
110.28	0.04433
110.32	0.04434
110.36	0.04402
110.4	0.04456
110.44	0.04433
110.48	0.04417
110.52	0.04419
110.56	0.04422
110.6	0.04439
110.64	0.04425
110.68	0.04408
110.72	0.04434
110.76	0.04408
110.8	0.0441
110.84	0.04427
110.88	0.04405
110.92	0.0443
110.96	0.04417
111.0	0.04417
111.04	0.04433
111.08	0.04419
111.12	0.0443
111.16	0.04384
111.2	0.04393
111.24	0.04408
111.28	0.04417
111.32	0.04381
111.36	0.04373
111.4	0.04393
111.44	0.04385
111.48	0.04399
111.52	0.04399
111.56	0.0441
111.6	0.04398
111.64	0.04427
111.68	0.04417
111.72	0.0443
111.76	0.04413
111.8	0.04472
111.84	0.04436
111.88	0.0439
111.92	0.04457
111.96	0.04457
112.0	0.04443
112.04	0.04448
112.08	0.04437
112.12	0.04478
112.16	0.04434
112.2	0.04443
112.24	0.04453
112.28	0.04422
112.32	0.04431
112.36	0.04407
112.4	0.04449
112.44	0.04427
112.48	0.04465
112.52	0.04448
112.56	0.04425
112.6	0.04425
112.64	0.04393
112.68	0.04422
112.72	0.04378
112.76	0.04434
112.8	0.04445
112.84	0.04404
112.88	0.04381
112.92	0.04416
112.96	0.0442
113.0	0.04391
113.04	0.04381
113.08	0.04395
113.12	0.04327
113.16	0.04399
113.2	0.04346
113.24	0.04396
113.28	0.04388
113.32	0.04385
113.36	0.04382
113.4	0.04385
113.44	0.04373
113.48	0.04359
113.52	0.04376
113.56	0.04369
113.6	0.0439
113.64	0.04329
113.68	0.04382
113.72	0.04385
113.76	0.04376
113.8	0.04346
113.84	0.04344
113.88	0.04358
113.92	0.04364
113.96	0.04373
114.0	0.04353
114.04	0.04364
114.08	0.04349
114.12	0.04352
114.16	0.04364
114.2	0.04388
114.24	0.04369
114.28	0.04358
114.32	0.04399
114.36	0.0433
114.4	0.04372
114.44	0.04367
114.48	0.04381
114.52	0.04372
114.56	0.04355
114.6	0.04343
114.64	0.04372
114.68	0.04369
114.72	0.04338
114.76	0.04373
114.8	0.04362
114.84	0.04366
114.88	0.04352
114.92	0.04353
114.96	0.04364
115.0	0.04332
115.04	0.04323
115.08	0.04355
115.12	0.04337
115.16	0.04373
115.2	0.04326
115.24	0.04379
115.28	0.04384
115.32	0.04356
115.36	0.04381
115.4	0.04393
115.44	0.04396
115.48	0.04346
115.52	0.04387
115.56	0.0439
115.6	0.04382
115.64	0.04362
115.68	0.04369
115.72	0.04375
115.76	0.04396
115.8	0.04401
115.84	0.04372
115.88	0.04372
115.92	0.0439
115.96	0.04414
116.0	0.04373
116.04	0.04367
116.08	0.04405
116.12	0.04401
116.16	0.04395
116.2	0.04401
116.24	0.04379
116.28	0.0443
116.32	0.04407
116.36	0.04378
116.4	0.04387
116.44	0.04422
116.48	0.04416
116.52	0.04425
116.56	0.04443
116.6	0.04401
116.64	0.04428
116.68	0.04391
116.72	0.04433
116.76	0.04402
116.8	0.04422
116.84	0.04411
116.88	0.04395
116.92	0.04381
116.96	0.04453
117.0	0.04408
117.04	0.04425
117.08	0.04425
117.12	0.0442
117.16	0.04433
117.2	0.04468
117.24	0.04443
117.28	0.04413
117.32	0.04434
117.36	0.0439
117.4	0.04434
117.44	0.04388
117.48	0.0434
117.52	0.04384
117.56	0.04353
117.6	0.04396
117.64	0.0439
117.68	0.04303
117.72	0.04343
117.76	0.04379
117.8	0.04388
117.84	0.04369
117.88	0.04356
117.92	0.04355
117.96	0.04352
118.0	0.04372
118.04	0.0434
118.08	0.04388
118.12	0.04358
118.16	0.04395
118.2	0.04361
118.24	0.04358
118.28	0.04404
118.32	0.04391
118.36	0.04388
118.4	0.04411
118.44	0.04436
118.48	0.04439
118.52	0.04465
118.56	0.04407
118.6	0.04463
118.64	0.04456
118.68	0.04468
118.72	0.04451
118.76	0.04477
118.8	0.04469
118.84	0.04459
118.88	0.04485
118.92	0.0452
118.96	0.04539
119.0	0.04489
119.04	0.04515
119.08	0.04495
119.12	0.04539
119.16	0.04494
119.2	0.0448
119.24	0.04521
119.28	0.04494
119.32	0.04521
119.36	0.0448
119.4	0.04504
119.44	0.04492
119.48	0.04514
119.52	0.0451
119.56	0.04507
119.6	0.04482
119.64	0.04523
119.68	0.04459
119.72	0.04495
119.76	0.04468
119.8	0.04492
119.84	0.04475
119.88	0.0448
119.92	0.04459
119.96	0.04471
120.0	0.04475
120.04	0.04507
120.08	0.0448
120.12	0.04485
120.16	0.04477
120.2	0.04459
120.24	0.04471
120.28	0.0451
120.32	0.04462
120.36	0.04454
120.4	0.0446
120.44	0.04482
120.48	0.04465
120.52	0.04506
120.56	0.04482
120.6	0.04478
120.64	0.04491
120.68	0.04489
120.72	0.04529
120.76	0.04454
120.8	0.04483
120.84	0.04475
120.88	0.04541
120.92	0.04492
120.96	0.04485
121.0	0.0446
121.04	0.04454
121.08	0.04477
121.12	0.04483
121.16	0.04501
121.2	0.04478
121.24	0.04459
121.28	0.0448
121.32	0.04466
121.36	0.04451
121.4	0.04454
121.44	0.04468
121.48	0.04465
121.52	0.04477
121.56	0.04471
121.6	0.04478
121.64	0.04439
121.68	0.04456
121.72	0.04457
121.76	0.04433
121.8	0.04457
121.84	0.04457
121.88	0.04482
121.92	0.04466
121.96	0.0448
122.0	0.04483
122.04	0.04459
122.08	0.0451
122.12	0.04477
122.16	0.04482
122.2	0.04469
122.24	0.04517
122.28	0.04498
122.32	0.04523
122.36	0.04547
122.4	0.04521
122.44	0.04527
122.48	0.04526
122.52	0.04492
122.56	0.04494
122.6	0.04515
122.64	0.0453
122.68	0.04533
122.72	0.04552
122.76	0.04539
122.8	0.04553
122.84	0.04538
122.88	0.04539
122.92	0.04539
122.96	0.04514
