Light Intensity (% of scale max) Alessio_0.04_1.5_lampadina	Position (m) Alessio_0.04_1.5_lampadina
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	-0.0000197000
0.0000000000	-0.0000197000
0.0000000000	-0.0000197000
0.0000000000	-0.0000395000
0.0000000000	-0.0000395000
0.0000000000	-0.0000395000
0.0000000000	-0.0000395000
0.0000000000	-0.0000395000
0.0000000000	-0.0000395000
0.0000000000	-0.0000592000
0.0000000000	-0.0000592000
0.0000000000	-0.0001180000
0.0000000000	-0.0003950000
0.0000000000	-0.0005330000
0.0000000000	-0.0006510000
0.0000000000	-0.0008090000
0.0000000000	-0.0008090000
0.0000000000	-0.0009270000
0.0000000000	-0.0010000000
0.0000000000	-0.0010000000
0.0000000000	-0.0011000000
0.0000000000	-0.0015000000
0.0000000000	-0.0018000000
0.0000000000	-0.0019000000
0.0000000000	-0.0023000000
0.0000000000	-0.0025000000
0.0000000000	-0.0027000000
0.0000000000	-0.0033000000
0.0000000000	-0.0039000000
0.0000000000	-0.0042000000
0.0000000000	-0.0043000000
0.0000000000	-0.0043000000
0.0000000000	-0.0043000000
0.0000000000	-0.0043000000
0.0000000000	-0.0043000000
0.0000000000	-0.0043000000
0.0000000000	-0.0043000000
0.0000000000	-0.0043000000
0.0000000000	-0.0043000000
0.0000000000	-0.0043000000
0.0000000000	-0.0043000000
0.0000000000	-0.0043000000
0.0000000000	-0.0043000000
0.0000000000	-0.0044000000
0.0000000000	-0.0050000000
0.0000000000	-0.0054000000
0.0000000000	-0.0057000000
0.0000000000	-0.0060000000
0.0000000000	-0.0061000000
0.0000000000	-0.0063000000
0.0000000000	-0.0068000000
0.0000000000	-0.0074000000
0.0000000000	-0.0076000000
0.0000000000	-0.0078000000
0.0000000000	-0.0081000000
0.0000000000	-0.0083000000
0.0000000000	-0.0088000000
0.0000000000	-0.0089000000
0.0000000000	-0.0089000000
0.0000000000	-0.0089000000
0.0000000000	-0.0089000000
0.0000000000	-0.0089000000
0.0000000000	-0.0089000000
0.0000000000	-0.0089000000
0.0000000000	-0.0089000000
0.0000000000	-0.0089000000
0.0000000000	-0.0089000000
