Light Intensity (% of scale max) Alessio_0.04_1.0_lampada	Position (m) Alessio_0.04_1.0_lampada
0.04422	-0.161232
0.0439	-0.161232
0.04413	-0.161212
0.04428	-0.161114
0.04288	-0.160877
0.04036	-0.160384
0.03857	-0.160049
0.03804	-0.159694
0.03778	-0.158924
0.0369	-0.158392
0.03502	-0.157938
0.03416	-0.157405
0.03378	-0.157346
0.03369	-0.15711
0.03314	-0.156932
0.03334	-0.156873
0.03291	-0.156774
0.03261	-0.156715
0.03305	-0.156715
0.03268	-0.156715
0.03281	-0.156833
0.03247	-0.156833
0.03316	-0.156833
0.0331	-0.156833
0.0329	-0.156833
0.03276	-0.156833
0.03242	-0.156814
0.0329	-0.156735
0.03275	-0.156616
0.03281	-0.155946
0.03368	-0.155394
0.03429	-0.155058
0.03531	-0.154605
0.03571	-0.154526
0.03607	-0.154368
0.03653	-0.153993
0.03659	-0.153914
0.03658	-0.153835
0.0377	-0.1535
0.03822	-0.153342
0.03862	-0.153125
0.04204	-0.152593
0.04309	-0.152435
0.04422	-0.152336
0.04684	-0.15206
0.04784	-0.152021
0.04773	-0.152021
0.0477	-0.152021
0.04826	-0.15208
0.04898	-0.152099
0.04858	-0.152099
0.04825	-0.152099
0.0488	-0.152099
0.04863	-0.15208
0.04935	-0.151882
0.05174	-0.151606
0.0528	-0.151172
0.05289	-0.151113
0.05215	-0.150758
0.04984	-0.14989
0.05035	-0.149614
0.05112	-0.149377
0.05345	-0.148904
0.05435	-0.148845
0.05487	-0.148805
0.0563	-0.148648
0.05952	-0.148352
0.06285	-0.147957
0.06348	-0.14774
0.06302	-0.147484
0.06194	-0.147326
0.06157	-0.147326
0.06177	-0.147326
0.06215	-0.147326
0.06158	-0.147365
0.06136	-0.147365
0.06113	-0.147365
0.061	-0.147365
0.06071	-0.147365
0.06128	-0.147346
0.06107	-0.147346
0.06146	-0.147267
0.06096	-0.147188
0.05791	-0.146853
0.05569	-0.146636
0.05548	-0.146596
0.05151	-0.146221
0.0495	-0.145866
0.04807	-0.145669
0.04713	-0.145275
0.04674	-0.144939
0.04704	-0.144703
0.04713	-0.144387
0.04666	-0.144288
0.04626	-0.144249
0.04613	-0.14419
0.04642	-0.14419
0.04648	-0.14419
0.04575	-0.144288
0.04427	-0.144486
0.04387	-0.144486
0.04366	-0.144486
0.04379	-0.144486
0.04411	-0.144486
0.04327	-0.144348
0.04283	-0.143973
0.03954	-0.14344
0.03932	-0.143282
0.03705	-0.142967
0.03525	-0.142553
0.03462	-0.142237
0.03293	-0.141764
0.03244	-0.141369
0.03174	-0.141152
0.03201	-0.140915
0.03191	-0.140817
0.03207	-0.140659
0.03207	-0.140659
0.03214	-0.140679
0.03217	-0.140679
0.0327	-0.140915
0.03275	-0.140915
0.03302	-0.140915
0.03288	-0.140915
0.03299	-0.140915
0.03337	-0.140896
0.0334	-0.140738
0.03389	-0.140324
0.03474	-0.139949
0.0363	-0.139692
0.03716	-0.139535
0.0376	-0.139337
0.03847	-0.13914
0.04012	-0.138923
0.04164	-0.138627
0.04379	-0.138095
0.04573	-0.137759
0.04663	-0.137562
0.04701	-0.137503
0.04706	-0.137503
0.04683	-0.137503
0.04707	-0.137503
0.04907	-0.137602
0.04893	-0.137621
0.04901	-0.137621
0.04912	-0.137621
0.04936	-0.137621
0.04953	-0.137602
0.04939	-0.137562
0.0498	-0.137562
0.05208	-0.137247
0.06198	-0.136576
0.06367	-0.136398
0.0657	-0.136162
0.0696	-0.135866
0.07465	-0.135629
0.08438	-0.135215
0.08698	-0.13488
0.08652	-0.134801
0.08536	-0.134544
0.08533	-0.134465
0.08423	-0.134406
0.08269	-0.134229
0.08252	-0.134209
0.0826	-0.134209
0.08209	-0.134248
0.08176	-0.134288
0.0817	-0.134288
0.08163	-0.134288
0.08109	-0.134288
0.08148	-0.134288
0.08064	-0.134288
0.08038	-0.134229
0.08047	-0.134229
0.08061	-0.134169
0.07545	-0.133519
0.07115	-0.133065
0.06973	-0.132651
0.0692	-0.132177
0.0695	-0.132039
0.07001	-0.131783
0.07082	-0.131645
0.07147	-0.131447
0.07335	-0.131152
0.07317	-0.131092
0.07344	-0.131092
0.07314	-0.131132
0.07327	-0.131132
0.07281	-0.131132
0.07314	-0.131132
0.07295	-0.131132
0.07338	-0.131132
0.07332	-0.131112
0.07301	-0.131092
0.07423	-0.130599
0.07364	-0.130146
0.06947	-0.12979
0.06639	-0.129593
0.06146	-0.129238
0.05688	-0.129061
0.05508	-0.128903
0.05162	-0.128706
0.04889	-0.128528
0.04623	-0.128311
0.04478	-0.128232
0.04431	-0.128232
0.04425	-0.128291
0.04472	-0.128311
0.04489	-0.128311
0.04494	-0.128311
0.04462	-0.128311
0.04398	-0.128311
0.04436	-0.128291
0.04408	-0.128232
0.04404	-0.128232
0.04094	-0.127779
0.03741	-0.127325
0.03569	-0.12697
0.03503	-0.126634
0.03442	-0.126141
0.03352	-0.125313
0.04144	-0.124504
0.04646	-0.124169
0.0509	-0.123932
0.05261	-0.123794
0.0536	-0.123735
0.05389	-0.123715
0.05353	-0.123715
0.05345	-0.123755
0.05481	-0.123794
0.0537	-0.123794
0.05437	-0.123794
0.05426	-0.123794
0.05432	-0.123794
0.05461	-0.123774
0.05458	-0.123735
0.0545	-0.123735
0.05499	-0.123735
0.05641	-0.1234
0.05978	-0.123025
0.06523	-0.12265
0.07452	-0.122177
0.08134	-0.121782
0.0872	-0.121368
0.09355	-0.120914
0.09767	-0.120618
0.10176	-0.120342
0.10904	-0.119908
0.1151	-0.119632
0.1176	-0.119553
0.11627	-0.119553
0.11629	-0.119573
0.11664	-0.119573
0.1162	-0.119573
0.11537	-0.119573
0.11491	-0.119573
0.11545	-0.119573
0.11531	-0.119573
0.11543	-0.119553
0.11566	-0.119553
0.12097	-0.119455
0.13297	-0.118942
0.14178	-0.118646
0.15387	-0.118291
0.166	-0.117936
0.17981	-0.117522
0.19194	-0.117107
0.19388	-0.11693
0.1987	-0.116654
0.20222	-0.116259
0.19679	-0.115865
0.18855	-0.115667
0.18761	-0.115687
0.18723	-0.115687
0.18759	-0.115687
0.18628	-0.115687
0.18713	-0.115687
0.18645	-0.115687
0.18697	-0.115687
0.18755	-0.115687
0.18831	-0.115687
0.18878	-0.115687
0.17564	-0.115253
0.15169	-0.11474
0.13367	-0.114385
0.12245	-0.114129
0.12117	-0.113813
0.11252	-0.113419
0.09084	-0.112886
0.07355	-0.112413
0.06018	-0.111979
0.04695	-0.111466
0.03423	-0.110835
0.03372	-0.110776
0.03387	-0.110795
0.03394	-0.110815
0.03419	-0.110835
0.03392	-0.110835
0.03387	-0.110835
0.03371	-0.110835
0.0338	-0.110835
0.03374	-0.110795
0.03397	-0.110795
0.03381	-0.110795
0.03384	-0.110716
0.03413	-0.110164
0.03908	-0.10975
0.05273	-0.109237
0.09108	-0.108566
0.12994	-0.108093
0.16617	-0.107777
0.18008	-0.107659
0.20383	-0.107422
0.23296	-0.107205
0.26791	-0.106969
0.30803	-0.106771
0.3094	-0.106771
0.31302	-0.106791
0.31596	-0.106791
0.31468	-0.106791
0.31429	-0.106791
0.31358	-0.106791
0.31906	-0.106791
0.31857	-0.106791
0.32024	-0.106791
0.32167	-0.106791
0.32471	-0.106791
0.33022	-0.106732
0.446	-0.10614
0.59071	-0.105529
0.76779	-0.104878
0.92403	-0.104385
1.02754	-0.10397
1.11823	-0.103438
1.3474	-0.102491
1.45724	-0.102254
1.46007	-0.102195
1.45287	-0.102195
1.44467	-0.102195
1.44255	-0.102195
1.4422	-0.102215
1.42931	-0.102215
1.42931	-0.102215
1.42892	-0.102215
1.42946	-0.102215
1.4323	-0.102215
1.43094	-0.102215
1.44778	-0.102195
1.4534	-0.102195
1.53316	-0.10186
1.6584	-0.10117
1.7654	-0.100459
1.82419	-0.100025
1.88617	-0.099532
1.91263	-0.099118
1.96069	-0.098645
2.01501	-0.097994
2.03964	-0.097599
2.0441	-0.097441
2.05415	-0.097165
2.08308	-0.096988
2.06511	-0.097008
2.02065	-0.097067
2.01675	-0.097067
2.00897	-0.097067
2.01445	-0.097067
2.03043	-0.097067
2.02794	-0.097067
2.03874	-0.097067
2.03696	-0.097067
2.0513	-0.097047
2.07138	-0.096889
2.10324	-0.096652
2.12267	-0.096593
2.12968	-0.09614
2.12796	-0.095627
2.08699	-0.095272
2.06424	-0.094739
2.04338	-0.094325
2.00471	-0.094207
1.96504	-0.094207
1.96292	-0.094207
1.96733	-0.094226
1.95541	-0.094226
1.95462	-0.094226
1.93889	-0.094226
1.92187	-0.094226
1.90765	-0.094226
1.89639	-0.094226
1.91158	-0.094226
1.95042	-0.094226
1.97835	-0.094207
1.91393	-0.093556
1.86516	-0.092964
1.80026	-0.092431
1.76608	-0.092195
1.75012	-0.091859
1.71506	-0.091563
1.6852	-0.091386
1.49475	-0.090636
1.43814	-0.090143
1.35934	-0.089887
1.34647	-0.089887
1.30524	-0.089907
1.30774	-0.089907
1.3029	-0.089907
1.31241	-0.089907
1.31628	-0.089907
1.29486	-0.089907
1.30827	-0.089907
1.33766	-0.089907
1.3226	-0.089749
1.23773	-0.089354
1.16498	-0.088999
1.10512	-0.088644
1.03967	-0.088289
0.96452	-0.087816
0.85159	-0.087303
0.7346	-0.086849
0.55472	-0.08606
0.5175	-0.085764
0.50807	-0.085666
0.50235	-0.085666
0.49995	-0.085666
0.49559	-0.085685
0.4928	-0.085685
0.49141	-0.085685
0.48555	-0.085685
0.48436	-0.085685
0.48116	-0.085685
0.4868	-0.085666
0.49557	-0.085666
0.47694	-0.085508
0.40373	-0.084956
0.32095	-0.084285
0.2979	-0.084147
0.27248	-0.083871
0.21532	-0.083378
0.1904	-0.083161
0.18359	-0.083121
0.18127	-0.083121
0.17899	-0.083121
0.18103	-0.083141
0.18001	-0.083141
0.18057	-0.083141
0.1804	-0.083141
0.17772	-0.083141
0.17645	-0.083121
0.18176	-0.083121
0.15656	-0.082608
0.10826	-0.081938
0.06834	-0.081109
0.05634	-0.080656
0.05191	-0.08034
0.04243	-0.079847
0.0349	-0.079235
0.03825	-0.078801
0.04317	-0.078505
0.04588	-0.078407
0.04582	-0.078407
0.04546	-0.078407
0.04509	-0.078427
0.04532	-0.078427
0.04532	-0.078427
0.04497	-0.078427
0.04596	-0.078427
0.04572	-0.078427
0.04613	-0.078427
0.04599	-0.078407
0.04613	-0.078407
0.04639	-0.078407
0.04668	-0.078407
0.04761	-0.078229
0.04916	-0.078072
0.05269	-0.077815
0.0553	-0.077638
0.05676	-0.077519
0.07452	-0.076829
0.086	-0.076494
0.08871	-0.076355
0.11211	-0.075527
0.11659	-0.075054
0.12025	-0.0746
0.1214	-0.074205
0.12137	-0.073949
0.11551	-0.073338
0.11346	-0.073298
0.11455	-0.073298
0.11349	-0.073318
0.11418	-0.073318
0.11368	-0.073318
0.1133	-0.073318
0.11319	-0.073318
0.11421	-0.073318
0.11282	-0.073318
0.11305	-0.073318
0.11398	-0.073298
0.11389	-0.073298
0.10976	-0.072844
0.10561	-0.07243
0.10127	-0.072193
0.09431	-0.07172
0.08521	-0.07101
0.08211	-0.070635
0.07646	-0.070162
0.06868	-0.069629
0.06425	-0.069156
0.05756	-0.068446
0.05249	-0.067834
0.05124	-0.067696
0.05046	-0.067696
0.05116	-0.067696
0.05142	-0.067716
0.05074	-0.067716
0.05058	-0.067716
0.05069	-0.067716
0.05103	-0.067716
0.05045	-0.067716
0.05054	-0.067716
0.05128	-0.067696
0.05153	-0.067696
0.04836	-0.067223
0.04237	-0.066493
0.03841	-0.065941
0.03468	-0.06525
0.03299	-0.064639
0.0323	-0.064284
0.03273	-0.06381
0.0332	-0.063376
0.03477	-0.062765
0.03555	-0.062232
0.03615	-0.062134
0.03581	-0.062134
0.03575	-0.062153
0.03572	-0.062153
0.03561	-0.062153
0.03607	-0.062153
0.03603	-0.062153
0.03609	-0.062153
0.03601	-0.062153
0.03633	-0.062153
0.03629	-0.062134
0.03668	-0.062134
0.03799	-0.061443
0.0396	-0.060931
0.04105	-0.060536
0.04359	-0.059925
0.04619	-0.059491
0.04893	-0.058938
0.054	-0.058149
0.05521	-0.057755
0.05617	-0.057459
0.0573	-0.057064
0.05711	-0.056926
0.05646	-0.056887
0.0563	-0.056887
0.05516	-0.056986
0.05504	-0.056986
0.05542	-0.056986
0.05518	-0.056986
0.05521	-0.056986
0.05472	-0.056986
0.05489	-0.056986
0.05524	-0.056926
0.05623	-0.056907
0.05637	-0.056907
0.05655	-0.05665
0.05014	-0.055802
0.04716	-0.055289
0.0446	-0.054875
0.04367	-0.05452
0.04199	-0.053968
0.04085	-0.053297
0.0403	-0.052705
0.03944	-0.051995
0.03918	-0.051679
0.03831	-0.051443
0.03859	-0.051246
0.03745	-0.051246
0.03755	-0.051246
0.03735	-0.051305
0.03717	-0.051305
0.03763	-0.051305
0.03746	-0.051305
0.03716	-0.051305
0.03748	-0.051285
0.03716	-0.051246
0.0379	-0.051246
0.03764	-0.051246
0.03656	-0.050693
0.03516	-0.050279
0.03445	-0.049983
0.03423	-0.049707
0.03348	-0.049253
0.03288	-0.048859
0.03294	-0.048504
0.0327	-0.04807
0.03325	-0.047794
0.03337	-0.047241
0.03371	-0.046433
0.03511	-0.045801
0.0354	-0.045801
0.03543	-0.045801
0.03532	-0.045861
0.03528	-0.04588
0.03555	-0.04588
0.03514	-0.04588
0.03497	-0.04588
0.03493	-0.04588
0.03491	-0.04588
0.03529	-0.045801
0.03516	-0.045801
0.03537	-0.045801
0.03613	-0.045151
0.03615	-0.044401
0.03645	-0.043474
0.03732	-0.042922
0.03712	-0.042705
0.03773	-0.04233
0.03816	-0.042093
0.03867	-0.041955
0.03967	-0.041383
0.04001	-0.040949
0.03979	-0.040732
0.03947	-0.040614
0.03958	-0.040614
0.03964	-0.040633
0.03992	-0.040653
0.03954	-0.040653
0.03984	-0.040653
0.03961	-0.040653
0.03986	-0.040653
0.03989	-0.040633
0.03984	-0.040614
0.04012	-0.040614
0.0388	-0.040061
0.03716	-0.03943
0.03632	-0.038779
0.03575	-0.038345
0.0356	-0.037872
0.03572	-0.037221
0.03529	-0.036807
0.03493	-0.03655
0.03481	-0.036274
0.03421	-0.036156
0.03391	-0.035939
0.03339	-0.035702
0.03357	-0.035702
0.03362	-0.035702
0.0338	-0.035761
0.0334	-0.035761
0.03348	-0.035761
0.03387	-0.035761
0.03343	-0.035761
0.03383	-0.035761
0.03403	-0.035702
0.03372	-0.035702
0.03366	-0.035446
0.03319	-0.034637
0.0327	-0.034105
0.03281	-0.033631
0.03255	-0.033217
0.03256	-0.032783
0.03296	-0.032349
0.03282	-0.031876
0.03281	-0.031501
0.03313	-0.031264
0.03314	-0.031225
0.03325	-0.031225
0.03313	-0.031225
0.03333	-0.031244
0.03325	-0.031264
0.03331	-0.031264
0.03314	-0.031264
0.033	-0.031264
0.03297	-0.031264
0.0332	-0.031225
0.03339	-0.031225
0.03308	-0.031225
0.03331	-0.030889
0.03358	-0.030238
0.03418	-0.029726
0.03447	-0.029469
0.03485	-0.029035
0.03499	-0.028582
0.03502	-0.028187
0.03442	-0.027516
0.03467	-0.026984
0.03505	-0.026668
0.03502	-0.026629
0.03513	-0.026629
0.0351	-0.026629
0.03499	-0.026648
0.0347	-0.026648
0.035	-0.026648
0.03525	-0.026648
0.03494	-0.026648
0.03511	-0.026648
0.03514	-0.026629
0.03491	-0.026629
0.03569	-0.026629
0.03575	-0.026116
0.03679	-0.025544
0.03664	-0.025209
0.03665	-0.024992
0.03638	-0.024715
0.03566	-0.024104
0.03526	-0.023335
0.03526	-0.023098
0.03523	-0.022881
0.03499	-0.022703
0.0356	-0.022506
0.03506	-0.021993
0.03465	-0.021757
0.0351	-0.021678
0.03471	-0.021678
0.03506	-0.021678
0.03491	-0.021697
0.03493	-0.021697
0.03484	-0.021697
0.03474	-0.021697
0.03467	-0.021697
0.03448	-0.021697
0.03493	-0.021678
0.03444	-0.021678
0.03426	-0.021678
0.03415	-0.021678
0.03383	-0.021165
0.03331	-0.020534
0.03316	-0.019686
0.03244	-0.019094
0.03255	-0.018601
0.03262	-0.018167
0.03268	-0.017397
0.03224	-0.016885
0.03287	-0.016628
0.03271	-0.016273
0.03314	-0.015977
0.03322	-0.015977
0.03349	-0.015977
0.03328	-0.015997
0.03337	-0.015997
0.0331	-0.015997
0.03346	-0.015997
0.03357	-0.015997
0.03372	-0.015997
0.03342	-0.015997
0.03365	-0.015977
0.03316	-0.015977
0.0336	-0.015977
0.03342	-0.015977
0.03328	-0.0158
0.03363	-0.015247
0.0338	-0.014873
0.03398	-0.014458
0.03368	-0.013847
0.03438	-0.013452
0.03452	-0.013078
0.03459	-0.012604
0.03481	-0.012111
0.03467	-0.011559
0.03481	-0.011066
0.03441	-0.011007
0.03453	-0.011007
0.03465	-0.011007
0.03479	-0.011007
0.03477	-0.011026
0.03522	-0.011026
0.03477	-0.011007
0.03435	-0.011007
0.03481	-0.011007
0.03461	-0.011007
0.03514	-0.010435
0.03607	-0.009922
0.03558	-0.009646
0.03519	-0.009172
0.03511	-0.008679
0.03474	-0.008166
0.03517	-0.007555
0.03485	-0.007219
0.03502	-0.006825
0.03468	-0.006312
0.03394	-0.005977
0.03378	-0.00574
0.03424	-0.005701
0.03383	-0.00572
0.03404	-0.00572
0.03394	-0.00572
0.034	-0.00572
0.03394	-0.00572
0.03387	-0.00572
0.0341	-0.00572
0.034	-0.00572
0.03403	-0.005444
0.03389	-0.004359
0.03319	-0.003353
0.03319	-0.0029
0.03326	-0.002229
0.03307	-0.001677
0.03337	-0.00098625
0.03325	-0.000216975
0.03352	-1.9725e-05
0.0336	2.469474e-16
0.03348	2.469474e-16
0.03397	1.9725e-05
0.03415	1.9725e-05
0.03413	1.9725e-05
0.03407	1.9725e-05
0.03407	1.9725e-05
0.03403	2.469474e-16
0.03413	2.469474e-16
0.03421	2.469474e-16
0.03403	2.469474e-16
0.03438	2.469474e-16
0.03438	2.469474e-16
0.03465	2.469474e-16
0.03415	2.469474e-16
0.03427	2.469474e-16
0.03464	2.469474e-16
0.0345	2.469474e-16
0.03423	2.469474e-16
0.03426	2.469474e-16
0.03436	2.469474e-16
0.03461	2.469474e-16
0.03412	2.469474e-16
0.03395	2.469474e-16
0.03427	2.469474e-16
0.034	2.469474e-16
0.03398	2.469474e-16
0.03398	2.469474e-16
0.03419	2.469474e-16
0.03426	2.469474e-16
0.03436	2.469474e-16
0.03404	2.469474e-16
0.03395	2.469474e-16
0.03369	2.469474e-16
0.03363	2.469474e-16
0.03421	2.469474e-16
0.03387	2.469474e-16
0.03406	2.469474e-16
0.03375	2.469474e-16
0.03395	2.469474e-16
0.0341	2.469474e-16
0.0341	2.469474e-16
0.03429	2.469474e-16
0.03458	2.469474e-16
0.03397	2.469474e-16
0.03415	2.469474e-16
0.03412	2.469474e-16
0.03421	2.469474e-16
0.03419	2.469474e-16
0.03436	2.469474e-16
0.03403	2.469474e-16
0.03421	2.469474e-16
0.03395	2.469474e-16
0.03407	2.469474e-16
0.03426	2.469474e-16
0.03412	2.469474e-16
0.03439	2.469474e-16
0.03429	2.469474e-16
0.03413	2.469474e-16
0.03429	2.469474e-16
0.03423	2.469474e-16
0.03423	2.469474e-16
0.034	2.469474e-16
0.03392	2.469474e-16
0.03441	2.469474e-16
0.03426	2.469474e-16
0.03418	2.469474e-16
0.03403	2.469474e-16
0.03429	2.469474e-16
0.03389	2.469474e-16
0.0343	2.469474e-16
0.03418	2.469474e-16
0.0336	2.469474e-16
0.03426	2.469474e-16
0.03383	2.469474e-16
0.03387	2.469474e-16
0.03415	2.469474e-16
0.03409	2.469474e-16
0.03391	2.469474e-16
0.03416	2.469474e-16
0.03419	2.469474e-16
0.03386	2.469474e-16
0.03423	2.469474e-16
0.03418	2.469474e-16
0.03427	2.469474e-16
0.03421	2.469474e-16
0.03375	2.469474e-16
0.03375	2.469474e-16
0.03409	2.469474e-16
0.03349	2.469474e-16
0.03363	2.469474e-16
0.03358	2.469474e-16
0.03334	2.469474e-16
