Light Intensity (% of scale max) Alessio_0.16_0.5_lampadina	Position (m) Alessio_0.16_0.5_lampadina
0.0000000000	-0.0455000000
0.0000000000	-0.0458000000
0.0000000000	-0.0462000000
0.0000000000	-0.0464000000
0.0000000000	-0.0464000000
0.0000000000	-0.0465000000
0.0000000000	-0.0468000000
0.0000000000	-0.0469000000
0.0000000000	-0.0470000000
0.0000000000	-0.0471000000
0.0000000000	-0.0471000000
0.0000000000	-0.0472000000
0.0000000000	-0.0475000000
0.0000000000	-0.0477000000
0.0000000000	-0.0479000000
0.0000000000	-0.0481000000
0.0000000000	-0.0484000000
0.0000000000	-0.0487000000
0.0000000000	-0.0488000000
0.0000000000	-0.0488000000
0.0000000000	-0.0488000000
0.0000000000	-0.0487000000
0.0000000000	-0.0487000000
0.0000000000	-0.0487000000
0.0000000000	-0.0487000000
0.0000000000	-0.0487000000
0.0000000000	-0.0487000000
0.0000000000	-0.0487000000
0.0000000000	-0.0487000000
0.0000000000	-0.0487000000
0.0000000000	-0.0488000000
0.0000000000	-0.0488000000
0.0000000000	-0.0488000000
0.0000000000	-0.0488000000
0.0000000000	-0.0493000000
0.0000000000	-0.0495000000
0.0000000000	-0.0496000000
0.0000000000	-0.0500000000
0.0000000000	-0.0502000000
0.0000000000	-0.0504000000
0.0000000000	-0.0506000000
0.0000000000	-0.0508000000
0.0000000000	-0.0511000000
0.0000000000	-0.0515000000
0.0000000000	-0.0517000000
0.0000000000	-0.0520000000
0.0000000000	-0.0523000000
0.0000000000	-0.0524000000
0.0000000000	-0.0524000000
0.0000000000	-0.0524000000
0.0000000000	-0.0524000000
0.0000000000	-0.0524000000
0.0000000000	-0.0524000000
0.0000000000	-0.0524000000
0.0000000000	-0.0524000000
0.0000000000	-0.0524000000
0.0000000000	-0.0524000000
0.0000000000	-0.0524000000
0.0000000000	-0.0524000000
0.0000000000	-0.0524000000
0.0000000000	-0.0524000000
0.0000000000	-0.0524000000
0.0000000000	-0.0524000000
0.0000000000	-0.0526000000
0.0000000000	-0.0532000000
0.0000000000	-0.0534000000
0.0000000000	-0.0535000000
0.0000000000	-0.0538000000
0.0000000000	-0.0540000000
0.0000000000	-0.0543000000
0.0000000000	-0.0545000000
0.0000000000	-0.0548000000
0.0000000000	-0.0552000000
0.0000000000	-0.0552000000
0.0000000000	-0.0554000000
0.0000000000	-0.0555000000
0.0000000000	-0.0556000000
0.0000000000	-0.0558000000
0.0000000000	-0.0559000000
0.0000000000	-0.0560000000
0.0000000000	-0.0564000000
0.0000000000	-0.0565000000
0.0000000000	-0.0566000000
0.0000000000	-0.0566000000
0.0000000000	-0.0566000000
0.0000000000	-0.0566000000
0.0000000000	-0.0565000000
0.0000000000	-0.0565000000
0.0000000000	-0.0565000000
0.0000000000	-0.0565000000
0.0000000000	-0.0565000000
0.0000000000	-0.0565000000
0.0000000000	-0.0565000000
0.0000000000	-0.0565000000
0.0000000000	-0.0565000000
0.0000000000	-0.0566000000
0.0000000000	-0.0566000000
0.0000000000	-0.0566000000
0.0000000000	-0.0566000000
0.0000000000	-0.0567000000
0.0000000000	-0.0571000000
0.0000000000	-0.0575000000
0.0000000000	-0.0575000000
0.0000000000	-0.0576000000
0.0000000000	-0.0579000000
0.0000000000	-0.0581000000
0.0000000000	-0.0582000000
0.0000000000	-0.0586000000
0.0000000000	-0.0588000000
0.0000000000	-0.0590000000
0.0000000000	-0.0592000000
0.0000000000	-0.0595000000
0.0000000000	-0.0598000000
0.0000000000	-0.0599000000
0.0000000000	-0.0601000000
0.0000000000	-0.0603000000
0.0000000000	-0.0603000000
0.0000000000	-0.0604000000
0.0000000000	-0.0607000000
0.0000000000	-0.0608000000
0.0000000000	-0.0608000000
0.0000000000	-0.0607000000
0.0000000000	-0.0607000000
0.0000000000	-0.0607000000
0.0000000000	-0.0607000000
0.0000000000	-0.0607000000
0.0000000000	-0.0607000000
0.0000000000	-0.0607000000
0.0000000000	-0.0607000000
0.0000000000	-0.0607000000
0.0000000000	-0.0608000000
0.0000000000	-0.0608000000
0.0000000000	-0.0611000000
0.0000000000	-0.0615000000
0.0000000000	-0.0616000000
0.0000000000	-0.0620000000
0.0000000000	-0.0621000000
0.0000000000	-0.0624000000
0.0000000000	-0.0629000000
0.0000000000	-0.0631000000
0.0000000000	-0.0634000000
0.0000000000	-0.0636000000
0.0000000000	-0.0638000000
0.0000000000	-0.0642000000
0.0000000000	-0.0644000000
0.1000000000	-0.0645000000
0.1000000000	-0.0646000000
0.1000000000	-0.0647000000
0.1000000000	-0.0647000000
0.1000000000	-0.0647000000
0.1000000000	-0.0647000000
0.1000000000	-0.0647000000
0.1000000000	-0.0647000000
0.1000000000	-0.0647000000
0.1000000000	-0.0647000000
0.1000000000	-0.0647000000
