Light Intensity (% of scale max) Antonio_0.04_1.5_lampadina	Position (m) Antonio_0.04_1.5_lampadina
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	-0.0000197000
0.0000000000	-0.0000197000
0.0000000000	-0.0000197000
0.0000000000	-0.0000197000
0.0000000000	-0.0000197000
0.0000000000	-0.0000197000
0.0000000000	-0.0000395000
0.0000000000	-0.0000395000
0.0000000000	-0.0000395000
0.0000000000	-0.0000395000
0.0000000000	-0.0000395000
0.0000000000	-0.0000395000
0.0000000000	-0.0002560000
0.0000000000	-0.0007100000
0.0000000000	-0.0008280000
0.0000000000	-0.0009470000
0.0000000000	-0.0010000000
0.0000000000	-0.0018000000
0.0000000000	-0.0023000000
0.0000000000	-0.0027000000
0.0000000000	-0.0027000000
0.0000000000	-0.0030000000
0.0000000000	-0.0038000000
0.0000000000	-0.0045000000
0.0000000000	-0.0048000000
0.0000000000	-0.0050000000
0.0000000000	-0.0053000000
0.0000000000	-0.0059000000
0.0000000000	-0.0061000000
0.0000000000	-0.0064000000
0.0000000000	-0.0069000000
0.0000000000	-0.0072000000
0.0000000000	-0.0076000000
0.0000000000	-0.0079000000
0.0000000000	-0.0081000000
0.0000000000	-0.0084000000
0.0000000000	-0.0087000000
0.0000000000	-0.0093000000
0.0000000000	-0.0093000000
0.0000000000	-0.0094000000
0.0000000000	-0.0094000000
0.0000000000	-0.0094000000
0.0000000000	-0.0094000000
0.0000000000	-0.0094000000
0.0000000000	-0.0094000000
0.0000000000	-0.0094000000
0.0000000000	-0.0094000000
0.0000000000	-0.0094000000
0.0000000000	-0.0094000000
0.0000000000	-0.0094000000
0.0000000000	-0.0094000000
0.0000000000	-0.0094000000
0.0000000000	-0.0094000000
0.0000000000	-0.0095000000
0.0000000000	-0.0104000000
0.0000000000	-0.0108000000
0.0000000000	-0.0111000000
0.0000000000	-0.0113000000
0.0000000000	-0.0116000000
0.0000000000	-0.0121000000
0.0000000000	-0.0123000000
0.0000000000	-0.0126000000
0.0000000000	-0.0133000000
0.0000000000	-0.0138000000
0.0000000000	-0.0145000000
0.0000000000	-0.0146000000
0.0000000000	-0.0149000000
0.0000000000	-0.0150000000
0.0000000000	-0.0152000000
0.0000000000	-0.0158000000
0.0000000000	-0.0160000000
0.0000000000	-0.0168000000
