Relative Intensity Alessio_doubleslit_0.04_0.25_1.5_lampadina	Position (m) Alessio_doubleslit_0.04_0.25_1.5_lampadina
0.0357971	-0.14219753
0.0358276	-0.14219753
0.0355377	-0.14219753
0.0356598	-0.14219753
0.035553	-0.14219753
0.0351563	-0.14223698
0.0355988	-0.1422567
0.035614	-0.14259203
0.0444336	-0.14347965
0.0555267	-0.14393332
0.0584259	-0.14418975
0.0580444	-0.14442645
0.0557098	-0.14466315
0.0508423	-0.1450182
0.0505066	-0.14503792
0.0505676	-0.145176
0.0528259	-0.14551132
0.055603	-0.1455705
0.0562592	-0.1455705
0.0554352	-0.1455705
0.0567169	-0.14555077
0.0577545	-0.14539297
0.0586243	-0.1454127
0.0589447	-0.1454127
0.0579987	-0.14539297
0.0580597	-0.1454127
0.0583649	-0.1454127
0.0560303	-0.14555077
0.0553589	-0.1455705
0.0648956	-0.14600445
0.0807343	-0.14665537
0.0720978	-0.14712877
0.0561676	-0.1477008
0.0586243	-0.14791777
0.0802155	-0.148332
0.1003876	-0.14850952
0.105545	-0.14862787
0.1235504	-0.1489632
0.1272888	-0.14921962
0.1269073	-0.14921962
0.1272583	-0.14921962
0.1266937	-0.1491999
0.1258392	-0.1490421
0.1246033	-0.1489632
0.1231842	-0.1489632
0.1239166	-0.1489632
0.1234589	-0.1489632
0.1238861	-0.1489632
0.1241913	-0.14898292
0.1260071	-0.14908155
0.1264648	-0.14910127
0.1229858	-0.14921962
0.0751343	-0.1499889
0.0595551	-0.15032422
0.0589905	-0.15032422
0.0571747	-0.15044257
0.0574341	-0.15052147
0.059433	-0.15063982
0.0750275	-0.1510146
0.0891724	-0.15134992
0.0943604	-0.15154717
0.0931244	-0.15178387
0.0927124	-0.15178387
0.0931091	-0.15178387
0.0922241	-0.15176415
0.0907898	-0.15162607
0.0900879	-0.1515669
0.0898437	-0.1515669
0.0897827	-0.1515669
0.0904541	-0.1515669
0.090744	-0.15158662
0.0909729	-0.15158662
0.092514	-0.1516458
0.0931549	-0.1517247
0.0927429	-0.15176415
0.0865173	-0.15198112
0.0614471	-0.15263205
0.0603027	-0.1526715
0.0573578	-0.1527504
0.0534363	-0.1529871
0.0534058	-0.15302655
0.0531006	-0.15320407
0.0579987	-0.15367747
0.061676	-0.15399307
0.061142	-0.15411142
0.0591278	-0.15426922
0.0595856	-0.15426922
0.0592346	-0.1542495
0.0592651	-0.1542495
0.0583191	-0.15413115
0.0577087	-0.1540917
0.0571136	-0.1540917
0.0578003	-0.1540917
0.0578766	-0.1540917
0.0579071	-0.1540917
0.0582428	-0.1540917
0.0582733	-0.15411142
0.0588531	-0.15421005
0.0567474	-0.15442702
0.0452271	-0.15497932
0.0414429	-0.1551963
0.0411987	-0.15521602
0.0410004	-0.15525547
0.0391998	-0.15553162
0.039566	-0.15596557
0.0402222	-0.1560642
0.0399933	-0.15620227
0.0394897	-0.15667567
0.0391083	-0.15691237
0.0384369	-0.15695182
0.038681	-0.15695182
0.0384369	-0.15695182
0.0386658	-0.15695182
0.0386353	-0.15695182
0.0387421	-0.1569321
0.0387115	-0.1569321
0.0384216	-0.1569321
0.0385895	-0.1569321
0.038559	-0.1569321
0.038559	-0.1569321
0.0384216	-0.1569321
0.0387421	-0.15695182
0.0386505	-0.15695182
0.0378571	-0.1572477
0.0359344	-0.1579578
0.0359344	-0.15809587
0.036911	-0.1584312
0.0374756	-0.15876652
0.0395203	-0.15912157
0.0405121	-0.15951607
0.0402222	-0.15951607
0.0404663	-0.15951607
0.0405579	-0.15951607
0.0401459	-0.15951607
0.0404053	-0.15949635
0.0402985	-0.15947662
0.04039	-0.15947662
0.0405579	-0.15947662
0.0401917	-0.15947662
0.040329	-0.15947662
0.0406342	-0.15947662
0.0406799	-0.15947662
0.040802	-0.15949635
0.0405731	-0.15949635
0.0406799	-0.15951607
0.0401764	-0.15981195
0.0405884	-0.15996975
0.0401764	-0.16004865
0.0407715	-0.16042342
0.0429077	-0.16067985
0.0487823	-0.16099545
0.0554504	-0.16164637
0.0553589	-0.16184362
0.0556335	-0.16184362
0.0549316	-0.16192252
0.0545044	-0.16200142
0.0544128	-0.1619817
0.0545197	-0.1619817
0.0539398	-0.1619817
0.0540161	-0.1619817
0.054306	-0.1619817
0.0538635	-0.1619817
0.0545197	-0.1619817
0.0539246	-0.1619817
0.0542755	-0.1619817
0.0540314	-0.1619817
0.0545654	-0.1619817
0.0547333	-0.1619817
0.054245	-0.16200142
0.0490112	-0.16241565
0.0493927	-0.16286932
0.0494537	-0.16288905
0.050827	-0.16296795
0.0575867	-0.16326382
0.0653687	-0.16357942
0.0708771	-0.16389502
0.0713196	-0.16413172
0.0654144	-0.1645065
0.0623322	-0.16460512
0.0630493	-0.16460512
0.0632629	-0.16460512
0.0627899	-0.1645854
0.062439	-0.1645854
0.0620575	-0.1645854
0.0614319	-0.1645854
0.061203	-0.1645854
0.0620422	-0.1645854
0.0627747	-0.1645854
0.0628662	-0.1645854
0.0624695	-0.16460512
0.0624847	-0.16460512
0.0515137	-0.16503907
0.0565338	-0.16563082
0.0582581	-0.16569
0.0611877	-0.16578862
0.0787811	-0.1662423
0.0834045	-0.16657762
0.0808716	-0.16681432
0.0710297	-0.1671102
0.0605316	-0.16736662
0.0511475	-0.16760332
0.0454102	-0.1679781
0.0457764	-0.16799782
0.0457458	-0.16799782
0.0454102	-0.16799782
0.0455475	-0.16799782
0.0456543	-0.1679781
0.0456238	-0.1679781
0.0456848	-0.1679781
0.0457458	-0.1679781
0.0460815	-0.1679781
0.0457764	-0.1679781
0.0457001	-0.16799782
0.0458832	-0.16799782
0.0458832	-0.16801755
0.0539856	-0.16839232
0.0631104	-0.1689249
0.0637207	-0.16898407
0.0637207	-0.16914187
0.0600433	-0.16945747
0.0512695	-0.16985197
0.0433197	-0.1701873
0.041214	-0.17032537
0.039978	-0.17070015
0.0410309	-0.17109465
0.0410919	-0.1711341
0.0406494	-0.1711341
0.0407104	-0.1711341
0.0405121	-0.17111437
0.0410156	-0.1710552
0.041214	-0.1708974
0.0411987	-0.1708974
0.0414734	-0.1708974
0.0414429	-0.1708974
0.0415344	-0.1708974
0.0414734	-0.17091712
0.0416107	-0.17091712
0.0406342	-0.17109465
0.0410309	-0.17115382
0.0409088	-0.171213
0.0410614	-0.17148915
0.0409698	-0.17186392
0.0409241	-0.17202172
0.0386047	-0.1725543
0.0373993	-0.172791
0.0365448	-0.17308687
0.0355377	-0.17344192
0.0356903	-0.17352082
0.0356293	-0.17361945
0.0356445	-0.17391532
0.0357361	-0.17403367
0.0359344	-0.17403367
0.0359344	-0.17403367
0.0356903	-0.17395477
0.0366364	-0.1738167
0.0363922	-0.1738167
0.036499	-0.1738167
0.0363312	-0.1738167
0.0362854	-0.1738167
0.0363007	-0.17383642
0.0358582	-0.1739745
0.0363464	-0.17411257
0.0363922	-0.174369
0.037262	-0.17490157
0.0376129	-0.17501992
0.0383911	-0.17551305
0.0405426	-0.17596672
0.041275	-0.17612452
0.0440826	-0.1764993
0.0464935	-0.17669655
0.0469208	-0.17679517
0.0471954	-0.17711077
0.047226	-0.17716995
0.0471191	-0.17716995
0.0473328	-0.17716995
0.0471191	-0.17716995
0.0471954	-0.17716995
0.0466156	-0.17716995
0.0471649	-0.17716995
0.0472565	-0.17716995
0.0475464	-0.17716995
0.0475616	-0.17716995
0.047699	-0.17716995
0.0476532	-0.17716995
0.0475006	-0.17718967
0.0444946	-0.17803785
0.046875	-0.17843235
0.0505219	-0.17874795
0.0568085	-0.17914245
0.0577545	-0.17920162
0.0581055	-0.17953695
0.0571747	-0.17971447
0.056839	-0.17979337
0.0567474	-0.17979337
0.0563812	-0.17979337
0.0562897	-0.17979337
0.0563965	-0.17979337
0.0559235	-0.17977365
0.0555725	-0.17977365
0.0558777	-0.17977365
0.055481	-0.17977365
0.0553589	-0.17977365
0.056015	-0.17977365
0.0559235	-0.17977365
0.0558167	-0.17977365
0.0559998	-0.17977365
0.0564728	-0.17977365
0.0533752	-0.1795764
0.0516357	-0.17953695
0.0520172	-0.1794975
0.054184	-0.17916217
0.0584717	-0.1787085
0.056839	-0.1782351
0.0528259	-0.1779984
0.0526428	-0.1779984
0.0500946	-0.17782087
0.0477448	-0.17764335
0.0441437	-0.17718967
0.045105	-0.176736
0.0457764	-0.17669655
0.0456696	-0.17669655
0.04599	-0.17669655
0.0460052	-0.17669655
0.0459137	-0.17669655
0.0460968	-0.17671627
0.0460052	-0.17671627
0.0459595	-0.17671627
0.0466614	-0.17671627
0.0464935	-0.17669655
0.0462189	-0.17669655
0.0462799	-0.17669655
0.04599	-0.17669655
0.0466919	-0.17667682
0.0475616	-0.17647957
0.0479279	-0.17606535
0.0454102	-0.1757103
0.0430298	-0.17545387
0.0412445	-0.1752369
0.0406494	-0.1750791
0.0410461	-0.17505937
0.0405121	-0.1750002
0.0394592	-0.17472405
0.0391998	-0.1745268
0.0388794	-0.17440845
0.0380402	-0.1742112
0.0378571	-0.17387587
0.0381927	-0.17385615
0.0379181	-0.17385615
0.0378571	-0.17387587
0.0379791	-0.17387587
0.0376587	-0.17387587
0.0374756	-0.17387587
0.037384	-0.17387587
0.0374451	-0.17387587
0.0375977	-0.17385615
0.038147	-0.17385615
0.0376434	-0.17383642
0.0376129	-0.1736589
0.0365753	-0.1730277
0.0364532	-0.1726332
0.037262	-0.17227815
0.0391388	-0.17188365
0.039978	-0.17178502
0.0411072	-0.17148915
0.042038	-0.17133135
0.0418396	-0.17127217
0.0421906	-0.17125245
0.0422974	-0.17119327
0.0421448	-0.17119327
0.0424042	-0.171213
0.0422974	-0.171213
0.0426483	-0.17123272
0.0422974	-0.171213
0.0427399	-0.171213
0.0425568	-0.171213
0.0425415	-0.171213
0.0429535	-0.171213
0.0423584	-0.171213
0.0426636	-0.1710552
0.0421295	-0.17079877
0.0410461	-0.17044372
0.0412292	-0.17006895
0.045639	-0.16975335
0.0559845	-0.16933912
0.0634918	-0.16890517
0.0652618	-0.16866847
0.0644226	-0.16843177
0.0602875	-0.16811617
0.0551758	-0.16787947
0.0516052	-0.16776112
0.0497894	-0.1676625
0.049942	-0.1676625
0.0501251	-0.16768222
0.0484009	-0.16776112
0.0485229	-0.16776112
0.0484161	-0.16776112
0.0479889	-0.16776112
0.0480804	-0.16776112
0.0475922	-0.16776112
0.0486298	-0.16768222
0.0487518	-0.16760332
0.0466309	-0.16744552
0.0610046	-0.16691295
0.0811462	-0.16634092
0.0841675	-0.1660056
0.074173	-0.16547302
0.0717926	-0.16535467
0.0662994	-0.16525605
0.0639648	-0.16515742
0.0624237	-0.16511797
0.0544586	-0.16494045
0.0531464	-0.1645065
0.0619507	-0.164112
0.0631866	-0.1640331
0.0631561	-0.1640331
0.0628357	-0.16405282
0.0669861	-0.16417117
0.0682983	-0.16423035
0.0684662	-0.16423035
0.0689392	-0.16423035
0.0692444	-0.16421062
0.0656738	-0.16405282
0.0659332	-0.16393447
0.0707245	-0.16377667
0.0629272	-0.16304685
0.0548248	-0.1626129
0.0498962	-0.16233675
0.0489197	-0.16208032
0.0496979	-0.16196197
0.0513763	-0.1616661
0.0556946	-0.1613505
0.0559845	-0.16133077
0.0568542	-0.1612716
0.0567017	-0.1611927
0.0569458	-0.1611927
0.0566559	-0.1611927
0.0569458	-0.1611927
0.056778	-0.1612716
0.0568695	-0.1612716
0.0571136	-0.1612716
0.0566864	-0.1612716
0.056778	-0.1612716
0.0571747	-0.1612716
0.0570374	-0.1612716
0.0568695	-0.16117297
0.0566711	-0.16113352
0.0563049	-0.16099545
0.0552521	-0.16085737
0.0490112	-0.16042342
0.0416107	-0.15975277
0.0417023	-0.15916102
0.0413971	-0.15880597
0.0414734	-0.15852982
0.040802	-0.15829312
0.0396423	-0.15825367
0.0396423	-0.15825367
0.0392151	-0.15825367
0.0396423	-0.1582734
0.039566	-0.15829312
0.0394287	-0.15829312
0.0390625	-0.15829312
0.039444	-0.15829312
0.0391998	-0.15829312
0.0390167	-0.1582734
0.039566	-0.15821422
0.0386963	-0.15805642
0.0367279	-0.15758302
0.0368042	-0.15742522
0.0366974	-0.15734632
0.0365601	-0.15699127
0.0373535	-0.1566954
0.0394135	-0.15632062
0.040802	-0.1557486
0.0404968	-0.15529492
0.0401611	-0.15499905
0.0404053	-0.15497932
0.0405731	-0.15497932
0.0402985	-0.15497932
0.0402222	-0.15497932
0.0403595	-0.15499905
0.0404816	-0.15509767
0.0399323	-0.15509767
0.0401917	-0.15509767
0.0402832	-0.15509767
0.0405731	-0.15505822
0.0404968	-0.15499905
0.0404053	-0.15493987
0.041275	-0.15442702
0.0502472	-0.15387472
0.0554504	-0.15375637
0.0559235	-0.15373665
0.0585175	-0.15359857
0.0596924	-0.15351967
0.0619812	-0.15310545
0.0561066	-0.15255315
0.0544891	-0.15229672
0.0541077	-0.15225727
0.056015	-0.15209947
0.0600739	-0.15192195
0.0684662	-0.15170497
0.0736389	-0.15162607
0.0733337	-0.15162607
0.0736847	-0.1516458
0.0814972	-0.15186277
0.0889587	-0.1518825
0.0895691	-0.1518825
0.0897369	-0.15190222
0.0898132	-0.1518825
0.0907593	-0.1518825
0.0881958	-0.15166552
0.0836487	-0.15142882
0.0871582	-0.15129075
0.0942535	-0.1510935
0.0959625	-0.1510146
0.0954742	-0.15058065
0.0656891	-0.14981137
0.0612946	-0.14941687
0.0650787	-0.1493577
0.0789185	-0.14906182
0.107254	-0.1487265
0.124527	-0.1484109
0.1273499	-0.1480164
0.1131592	-0.14781915
0.1085968	-0.1477797
0.0997009	-0.14766135
0.1001587	-0.14766135
0.0753784	-0.14775997
0.0675049	-0.1478586
0.0697784	-0.1478586
0.0691376	-0.14783887
0.0679779	-0.14781915
0.0694733	-0.14781915
0.0734863	-0.14766135
0.0607605	-0.14718795
0.0606537	-0.1466751
0.0714417	-0.14637922
0.0817871	-0.14592555
0.0798798	-0.14555077
0.0751953	-0.14539297
0.0597229	-0.14497875
0.0523682	-0.14460397
0.0519409	-0.14452507
0.0516968	-0.14450535
0.0507202	-0.144387
0.0507812	-0.144387
0.0511322	-0.144387
0.0543976	-0.14450535
0.0540314	-0.14450535
0.0543213	-0.14450535
0.0542297	-0.14450535
0.0546875	-0.14448562
0.0543213	-0.14444617
0.0543976	-0.14444617
0.0547791	-0.1443081
0.0576019	-0.1438347
0.0594635	-0.14330212
0.054657	-0.14294707
0.0480652	-0.14267092
0.0441895	-0.14245395
0.0427856	-0.14231587
0.0412903	-0.14223697
0.0389099	-0.14198055
0.0369415	-0.14166495
0.0367126	-0.1413099
0.0364838	-0.1411521
0.0368347	-0.1411521
0.0362701	-0.1411521
0.0367432	-0.14119155
0.0371857	-0.14127045
0.037262	-0.14127045
0.0369263	-0.14127045
0.0371246	-0.14127045
0.0368805	-0.14121127
0.0370026	-0.14119155
0.03685	-0.14117182
0.0372772	-0.14089567
0.0384216	-0.14040255
0.038559	-0.14030392
0.0387421	-0.14024475
0.0401917	-0.13992915
0.0410309	-0.1397319
0.0436249	-0.13955437
0.0479889	-0.13923877
0.0547943	-0.1389429
0.0578003	-0.13882455
0.0611725	-0.1387062
0.0639343	-0.13858785
0.064209	-0.13858785
0.0636444	-0.13858785
0.0682068	-0.13874565
0.069809	-0.13884427
0.0702057	-0.13884427
0.0697021	-0.13884427
0.0696259	-0.13880482
0.0693817	-0.13876537
0.0693817	-0.13866675
0.0690765	-0.13829197
0.0634613	-0.1379172
0.0569	-0.1376016
0.0548859	-0.13748325
0.0539856	-0.13734517
0.0575562	-0.13699012
0.0691528	-0.13671397
0.0806427	-0.13655617
0.0921173	-0.13643782
0.117157	-0.13616167
0.1274567	-0.1358658
0.1226959	-0.13566855
0.0984955	-0.13525432
0.0904694	-0.13513597
0.0908051	-0.13513597
0.0912018	-0.13527405
0.0898132	-0.13527405
0.0903168	-0.13527405
0.0895844	-0.13527405
0.0883484	-0.13525432
0.0883942	-0.1351557
0.0885468	-0.1351557
0.0888519	-0.1351557
0.1011353	-0.13466257
0.1649628	-0.13414972
0.1850433	-0.13395247
0.1993713	-0.1334988
0.1860809	-0.13332127
0.1557159	-0.13308457
0.1212311	-0.1328676
0.1112671	-0.13280842
0.1103821	-0.13280842
0.0965271	-0.13267035
0.0803986	-0.13241392
0.0910339	-0.13209832
0.1157684	-0.13186162
0.1238708	-0.13180245
0.1247711	-0.13180245
0.1242371	-0.13188135
0.1249695	-0.13190107
0.1268921	-0.13190107
0.1273499	-0.13190107
0.127655	-0.13188135
0.1296234	-0.13186162
0.130249	-0.13182217
0.1365814	-0.13178272
0.1452637	-0.1311318
0.0944672	-0.13054005
0.0796814	-0.13020472
0.0853729	-0.12990885
0.0937805	-0.12977077
0.1058655	-0.12961297
0.120575	-0.12941572
0.1321869	-0.1291593
0.1330414	-0.1289226
0.1299438	-0.12878452
0.1279449	-0.12874507
0.1289063	-0.12874507
0.1283264	-0.12874507
0.1278534	-0.12880425
0.1286316	-0.12880425
0.1284485	-0.12880425
0.1275787	-0.12880425
0.126297	-0.12880425
0.1264191	-0.12874507
0.1257782	-0.12874507
0.1268921	-0.12874507
0.0960999	-0.1282914
0.0686798	-0.1279758
0.051239	-0.12764047
0.0436859	-0.1272657
0.0436707	-0.127029
0.043335	-0.12685147
0.0436554	-0.1265556
0.043457	-0.12635835
0.0432892	-0.12624
0.0428619	-0.12604275
0.0412598	-0.12574687
0.040741	-0.1256877
0.0409241	-0.1256877
0.0406647	-0.12582577
0.0387268	-0.1258455
0.0376587	-0.1258455
0.0377808	-0.1258455
0.0383911	-0.12582577
0.0380249	-0.12578632
0.0379181	-0.12578632
0.0374756	-0.12578632
0.037796	-0.12551017
0.0379181	-0.12501705
0.0400238	-0.1248987
0.0435333	-0.12468172
0.0519714	-0.1244253
0.0592499	-0.12422805
0.0671387	-0.12401107
0.0746002	-0.12375465
0.076828	-0.1236363
0.078476	-0.12341932
0.0791321	-0.12318262
0.0787506	-0.12306427
0.0789032	-0.12306427
0.0787201	-0.12306427
0.0783234	-0.12318262
0.0744476	-0.12320235
0.0735931	-0.12320235
0.0732117	-0.12320235
0.0729828	-0.12320235
0.0732574	-0.1231629
0.0727844	-0.1231629
0.0726776	-0.1231629
0.0721893	-0.12304455
0.0692749	-0.12265005
0.0930023	-0.12225555
0.1607819	-0.12192022
0.2102814	-0.12170325
0.2315979	-0.12152572
0.2538147	-0.1211904
0.2333679	-0.1209537
0.1932983	-0.12069727
0.1455536	-0.12038167
0.130188	-0.12022387
0.1302185	-0.12022387
0.1312256	-0.1202436
0.1317596	-0.12026332
0.1304626	-0.12026332
0.1306458	-0.12026332
0.1299896	-0.12026332
0.1293182	-0.12026332
0.1286469	-0.1202436
0.1288147	-0.1202436
0.1290588	-0.12022387
0.129364	-0.12022387
0.1291199	-0.12022387
0.1273651	-0.11990827
0.1419525	-0.1197702
0.2032013	-0.11947432
0.259964	-0.11923762
0.3049927	-0.11902065
0.3285828	-0.11864587
0.2804871	-0.1182711
0.2299957	-0.11805412
0.1770325	-0.1177977
0.1504669	-0.1176399
0.1491394	-0.11762017
0.1488495	-0.11762017
0.1495972	-0.1176399
0.1499786	-0.11765962
0.1494446	-0.11765962
0.1496277	-0.11765962
0.148941	-0.11765962
0.1484833	-0.11765962
0.1482544	-0.1176399
0.1488342	-0.1176399
0.1491089	-0.11762017
0.1487274	-0.11762017
0.1587524	-0.11742292
0.2087097	-0.11710732
0.2189941	-0.11704815
0.2455444	-0.11681145
0.353714	-0.1163775
0.3932343	-0.11578575
0.2756653	-0.1155096
0.2602692	-0.1154307
0.1856079	-0.11509537
0.186676	-0.11477977
0.2572632	-0.11444445
0.3292694	-0.1142472
0.3315125	-0.1142472
0.3309479	-0.1142472
0.3273163	-0.11428665
0.3243103	-0.11430637
0.3291168	-0.11428665
0.329834	-0.11428665
0.3339539	-0.11428665
0.3369446	-0.11428665
0.3368378	-0.11426692
0.3336639	-0.1142472
0.3365173	-0.1142472
0.3442078	-0.11420775
0.3760681	-0.11387242
0.3901215	-0.113616
0.4118042	-0.1133793
0.4120178	-0.11320177
0.3821106	-0.1129848
0.334259	-0.11278755
0.2577209	-0.11253112
0.1580658	-0.11217607
0.1007843	-0.11186047
0.0939026	-0.1116435
0.1014709	-0.1114857
0.1025391	-0.11146597
0.105484	-0.11138707
0.1091766	-0.1113279
0.1090393	-0.1113279
0.109024	-0.11138707
0.1117249	-0.11144625
0.1119995	-0.11144625
0.1127167	-0.11144625
0.1125641	-0.11144625
0.1124725	-0.1114068
0.1118317	-0.1114068
0.1128082	-0.1114068
0.1122894	-0.11136735
0.0979309	-0.11099257
0.0876007	-0.11081505
0.0825806	-0.1106967
0.0785828	-0.1105389
0.0712433	-0.11026275
0.0621643	-0.10996687
0.0513153	-0.1095921
0.0751648	-0.10894117
0.1062164	-0.10836915
0.0995026	-0.10813245
0.0985565	-0.10811272
0.0990601	-0.10811272
0.0987701	-0.10811272
0.0989838	-0.10813245
0.0990448	-0.10813245
0.0997009	-0.10813245
0.0992279	-0.10813245
0.0992584	-0.10811272
0.0996552	-0.10811272
0.099411	-0.10811272
0.098938	-0.10811272
0.1016541	-0.1076196
0.1056061	-0.10736317
0.1187592	-0.10700812
0.144928	-0.1069095
0.2332153	-0.10657417
0.4499664	-0.1061205
0.5731049	-0.10594297
0.5999451	-0.10584435
0.6183014	-0.10566682
0.4686127	-0.1051737
0.3704834	-0.10473975
0.3805084	-0.10468057
0.3795471	-0.10468057
0.37677	-0.10468057
0.4319458	-0.10475947
0.5510559	-0.1047792
0.5543976	-0.1047792
0.5556488	-0.1047792
0.5662231	-0.1047792
0.5738373	-0.1047792
0.5737305	-0.10475947
0.5688324	-0.10475947
0.8317413	-0.10456222
1.2880402	-0.10420717
1.5390167	-0.10400992
1.6146088	-0.10393102
1.84198	-0.1035957
1.9099274	-0.10308285
1.1525879	-0.10262917
1.1177368	-0.10239247
1.2418823	-0.10231357
1.5156708	-0.10219522
2.0595245	-0.10197825
2.6155701	-0.10180072
2.9961548	-0.1017021
3.036972	-0.10168237
3.0120544	-0.10168237
2.9463654	-0.1017021
2.9620819	-0.1017021
2.975296	-0.1017021
2.992569	-0.1017021
3.0259247	-0.1017021
3.0577545	-0.1017021
3.06427	-0.1017021
3.0773773	-0.1017021
3.3219299	-0.10166265
4.4985809	-0.10101172
4.2309723	-0.10077502
4.2060852	-0.10073557
4.0092926	-0.10053832
3.8004913	-0.1003608
3.1660461	-0.10016355
2.2100525	-0.0998874
2.1414795	-0.09959152
4.054184	-0.0992562
6.6706696	-0.09896032
7.79422	-0.09882225
8.044281	-0.098625
7.8897247	-0.09844747
7.2306061	-0.09825022
7.0714111	-0.0982305
7.1430054	-0.0982305
7.1851654	-0.0982305
7.0723724	-0.09825022
7.0688324	-0.09825022
6.9306183	-0.09825022
6.9554596	-0.09825022
6.9354248	-0.09825022
6.9634094	-0.0982305
6.9960937	-0.0982305
4.447113	-0.09787545
3.6467133	-0.09765847
3.365799	-0.0975204
3.2728424	-0.09732315
3.149765	-0.09706672
3.10849	-0.097047
3.3156586	-0.09690892
6.0235138	-0.09645525
9.1576996	-0.09611992
10.814209	-0.09588322
8.4117279	-0.09550845
7.3818665	-0.09540982
6.1895294	-0.09529147
4.7686157	-0.0950745
3.8627014	-0.0948378
4.348175	-0.09464055
5.6548004	-0.09440385
5.7385559	-0.09438412
5.7927704	-0.09440385
5.9749756	-0.09440385
6.0542603	-0.09440385
6.0801697	-0.09440385
6.1590118	-0.09440385
6.2394714	-0.09440385
6.2892609	-0.09440385
6.2676849	-0.09438412
6.8712158	-0.09416715
11.8078461	-0.09377265
11.8834076	-0.09335842
9.7030029	-0.0930231
6.7000732	-0.0927075
4.5972443	-0.09243135
3.8534698	-0.09221437
4.4358521	-0.09197767
5.2667847	-0.09181987
6.725769	-0.09162262
8.9751282	-0.0913662
11.1311035	-0.09099142
10.9291229	-0.09079417
10.8476563	-0.09075472
10.1223907	-0.09053775
9.958313	-0.09051802
9.2035522	-0.09055747
9.0759888	-0.0905772
9.3342743	-0.0905772
9.2483673	-0.0905772
9.2745361	-0.0905772
9.1299744	-0.0905772
9.0998383	-0.09055747
9.0078735	-0.09055747
9.0737305	-0.09055747
8.9530945	-0.09036022
3.2324371	-0.08976847
3.9190979	-0.08945287
5.443573	-0.08919645
7.2815552	-0.08888085
8.0660706	-0.08862442
7.5175934	-0.08830882
5.865387	-0.0879735
3.8923492	-0.08763817
2.6719666	-0.0874212
2.2557831	-0.0872634
2.0252228	-0.08708587
2.4295044	-0.08684917
3.5249786	-0.0865533
3.599823	-0.08653357
3.5604706	-0.08653357
3.717926	-0.0865533
3.7632294	-0.0865533
3.7691193	-0.0865533
3.768158	-0.0865533
3.7859497	-0.0865533
3.7777252	-0.0865533
3.8190765	-0.0865533
3.8091278	-0.0865533
4.6130829	-0.08621797
4.6118164	-0.0860799
4.3326416	-0.08580375
3.4643707	-0.08548815
1.9248505	-0.08519227
1.209671	-0.0848964
1.0085754	-0.08469915
1.0575256	-0.08440327
1.1450653	-0.08430465
1.2368927	-0.08422575
1.3075867	-0.0841863
1.359436	-0.08412712
1.5177612	-0.08404822
1.5187378	-0.08404822
1.5162811	-0.08404822
1.5249329	-0.08404822
1.5154266	-0.08406795
1.5190887	-0.08406795
1.5265503	-0.08406795
1.5374298	-0.08406795
1.5647278	-0.08406795
1.5730591	-0.08404822
1.5788116	-0.08404822
1.8769226	-0.0837918
1.336731	-0.08302252
0.4845581	-0.08243077
0.405014	-0.08231242
0.3478088	-0.08199682
0.4219971	-0.08170095
0.5444183	-0.08138535
0.5636902	-0.0811092
0.545639	-0.08101057
0.5417633	-0.08089222
0.4940643	-0.0806358
0.4272614	-0.08037937
0.1915894	-0.07986652
0.1096039	-0.07959037
0.1111908	-0.07959037
0.1128845	-0.07959037
0.0881348	-0.07964955
0.0876923	-0.07966927
0.0875397	-0.07966927
0.0870819	-0.07966927
0.0871887	-0.07966927
0.0868988	-0.07966927
0.086731	-0.07964955
0.0869751	-0.07964955
0.0870667	-0.07964955
0.0865936	-0.07949175
0.094101	-0.0791367
0.0944824	-0.07901835
0.0903778	-0.07880137
0.0773926	-0.07848577
0.0741272	-0.0784266
0.071579	-0.07822935
0.0684204	-0.07801237
0.0657349	-0.07785457
0.0566254	-0.0776376
0.050415	-0.07746007
0.0484924	-0.07706557
0.0556183	-0.07674997
0.0563049	-0.07671052
0.0567474	-0.07671052
0.0608063	-0.07673025
0.0713348	-0.07678942
0.0713348	-0.07678942
0.0708008	-0.07678942
0.0724182	-0.07678942
0.0726929	-0.07678942
0.072937	-0.07678942
0.0726776	-0.07678942
0.0724335	-0.07678942
0.0979309	-0.07633575
0.1109314	-0.0755073
0.102951	-0.07505362
0.1187286	-0.07485637
0.1711884	-0.07452105
0.2024078	-0.07436325
0.2400818	-0.07422517
0.3373718	-0.07394902
0.3898621	-0.0737715
0.4301605	-0.0734559
0.4065094	-0.07325865
0.3578491	-0.07304167
0.314209	-0.07292332
0.3148499	-0.07292332
0.3190155	-0.07292332
0.3227844	-0.07294305
0.319458	-0.07294305
0.317749	-0.07294305
0.317627	-0.07294305
0.3127441	-0.07294305
0.3071899	-0.07292332
0.301178	-0.07292332
0.1916199	-0.07239075
0.2537079	-0.07199625
0.393631	-0.0715623
0.4670258	-0.07114807
0.4563751	-0.07095082
0.4373779	-0.0707733
0.3497162	-0.07035907
0.2069244	-0.06996457
0.1670074	-0.06947145
0.2349854	-0.06913612
0.2676697	-0.06901777
0.2700348	-0.06901777
0.2675171	-0.06901777
0.2654114	-0.06901777
0.2655792	-0.0690375
0.2653809	-0.0690375
0.2657623	-0.0690375
0.2661743	-0.0690375
0.2681427	-0.0690375
0.269516	-0.06901777
0.2720032	-0.06901777
0.2726288	-0.06901777
0.3025818	-0.06868245
0.2741394	-0.06822877
