Relative Intensity Alessio_doubleslit_0.04_0.25_1.5_lampadina	Position (m) Alessio_doubleslit_0.04_0.25_1.5_lampadina
0.0891113	-0.07615823
0.0891266	-0.07615823
0.0892334	-0.07615823
0.0901642	-0.07615823
0.0899811	-0.07615823
0.0886383	-0.07615823
0.088501	-0.07615823
0.0813293	-0.0762174
0.0548096	-0.07671053
0.0514221	-0.0770064
0.051178	-0.07704585
0.0530243	-0.07726283
0.0568542	-0.07757843
0.0608978	-0.07769678
0.0800629	-0.07832798
0.0825806	-0.07854495
0.0831909	-0.07854495
0.083252	-0.0785844
0.0829468	-0.07856468
0.0829163	-0.07856468
0.0833588	-0.07854495
0.0835571	-0.07854495
0.0832825	-0.07854495
0.0830078	-0.07854495
0.083725	-0.07854495
0.0830688	-0.07856468
0.0830231	-0.07856468
0.0830231	-0.07856468
0.082962	-0.07856468
0.0837555	-0.07870275
0.0815277	-0.07927478
0.0830841	-0.0792945
0.0850372	-0.0793734
0.1153564	-0.07964955
0.1414185	-0.07980735
0.2910156	-0.0803202
0.4827881	-0.08067525
0.505188	-0.0809514
0.4739227	-0.08116838
0.4345245	-0.08128673
0.4296417	-0.08130645
0.4332123	-0.08130645
0.4347229	-0.08128673
0.4325409	-0.08128673
0.4307709	-0.08128673
0.429657	-0.08128673
0.4296265	-0.08128673
0.4317322	-0.08128673
0.4332275	-0.08128673
0.4309845	-0.08130645
0.4282532	-0.08130645
0.3784943	-0.08146425
0.3325806	-0.08183903
0.4158936	-0.08201655
0.6138611	-0.08227298
1.3381653	-0.08272665
1.5391998	-0.082845
1.833725	-0.0832395
1.6758575	-0.08351565
1.5976257	-0.08357483
1.2565918	-0.08383125
1.0299225	-0.08400878
1.0300751	-0.08400878
1.0390167	-0.08400878
1.0337067	-0.08398905
1.0410919	-0.08398905
1.0364532	-0.08398905
1.0296021	-0.08398905
1.0252991	-0.08398905
1.0269775	-0.08398905
1.034729	-0.08400878
1.0334473	-0.08400878
1.0050049	-0.0841074
2.134201	-0.08477805
2.3685608	-0.08491613
3.242218	-0.08515283
4.3336029	-0.08556705
4.4363098	-0.08588265
3.5894623	-0.08627715
2.34552	-0.08649413
1.9527435	-0.08680973
2.0737	-0.08692808
2.0757904	-0.08692808
2.064682	-0.08692808
2.0684204	-0.08692808
2.0786896	-0.08690835
2.08284	-0.08690835
2.0741119	-0.08690835
2.0789337	-0.08690835
2.0745239	-0.08690835
2.0632019	-0.08692808
2.0690918	-0.08692808
2.0817719	-0.08692808
2.1324921	-0.0869478
2.8085938	-0.08712533
6.1855927	-0.08771708
7.6918945	-0.08807213
7.7642365	-0.08832855
6.6687164	-0.08856525
4.684845	-0.08890058
3.0014191	-0.0893148
3.0443726	-0.08941343
4.1082611	-0.08972903
7.2070312	-0.09000518
7.1944885	-0.09000518
7.1072235	-0.09000518
7.1565552	-0.09000518
7.2661591	-0.08998545
7.2719269	-0.08998545
7.2527618	-0.08998545
7.3156281	-0.08998545
7.3265839	-0.08998545
7.2109375	-0.09000518
7.2390747	-0.09000518
7.2847443	-0.0900249
7.9557495	-0.09012353
9.9203033	-0.0904983
9.7458801	-0.09085335
8.2920837	-0.09107033
7.0918579	-0.09122813
4.822876	-0.09156345
3.8248138	-0.09205658
7.879303	-0.09249053
10.6182709	-0.09284558
11.6046448	-0.093102
11.5638275	-0.0932598
10.8314362	-0.09343733
10.4756927	-0.09343733
10.40625	-0.09343733
10.5159454	-0.0934176
10.6494293	-0.0934176
10.6638336	-0.0934176
10.6910095	-0.0934176
10.6723633	-0.0934176
10.6897888	-0.0934176
10.711441	-0.09343733
10.6943665	-0.09343733
6.4157715	-0.09383183
3.6189575	-0.0944433
3.8433228	-0.09462083
4.6194	-0.09479835
5.5551147	-0.09495615
7.7778473	-0.09513368
9.0463409	-0.09533093
10.232254	-0.09556763
10.3702545	-0.0958635
7.7789764	-0.09629745
3.9910126	-0.09661305
3.2605286	-0.0968103
3.2443237	-0.0968103
3.2857208	-0.0968103
3.2545624	-0.0968103
3.2235413	-0.09679058
3.250061	-0.09679058
3.2240295	-0.09679058
3.2279053	-0.09679058
3.2224426	-0.0968103
3.2561493	-0.0968103
3.2332306	-0.0968103
3.0562897	-0.09702728
5.8765869	-0.09771765
6.1105652	-0.0977571
6.6704559	-0.09789518
7.8438263	-0.09819105
7.5471191	-0.0983883
4.9746246	-0.09892088
3.3684387	-0.09913785
3.2975006	-0.09913785
3.2696686	-0.09913785
3.2404175	-0.09913785
3.2168884	-0.09911813
3.2723999	-0.09911813
3.2533569	-0.09911813
3.2700958	-0.09911813
3.3279724	-0.09911813
3.3359375	-0.09911813
3.2693481	-0.09911813
3.2636414	-0.09913785
2.653183	-0.09921675
2.9489899	-0.09998603
3.6504059	-0.10030163
4.0480652	-0.1004397
4.4793243	-0.1008342
4.2071686	-0.10101173
3.0287476	-0.10126815
2.0318909	-0.10158375
1.7579041	-0.10168238
1.1747284	-0.10195853
1.0834045	-0.10247138
1.1909637	-0.10251083
1.1849213	-0.10251083
1.1815643	-0.10251083
1.1822052	-0.10251083
1.2023163	-0.10251083
1.1853333	-0.10251083
1.1836548	-0.10251083
1.1674652	-0.10251083
1.1679382	-0.10251083
1.1710663	-0.10251083
1.1698761	-0.10251083
1.4926147	-0.10302368
0.8283691	-0.10404938
0.4825134	-0.1043847
0.3358307	-0.1047003
0.3531036	-0.10497645
0.3606873	-0.10499618
0.4573975	-0.10529205
0.5293732	-0.1055682
0.5372009	-0.10562738
0.5406342	-0.10566683
0.5396423	-0.10566683
0.538559	-0.1056471
0.5395203	-0.1056471
0.5380707	-0.1056471
0.5381927	-0.1056471
0.5389404	-0.1056471
0.5379028	-0.1056471
0.5375519	-0.1056471
0.5379486	-0.1056471
0.538559	-0.1056471
0.5380707	-0.10566683
0.5392303	-0.10566683
0.4770203	-0.10621913
0.1647949	-0.10692923
0.1389618	-0.10694895
0.1204681	-0.10710675
0.0836639	-0.10740263
0.0813293	-0.10783658
0.0878143	-0.10805355
0.0885773	-0.10805355
0.090271	-0.1082508
0.0864716	-0.10858613
0.0846405	-0.10860585
0.0837097	-0.10860585
0.0835114	-0.10858613
0.0834351	-0.1085664
0.0837555	-0.1085664
0.0841675	-0.1085664
0.0838776	-0.1085664
0.0840454	-0.1085664
0.0843811	-0.10858613
0.0845184	-0.10860585
0.0845337	-0.10860585
0.0821075	-0.10870448
0.0673218	-0.10902008
0.0592804	-0.10921733
0.0485382	-0.10969073
0.05336	-0.11004578
0.061142	-0.11026275
0.0888062	-0.11079533
0.0988464	-0.11103203
0.105896	-0.1110912
0.1066589	-0.1110912
0.1075439	-0.11111093
0.1072845	-0.11111093
0.1070862	-0.1110912
0.1073761	-0.11107148
0.1076202	-0.11107148
0.1072845	-0.11107148
0.107132	-0.11107148
0.1071472	-0.11107148
0.1062622	-0.11107148
0.1067657	-0.11111093
0.1063995	-0.11111093
0.1066895	-0.11111093
0.1066589	-0.11111093
0.1101074	-0.11128845
0.0957642	-0.11189993
0.0923309	-0.11201828
0.1019745	-0.11229443
0.1482391	-0.11261003
0.1814728	-0.1127481
0.2830505	-0.11308343
0.3786163	-0.11341875
0.4028473	-0.11351738
0.4129791	-0.11359628
0.4155884	-0.113616
0.4155121	-0.11359628
0.4143524	-0.11357655
0.4141846	-0.11357655
0.4136505	-0.11357655
0.4139862	-0.11357655
0.4137878	-0.11357655
0.4139709	-0.11357655
0.4140472	-0.11357655
0.4149933	-0.11359628
0.415802	-0.11359628
0.4145813	-0.11359628
0.4166412	-0.11363573
0.2154388	-0.11450363
0.1969299	-0.1151151
0.2012939	-0.1151151
0.2706909	-0.1153518
0.4179993	-0.11586465
0.4345551	-0.11625915
0.4100952	-0.11639723
0.3556366	-0.11659448
0.334671	-0.11663393
0.3325195	-0.11663393
0.3320007	-0.11663393
0.33078	-0.1166142
0.3311462	-0.1166142
0.331192	-0.1166142
0.3301849	-0.1166142
0.3284607	-0.1166142
0.3314209	-0.1166142
0.3334045	-0.1166142
0.3342438	-0.11663393
0.3330383	-0.11663393
0.3243256	-0.11665365
0.1590424	-0.1173243
0.2800751	-0.11825138
0.2841949	-0.11829083
0.3004608	-0.11838945
0.3195801	-0.1185867
0.3035278	-0.1189023
0.2701569	-0.11907983
0.2620392	-0.11911928
0.2116089	-0.11933625
0.1546936	-0.11959268
0.1491241	-0.11959268
0.1513214	-0.11959268
0.1519775	-0.11957295
0.1550598	-0.11957295
0.1534882	-0.11957295
0.152359	-0.11957295
0.151474	-0.11957295
0.1513062	-0.11957295
0.1517029	-0.11959268
0.1513062	-0.11959268
0.1522217	-0.11959268
0.1332855	-0.11990828
0.204895	-0.12089452
0.2426758	-0.1210326
0.2440948	-0.1211115
0.2391815	-0.12130875
0.2266846	-0.1214271
0.1688995	-0.12180188
0.1432495	-0.12195967
0.1267548	-0.1220583
0.0802307	-0.12243307
0.0713196	-0.12265005
0.0704498	-0.1226895
0.0703125	-0.1226895
0.0701141	-0.12266977
0.0702667	-0.12263032
0.0707397	-0.12263032
0.0715332	-0.12263032
0.0713196	-0.12263032
0.0704651	-0.12263032
0.0709229	-0.12263032
0.0710754	-0.12263032
0.0706635	-0.12266977
0.0706329	-0.12266977
0.0711823	-0.12286702
0.0797424	-0.12365602
0.0713348	-0.12399135
0.0677338	-0.12407025
0.0516205	-0.12446475
0.0445251	-0.12472118
0.0413055	-0.12483953
0.037735	-0.12515513
0.0368652	-0.12543128
0.0371704	-0.12551018
0.0374603	-0.12551018
0.0372009	-0.12551018
0.0372467	-0.12543128
0.0375824	-0.12543128
0.0373383	-0.12543128
0.0370789	-0.12543128
0.037735	-0.12543128
0.037323	-0.12543128
0.037735	-0.12543128
0.0370026	-0.12551018
0.0376892	-0.12551018
0.037384	-0.12551018
0.0382385	-0.12590467
0.0424194	-0.12643725
0.0428772	-0.12651615
0.0433807	-0.12683175
0.0423431	-0.1271079
0.043396	-0.12732487
0.0570221	-0.12787718
0.0758514	-0.1281336
0.0947418	-0.12835058
0.1087646	-0.12850838
0.1101074	-0.12850838
0.1094971	-0.12850838
0.1096954	-0.12842948
0.1098328	-0.12839003
0.1122589	-0.12839003
0.1119995	-0.12839003
0.1121521	-0.12839003
0.111557	-0.12839003
0.1117706	-0.12846893
0.1097717	-0.12848865
0.1123047	-0.12850838
0.1267853	-0.12896205
0.0900269	-0.1297116
0.0804901	-0.1299483
0.0869904	-0.1302639
0.1192627	-0.13069785
0.1359711	-0.1308951
0.1522827	-0.13111208
0.1573639	-0.13134878
0.1468201	-0.1316052
0.1292419	-0.13186163
0.12854	-0.13186163
0.1293182	-0.1318419
0.1295166	-0.13180245
0.1300354	-0.13180245
0.1293182	-0.13180245
0.1282501	-0.13180245
0.128479	-0.13180245
0.1293335	-0.13180245
0.1292877	-0.13180245
0.1296539	-0.1318419
0.1302338	-0.13186163
0.1290283	-0.13186163
0.1163788	-0.13205888
0.0786285	-0.13267035
0.0832672	-0.13280843
0.0942841	-0.13298595
0.1447601	-0.1334199
0.1736755	-0.1336566
0.1904602	-0.13391303
0.1813965	-0.1342878
0.1620483	-0.1344456
0.1487274	-0.13458368
0.1262665	-0.13472175
0.1248169	-0.13472175
0.1246796	-0.13466258
0.125473	-0.13464285
0.1265259	-0.13464285
0.1247253	-0.13466258
0.1236572	-0.13466258
0.1242981	-0.13466258
0.1257782	-0.13472175
0.1250916	-0.13472175
0.1253815	-0.13472175
0.0891418	-0.13519515
0.1036224	-0.13576718
0.1204224	-0.1360236
0.1036072	-0.13685205
0.0760345	-0.13726628
0.0596466	-0.13754243
0.0522003	-0.13795665
0.0551605	-0.1381539
0.0621948	-0.13850895
0.063858	-0.13860758
0.0636444	-0.13860758
0.0634613	-0.1385484
0.0633545	-0.1385484
0.0638428	-0.1385484
0.0637054	-0.1385484
0.0638275	-0.1385484
0.0629578	-0.1385484
0.0634003	-0.1385484
0.0628662	-0.13858785
0.0632324	-0.13860758
0.0636597	-0.1386273
0.0664215	-0.13908098
0.0611267	-0.13943603
0.0511932	-0.13983053
0.0414276	-0.14034338
0.0391083	-0.14058008
0.0372925	-0.14105348
0.036911	-0.14136908
0.0366364	-0.14150715
0.035614	-0.14211863
0.035614	-0.1422567
0.0357208	-0.1422567
0.0354767	-0.14223698
0.0355225	-0.14221725
0.035553	-0.14219753
0.0355225	-0.14219753
